Tiempo de Inicio,Tiempo de Fin,Duración,Valor Inicial,Valor Final
2024-09-10 14:26:00,2024-09-10 14:30:00,00:04:00,0.1125,0.1125
2024-09-10 14:33:00,2024-09-10 14:33:00,00:00:00,0.6964,0.6964
2024-09-10 14:38:00,2024-09-10 14:38:00,00:00:00,0.4456,0.4456
2024-09-10 14:40:00,2024-09-10 14:49:00,00:09:00,0.3424,0.3394
2024-09-10 14:51:00,2024-09-10 14:54:00,00:03:00,0.2811,0.2811
2024-09-10 14:56:00,2024-09-10 16:17:00,01:21:00,0.3378,0.275
2024-09-10 16:20:00,2024-09-10 16:49:00,00:29:00,0.1601,0.1666
2024-09-10 16:52:00,2024-09-10 16:52:00,00:00:00,0.3904,0.3904
2024-09-10 16:55:00,2024-09-10 16:55:00,00:00:00,0.2838,0.2838
2024-09-10 16:58:00,2024-09-10 17:26:00,00:28:00,0.1647,0.1589
2024-09-10 17:30:00,2024-09-10 17:30:00,00:00:00,0.3574,0.3574
2024-09-10 17:32:00,2024-09-10 17:32:00,00:00:00,0.2708,0.2708
2024-09-10 17:35:00,2024-09-10 18:03:00,00:28:00,0.1598,0.1692
2024-09-10 18:07:00,2024-09-10 18:07:00,00:00:00,0.3919,0.3919
2024-09-10 18:10:00,2024-09-10 18:10:00,00:00:00,0.2932,0.2932
2024-09-10 18:13:00,2024-09-10 18:25:00,00:12:00,0.1687,0.1791
2024-09-10 18:27:00,2024-09-10 18:50:00,00:23:00,0.2895,0.3032
2024-09-10 18:53:00,2024-09-10 19:13:00,00:20:00,0.174,0.1827
2024-09-10 19:15:00,2024-09-10 19:44:00,00:29:00,0.2873,0.2973
2024-09-10 19:47:00,2024-09-10 20:15:00,00:28:00,0.1714,0.1743
2024-09-10 20:18:00,2024-09-10 20:41:00,00:23:00,0.2885,0.3018
2024-09-10 20:44:00,2024-09-10 21:12:00,00:28:00,0.1718,0.1733
2024-09-10 21:16:00,2024-09-10 21:16:00,00:00:00,0.4021,0.4021
2024-09-10 21:18:00,2024-09-10 21:19:00,00:01:00,0.3072,0.298
2024-09-10 21:22:00,2024-09-10 21:36:00,00:14:00,0.1693,0.1787
2024-09-10 21:39:00,2024-09-10 22:08:00,00:29:00,0.2872,0.2894
2024-09-10 22:10:00,2024-09-10 22:28:00,00:18:00,0.1722,0.1692
2024-09-10 22:31:00,2024-09-10 22:32:00,00:01:00,0.0327,0.046
2024-09-10 22:35:00,2024-09-10 22:35:00,00:00:00,0.6055,0.6055
2024-09-10 22:40:00,2024-09-10 22:40:00,00:00:00,0.3972,0.3972
2024-09-10 22:42:00,2024-09-10 23:01:00,00:19:00,0.2987,0.3029
2024-09-10 23:03:00,2024-09-10 23:05:00,00:02:00,0.1938,0.1938
2024-09-10 23:07:00,2024-09-10 23:33:00,00:26:00,0.1713,0.1714
2024-09-10 23:37:00,2024-09-10 23:37:00,00:00:00,0.3811,0.3811
2024-09-10 23:39:00,2024-09-10 23:39:00,00:00:00,0.297,0.297
2024-09-10 23:42:00,2024-09-11 00:10:00,00:28:00,0.1714,0.1693
2024-09-11 00:14:00,2024-09-11 00:14:00,00:00:00,0.3916,0.3916
2024-09-11 00:16:00,2024-09-11 00:17:00,00:01:00,0.3049,0.298
2024-09-11 00:20:00,2024-09-11 00:33:00,00:13:00,0.1686,0.1786
2024-09-11 00:36:00,2024-09-11 00:58:00,00:22:00,0.2894,0.2917
2024-09-11 01:01:00,2024-09-11 01:30:00,00:29:00,0.1718,0.1777
2024-09-11 01:32:00,2024-09-11 01:33:00,00:01:00,0.4011,0.3945
2024-09-11 01:36:00,2024-09-11 01:36:00,00:00:00,0.2983,0.2983
2024-09-11 01:39:00,2024-09-11 02:07:00,00:28:00,0.1689,0.1671
2024-09-11 02:10:00,2024-09-11 02:10:00,00:00:00,0.3832,0.3832
2024-09-11 02:13:00,2024-09-11 02:13:00,00:00:00,0.2914,0.2914
2024-09-11 02:16:00,2024-09-11 02:44:00,00:28:00,0.166,0.168
2024-09-11 02:48:00,2024-09-11 02:48:00,00:00:00,0.3707,0.3707
2024-09-11 02:50:00,2024-09-11 02:50:00,00:00:00,0.2955,0.2955
2024-09-11 02:53:00,2024-09-11 03:21:00,00:28:00,0.1675,0.1665
2024-09-11 03:25:00,2024-09-11 03:25:00,00:00:00,0.3841,0.3841
2024-09-11 03:27:00,2024-09-11 03:28:00,00:01:00,0.2971,0.2917
2024-09-11 03:31:00,2024-09-11 03:59:00,00:28:00,0.1661,0.1679
2024-09-11 04:01:00,2024-09-11 04:02:00,00:01:00,0.3926,0.3857
2024-09-11 04:05:00,2024-09-11 04:05:00,00:00:00,0.2915,0.2915
2024-09-11 04:08:00,2024-09-11 04:36:00,00:28:00,0.1677,0.1671
2024-09-11 04:42:00,2024-09-11 04:42:00,00:00:00,0.2921,0.2921
2024-09-11 04:45:00,2024-09-11 05:13:00,00:28:00,0.1639,0.1677
2024-09-11 05:17:00,2024-09-11 05:17:00,00:00:00,0.369,0.369
2024-09-11 05:19:00,2024-09-11 05:19:00,00:00:00,0.297,0.297
2024-09-11 05:22:00,2024-09-11 05:50:00,00:28:00,0.1688,0.1647
2024-09-11 05:54:00,2024-09-11 05:54:00,00:00:00,0.3767,0.3767
2024-09-11 05:56:00,2024-09-11 05:57:00,00:01:00,0.291,0.2842
2024-09-11 06:00:00,2024-09-11 06:28:00,00:28:00,0.1645,0.1645
2024-09-11 06:30:00,2024-09-11 06:30:00,00:00:00,0.3891,0.3891
2024-09-11 06:34:00,2024-09-11 06:34:00,00:00:00,0.032,0.032
2024-09-11 06:37:00,2024-09-11 06:37:00,00:00:00,0.593,0.593
2024-09-11 06:42:00,2024-09-11 06:42:00,00:00:00,0.3831,0.3831
2024-09-11 06:45:00,2024-09-11 06:45:00,00:00:00,0.28,0.28
2024-09-11 06:48:00,2024-09-11 07:16:00,00:28:00,0.1619,0.1659
2024-09-11 07:22:00,2024-09-11 07:22:00,00:00:00,0.2866,0.2866
2024-09-11 07:25:00,2024-09-11 07:53:00,00:28:00,0.163,0.1656
2024-09-11 07:57:00,2024-09-11 07:57:00,00:00:00,0.3835,0.3835
2024-09-11 07:59:00,2024-09-11 08:00:00,00:01:00,0.2976,0.2851
2024-09-11 08:02:00,2024-09-11 08:11:00,00:09:00,0.1695,0.1719
2024-09-11 08:14:00,2024-09-11 10:57:00,02:43:00,0.2844,0.3706
2024-09-11 10:59:00,2024-09-11 11:27:00,00:28:00,0.3351,0.388
2024-09-11 11:29:00,2024-09-11 11:34:00,00:05:00,0.4835,0.4598
2024-09-11 11:36:00,2024-09-11 11:38:00,00:02:00,0.4153,0.4153
2024-09-11 11:40:00,2024-09-11 13:30:00,01:50:00,0.38,0.3319
2024-09-11 13:33:00,2024-09-11 13:53:00,00:20:00,0.1946,0.2127
2024-09-11 13:56:00,2024-09-11 13:58:00,00:02:00,0.3335,0.3422
2024-09-11 14:00:00,2024-09-11 14:07:00,00:07:00,0.0627,0.0627
2024-09-11 14:14:00,2024-09-11 14:14:00,00:00:00,0.4689,0.4689
2024-09-11 14:17:00,2024-09-11 14:20:00,00:03:00,0.3427,0.3506
2024-09-11 14:22:00,2024-09-11 14:59:00,00:37:00,0.3741,0.374
2024-09-11 15:01:00,2024-09-11 16:21:00,01:20:00,0.345,0.3349
2024-09-11 16:24:00,2024-09-11 16:40:00,00:16:00,0.1904,0.1859
2024-09-11 16:43:00,2024-09-11 17:03:00,00:20:00,0.3096,0.3154
2024-09-11 17:06:00,2024-09-11 17:06:00,00:00:00,0.1696,0.1696
2024-09-11 17:08:00,2024-09-11 17:19:00,00:11:00,0.0039,0.0039
2024-09-11 17:22:00,2024-09-11 17:22:00,00:00:00,0.5992,0.5992
2024-09-11 17:27:00,2024-09-11 17:27:00,00:00:00,0.4009,0.4009
2024-09-11 17:29:00,2024-09-11 17:44:00,00:15:00,0.3089,0.3032
2024-09-11 17:46:00,2024-09-11 18:17:00,00:31:00,0.1922,0.1843
2024-09-11 18:19:00,2024-09-11 18:20:00,00:01:00,0.4107,0.407
2024-09-11 18:23:00,2024-09-11 18:23:00,00:00:00,0.2972,0.2972
2024-09-11 18:28:00,2024-09-11 18:40:00,00:12:00,0.1685,0.1721
2024-09-11 18:43:00,2024-09-11 18:47:00,00:04:00,0.296,0.2777
2024-09-11 18:49:00,2024-09-11 19:00:00,00:11:00,0.2976,0.2981
2024-09-11 19:04:00,2024-09-11 19:28:00,00:24:00,0.1678,0.169
2024-09-11 19:31:00,2024-09-11 19:48:00,00:17:00,0.2911,0.297
2024-09-11 19:51:00,2024-09-11 20:12:00,00:21:00,0.1724,0.1537
2024-09-11 20:14:00,2024-09-11 20:17:00,00:03:00,0.0191,0.0191
2024-09-11 20:20:00,2024-09-11 20:20:00,00:00:00,0.5958,0.5958
2024-09-11 20:27:00,2024-09-11 20:34:00,00:07:00,0.3001,0.2941
2024-09-11 20:37:00,2024-09-11 20:44:00,00:07:00,0.1724,0.1689
2024-09-11 20:47:00,2024-09-11 20:51:00,00:04:00,0.0147,0.0147
2024-09-11 20:54:00,2024-09-11 20:54:00,00:00:00,0.5998,0.5998
2024-09-11 20:59:00,2024-09-11 20:59:00,00:00:00,0.3981,0.3981
2024-09-11 21:01:00,2024-09-11 21:09:00,00:08:00,0.3009,0.2757
2024-09-11 21:11:00,2024-09-11 21:40:00,00:29:00,0.1731,0.1717
2024-09-11 21:46:00,2024-09-11 21:46:00,00:00:00,0.2976,0.2976
2024-09-11 21:49:00,2024-09-11 22:17:00,00:28:00,0.1704,0.1692
2024-09-11 22:21:00,2024-09-11 22:21:00,00:00:00,0.4,0.4
2024-09-11 22:24:00,2024-09-11 22:24:00,00:00:00,0.2874,0.2874
2024-09-11 22:26:00,2024-09-11 22:55:00,00:29:00,0.1705,0.1776
2024-09-11 22:57:00,2024-09-11 22:58:00,00:01:00,0.4064,0.3967
2024-09-11 23:01:00,2024-09-11 23:01:00,00:00:00,0.2955,0.2955
2024-09-11 23:04:00,2024-09-11 23:32:00,00:28:00,0.169,0.1707
2024-09-11 23:35:00,2024-09-11 23:35:00,00:00:00,0.3982,0.3982
2024-09-11 23:38:00,2024-09-11 23:38:00,00:00:00,0.2949,0.2949
2024-09-11 23:41:00,2024-09-11 23:59:00,00:18:00,0.1669,0.1677
2024-09-07 10:23:00,2024-09-09 12:06:00,01:43:00,0.0108,0.0168
2024-09-09 12:12:00,2024-09-09 12:12:00,00:00:00,4.0698,4.0698
2024-09-09 12:15:00,2024-09-09 12:15:00,00:00:00,4.0259,4.0259
2024-09-09 12:17:00,2024-09-09 12:17:00,00:00:00,3.9759,3.9759
2024-09-09 12:19:00,2024-09-09 12:19:00,00:00:00,4.0089,4.0089
2024-09-09 12:22:00,2024-09-09 12:22:00,00:00:00,3.9915,3.9915
2024-09-09 12:24:00,2024-09-09 12:24:00,00:00:00,3.9813,3.9813
2024-09-09 12:26:00,2024-09-09 12:26:00,00:00:00,3.9437,3.9437
2024-09-09 12:28:00,2024-09-09 12:28:00,00:00:00,3.96,3.96
2024-09-09 12:30:00,2024-09-09 12:30:00,00:00:00,3.9219,3.9219
2024-09-09 12:32:00,2024-09-09 12:33:00,00:01:00,3.962,3.9634
2024-09-09 12:36:00,2024-09-09 12:37:00,00:01:00,3.8658,3.859
2024-09-09 12:39:00,2024-09-09 12:42:00,00:03:00,3.8512,3.8316
2024-09-09 12:44:00,2024-09-09 12:51:00,00:07:00,3.8632,3.8608
2024-09-09 12:53:00,2024-09-09 12:53:00,00:00:00,3.8315,3.8315
2024-09-09 12:55:00,2024-09-09 12:55:00,00:00:00,3.8642,3.8642
2024-09-09 12:58:00,2024-09-09 13:02:00,00:04:00,0.2363,0.2363
2024-09-09 13:05:00,2024-09-09 13:09:00,00:04:00,3.8731,3.8716
2024-09-09 13:11:00,2024-09-09 13:18:00,00:07:00,3.8398,3.8535
2024-09-09 13:21:00,2024-09-09 13:24:00,00:03:00,3.8149,3.8138
2024-09-09 13:26:00,2024-09-09 13:26:00,00:00:00,3.8467,3.8467
2024-09-09 13:28:00,2024-09-09 13:29:00,00:01:00,3.8018,3.812
2024-09-09 13:31:00,2024-09-09 13:32:00,00:01:00,3.8386,3.826
2024-09-09 13:34:00,2024-09-09 13:34:00,00:00:00,3.8005,3.8005
2024-09-09 13:36:00,2024-09-09 13:41:00,00:05:00,3.8149,3.8102
2024-09-09 13:43:00,2024-09-09 13:43:00,00:00:00,3.7623,3.7623
2024-09-09 13:45:00,2024-09-09 13:45:00,00:00:00,3.7596,3.7596
2024-09-09 13:47:00,2024-09-09 13:47:00,00:00:00,3.7382,3.7382
2024-09-09 13:50:00,2024-09-09 13:53:00,00:03:00,3.7328,3.7337
2024-09-09 13:56:00,2024-09-10 07:38:00,17:42:00,0.0115,0.0121
2024-09-10 07:41:00,2024-09-10 07:41:00,00:00:00,3.6812,3.6812
2024-09-10 07:43:00,2024-09-10 08:06:00,00:23:00,3.7002,3.5942
2024-09-10 08:08:00,2024-09-10 08:23:00,00:15:00,3.5064,3.4958
2024-09-10 08:26:00,2024-09-10 08:28:00,00:02:00,2.9948,2.9948
2024-09-10 08:30:00,2024-09-10 08:40:00,00:10:00,3.4993,3.5095
2024-09-10 08:42:00,2024-09-10 08:56:00,00:14:00,3.5378,3.5747
2024-09-10 08:58:00,2024-09-10 09:05:00,00:07:00,3.6077,3.6281
2024-09-10 09:07:00,2024-09-10 09:07:00,00:00:00,3.6516,3.6516
2024-09-10 09:09:00,2024-09-10 09:11:00,00:02:00,3.6196,3.6114
2024-09-10 09:13:00,2024-09-10 09:13:00,00:00:00,3.6499,3.6499
2024-09-10 09:15:00,2024-09-10 09:15:00,00:00:00,3.6363,3.6363
2024-09-10 09:20:00,2024-09-10 09:22:00,00:02:00,3.6344,3.6566
2024-09-10 09:25:00,2024-09-10 09:34:00,00:09:00,3.6501,3.6556
2024-09-10 09:37:00,2024-09-10 09:39:00,00:02:00,3.6651,3.6576
2024-09-10 09:41:00,2024-09-10 09:51:00,00:10:00,3.665,3.6823
2024-09-10 09:53:00,2024-09-10 09:53:00,00:00:00,3.68,3.68
2024-09-10 09:56:00,2024-09-10 15:41:00,05:45:00,0.0133,0.0125
2024-09-10 15:45:00,2024-09-10 15:50:00,00:05:00,3.9508,3.9197
2024-09-10 15:52:00,2024-09-10 15:53:00,00:01:00,3.884,3.871
2024-09-10 15:55:00,2024-09-10 16:02:00,00:07:00,3.8524,3.8053
2024-09-10 16:05:00,2024-09-10 16:10:00,00:05:00,3.7174,3.6777
2024-09-10 16:14:00,2024-09-10 16:30:00,00:16:00,3.5219,3.5639
2024-09-10 16:32:00,2024-09-10 16:44:00,00:12:00,3.4584,3.4477
2024-09-10 16:47:00,2024-09-10 18:04:00,01:17:00,0.0135,0.0135
2024-09-10 18:10:00,2024-09-10 18:31:00,00:21:00,3.6058,3.5814
2024-09-10 18:33:00,2024-09-10 18:41:00,00:08:00,3.4877,3.4902
2024-09-10 18:44:00,2024-09-11 07:19:00,12:35:00,0.0107,0.0122
2024-09-11 07:22:00,2024-09-11 07:34:00,00:12:00,3.6084,3.5356
2024-09-11 07:37:00,2024-09-11 09:01:00,01:24:00,3.4375,3.5616
2024-09-11 09:04:00,2024-09-11 09:15:00,00:11:00,3.465,3.4889
2024-09-11 09:17:00,2024-09-11 09:28:00,00:11:00,3.465,3.5366
2024-09-11 09:31:00,2024-09-11 15:58:00,06:27:00,0.0123,0.012
2024-09-11 16:02:00,2024-09-11 16:05:00,00:03:00,3.971,3.9509
2024-09-11 16:07:00,2024-09-11 16:07:00,00:00:00,3.9104,3.9104
2024-09-11 16:09:00,2024-09-11 16:09:00,00:00:00,3.8849,3.8849
2024-09-11 16:11:00,2024-09-11 16:16:00,00:05:00,3.8554,3.8456
2024-09-11 16:18:00,2024-09-11 16:24:00,00:06:00,3.8097,3.8132
2024-09-11 16:27:00,2024-09-11 16:29:00,00:02:00,3.7115,3.7134
2024-09-11 16:31:00,2024-09-11 16:35:00,00:04:00,3.6766,3.6665
2024-09-11 16:37:00,2024-09-11 16:42:00,00:05:00,3.6296,3.5884
2024-09-11 16:44:00,2024-09-11 17:05:00,00:21:00,3.5592,3.5475
2024-09-11 17:08:00,2024-09-11 17:19:00,00:11:00,0.0066,0.0066
2024-09-11 17:22:00,2024-09-11 17:44:00,00:22:00,3.5215,3.4451
2024-09-11 17:46:00,2024-09-11 17:46:00,00:00:00,2.3839,2.3839
2024-09-11 17:48:00,2024-09-11 18:12:00,00:24:00,3.4487,3.4258
2024-09-11 18:15:00,2024-09-11 18:15:00,00:00:00,3.502,3.502
2024-09-11 18:17:00,2024-09-11 18:25:00,00:08:00,3.4341,3.4258
2024-09-11 18:28:00,2024-09-11 18:35:00,00:07:00,3.418,3.4075
2024-09-11 18:38:00,2024-09-11 18:43:00,00:05:00,3.3324,3.3421
2024-09-11 18:45:00,2024-09-11 18:46:00,00:01:00,3.0653,3.0653
2024-09-11 18:49:00,2024-09-11 19:00:00,00:11:00,3.3706,3.3784
2024-09-11 19:04:00,2024-09-11 19:16:00,00:12:00,3.3645,3.3225
2024-09-11 19:19:00,2024-09-11 19:21:00,00:02:00,3.026,3.026
2024-09-11 19:23:00,2024-09-11 19:49:00,00:26:00,3.3169,3.3244
2024-09-11 19:51:00,2024-09-11 19:58:00,00:07:00,3.3459,3.3654
2024-09-11 20:00:00,2024-09-11 20:03:00,00:03:00,3.4165,3.4033
2024-09-11 20:05:00,2024-09-11 20:08:00,00:03:00,3.3643,3.353
2024-09-11 20:11:00,2024-09-11 20:12:00,00:01:00,3.01,3.01
2024-09-11 20:14:00,2024-09-11 20:17:00,00:03:00,0.2364,0.2364
2024-09-11 20:19:00,2024-09-11 20:21:00,00:02:00,3.365,3.3787
2024-09-11 20:24:00,2024-09-11 20:25:00,00:01:00,3.3431,3.3392
2024-09-11 20:29:00,2024-09-11 23:59:00,03:30:00,0.0119,0.0139
