Consumo_T,Aula Medios,Cubiculos,Direccion 1,Direccion 2,Rack,Sala Juntas,Maestros 1,Maestros 2,L1,L2,L3,Aula_Medios_Pred,Cubiculos_Pred,Direccion1_Pred,Direccion2_Pred,Rack_Pred,Sala_Juntas_Pred,Maestros1_Pred,Maestros2_Pred
4.263,0.0144,0.0,0.0221,0.0247,0.4631,0.1059,0.0078,2.8582,0.1308,0.4248,0.2112,0.014194000000000007,2.5648390000000005,0.02301900000000001,0.026875999999999976,0.1920529999999998,0.10715299999999989,0.006229000000000007,0.011294999999999994
4.0175,0.0125,0.0,0.0218,0.0249,0.4757,0.1057,0.0039,2.889,0.1311,0.1419,0.211,0.012769000000000013,1.7818609999999975,0.02240199999999998,0.025892999999999992,0.4247060000000003,0.10129800000000017,0.004542000000000002,0.6749349999999993
3.9267,0.0116,0.0,0.0219,0.0249,0.4741,0.1061,0.0027,2.8721,0.1308,0.0719,0.2106,0.011649000000000027,0.053174,0.021933000000000015,0.024894,0.4683129999999999,0.10611999999999984,0.0027209999999999995,2.816943999999997
3.9104,0.0119,0.0,0.022,0.0247,0.4465,0.1063,0.003,2.8783,0.1303,0.0762,0.2112,0.011638000000000011,0.0,0.021801999999999985,0.02463599999999999,0.43843,0.10633299999999993,0.0029970000000000014,2.8938619999999986
3.8872,0.0114,0.0,0.021,0.0248,0.3876,0.1061,0.0029,2.92,0.1298,0.0724,0.2112,0.011722,0.6275059999999998,0.020822999999999977,0.02447399999999998,0.3516219999999997,0.10290399999999987,0.0035680000000000043,2.1026439999999984
3.8714,0.0119,0.0,0.0212,0.0248,0.39,0.1064,0.0016,2.9022,0.1291,0.0729,0.2113,0.01248400000000001,0.624927,0.021347999999999975,0.025007000000000012,0.33581400000000017,0.10640899999999995,0.0041220000000000015,2.122485000000003
4.081,0.0122,0.0,0.0213,0.0245,0.3778,0.1063,0.0041,2.8921,0.1285,0.0721,0.4421,0.012265000000000002,0.26573099999999994,0.02169300000000002,0.024750000000000015,0.39734600000000037,0.10635899999999994,0.00373,2.5874700000000006
4.3262,0.0121,0.0,0.0212,0.0249,0.3801,0.1064,0.0051,2.8815,0.128,0.0726,0.6943,0.012822,0.127821,0.02143800000000004,0.024777999999999998,0.39983999999999964,0.10637300000000001,0.005637999999999999,2.7401949999999964
4.1383,0.0121,0.0,0.0212,0.0248,0.382,0.1057,0.0043,2.8848,0.1276,0.0746,0.5012,0.01321576190476191,1.547323404761905,0.02195341666666668,0.02586593452380951,0.3936601190476192,0.10647510714285716,0.005090208333333337,1.0119657916666664
3.8296,0.0111,0.0,0.021,0.0248,0.3827,0.1058,0.0031,2.8673,0.1274,0.0751,0.2113,0.011814000000000009,0.8965970000000004,0.021398999999999977,0.025366999999999983,0.3286159999999999,0.10500700000000009,0.0032779999999999966,1.8676910000000007
3.8335,0.0123,0.0,0.0211,0.0248,0.3799,0.1062,0.0036,2.8711,0.1274,0.0763,0.2108,0.012679000000000001,0.9732790000000001,0.021666999999999974,0.025441999999999975,0.3047769999999997,0.104515,0.003937999999999996,1.7269270000000012
3.8721,0.012,0.0,0.0208,0.0245,0.3869,0.1062,0.0039,2.9028,0.1271,0.0765,0.2114,0.01210900000000001,0.16200900000000001,0.021261999999999982,0.024762000000000003,0.397913,0.10631199999999992,0.0036810000000000002,2.702050000000004
3.8569,0.0119,0.0,0.0211,0.0248,0.3844,0.1063,0.0036,2.8902,0.1268,0.0768,0.211,0.013823000000000012,2.2590920000000003,0.022401999999999984,0.026269999999999995,0.1776930000000003,0.10518399999999987,0.005839999999999999,0.06838199999999996
3.8556,0.0122,0.0,0.0211,0.0245,0.3839,0.1063,0.0034,2.891,0.1263,0.0758,0.2111,0.013854000000000012,2.296357999999996,0.022041000000000012,0.026274999999999996,0.17844100000000032,0.10512299999999979,0.0077949999999999894,0.08986300000000005
3.9273,0.0116,0.0,0.0219,0.0248,0.4629,0.1064,0.0022,2.882,0.1262,0.0779,0.2114,0.011649000000000027,0.053174,0.021933000000000015,0.024849999999999976,0.4633849999999996,0.106252,0.0025010000000000015,2.8213000000000004
3.9556,0.0121,0.0,0.0216,0.025,0.4848,0.1066,0.0034,2.8809,0.126,0.0841,0.2111,0.012445999999999997,0.374018,0.021886999999999993,0.025342999999999973,0.39616399999999996,0.10770000000000002,0.004337000000000001,2.3902829999999984
3.9415,0.0117,0.0,0.0225,0.0245,0.4824,0.1063,0.0037,2.8774,0.1259,0.0763,0.2108,0.011732000000000012,0.26082900000000003,0.022430999999999982,0.024784999999999995,0.4568139999999991,0.10661199999999987,0.003979999999999998,2.568411999999997
3.9298,0.0122,0.0,0.022,0.0248,0.477,0.1061,0.0028,2.8778,0.1253,0.0716,0.2102,0.012235999999999992,0.4987490000000001,0.021982000000000005,0.02507699999999998,0.4371689999999995,0.10570299999999984,0.003167000000000002,2.332401000000001
3.9294,0.0119,0.0,0.0223,0.0248,0.4803,0.1061,0.0039,2.8704,0.1251,0.0732,0.2114,0.01205400000000001,0.4721620000000001,0.022164999999999994,0.025062999999999978,0.44113299999999955,0.10572599999999983,0.0038170000000000022,2.356636999999998
3.9165,0.0117,0.0,0.0221,0.0242,0.4777,0.1059,0.0022,2.8614,0.1248,0.0758,0.2107,0.011961000000000017,0.22551999999999997,0.022201999999999996,0.024565999999999998,0.47112799999999944,0.10543199999999998,0.002800000000000001,2.6005859999999994
3.021,0.0116,0.0,0.0223,0.0252,0.4802,0.1063,0.0032,1.9644,0.1247,0.072,0.2111,0.011473000000000018,0.0,0.021736999999999992,0.024737999999999972,0.41727400000000064,0.1046109999999998,0.003109999999999998,2.065152000000003
1.0765,0.0121,0.0,0.0231,0.0257,0.4811,0.1066,0.0031,0.0113,0.1249,0.0774,0.2112,0.011930749999999997,0.0,0.023141499999999968,0.025779250000000045,0.48232674999999986,0.10685225000000004,0.0027677499999999976,0.011114249999999994
1.0771,0.0113,0.0,0.023,0.0257,0.4858,0.1062,0.0023,0.0112,0.1244,0.0764,0.2108,0.011659000000000004,0.0,0.022882999999999983,0.025728000000000036,0.4714279999999998,0.10628199999999997,0.0025099999999999983,0.011126
1.074,0.0113,0.0,0.023,0.0255,0.4844,0.1059,0.0018,0.0111,0.1242,0.0762,0.2106,0.011638933333333337,0.0,0.022442449999999985,0.02537881666666669,0.4418642166666671,0.10498046666666673,0.002263566666666665,0.01073491666666667
1.072,0.0116,0.0,0.0231,0.0255,0.4805,0.1056,0.0028,0.0109,0.1236,0.0775,0.2109,0.011707000000000023,0.0,0.02306899999999997,0.02563500000000004,0.46618099999999957,0.10603400000000014,0.0032140000000000033,0.011037000000000005
1.0706,0.012,0.0,0.0225,0.0256,0.4796,0.1058,0.0018,0.0109,0.1238,0.0775,0.2111,0.011674999999999996,0.0,0.022643999999999994,0.02614899999999998,0.29218799999999967,0.1065310000000001,0.002426999999999997,0.01037200000000001
1.0695,0.0111,0.0,0.023,0.0255,0.4796,0.1058,0.0013,0.0097,0.1235,0.0791,0.2109,0.01166600000000001,0.0,0.023508000000000008,0.026572000000000012,0.4151279999999998,0.11029600000000013,0.002866000000000001,0.011744999999999997
1.3384,0.0121,0.0,0.0228,0.2828,0.4794,0.1059,0.0023,0.0105,0.1312,0.0805,0.2109,0.012896999999999997,0.0,0.022802,0.20088000000000025,0.4201099999999991,0.10716200000000008,0.004123000000000004,0.010609999999999984
1.6534,0.0119,0.0,0.0225,0.6498,0.4777,0.1059,0.0023,0.0099,0.083,0.0791,0.2113,0.012882000000000006,0.0,0.022504999999999987,0.42427399999999976,0.4317809999999996,0.10644500000000007,0.004368000000000008,0.010264000000000011
1.6717,0.0123,0.0,0.0227,0.6677,0.4829,0.1062,0.0024,0.01,0.0788,0.0782,0.2105,0.01279299999999999,0.0013020000000000002,0.022383000000000007,0.5563889999999994,0.4379470000000004,0.10594099999999995,0.0032590000000000062,0.01049500000000001
1.7692,0.0114,0.0,0.0226,0.6689,0.477,0.1061,0.0025,0.0108,0.1794,0.0795,0.211,0.011777,0.0,0.022599999999999988,0.5852230000000003,0.3988739999999998,0.10729899999999985,0.0033480000000000003,0.010610000000000003
1.8954,0.0116,0.0,0.0228,0.801,0.4823,0.1064,0.0021,0.0102,0.1692,0.0789,0.2109,0.012065000000000015,0.0,0.022569999999999996,0.7592670000000009,0.4307219999999999,0.10612600000000005,0.002614999999999998,0.010171999999999992
1.943,0.0116,0.0,0.0226,0.848,0.4818,0.1062,0.0027,0.0099,0.1712,0.0776,0.2114,0.012735450000000013,0.0,0.022171899999999994,0.7266971499999998,0.38930335,0.10490809999999996,0.0045306999999999995,0.009956300000000006
2.051,0.0124,0.0,0.0226,0.9462,0.4866,0.1057,0.0036,0.0102,0.1757,0.0767,0.2113,0.012931999999999985,0.0,0.02209099999999999,0.8015459999999998,0.4460130000000003,0.10528699999999999,0.004525999999999998,0.009874999999999988
2.1342,0.0113,0.0,0.0226,1.0522,0.4766,0.1061,0.0018,0.0098,0.1661,0.0768,0.2109,0.011792999999999996,0.0,0.022467999999999978,0.9889079999999989,0.44865100000000036,0.10623099999999987,0.0027079999999999995,0.009918
2.1335,0.012,0.0,0.0225,1.0542,0.4682,0.106,0.0028,0.0104,0.1676,0.0784,0.2114,0.012031000000000005,0.0,0.02243399999999998,0.9895879999999987,0.44579500000000044,0.10619699999999989,0.003048000000000003,0.010121999999999997
2.154,0.0121,0.0,0.0225,1.0614,0.479,0.1061,0.0025,0.0103,0.1741,0.075,0.211,0.013037999999999989,0.0,0.02206299999999998,0.8455960000000003,0.4243279999999997,0.10608299999999997,0.004495000000000001,0.010188999999999988
2.1638,0.0122,0.0,0.0225,1.0689,0.4726,0.1062,0.0032,0.0104,0.1787,0.0779,0.2112,0.01253099999999999,0.0,0.022472999999999983,0.9410740000000007,0.4498810000000001,0.10648800000000001,0.003678999999999998,0.010131999999999988
2.178,0.0122,0.0,0.0229,1.0759,0.4763,0.1063,0.003,0.0099,0.1787,0.082,0.2108,0.17189099999999996,0.0,0.022623999999999977,0.9460270000000002,0.40972299999999995,0.10640099999999993,0.002765000000000003,0.009832000000000006
2.1724,0.0117,0.0,0.0228,1.066,0.4737,0.1066,0.002,0.0103,0.1906,0.0777,0.211,0.045459000000000055,0.0,0.022621000000000002,0.9283980000000011,0.42181600000000047,0.10703000000000007,0.0029630000000000012,0.010354999999999987
2.1603,0.0122,0.0,0.0226,1.0597,0.4686,0.1064,0.0025,0.0095,0.1939,0.074,0.2109,0.012917999999999987,0.0,0.02238399999999999,0.7936810000000009,0.42501199999999995,0.10677600000000005,0.0040859999999999985,0.009664999999999986
2.2256,0.0117,0.0,0.0225,1.1433,0.4657,0.1063,0.0023,0.0096,0.1809,0.0726,0.2107,0.011989000000000014,0.02238,0.022508999999999973,0.8520989999999999,0.3926849999999996,0.10666499999999995,0.002821,0.009503000000000017
2.2513,0.0114,0.0,0.0225,1.1651,0.4731,0.1061,0.0031,0.0096,0.1763,0.0728,0.2113,0.011613000000000007,0.0,0.022491999999999977,1.1217809999999988,0.4665420000000003,0.10624899999999983,0.003224999999999998,0.009474000000000019
2.2532,0.0121,0.0,0.0223,1.1663,0.4835,0.1071,0.0023,0.0099,0.1657,0.0727,0.2113,0.011586000000000006,0.0,0.022509999999999978,1.099871999999999,0.4655490000000003,0.10632999999999983,0.0031379999999999976,0.009483000000000017
2.2864,0.012,0.0,0.0225,1.1721,0.4842,0.1066,0.0023,0.0107,0.1838,0.0806,0.2116,0.011915000000000007,0.0,0.022584999999999977,1.1622250000000007,0.4804870000000004,0.10657700000000006,0.0026770000000000006,0.010621000000000009
2.2838,0.0112,0.0,0.0225,1.1563,0.4777,0.1065,0.0031,0.0096,0.2007,0.0846,0.2116,0.011518000000000004,0.0,0.022623999999999974,1.1507350000000012,0.4787649999999995,0.106565,0.002993999999999998,0.009815000000000018
2.2857,0.0119,0.0,0.0228,1.1593,0.4771,0.1065,0.0032,0.011,0.2001,0.082,0.2118,0.01187400000000001,0.0,0.022707999999999996,1.156977000000001,0.4775760000000001,0.10653599999999999,0.003045999999999999,0.010744000000000005
2.2767,0.012,0.0,0.0227,1.157,0.4731,0.1068,0.0024,0.0108,0.2035,0.0766,0.2118,0.012739,0.0,0.022462999999999993,0.9925649999999984,0.4436040000000003,0.10689499999999992,0.0041900000000000045,0.010544000000000005
2.2907,0.0112,0.0,0.0226,1.1571,0.4852,0.1062,0.0026,0.0099,0.2042,0.0806,0.2111,0.011461000000000006,0.0,0.022597999999999993,1.1496320000000002,0.4798859999999997,0.10627399999999997,0.002721999999999997,0.010108000000000013
2.2837,0.0121,0.0,0.0229,1.1503,0.4863,0.1067,0.0025,0.0101,0.2009,0.0805,0.2114,0.011896000000000002,0.0,0.022791999999999965,1.148215000000001,0.4823769999999998,0.10664899999999998,0.0027420000000000005,0.010025000000000006
2.2495,0.0117,0.0,0.0227,1.1468,0.4831,0.1068,0.0028,0.009,0.1764,0.0792,0.211,0.011748000000000014,0.0,0.02258199999999998,1.1135459999999993,0.4710420000000002,0.10656399999999985,0.0030900000000000016,0.00920400000000001
2.2375,0.012,0.0,0.0226,1.1518,0.4823,0.1067,0.0023,0.011,0.1604,0.0772,0.2112,0.012677000000000015,0.2775120000000002,0.021702000000000013,0.4427990000000001,0.3432779999999999,0.10627600000000013,0.005338999999999998,0.009685999999999986
2.3553,0.0123,0.0,0.0224,1.1348,0.4702,0.1066,0.0018,0.0101,0.1596,0.0762,0.3613,0.013013999999999986,9.400000000000001e-05,0.022244000000000007,1.0118769999999992,0.43255799999999917,0.1048200000000001,0.0037750000000000027,0.023582999999999993
2.6523,0.0124,0.0,0.0223,1.1336,0.4316,0.1066,0.004,0.0113,0.1573,0.0775,0.6957,0.012699999999999994,0.052326,0.02245799999999998,0.8913800000000003,0.41537400000000035,0.10663100000000007,0.0039130000000000015,0.010944
2.4182,0.0122,0.0,0.0214,1.1374,0.3764,0.1065,0.005,0.0108,0.1584,0.0725,0.5176,0.012786999999999991,0.0,0.021795000000000005,0.9360119999999996,0.3283540000000002,0.10689600000000006,0.005553000000000002,0.010492000000000003
2.1229,0.0121,0.0,0.0217,1.1408,0.3786,0.1065,0.0022,0.01,0.163,0.0767,0.2113,0.012731999999999999,0.0,0.02168300000000004,0.9657829999999997,0.36482499999999973,0.10625399999999992,0.003684999999999999,0.009976000000000006
2.1174,0.0124,0.0,0.0214,1.1401,0.3751,0.1063,0.0031,0.0095,0.159,0.0791,0.2114,0.013054999999999983,0.0,0.02160600000000001,0.8737380000000001,0.3573110000000003,0.1066569999999999,0.004635999999999998,0.009904999999999983
2.0744,0.0119,0.0,0.0215,1.0913,0.3787,0.1055,0.0034,0.0102,0.1613,0.079,0.2116,0.013072000000000002,0.0,0.02160000000000003,0.8646020000000005,0.36206799999999995,0.10613899999999997,0.005231000000000002,0.010503999999999996
1.9757,0.0112,0.0,0.0217,0.9914,0.3767,0.1059,0.0016,0.0099,0.1673,0.0787,0.2113,0.010693,0.0,0.022130000000000025,0.7906699999999993,0.3053779999999997,0.106587,0.001430000000000001,0.009877000000000013
1.8468,0.0119,0.0,0.0217,0.8783,0.3772,0.106,0.0029,0.0096,0.1589,0.0688,0.2115,0.011962000000000013,0.0,0.021963000000000024,0.794388,0.39661499999999983,0.1059579999999999,0.003194000000000005,0.00995100000000002
1.7899,0.0118,0.0,0.0215,0.8131,0.3805,0.106,0.0022,0.0098,0.1655,0.0681,0.2114,0.012422000000000013,0.0,0.022010000000000023,0.5795939999999992,0.3160720000000003,0.10732000000000003,0.003325999999999999,0.010364
1.7066,0.0119,0.0,0.0216,0.736,0.3765,0.1059,0.0031,0.0091,0.1625,0.0686,0.2114,0.012257000000000011,0.0,0.022056999999999997,0.62189,0.3241389999999999,0.09243900000000008,0.003817999999999998,0.009570999999999998
1.6321,0.0117,0.0,0.0215,0.6614,0.3763,0.1061,0.0025,0.0101,0.1623,0.0685,0.2117,0.012352000000000009,0.034034,0.021770000000000022,0.36890199999999995,0.31939600000000046,0.10330900000000004,0.0024319999999999984,0.009823000000000004
1.5711,0.0114,0.0,0.0218,0.5971,0.3767,0.1062,0.0024,0.0102,0.1645,0.0689,0.2119,0.012714999999999999,0.0,0.022502999999999992,0.48077999999999904,0.2170310000000002,0.10690100000000001,0.003470999999999998,0.009904000000000015
1.5458,0.0118,0.0,0.0215,0.5738,0.3782,0.1063,0.0019,0.0106,0.1611,0.0688,0.2118,0.039882000000000015,0.0,0.02154800000000003,0.3765279999999995,0.37467999999999985,0.10630499999999989,0.0031480000000000045,0.010588000000000018
1.5582,0.0117,0.0,0.0217,0.5793,0.3805,0.1065,0.0037,0.01,0.1625,0.0704,0.2119,0.012436000000000011,0.0,0.022082000000000015,0.41531900000000027,0.4541899999999998,0.10709399999999997,0.004802999999999994,0.009875000000000009
1.559,0.0112,0.0,0.0217,0.5824,0.3801,0.1062,0.0027,0.011,0.1569,0.0755,0.2113,0.012570000000000015,0.0,0.02212400000000001,0.3886470000000003,0.4460099999999999,0.10718299999999996,0.004967999999999994,0.009823000000000012
1.5564,0.0114,0.0,0.0217,0.5809,0.379,0.1062,0.0036,0.0102,0.1576,0.0742,0.2116,0.011980999999999997,0.0,0.021890000000000027,0.5237989999999997,0.3843790000000002,0.10646900000000001,0.003932999999999997,0.010313999999999992
1.5424,0.0118,0.0,0.0219,0.5758,0.3727,0.1066,0.0029,0.0101,0.1545,0.0749,0.2112,0.011950000000000011,0.0,0.021783000000000025,0.5152460000000005,0.36539299999999963,0.10596400000000004,0.003270000000000003,0.010093000000000008
1.5527,0.0121,0.0,0.0217,0.5835,0.3778,0.1069,0.0018,0.0098,0.1547,0.0729,0.2115,0.012540999999999995,0.0,0.02198100000000003,0.41961900000000035,0.3709380000000003,0.10719199999999983,0.0028920000000000018,0.01009300000000001
1.5659,0.0116,0.0,0.0217,0.5884,0.379,0.1071,0.0031,0.0098,0.1609,0.0729,0.2114,0.012625000000000011,0.0,0.022026000000000025,0.41316400000000003,0.32298300000000046,0.1082040000000001,0.004067999999999998,0.00986900000000001
1.5608,0.0118,0.0,0.0217,0.5871,0.3798,0.1067,0.0026,0.0099,0.1582,0.0717,0.2113,0.012341000000000001,0.0,0.021824999999999973,0.34291200000000044,0.3726000000000001,0.10601099999999997,0.004440000000000001,0.009205000000000019
1.3288,0.014,0.0,0.0216,0.0457,0.3771,0.1065,0.0062,0.0107,0.0865,0.4486,0.2119,0.013761000000000006,0.0,0.021926000000000005,0.03862600000000005,0.33240799999999987,0.10676599999999993,0.006092999999999994,0.010668000000000004
1.3008,0.0142,0.0,0.0214,0.0099,0.3776,0.1065,0.0068,0.011,0.0664,0.4751,0.2119,0.013916683333333336,0.0,0.0225625753968254,0.02217138095238095,0.27818350674603165,0.1086350194444444,0.006812863095238092,0.010904588888888893
1.3047,0.0142,0.0,0.0214,0.0261,0.3773,0.1063,0.008,0.0111,0.066,0.4621,0.2122,0.014458799999999983,0.0,0.022970800000000003,0.026324999999999973,0.2415923999999998,0.10882000000000007,0.0077306,0.01094939999999999
1.3006,0.0143,0.0,0.0213,0.026,0.3755,0.1061,0.0077,0.0107,0.0718,0.4552,0.212,0.014161822619047606,0.0,0.021727739285714306,0.02455966666666665,0.3422119999999998,0.1069466714285713,0.007385733333333338,0.010775142857142863
1.2836,0.0143,0.0,0.0214,0.0253,0.3729,0.1059,0.008,0.0104,0.0619,0.4521,0.2114,0.013375999999999989,0.0,0.021771200000000008,0.025526000000000035,0.3354654000000003,0.10635120000000008,0.0063772000000000065,0.010516999999999992
1.2777,0.0141,0.0,0.0214,0.0254,0.372,0.1053,0.0085,0.0104,0.0597,0.4493,0.2116,0.013798999999999997,0.0,0.021970000000000014,0.025744999999999987,0.315986,0.10669999999999995,0.007594999999999991,0.010443999999999986
1.281,0.0143,0.0,0.0214,0.0254,0.377,0.1052,0.0067,0.0104,0.0598,0.4494,0.2114,0.014277099999999992,0.0,0.02152690000000002,0.025490800000000004,0.3620016,0.1058083,0.006841500000000004,0.010473799999999993
1.275,0.0143,0.0,0.0211,0.0254,0.3741,0.1053,0.0066,0.0105,0.0598,0.4463,0.2116,0.014601999999999974,0.0,0.022815999999999996,0.026181000000000024,0.23842099999999988,0.11084999999999987,0.007610999999999996,0.011368
1.2739,0.0145,0.0,0.0212,0.0255,0.3717,0.1049,0.0066,0.011,0.0597,0.4469,0.2119,0.014360999999999987,0.0,0.021394000000000028,0.02545300000000004,0.36702199999999974,0.10562099999999994,0.007282000000000003,0.011055000000000004
1.2737,0.0143,0.0,0.0216,0.0254,0.3747,0.1052,0.008,0.0108,0.0597,0.4419,0.2121,0.014373999999999982,0.0,0.02198100000000001,0.02562600000000001,0.3266350000000004,0.10636499999999999,0.008055000000000005,0.010978000000000003
1.2527,0.0139,0.0,0.0212,0.0248,0.3694,0.1032,0.008,0.0093,0.0588,0.4357,0.2084,0.013935000000000015,0.0,0.021685000000000034,0.025214999999999984,0.3173999999999997,0.10516299999999991,0.007692000000000005,0.00978199999999999
1.2728,0.0142,0.0,0.0214,0.0254,0.3762,0.1052,0.0075,0.0104,0.0598,0.4411,0.2116,0.014307999999999996,0.0,0.02206300000000001,0.025811000000000008,0.30644800000000033,0.10737199999999998,0.0077489999999999885,0.01089399999999999
1.2688,0.0141,0.0,0.0211,0.0253,0.3757,0.105,0.0079,0.0104,0.0599,0.4381,0.2113,0.013818999999999996,0.0,0.022021,0.025860000000000022,0.2938069999999998,0.10770400000000009,0.007086000000000005,0.010601999999999999
1.2664,0.0143,0.0,0.0213,0.0252,0.3749,0.1053,0.0081,0.0093,0.0597,0.437,0.2113,0.01401474999999999,0.0,0.021876900000000025,0.02556499999999997,0.3704352499999999,0.10646344999999992,0.007215299999999999,0.009677599999999988
1.2662,0.0142,0.0,0.0212,0.0253,0.3736,0.1052,0.0087,0.0105,0.0597,0.4357,0.2121,0.01449940833333333,0.0,0.02243490238095239,0.02604765,0.2553301845238092,0.10864402976190478,0.007960414285714286,0.010313623809523807
1.3268,0.0142,0.0,0.0214,0.0252,0.3708,0.1052,0.0075,0.0113,0.1252,0.4344,0.2116,0.013664999999999998,0.0,0.021488000000000014,0.025077999999999965,0.37332799999999994,0.10434599999999998,0.006702999999999995,0.010891999999999992
1.3648,0.0142,0.0,0.0211,0.0253,0.3698,0.1049,0.0065,0.0104,0.1639,0.4375,0.2112,0.014266999999999991,0.0,0.021743999999999965,0.02571900000000003,0.3125280000000006,0.10632700000000003,0.006739999999999995,0.010802999999999997
1.3457,0.0142,0.0,0.0214,0.0253,0.3707,0.1047,0.0069,0.009,0.1467,0.4359,0.2109,0.014473004761904756,0.0,0.022214121428571425,0.026018009523809532,0.3352368809523809,0.10685575238095234,0.0067800523809523824,0.010516521428571431
