Consumo_T,Consumo_AC Aula Medios_Pred,Consumo_AC Cubículos_Pred,Consumo_AC Dirección 1_Pred,Consumo_AC Dirección 2_Pred,Consumo_AC Rack_Pred,Consumo_AC Sala Juntas_Pred,Consumo_AC Sala Maestros 1_Pred,Consumo_AC Sala Maestros 2_Pred,Consumo_Tab Secundario L1_Pred,Consumo_Tab Secundario L2_Pred,Consumo_Tab Secundario L3_Pred
0.5921050841496408,0.23629999999999998,0.0,0.0001999999999999999,0.0003999999999999998,0.005699999999999999,0.001900000000000004,0.0,9.999999999999995e-05,0.02220000000000002,0.029399999999999985,0.003900000000000001
4.389828065707052,0.011465000000000008,0.0,0.022600999999999982,1.1453610000000014,0.4764029999999995,0.10652599999999998,0.0030969999999999973,0.010003000000000019,0.20139400000000016,0.08598399999999998,0.2212250000000003
3.2248068055771877,0.010270999999999988,0.0,0.022856000000000036,0.1728940000000001,0.23060599999999978,0.10836999999999992,0.0017190000000000011,0.010199000000000008,0.652067999999999,0.2382560000000004,0.24928899999999976
3.5921242333497267,0.013451000000000013,0.0,0.022418000000000007,0.5525430000000002,0.26217799999999986,0.10480199999999996,0.005933000000000005,0.010497000000000003,0.2177600000000001,0.4908450000000002,0.20220999999999958
1.2424460091457823,0.012381999999999983,0.0,0.022745999999999985,0.023313000000000014,0.1834979999999999,0.1063980000000001,0.0015719999999999987,0.011003000000000008,0.10658699999999995,0.023849000000000013,0.19547299999999967
2.258926184062353,0.012256000000000006,0.0,0.022773,0.02612100000000001,0.40352699999999997,0.10913199999999998,0.0038019999999999955,0.010977,0.11889399999999997,0.1081150000000001,0.393885
1.5644218656876618,0.011399100000000013,0.0,0.022606400000000006,0.02604300000000002,0.2949483999999995,0.10935560000000008,0.0032990999999999993,0.011304299999999996,0.0970176000000002,0.06599269999999988,0.21189709999999984
2.371180947673954,0.012205999999999996,0.0,0.02268799999999998,0.02612,0.2988319999999998,0.10848699999999992,0.0034469999999999974,0.010522999999999998,0.26053199999999976,0.26731499999999975,0.2495849999999997
2.652438867008691,0.012683000000000009,0.0,0.02171800000000003,0.025868000000000023,0.369529,0.10801100000000009,0.004575999999999996,0.010202999999999995,0.18877200000000013,0.18729700000000019,0.47073900000000074
4.855033793351702,0.014549999999999983,0.0,0.021319000000000036,1.0016910000000008,0.32975499999999963,0.10475899999999988,0.007140999999999996,0.010826000000000002,0.1823449999999999,0.6124959999999994,0.21339500000000008
2.028035456730744,0.011580999999999992,0.0,0.02359000000000002,0.026918999999999967,0.3551760000000002,0.11030499999999994,0.002053,0.011381999999999996,0.2729319999999997,0.06888999999999995,0.2174069999999999
3.48541126633278,0.013518999999999986,0.0,0.022285999999999997,0.5067629999999997,0.2713439999999998,0.110825,0.0052720000000000015,0.00995399999999999,0.18307499999999988,0.4391609999999994,0.2592909999999998
3.5715598908545005,0.012472000000000009,0.0,0.021636000000000023,0.7507590000000003,0.3520389999999996,0.10508699999999994,0.003665000000000007,0.00965700000000002,0.15973599999999974,0.19190599999999985,0.24414999999999998
1.2710944729168296,0.012447000000000001,0.0,0.023529000000000008,0.02665399999999997,0.16484600000000008,0.11063300000000002,0.0033269999999999966,0.010927,0.08692400000000008,0.06791200000000003,0.21188799999999983
0.5984771161655329,0.23629999999999998,0.0,0.0001999999999999999,0.0003999999999999998,0.005699999999999999,0.001900000000000004,0.0,9.999999999999995e-05,0.02220000000000002,0.029399999999999985,0.003900000000000001
4.0483138303566735,0.061820999999999925,0.0,0.021792000000000016,0.782618000000001,0.2888049999999998,0.07859399999999998,0.0036120000000000006,0.010310999999999985,0.2623480000000003,0.33973600000000004,0.23325200000000038
4.923002180904114,0.2122690000000002,0.031740000000000004,0.02225499999999999,0.4937910000000003,0.341137,0.10575000000000001,0.00418,0.009817000000000008,0.5444820000000005,0.5197669999999998,0.2664669999999996
0.9159923604286786,0.010331999999999994,0.0,0.02055400000000002,0.022907000000000007,0.04533599999999995,0.09685299999999994,0.002856000000000001,0.009571,0.057831999999999974,0.08194399999999996,0.18678300000000017
1.413574954949928,0.010559000000000006,0.0,0.022081000000000017,0.024912000000000028,0.10630500000000018,0.10189200000000012,0.0016929999999999988,0.010242000000000008,0.24208200000000019,0.06014700000000002,0.20214500000000027
2.473874879948483,0.014133999999999996,0.0,0.02223899999999999,0.02584900000000003,0.28524199999999966,0.10705100000000002,0.007245999999999987,0.01076499999999999,0.1892680000000001,0.4437529999999999,0.2127820000000002
2.934398878277432,0.012441999999999993,0.0,0.022474999999999988,0.5031299999999995,0.267016,0.10866099999999992,0.004321999999999995,0.011021000000000003,0.19696800000000017,0.19695499999999996,0.22067699999999998
3.806531033968243,0.012733999999999999,0.0,0.022885999999999965,0.3019049999999998,0.2163629999999998,0.10817,0.0038769999999999994,0.009950000000000004,0.6352199999999996,0.46046500000000057,0.21686599999999995
4.247846651729515,0.012879999999999989,0.0,0.022082000000000004,0.929620999999999,0.3438849999999997,0.10681200000000017,0.005200000000000002,0.010497000000000008,0.19363100000000016,0.33148300000000047,0.2342109999999997
0.9161477321004249,0.010331999999999994,0.0,0.02055400000000002,0.022907000000000007,0.04533599999999995,0.09685299999999994,0.002856000000000001,0.009571,0.057831999999999974,0.08194399999999996,0.18678300000000017
2.0953054027556908,0.012384999999999988,0.0,0.02280099999999997,0.026316000000000034,0.2570329999999997,0.10730500000000008,0.003069999999999998,0.01019399999999999,0.21991800000000009,0.2638060000000002,0.20538900000000024
0.45284576461164283,0.23629999999999998,0.0,0.0001999999999999999,0.0003999999999999998,0.005699999999999999,0.001900000000000004,0.0,9.999999999999995e-05,0.02220000000000002,0.029399999999999985,0.003900000000000001
0.27094026333853405,0.001100000000000001,0.0,0.002200000000000002,0.002400000000000006,0.014699999999999993,0.010000000000000007,0.00030000000000000073,0.000899999999999999,0.027800000000000036,0.002599999999999997,0.06259999999999998
3.104014982954254,0.012023999999999988,0.014399,0.022707999999999985,0.43340800000000046,0.19216299999999994,0.10410399999999992,0.0033250000000000003,0.010470000000000009,0.3092080000000002,0.2779960000000003,0.2539809999999997
0.41076557536934477,0.001100000000000001,0.0,0.002200000000000002,0.002400000000000006,0.014699999999999993,0.010000000000000007,0.00030000000000000073,0.000899999999999999,0.027800000000000036,0.002599999999999997,0.06259999999999998
3.7499983303851563,0.013891000000000016,0.0,0.020848999999999986,0.4873949999999992,0.34487599999999996,0.10181400000000007,0.005686000000000011,0.008325000000000006,0.15323400000000006,0.5933610000000008,0.2169059999999998
