Consumo_T,Consumo_Consumo_T_Pred,Consumo_UTEM CIER DAVID-Mains_A (kWatts)_Pred,Consumo_UTEM CIER DAVID-Mains_B (kWatts)_Pred,Consumo_UTEM CIER DAVID-Mains_C (kWatts)_Pred,Consumo_UTEM CIER DAVID-Air Conditioner-AC fotovoltaica 1 (kWatts)_Pred,Consumo_UTEM CIER DAVID-Air Conditioner-AC fotovoltaica 2 (kWatts)_Pred,Consumo_UTEM CIER DAVID-Air Conditioner-AC Aula Magna  (kWatts)_Pred,Consumo_UTEM CIER DAVID-Air Conditioner-AC Aula Magna (kWatts)_Pred,Consumo_UTEM CIER DAVID-Sub Panel-Tab Secundario L1 (kWatts)_Pred,Consumo_UTEM CIER DAVID-Sub Panel-Tab Secundario L2 (kWatts)_Pred,Consumo_UTEM CIER DAVID-Sub Panel-Tab Secundario L3 (kWatts)_Pred,Consumo_UTEM CIER DAVID-Sub Panel-Tablero Secundario2 L1 (kWatts)_Pred,Consumo_UTEM CIER DAVID-Sub Panel-Tablero Secundario2 L2 (kWatts)_Pred,Consumo_UTEM CIER DAVID-Sub Panel-Tablero Secundario2 L3 (kWatts)_Pred,Consumo_UTEM CIER DAVID-Solar_Generation-Inversor (kWatts)_Pred,Consumo_UTEM CIER DAVID-Room_Multi-use Circuit-Contactos David (kWatts)_Pred,Consumo_UTEM CIER DAVID-Lights-Alumbrado (kWatts)_Pred,Consumo_UTEM CIER DAVID-Lights-Alumbrado Fotovoltaico (kWatts)_Pred,Consumo_UTEM CIER DAVID-Other-Circuit_15 (kWatts)_Pred,Consumo_UTEM CIER DAVID-Other-Circuit_16 (kWatts)_Pred
3.864396508802233,1.9318013263394052,0.436129602655572,0.2116819133040701,0.19309367809135203,0.19403908394236705,0.20152401310602303,0.12328672051224952,0.09546768293171512,0.024819064952704212,0.03666588006803002,0.023374256979205994,0.19591565607267616,0.07415155262225458,0.0037714522814018435,-0.0006773967689896518,0.010110604477690128,0.00035344651234820443,0.1088879707221563,0.0,0.0
4.6365979663406405,2.3185904699485014,0.6439261821584861,0.8554170299762882,0.1991019123430218,0.061600872456049165,0.06089482670444976,0.03233759299844368,0.23885771927922822,0.023525225205370075,0.011947968297529733,0.0038212172681828067,0.08495220213050304,0.0325503534331176,0.0038770232838349823,-0.003070327396863017,0.009212975262576634,0.04447739447477777,0.014577328517141263,0.0,0.0
4.71165805305131,2.3561701519957112,0.718894628090037,0.8284935830778237,0.16283256138124078,0.10610354598622944,0.10763585554996759,0.028355992083715684,0.12151279959842708,0.025982640428602502,0.012540493601890561,0.004033896344159164,0.11309085756013708,0.039275513554760784,0.0035550182980873765,-0.003086659539638495,0.0116183027202816,0.04476207342779879,0.029886798892079063,0.0,0.0
3.4654447031063116,1.733576374805484,0.17929382324882212,0.17832123338802022,0.2614347075704251,0.01917931494810993,0.01568123177889756,0.29448165159889683,0.3501028923460182,0.03566228284143893,0.12886938395378603,0.11941547665464856,0.14140111348278905,0.015435261299209758,0.0031490112908531226,-0.019993325038573723,0.0021013046967339227,3.240329672533617e-05,0.007300560944026501,0.0,0.0
1.4025289003945678,0.7014643496013364,0.1179391968215478,0.16500442726949138,0.03576734664951113,0.03296071932722789,0.030209918214630295,0.014647153146915321,0.01793777837508473,0.023516306599857366,0.013000579156726715,0.004045718516934634,0.07669418179584606,0.14332854107342508,0.007626837046986579,0.0,0.009683844519772005,0.0019918976785169794,0.006710104600757517,0.0,0.0
3.181058484067318,1.58993621787501,0.3316545534674878,0.0899410637659836,0.11113613932024452,0.15572880608883788,0.159470281823993,0.04081910814636674,0.033019401822746805,0.059655836874779794,0.08385906503113155,0.11135511775581235,0.2885163109128054,0.04121479708691596,0.0029679216802074144,-0.050478094163610016,0.001603635101402392,0.0003213381228913649,0.13033698335431096,0.0,0.0
0.6647203960246155,0.3317773327706604,0.09228122031230848,0.00837701755287544,0.01273059918869578,0.008618949241936902,0.0038944379177170145,0.006159894784022155,0.007493819488234519,0.016480868865307946,0.013437563201069272,0.0043074490109621675,0.08762871335236556,0.012825292817609493,0.0042262934116376275,-0.018620914770764312,0.00019520747202998918,0.07290665140794697,0.0,0.0,0.0
4.745447020936102,2.37306034296382,0.7225323483864663,0.8233860304409905,0.1726814522048568,0.09789458344242674,0.09874671938321941,0.05614042507865386,0.12195548381194776,0.026063796881684708,0.01260608183798017,0.004044503624588253,0.11509164192425299,0.04161691169012317,0.003741857113463074,-0.009293560472857494,0.011552851869861793,0.044927422114972596,0.02869812863965148,0.0,0.0
4.812207086233756,2.406696384725025,0.619695879708062,0.5263571529747021,0.21956487812970013,0.22871257949498267,0.2369697656128623,0.06323209504046529,0.11584365567562559,0.02540348841946506,0.012138970645954044,0.003968480722673081,0.16297782089484722,0.08898136597017721,0.003387666332273022,-0.00926396447017738,0.014669196579629567,0.018549477705486057,0.07432219207200393,0.0,0.0
3.2342223925719,1.6174773259628714,0.09990109756020546,-0.020749016755721904,0.06401538403143933,0.05601108356207487,0.05441993353755586,0.04458323286694422,0.03730218240872482,0.16208758502366996,0.25908367008236266,0.3756775781074105,0.4831715494870426,0.0765653984116824,0.0035867194324328364,-0.14340170774610686,0.0005175366861757675,0.00010761159335376208,0.06386522831978293,0.0,0.0
