Consumo_T,UTEM CIER DAVID-Mains_A (kWatts),UTEM CIER DAVID-Mains_B (kWatts),UTEM CIER DAVID-Mains_C (kWatts),UTEM CIER DAVID-Air Conditioner-AC fotovoltaica 1 (kWatts),UTEM CIER DAVID-Air Conditioner-AC fotovoltaica 2 (kWatts),UTEM CIER DAVID-Air Conditioner-AC Aula Magna  (kWatts),UTEM CIER DAVID-Air Conditioner-AC Aula Magna (kWatts),UTEM CIER DAVID-Sub Panel-Tab Secundario L1 (kWatts),UTEM CIER DAVID-Sub Panel-Tab Secundario L2 (kWatts),UTEM CIER DAVID-Sub Panel-Tab Secundario L3 (kWatts),UTEM CIER DAVID-Sub Panel-Tablero Secundario2 L1 (kWatts),UTEM CIER DAVID-Sub Panel-Tablero Secundario2 L2 (kWatts),UTEM CIER DAVID-Sub Panel-Tablero Secundario2 L3 (kWatts),UTEM CIER DAVID-Solar_Generation-Inversor (kWatts),UTEM CIER DAVID-Room_Multi-use Circuit-Contactos David (kWatts),UTEM CIER DAVID-Lights-Alumbrado (kWatts),UTEM CIER DAVID-Lights-Alumbrado Fotovoltaico (kWatts),UTEM CIER DAVID-Other-Circuit_15 (kWatts),UTEM CIER DAVID-Other-Circuit_16 (kWatts)
21.23,3.5784,3.7037,2.4207,2.5911,2.755,0.1374,3.4593,0.0323,0.0268,0.009,0.9051,0.7061,0.0023,0.0,0.0917,0.0,0.8071,0,0
20.75,3.514,3.5897,2.3799,2.5478,2.7122,0.1339,3.3958,0.0315,0.0262,0.0088,0.8834,0.6449,0.0029,0.0,0.0908,0.0,0.7864,0,0
20.27,3.4279,3.5168,2.3197,2.4845,2.6461,0.1301,3.3155,0.0306,0.0255,0.0086,0.8603,0.6432,0.0031,0.0,0.0923,0.0,0.762,0,0
21.89,3.6285,3.926,2.4717,2.6327,2.8001,0.1372,3.5035,0.0321,0.2336,0.0094,0.9106,0.675,0.0199,0.0,0.1017,0.0043,0.8023,0,0
21.22,3.6278,3.5977,2.4715,2.6454,2.8138,0.1369,3.5271,0.0323,0.0268,0.009,0.8962,0.5387,0.0028,0.0,0.0889,0.0024,0.801,0,0
20.85,3.6415,3.3911,2.478,2.6527,2.8236,0.1368,3.5401,0.0322,0.0268,0.0091,0.8997,0.3215,0.0031,-0.0001,0.0947,0.0024,0.7987,0,0
21.24,3.6385,3.5936,2.4819,2.658,2.8308,0.1371,3.5226,0.0321,0.0268,0.0091,0.8934,0.5304,0.0024,-0.01,0.0925,0.0024,0.7973,0,0
21.16,3.6233,3.5794,2.4719,2.6491,2.8135,0.1371,3.5159,0.0322,0.0268,0.009,0.8915,0.5239,0.0025,0.0,0.0887,0.0024,0.7965,0,0
21.23,3.6316,3.5934,2.4823,2.6563,2.8252,0.137,3.5425,0.0322,0.0269,0.009,0.8874,0.5211,0.0024,0.0,0.0874,0.0024,0.7938,0,0
18.84,3.2291,3.1855,2.2019,2.36,2.5067,0.121,3.1378,0.0284,0.0237,0.008,0.7909,0.4607,0.0029,0.0,0.083,0.0024,0.7023,0,0
20.72,3.5485,3.4993,2.4227,2.5879,2.7548,0.1334,3.4515,0.0313,0.0261,0.0088,0.8738,0.5059,0.0034,0.0,0.0955,0.0024,0.7722,0,0
21.07,3.6543,3.4691,2.504,2.6722,2.8463,0.1365,3.5549,0.0321,0.0311,0.009,0.8923,0.3766,0.0034,0.0,0.0953,0.0024,0.7909,0,0
20.57,3.6403,3.2541,2.4877,2.6565,2.8271,0.1366,3.5355,0.0322,0.045,0.0092,0.8937,0.1596,0.0042,0.0,0.097,0.0024,0.7905,0,0
19.85,3.4595,3.2435,2.3647,2.524,2.6808,0.1301,3.3766,0.0307,0.0365,0.0087,0.8471,0.3027,0.003,0.0,0.0872,0.0024,0.7541,0,0
21.52,3.6086,3.7917,2.466,2.6403,2.7915,0.1361,3.5209,0.032,0.0307,0.0089,0.8803,0.7327,0.0021,0.0,0.087,0.0024,0.7871,0,0
22.38,4.0058,3.64,2.4463,2.6207,2.7796,0.1349,3.5006,0.0321,0.0266,0.0094,1.2917,0.6063,0.003,0.0,0.4954,0.0024,0.7891,0,0
23.12,4.2097,3.5716,2.6856,2.6313,2.7886,0.577,3.5258,0.0321,0.0266,0.0093,1.2728,0.5193,0.0027,0.0,0.482,0.0024,0.7868,0,0
15.13,3.5763,1.9228,1.5358,2.663,2.8182,0.1942,0.2329,0.0319,0.0265,0.0088,0.8022,0.5147,0.0021,0.0,0.0165,0.0024,0.7857,0,0
14.36,3.4853,1.8067,1.3776,2.6573,2.8189,0.0121,0.0149,0.032,0.0266,0.0088,0.802,0.5113,0.0029,0.0,0.0171,0.0024,0.7848,0,0
14.36,3.4835,1.8072,1.3765,2.6543,2.8098,0.0121,0.015,0.032,0.0265,0.0089,0.8052,0.5134,0.0064,0.0,0.0187,0.0024,0.7854,0,0
14.15,3.4559,1.7512,1.3585,2.6206,2.7758,0.0119,0.0148,0.0317,0.0263,0.0088,0.8108,0.4736,0.0051,0.0,0.0253,0.0024,0.78,0,0
13.35,3.3525,1.5148,1.3126,2.5395,2.6843,0.0108,0.0144,0.0307,0.0255,0.0086,0.7904,0.2757,0.0059,0.0,0.0278,0.0024,0.757,0,0
13.15,3.3181,1.4645,1.3012,2.5134,2.6605,0.0105,0.0143,0.0306,0.0252,0.0085,0.7829,0.238,0.0047,0.0,0.0268,0.0024,0.7505,0,0
14.07,3.421,1.7624,1.3407,2.5935,2.7408,0.0118,0.0149,0.0316,0.0261,0.0088,0.8088,0.4983,0.0028,0.0,0.0252,0.0024,0.7786,0,0
14.31,3.4192,1.8846,1.3411,2.5982,2.7422,0.0124,0.0149,0.0319,0.0262,0.0088,0.8017,0.6189,0.0025,0.0,0.0191,0.0024,0.7816,0,0
15.03,3.6399,1.7344,1.6369,2.4919,2.6243,0.723,0.0142,0.0306,0.0237,0.0084,0.791,0.5173,0.0043,0.0,0.0362,0.0024,0.7508,0,0
18.25,4.4554,1.5914,2.552,2.3061,2.4243,2.7575,0.0138,0.0285,0.0222,0.0079,0.8115,0.4643,0.0037,0.0,0.1012,0.0024,0.7048,0,0
19.47,4.7379,1.7243,2.7477,2.4998,2.6273,2.9514,0.015,0.031,0.0241,0.0085,0.8014,0.5027,0.0028,0.0,0.0303,0.0024,0.7655,0,0
19.76,4.8234,1.7549,2.7792,2.5435,2.6701,2.9635,0.0153,0.0318,0.0247,0.0087,0.8184,0.5116,0.0026,0.0,0.0305,0.0024,0.7822,0,0
11.96,2.9111,1.2567,1.4229,1.8428,1.9351,0.9468,0.0147,0.0359,0.024,0.0085,0.6021,0.3557,0.0047,0.0,0.0243,0.0024,0.5754,0,0
0.25,0.0464,0.0085,0.0239,0.0153,0.0073,0.0116,0.0132,0.0521,0.0223,0.0076,0.0165,0.0,0.0055,0.0,0.0159,0.0024,0.0,0,0
0.32,0.0781,0.0079,0.025,0.0161,0.0079,0.0121,0.0138,0.0539,0.0238,0.0079,0.0466,0.0,0.0052,0.0,0.0166,0.0024,0.0,0,0
0.67,0.2295,0.0301,0.026,0.0172,0.0075,0.0124,0.0143,0.0556,0.026,0.0084,0.1926,0.0242,0.0052,0.0,0.0174,0.0024,0.0,0,0
0.57,0.2122,0.0057,0.0241,0.0161,0.0069,0.0116,0.0133,0.0513,0.0243,0.0078,0.1784,0.0,0.0044,0.0,0.0159,0.0024,0.0,0,0
0.61,0.2261,0.006,0.0258,0.0171,0.0078,0.0124,0.0142,0.0555,0.0258,0.0084,0.1893,0.0,0.0045,0.0,0.0169,0.0024,0.0,0,0
0.6,0.2218,0.0058,0.0252,0.0168,0.0072,0.0123,0.014,0.0546,0.0254,0.0082,0.1857,0.0,0.0042,0.0,0.0167,0.0024,0.0,0,0
0.62,0.2287,0.0061,0.0257,0.0172,0.0073,0.0123,0.0143,0.0574,0.026,0.0084,0.19,0.0,0.0041,0.0,0.0173,0.0024,0.0,0,0
0.61,0.224,0.0059,0.025,0.0167,0.0077,0.0121,0.0139,0.0566,0.0253,0.0082,0.1861,0.0,0.0039,0.0,0.0173,0.0024,0.0,0,0
0.62,0.2302,0.0061,0.026,0.0171,0.0078,0.0126,0.0145,0.0587,0.0261,0.0084,0.191,0.0,0.0041,0.0,0.0179,0.0024,0.0,0,0
0.62,0.2297,0.0061,0.0256,0.017,0.0077,0.0125,0.0145,0.0581,0.0261,0.0084,0.1913,0.0,0.0031,0.0,0.0181,0.0024,0.0,0,0
0.62,0.2284,0.006,0.0255,0.0171,0.0079,0.0125,0.0146,0.0571,0.0262,0.0084,0.1912,0.0,0.003,0.0,0.0182,0.0024,0.0,0,0
0.62,0.2297,0.006,0.0255,0.0171,0.0079,0.0126,0.0145,0.0582,0.0262,0.0084,0.1913,0.0,0.0031,0.0,0.0181,0.0024,0.0,0,0
0.75,0.2311,0.006,0.0255,0.0172,0.0078,0.0126,0.0145,0.0591,0.0263,0.0084,0.1919,0.0,0.0026,0.0,0.0182,0.1263,0.0,0,0
0.75,0.2309,0.0061,0.0256,0.0171,0.0079,0.0127,0.0145,0.0591,0.0262,0.0084,0.1918,0.0,0.0025,0.0,0.0182,0.1254,0.0,0,0
0.79,0.231,0.0287,0.0256,0.0172,0.0079,0.0127,0.0145,0.0593,0.0263,0.0084,0.1919,0.0228,0.0026,0.0,0.0183,0.1258,0.0,0,0
0.75,0.2308,0.0061,0.0255,0.0171,0.008,0.0126,0.0145,0.0592,0.0263,0.0084,0.1918,0.0,0.0024,0.0,0.0182,0.1315,0.0,0,0
0.76,0.2311,0.0061,0.0255,0.0171,0.0077,0.0127,0.0145,0.0592,0.0262,0.0084,0.192,0.0,0.0025,0.0,0.0181,0.1404,0.0,0,0
0.78,0.2313,0.006,0.0254,0.0172,0.0077,0.0126,0.0145,0.0592,0.0262,0.0084,0.1922,0.0,0.0023,0.0,0.0179,0.1571,0.0,0,0
0.79,0.231,0.006,0.0254,0.0172,0.0076,0.0125,0.0146,0.0593,0.0263,0.0084,0.1919,0.0,0.0024,0.0,0.0182,0.1645,0.0,0,0
0.79,0.2311,0.006,0.0255,0.0171,0.0079,0.0126,0.0145,0.0595,0.0263,0.0085,0.192,0.0,0.0025,0.0,0.0185,0.1652,0.0,0,0
0.79,0.2311,0.0061,0.0255,0.0171,0.0082,0.0127,0.0146,0.0595,0.0264,0.0085,0.1921,0.0,0.0024,0.0,0.0185,0.1655,0.0,0,0
0.79,0.2311,0.0062,0.0255,0.0173,0.008,0.0126,0.0146,0.0595,0.0265,0.0085,0.1922,0.0,0.0026,0.0,0.0185,0.1678,0.0,0,0
0.79,0.2312,0.0059,0.0255,0.0173,0.0079,0.0127,0.0145,0.0598,0.0265,0.0085,0.192,0.0,0.003,0.0,0.0186,0.1671,0.0,0,0
0.79,0.2311,0.0061,0.0254,0.0173,0.008,0.0127,0.0147,0.0595,0.0266,0.0085,0.1921,0.0,0.0027,0.0,0.0185,0.1674,0.0,0,0
0.79,0.2288,0.0062,0.0254,0.0173,0.0085,0.0128,0.0147,0.0578,0.0266,0.0085,0.1919,0.0,0.0027,0.0,0.0188,0.1671,0.0,0,0
0.79,0.2286,0.0062,0.0255,0.0172,0.0082,0.0128,0.0147,0.0575,0.0265,0.0086,0.1919,0.0,0.0031,0.0,0.0188,0.1673,0.0,0,0
0.79,0.2291,0.0063,0.0255,0.0173,0.0083,0.0126,0.0148,0.0581,0.0267,0.0085,0.1919,0.0,0.003,0.0,0.019,0.1667,0.0,0,0
0.79,0.2311,0.0062,0.0255,0.0173,0.0083,0.0128,0.0147,0.0601,0.0267,0.0086,0.192,0.0,0.0028,0.0,0.019,0.1667,0.0,0,0
0.79,0.2309,0.0061,0.0255,0.0175,0.0084,0.0129,0.0148,0.0596,0.0268,0.0086,0.1922,0.0,0.0028,0.0,0.019,0.1669,0.0,0,0
0.79,0.2301,0.0062,0.0255,0.0174,0.008,0.0128,0.0148,0.0588,0.0268,0.0085,0.1922,0.0,0.0029,0.0,0.019,0.1668,0.0,0,0
0.79,0.2302,0.006,0.0255,0.0174,0.0084,0.0128,0.0148,0.0593,0.0268,0.0086,0.1919,0.0,0.0029,0.0,0.019,0.1677,0.0,0,0
0.79,0.2294,0.0062,0.0255,0.0174,0.0081,0.0129,0.0147,0.0583,0.0269,0.0086,0.1923,0.0,0.003,0.0,0.0192,0.1684,0.0,0,0
0.8,0.2314,0.006,0.0256,0.0174,0.0084,0.0129,0.0148,0.0604,0.027,0.0086,0.1922,0.0,0.0037,0.0,0.0192,0.1679,0.0,0,0
0.8,0.2309,0.0062,0.0256,0.0174,0.0085,0.0127,0.0148,0.0593,0.0269,0.0086,0.1927,0.0,0.0038,0.0,0.0192,0.1693,0.0,0,0
0.8,0.2322,0.0063,0.0255,0.0175,0.0082,0.0129,0.0148,0.0605,0.0269,0.0085,0.1927,0.0,0.0035,0.0,0.0191,0.1707,0.0,0,0
0.8,0.2325,0.0063,0.0255,0.0174,0.0085,0.0131,0.0149,0.0606,0.0271,0.0086,0.1929,0.0,0.0039,0.0,0.0193,0.1718,0.0,0,0
0.8,0.2322,0.0063,0.0255,0.0174,0.0085,0.013,0.0149,0.0608,0.0271,0.0086,0.1927,0.0,0.0036,0.0,0.0192,0.172,0.0,0,0
0.8,0.2325,0.0062,0.0255,0.0175,0.0081,0.0129,0.0148,0.0605,0.0271,0.0086,0.1932,0.0,0.0034,0.0,0.0193,0.1728,0.0,0,0
0.8,0.2323,0.0063,0.0255,0.0175,0.008,0.0128,0.0149,0.0606,0.0272,0.0086,0.1929,0.0,0.0034,0.0,0.0193,0.1726,0.0,0,0
0.8,0.2323,0.0062,0.0255,0.0175,0.0082,0.0129,0.015,0.0607,0.0271,0.0085,0.193,0.0,0.0033,0.0,0.0194,0.1714,0.0,0,0
0.8,0.2324,0.0062,0.0255,0.0175,0.0086,0.0129,0.0149,0.0605,0.0273,0.0086,0.1933,0.0,0.0034,0.0,0.0193,0.1704,0.0,0,0
0.8,0.2315,0.0062,0.0255,0.0176,0.0086,0.0129,0.0149,0.0597,0.0273,0.0086,0.1932,0.0,0.0036,0.0,0.0193,0.1694,0.0,0,0
0.8,0.2327,0.0062,0.0255,0.0176,0.0085,0.013,0.0149,0.0605,0.0273,0.0086,0.1935,0.0,0.0034,0.0,0.0193,0.1671,0.0,0,0
0.8,0.2328,0.0062,0.0255,0.0174,0.0083,0.0128,0.0149,0.0605,0.0272,0.0086,0.1936,0.0,0.0034,0.0,0.0191,0.167,0.0,0,0
0.77,0.2181,0.0062,0.0256,0.0175,0.0085,0.0129,0.0151,0.0474,0.0272,0.0087,0.1936,0.0,0.0036,0.0,0.0193,0.1672,0.0,0,0
0.74,0.2019,0.0061,0.0255,0.0175,0.0083,0.0129,0.0153,0.0327,0.0273,0.0087,0.1937,0.0,0.0031,0.0,0.0193,0.1686,0.0,0,0
0.74,0.2021,0.0061,0.0254,0.0177,0.0085,0.0129,0.0151,0.0327,0.0273,0.0087,0.1939,0.0,0.0039,0.0,0.0191,0.1699,0.0,0,0
0.74,0.2018,0.0063,0.0255,0.0175,0.0087,0.0131,0.0152,0.0327,0.0273,0.0087,0.1938,0.0,0.0034,0.0,0.0191,0.1698,0.0,0,0
0.75,0.2025,0.0061,0.0254,0.0175,0.0085,0.0128,0.0152,0.0328,0.0273,0.0087,0.1944,0.0,0.0034,0.0,0.0192,0.1716,0.0,0,0
0.22,0.0229,0.0063,0.0256,0.0173,0.0092,0.0132,0.0152,0.0327,0.0272,0.0085,0.0217,0.0,0.0035,0.0,0.0193,0.0021,0.0,0,0
6.01,0.6952,0.867,1.2057,0.0169,0.0086,1.3744,1.727,0.0327,0.0273,0.0085,0.0196,0.0,0.0035,0.0,0.0192,0.0,0.0,0,0
11.31,1.3248,1.6818,2.2384,0.0168,0.0081,2.6398,3.1787,0.0327,0.0272,0.0084,0.0191,0.0871,0.0303,0.0,0.0189,0.0,0.0,0,0
11.7,1.3221,1.8403,2.27,0.0169,0.0085,2.6341,3.1694,0.0326,0.0272,0.0083,0.019,0.2509,0.0776,0.0,0.0188,0.0,0.0,0,0
10.69,1.2052,1.6789,2.0908,0.0152,0.008,2.4015,2.8941,0.0294,0.0245,0.0075,0.0171,0.2274,0.0773,0.0,0.0169,0.0,0.0,0,0
11.33,1.2756,1.7763,2.2254,0.0158,0.0081,2.5416,3.0635,0.0308,0.0258,0.0079,0.0179,0.2398,0.0833,0.0,0.0177,0.0,0.0,0,0
11.12,1.2422,1.7136,2.2296,0.015,0.0077,2.475,2.9731,0.0296,0.0247,0.0076,0.0171,0.2222,0.1421,0.0,0.017,0.0,0.0,0,0
10.58,1.2285,1.5535,2.148,0.0147,0.0068,2.4482,2.938,0.0289,0.0241,0.0075,0.0168,0.0794,0.0708,0.0,0.0165,0.0,0.0,0,0
10.99,1.3036,1.5742,2.2349,0.0155,0.0069,2.5981,3.1157,0.0301,0.0252,0.0078,0.0176,0.0104,0.0304,0.0,0.0172,0.0,0.0,0,0
10.6,1.2619,1.5131,2.1613,0.0149,0.0065,2.5149,3.0139,0.0289,0.0242,0.0075,0.0169,0.0,0.0225,0.0,0.0165,0.0,0.0,0,0
10.47,1.203,1.5806,2.1106,0.014,0.0068,2.3984,2.8802,0.0271,0.0227,0.007,0.0156,0.1353,0.0527,0.0,0.0153,0.0,0.0,0,0
10.47,1.1917,1.6045,2.1024,0.0138,0.0069,2.3759,2.8552,0.0268,0.0224,0.0069,0.0154,0.1719,0.0608,0.0,0.0151,0.0,0.0,0,0
8.59,0.971,1.3378,1.7124,0.0113,0.0055,1.9424,2.3257,0.0215,0.0181,0.0056,0.0123,0.1709,0.0452,0.0,0.012,0.0,0.0,0,0
7.22,0.8235,1.1159,1.4402,0.0094,0.0044,1.6513,1.9714,0.018,0.0152,0.0047,0.0102,0.1268,0.0239,0.0,0.0099,0.0,0.0,0,0
10.11,1.1805,1.4911,2.0532,0.0133,0.006,2.367,2.8242,0.0257,0.0216,0.0067,0.0145,0.0739,0.022,0.0,0.0138,0.0,0.0,0,0
13.59,2.1068,1.8803,2.3666,0.7532,0.7949,2.309,2.7356,0.0246,0.0207,0.0065,0.2235,0.1436,0.0025,0.0,0.0165,0.0001,0.2063,0,0
26.85,5.016,3.5508,3.9271,2.6132,2.7699,3.026,3.5477,0.032,0.0414,0.0089,0.9221,0.4758,0.0027,0.0,0.1008,0.0008,0.8149,0,0
25.68,4.8807,3.2158,3.845,2.5515,2.7012,2.9665,3.4683,0.0311,0.0311,0.0087,0.8818,0.2212,0.0037,0.0,0.0865,0.0008,0.7892,0,0
26.13,4.8755,3.4513,3.8461,2.5541,2.6964,2.9589,3.4557,0.0308,0.027,0.0086,0.8815,0.4684,0.0029,0.0,0.0917,0.0008,0.7837,0,0
20.61,3.8055,2.7989,2.9954,1.9943,2.1022,2.2852,2.6968,0.0239,0.02,0.0067,0.7039,0.4726,0.0032,0.0,0.0894,0.0008,0.6097,0,0
17.92,3.3107,2.4154,2.6075,1.7531,1.8484,1.9461,2.3717,0.021,0.0175,0.0059,0.624,0.3695,0.0098,0.0,0.0864,0.0008,0.5334,0,0
11.52,2.1291,1.5452,1.6849,1.128,1.1908,1.2538,1.5255,0.0134,0.0112,0.0037,0.4,0.229,0.0113,0.0,0.0567,0.0008,0.3406,0,0
15.6,2.8755,2.0957,2.2909,1.5337,1.6203,1.7011,2.0693,0.0183,0.0152,0.0051,0.5251,0.3085,0.0202,0.0,0.0604,0.0008,0.4611,0,0
25.11,4.6172,3.3803,3.7048,2.4803,2.6226,2.7448,3.3383,0.0295,0.0245,0.0082,0.817,0.4941,0.041,0.0,0.0692,0.0008,0.7422,0,0
25.11,4.6172,3.3803,3.7048,2.4803,2.6226,2.7448,3.3383,0.0295,0.0245,0.0082,0.817,0.4941,0.041,0.0,0.0692,0.0008,0.7422,0,0
26.51,4.9327,3.5609,3.8403,2.6588,2.8124,2.9159,3.4664,0.0316,0.0264,0.0089,0.8646,0.5239,0.0031,0.0,0.068,0.0008,0.7906,0,0
26.29,4.8736,3.5496,3.8223,2.6399,2.7908,2.8989,3.4669,0.0315,0.0263,0.0088,0.8317,0.5217,0.0035,0.0,0.0377,0.0008,0.7884,0,0
24.08,4.4667,3.2472,3.5017,2.4213,2.5612,2.6534,3.1704,0.0288,0.024,0.008,0.7617,0.4749,0.0035,0.0,0.0374,0.0008,0.7193,0,0
26.29,4.8795,3.5457,3.8207,2.6499,2.8035,2.9016,3.457,0.0315,0.026,0.0088,0.8247,0.5173,0.0024,0.0,0.0343,0.0008,0.787,0,0
16.68,2.5336,2.2988,2.9153,0.8821,0.9271,2.9106,3.478,0.0313,0.0263,0.0084,0.2681,0.1278,0.0035,0.0,0.0236,0.0008,0.2438,0,0
6.34,0.7302,0.9027,1.2816,0.016,0.0071,1.4956,1.7991,0.0304,0.0255,0.0081,0.02,0.0,0.0037,0.0,0.0194,0.0008,0.0,0,0
0.22,0.021,0.009,0.0258,0.0167,0.008,0.0128,0.0147,0.0312,0.0245,0.0083,0.021,0.0,0.0029,0.0,0.0204,0.0008,0.0,0,0
0.22,0.0207,0.0092,0.0261,0.0163,0.008,0.0126,0.0144,0.0305,0.0239,0.0082,0.0205,0.0,0.005,0.0,0.0199,0.0008,0.0,0,0
0.22,0.021,0.007,0.026,0.0165,0.0083,0.0128,0.0146,0.0312,0.0255,0.0084,0.0209,0.0,0.0031,0.0,0.0204,0.0008,0.0,0,0
0.22,0.0209,0.006,0.0259,0.0165,0.0083,0.0127,0.0147,0.0312,0.026,0.0084,0.0208,0.0,0.0029,0.0,0.0203,0.0008,0.0,0,0
0.22,0.0211,0.0078,0.0258,0.0165,0.0081,0.0128,0.0147,0.0312,0.025,0.0083,0.0208,0.0,0.0029,0.0,0.0203,0.0008,0.0,0,0
0.22,0.021,0.0091,0.0259,0.0165,0.008,0.0127,0.0147,0.0312,0.0244,0.0083,0.0208,0.0,0.0032,0.0,0.0203,0.0008,0.0,0,0
5.16,1.2279,0.6446,0.4819,0.9121,0.9524,0.0125,0.0147,0.0312,0.0243,0.0085,0.3231,0.2003,0.0033,0.0,0.0315,0.0008,0.2909,0,0
14.69,3.5822,1.8391,1.3672,2.6464,2.7906,0.0115,0.0148,0.0315,0.0243,0.0088,0.9164,0.5463,0.0037,0.0,0.1008,0.0008,0.8093,0,0
13.84,3.4105,1.6811,1.2937,2.5138,2.6451,0.0108,0.0139,0.03,0.0231,0.0084,0.8791,0.4528,0.0029,0.0,0.11,0.0008,0.7631,0,0
13.8,3.5281,1.481,1.3518,2.6215,2.7559,0.0103,0.0146,0.0313,0.0242,0.0133,0.8867,0.1985,0.0037,0.0,0.0857,0.0008,0.7949,0,0
12.88,3.2718,1.4166,1.249,2.4316,2.5568,0.0098,0.0136,0.0293,0.0226,0.0138,0.8196,0.227,0.0029,0.0,0.0739,0.0008,0.7401,0,0
12.82,3.2555,1.4092,1.2473,2.4235,2.5414,0.0097,0.0137,0.0294,0.0248,0.0138,0.8174,0.2199,0.003,0.0,0.0764,0.0008,0.7353,0,0
11.79,2.9992,1.2883,1.1494,2.2339,2.3388,0.0089,0.0127,0.0272,0.0255,0.0128,0.7546,0.1879,0.0037,0.0,0.0752,0.0008,0.6741,0,0
13.94,3.3819,1.7817,1.2754,2.4968,2.6108,0.0112,0.0144,0.0306,0.0336,0.0086,0.875,0.5467,0.0029,0.0,0.1017,0.0008,0.7673,0,0
14.3,3.4577,1.8464,1.3,2.5425,2.6629,0.0117,0.0147,0.0317,0.0345,0.0089,0.9038,0.5887,0.0028,0.0,0.1117,0.0008,0.7859,0,0
13.75,3.3409,1.7188,1.2838,2.4549,2.5626,0.0109,0.0144,0.0305,0.0318,0.0386,0.8802,0.506,0.0028,0.0,0.1109,0.0008,0.7632,0,0
17.43,3.9219,1.9278,2.3355,2.3755,2.4806,1.3692,0.0145,0.0314,0.023,0.0466,0.8637,0.7668,0.4154,0.0,0.1107,0.0008,0.7473,0,0
22.65,4.9351,2.2655,3.5414,2.4815,2.5957,2.8882,0.0157,0.0558,0.0246,0.0487,0.9847,1.0531,0.8143,0.0,0.1566,0.0008,0.7841,0,0
22.17,4.951,2.2188,3.3263,2.4769,2.5855,2.599,0.0155,0.0545,0.0245,0.0488,1.1536,1.0085,0.743,0.0,0.1837,0.0008,0.7821,0,0
16.07,3.902,1.8025,1.7592,2.4383,2.5541,0.6114,0.0149,0.0575,0.0364,0.048,1.1294,0.5958,0.1769,0.0,0.1612,0.0008,0.7819,0,0
13.55,3.5045,1.4898,1.2361,2.3796,2.4994,0.0103,0.0143,0.0564,0.0384,0.0259,1.084,0.3074,0.0039,0.0,0.1355,0.0008,0.7661,0,0
4.9,1.2323,0.6223,0.3914,0.7442,0.7757,0.012,0.0138,0.0561,0.0244,0.0082,0.4606,0.2582,0.0041,0.0,0.0392,0.0008,0.2534,0,0
0.65,0.2237,0.0295,0.0246,0.0167,0.0073,0.0121,0.014,0.0567,0.0238,0.0081,0.1854,0.0214,0.0044,0.0,0.0202,0.0008,0.0,0,0
0.62,0.2294,0.007,0.0254,0.0171,0.0074,0.0122,0.0143,0.058,0.0255,0.0084,0.1905,0.0,0.0051,0.0,0.0209,0.0008,0.0,0,0
0.59,0.2178,0.0087,0.0239,0.0165,0.0072,0.012,0.0137,0.0534,0.0234,0.0081,0.1829,0.0,0.0035,0.0,0.02,0.0008,0.0,0,0
0.62,0.2289,0.0091,0.0246,0.017,0.0076,0.0124,0.0144,0.0578,0.0244,0.0084,0.1903,0.0,0.0024,0.0,0.0207,0.0008,0.0,0,0
0.62,0.2285,0.0091,0.0247,0.017,0.0072,0.0124,0.0144,0.0579,0.0244,0.0084,0.1901,0.0,0.0024,0.0,0.0209,0.0008,0.0,0,0
0.62,0.2263,0.0091,0.0247,0.017,0.0077,0.0126,0.0145,0.0559,0.0245,0.0084,0.1902,0.0,0.0024,0.0,0.021,0.0008,0.0,0,0
0.62,0.2276,0.0092,0.0247,0.0169,0.0077,0.0126,0.0144,0.0572,0.0245,0.0084,0.1901,0.0,0.0024,0.0,0.021,0.0008,0.0,0,0
0.62,0.2279,0.0091,0.0247,0.017,0.0076,0.0124,0.0144,0.0576,0.0245,0.0084,0.1902,0.0,0.0024,0.0,0.0212,0.0008,0.0,0,0
0.62,0.2286,0.0092,0.0248,0.017,0.0078,0.0126,0.0144,0.0585,0.0246,0.0085,0.1902,0.0,0.0021,0.0,0.0213,0.0008,0.0,0,0
0.62,0.2286,0.0092,0.0247,0.0171,0.0077,0.0127,0.0144,0.058,0.0246,0.0084,0.1906,0.0,0.0022,0.0,0.0212,0.0008,0.0,0,0
0.62,0.2295,0.0092,0.0247,0.017,0.0079,0.0126,0.0145,0.0585,0.0247,0.0084,0.191,0.0,0.0023,0.0,0.0212,0.0008,0.0,0,0
0.62,0.2285,0.0089,0.0248,0.0171,0.008,0.0126,0.0146,0.0577,0.0249,0.0085,0.191,0.0,0.0024,0.0,0.0214,0.0008,0.0,0,0
0.62,0.2292,0.0061,0.0248,0.0171,0.0082,0.0127,0.0146,0.0586,0.0262,0.0084,0.191,0.0,0.0022,0.0,0.0216,0.0008,0.0,0,0
0.62,0.2283,0.006,0.0248,0.0172,0.0082,0.0127,0.0146,0.0575,0.0263,0.0084,0.1913,0.0,0.0023,0.0,0.0216,0.0008,0.0,0,0
0.62,0.2302,0.0061,0.0248,0.0172,0.0081,0.0127,0.0146,0.0592,0.0263,0.0084,0.1914,0.0,0.0023,0.0,0.0216,0.0008,0.0,0,0
0.62,0.2301,0.006,0.0248,0.0173,0.0078,0.0127,0.0146,0.059,0.0264,0.0085,0.1915,0.0,0.0023,0.0,0.0216,0.0008,0.0,0,0
0.62,0.2301,0.0061,0.0248,0.0173,0.0082,0.0127,0.0147,0.0584,0.0265,0.0085,0.1922,0.0,0.0023,0.0,0.0217,0.0008,0.0,0,0
