Consumo_T,UTEM CIER DAVID-Mains_A (kWatts),UTEM CIER DAVID-Mains_B (kWatts),UTEM CIER DAVID-Mains_C (kWatts),UTEM CIER DAVID-Air Conditioner-AC fotovoltaica 1 (kWatts),UTEM CIER DAVID-Air Conditioner-AC fotovoltaica 2 (kWatts),UTEM CIER DAVID-Air Conditioner-AC Aula Magna  (kWatts),UTEM CIER DAVID-Air Conditioner-AC Aula Magna (kWatts),UTEM CIER DAVID-Sub Panel-Tab Secundario L1 (kWatts),UTEM CIER DAVID-Sub Panel-Tab Secundario L2 (kWatts),UTEM CIER DAVID-Sub Panel-Tab Secundario L3 (kWatts),UTEM CIER DAVID-Sub Panel-Tablero Secundario2 L1 (kWatts),UTEM CIER DAVID-Sub Panel-Tablero Secundario2 L2 (kWatts),UTEM CIER DAVID-Sub Panel-Tablero Secundario2 L3 (kWatts),UTEM CIER DAVID-Solar_Generation-Inversor (kWatts),UTEM CIER DAVID-Room_Multi-use Circuit-Contactos David (kWatts),UTEM CIER DAVID-Lights-Alumbrado (kWatts),UTEM CIER DAVID-Lights-Alumbrado Fotovoltaico (kWatts),UTEM CIER DAVID-Other-Circuit_15 (kWatts),UTEM CIER DAVID-Other-Circuit_16 (kWatts)
14.4,3.4121,1.9451,1.3134,2.5464,2.671,0.0115,0.0149,0.0316,0.0386,0.0182,0.8553,0.6791,0.0081,0.0,0.0602,0.0007,0.789,0,0
14.15,3.4234,1.8095,1.2986,2.5337,2.6587,0.0115,0.0147,0.0316,0.0245,0.0093,0.8793,0.5712,0.0075,0.0,0.0847,0.0007,0.7885,0,0
13.78,3.3436,1.7386,1.2949,2.5108,2.6346,0.0114,0.0148,0.0317,0.0251,0.0088,0.8225,0.5121,0.0173,0.0,0.0301,0.0007,0.7865,0,0
13.94,3.3271,1.7282,1.3974,2.4956,2.6215,0.0113,0.0148,0.0319,0.0264,0.0088,0.8204,0.5107,0.1294,0.0,0.0292,0.0007,0.7855,0,0
15.21,3.3135,1.7192,2.0494,2.479,2.6021,0.01,0.015,0.036,0.0263,0.0084,0.8156,0.5087,0.8107,0.0,0.0285,0.0007,0.7821,0,0
14.55,3.3823,1.7283,1.6462,2.4443,2.567,0.0105,0.0146,0.0559,0.0264,0.0086,0.8989,0.5356,0.4171,0.0,0.0314,0.0007,0.7836,0,0
13.41,3.5037,1.4266,1.2374,2.4162,2.5381,0.0104,0.0144,0.0555,0.0264,0.009,1.0537,0.2465,0.0088,0.0,0.0809,0.0007,0.7842,0,0
13.78,3.5298,1.5687,1.2318,2.4053,2.5273,0.0107,0.0143,0.0576,0.0265,0.009,1.0895,0.3948,0.0086,0.0,0.1176,0.0007,0.784,0,0
14.1,3.4839,1.7992,1.2253,2.3896,2.5108,0.0114,0.0144,0.0572,0.0263,0.0089,1.0603,0.6346,0.0082,0.0,0.0911,0.0007,0.7815,0,0
13.76,3.4175,1.7109,1.2385,2.392,2.5078,0.0114,0.0145,0.057,0.0263,0.0246,0.994,0.5444,0.0081,0.0,0.0249,0.0007,0.7827,0,0
13.72,3.4091,1.6788,1.2659,2.3888,2.5022,0.011,0.0147,0.0575,0.0262,0.0496,0.9902,0.5137,0.0082,0.0,0.0244,0.0007,0.7811,0,0
13.67,3.391,1.6726,1.2698,2.3782,2.4935,0.0112,0.0149,0.059,0.0262,0.061,0.976,0.5127,0.008,0.0,0.02,0.0007,0.7792,0,0
13.69,3.3938,1.6716,1.2734,2.3784,2.4979,0.0111,0.0148,0.0589,0.0262,0.064,0.9775,0.5116,0.0083,0.0,0.0199,0.0007,0.7799,0,0
13.59,3.3748,1.6643,1.2522,2.3657,2.4806,0.0111,0.0147,0.0576,0.0262,0.0528,0.9745,0.5104,0.0082,0.0,0.02,0.0007,0.7771,0,0
12.01,3.0139,1.4732,1.0588,2.0879,2.1916,0.0116,0.0144,0.0589,0.0263,0.0088,0.8895,0.4551,0.0079,0.0,0.02,0.0007,0.6933,0,0
0.63,0.2305,0.006,0.025,0.017,0.0077,0.0124,0.0143,0.0583,0.0262,0.0084,0.1924,0.0002,0.0081,0.0,0.021,0.0007,0.0,0,0
0.62,0.2285,0.0059,0.025,0.017,0.0074,0.0123,0.0144,0.0568,0.0263,0.0084,0.1921,0.0002,0.0082,0.0,0.0212,0.0007,0.0,0,0
0.63,0.2298,0.0062,0.0251,0.017,0.0076,0.0123,0.0145,0.0582,0.0263,0.0085,0.1921,0.0002,0.0081,0.0,0.0212,0.0007,0.0,0,0
0.63,0.2304,0.0061,0.0251,0.0169,0.0077,0.0123,0.0145,0.0585,0.026,0.0084,0.1923,0.0001,0.0078,0.0,0.0208,0.0007,0.0,0,0
0.63,0.2303,0.006,0.025,0.0169,0.0078,0.0122,0.0144,0.0586,0.026,0.0084,0.1923,0.0001,0.0078,0.0,0.0209,0.0007,0.0,0,0
0.63,0.231,0.0062,0.0252,0.017,0.0074,0.0124,0.0144,0.0592,0.026,0.0085,0.1924,0.0002,0.0078,0.0,0.0209,0.0007,0.0,0,0
0.63,0.2314,0.0062,0.0251,0.017,0.0075,0.0123,0.0143,0.059,0.026,0.0084,0.1929,0.0002,0.008,0.0,0.0209,0.0007,0.0,0,0
0.63,0.2317,0.0061,0.0251,0.017,0.0077,0.0126,0.0145,0.0592,0.0261,0.0084,0.193,0.0003,0.0079,0.0,0.0209,0.0007,0.0,0,0
0.63,0.2316,0.0061,0.0251,0.017,0.0074,0.0122,0.0143,0.0588,0.0259,0.0085,0.193,0.0001,0.0077,0.0,0.0206,0.0007,0.0,0,0
0.63,0.2316,0.0061,0.0251,0.0169,0.0074,0.0123,0.0144,0.0591,0.026,0.0084,0.1929,0.0002,0.0076,0.0,0.0205,0.0007,0.0,0,0
0.63,0.2315,0.0061,0.0253,0.0169,0.0074,0.0123,0.0144,0.0592,0.026,0.0084,0.193,0.0002,0.0076,0.0,0.0206,0.0007,0.0,0,0
0.63,0.2317,0.0062,0.0252,0.0169,0.0081,0.0123,0.0145,0.0593,0.026,0.0084,0.1929,0.0002,0.0076,0.0,0.0209,0.0007,0.0,0,0
0.63,0.2317,0.0061,0.0252,0.017,0.0077,0.0126,0.0144,0.0594,0.0261,0.0084,0.1932,0.0001,0.0078,0.0,0.0209,0.0007,0.0,0,0
0.77,0.2311,0.0062,0.0252,0.0171,0.0077,0.0125,0.0144,0.0587,0.0262,0.0085,0.1932,0.0001,0.0078,0.0,0.0209,0.1381,0.0,0,0
0.78,0.2314,0.0062,0.0253,0.0171,0.0073,0.0125,0.0145,0.0594,0.0262,0.0085,0.1929,0.0002,0.0078,0.0,0.0209,0.1456,0.0,0,0
0.78,0.2317,0.0061,0.0253,0.017,0.0076,0.0123,0.0144,0.0595,0.0262,0.0085,0.1929,0.0002,0.0077,0.0,0.0209,0.1499,0.0,0,0
0.78,0.2312,0.0061,0.0253,0.017,0.0076,0.0124,0.0146,0.0591,0.0262,0.0085,0.1929,0.0002,0.0076,0.0,0.021,0.1512,0.0,0,0
0.79,0.2315,0.0062,0.0252,0.0171,0.0077,0.0124,0.0145,0.0595,0.0263,0.0085,0.193,0.0001,0.0078,0.0,0.0212,0.1548,0.0,0,0
0.79,0.2318,0.0062,0.0252,0.0171,0.0076,0.0125,0.0144,0.0597,0.0263,0.0085,0.1931,0.0002,0.0079,0.0,0.0212,0.1552,0.0,0,0
0.78,0.2303,0.0062,0.0253,0.0173,0.0079,0.0126,0.0145,0.0588,0.0264,0.0085,0.1926,0.0002,0.008,0.0,0.0213,0.1519,0.0,0,0
0.78,0.2305,0.0062,0.0253,0.0171,0.0077,0.0124,0.0146,0.0592,0.0264,0.0085,0.1925,0.0002,0.008,0.0,0.0212,0.1542,0.0,0,0
0.79,0.2316,0.006,0.0253,0.0171,0.0076,0.0124,0.0146,0.0598,0.0265,0.0085,0.1929,0.0002,0.008,0.0,0.0212,0.1552,0.0,0,0
0.79,0.2322,0.0062,0.0252,0.0172,0.0077,0.0126,0.0146,0.0596,0.0265,0.0085,0.1935,0.0001,0.0082,0.0,0.0215,0.1594,0.0,0,0
0.79,0.232,0.0062,0.0253,0.0172,0.0082,0.0125,0.0146,0.0599,0.0265,0.0085,0.1933,0.0002,0.0082,0.0,0.0215,0.1603,0.0,0,0
0.8,0.2326,0.0062,0.0253,0.0173,0.008,0.0127,0.0146,0.06,0.0266,0.0086,0.1937,0.0002,0.0082,0.0,0.0215,0.1668,0.0,0,0
0.8,0.2324,0.0062,0.0253,0.0173,0.0082,0.0126,0.0147,0.0598,0.0266,0.0085,0.1936,0.0002,0.0083,0.0,0.0214,0.1646,0.0,0,0
0.79,0.2298,0.0063,0.0253,0.0173,0.0078,0.0125,0.0147,0.0575,0.0267,0.0085,0.1935,0.0002,0.0083,0.0,0.0215,0.1645,0.0,0,0
0.8,0.2305,0.0064,0.0253,0.0173,0.0078,0.0126,0.0147,0.0583,0.0268,0.0086,0.1935,0.0002,0.0083,0.0,0.0215,0.1661,0.0,0,0
0.8,0.2318,0.0063,0.0253,0.0172,0.0078,0.0127,0.0148,0.0594,0.0268,0.0085,0.1937,0.0001,0.0084,0.0,0.0215,0.1655,0.0,0,0
0.81,0.2326,0.0062,0.0252,0.0173,0.008,0.0127,0.0147,0.0599,0.0269,0.0086,0.194,0.0002,0.0084,0.0,0.0217,0.1711,0.0,0,0
0.81,0.2332,0.0064,0.0252,0.0174,0.0077,0.0127,0.0148,0.0605,0.0269,0.0086,0.1941,0.0002,0.0086,0.0,0.0219,0.1692,0.0,0,0
0.81,0.2319,0.0062,0.0253,0.0173,0.0081,0.0128,0.0148,0.0594,0.0269,0.0085,0.194,0.0002,0.0085,0.0,0.0217,0.1698,0.0,0,0
0.81,0.2324,0.0064,0.0253,0.0172,0.008,0.0125,0.0147,0.0598,0.0268,0.0086,0.194,0.0002,0.0085,0.0,0.0216,0.1724,0.0,0,0
0.79,0.2228,0.0063,0.0253,0.0173,0.0082,0.0126,0.0148,0.051,0.0269,0.0086,0.1942,0.0002,0.0084,0.0,0.0216,0.1726,0.0,0,0
0.75,0.2023,0.0063,0.0253,0.0173,0.0082,0.0127,0.0149,0.0323,0.0268,0.0086,0.1944,0.0002,0.0083,0.0,0.0214,0.1736,0.0,0,0
0.76,0.2024,0.0063,0.0253,0.0173,0.0081,0.0128,0.0149,0.0322,0.0268,0.0086,0.1944,0.0002,0.0084,0.0,0.0214,0.1762,0.0,0,0
0.76,0.2024,0.0063,0.0253,0.0173,0.0079,0.0126,0.015,0.0323,0.0268,0.0086,0.1944,0.0002,0.0083,0.0,0.0215,0.1773,0.0,0,0
0.69,0.1797,0.0061,0.0253,0.0173,0.0082,0.0127,0.0149,0.0322,0.0267,0.0086,0.1729,0.0002,0.0084,0.0,0.0214,0.1553,0.0,0,0
0.22,0.0209,0.0063,0.0254,0.017,0.0083,0.0129,0.0151,0.0322,0.0268,0.0084,0.0216,0.0002,0.008,0.0,0.0213,0.0,0.0,0,0
0.22,0.0209,0.0062,0.0253,0.017,0.0082,0.0128,0.0149,0.0321,0.0266,0.0084,0.0215,0.0001,0.0078,0.0,0.0211,0.0,0.0,0,0
9.44,1.1248,1.3577,1.8723,0.0164,0.0071,2.24,2.7044,0.0318,0.0264,0.0083,0.0208,0.0002,0.0077,0.0,0.0205,0.0,0.0,0,0
11.05,1.3215,1.595,2.1812,0.0163,0.0076,2.6327,3.1793,0.0317,0.0263,0.0084,0.0207,0.0001,0.0076,0.0,0.0204,0.0,0.0,0,0
11.14,1.3268,1.6134,2.1943,0.0164,0.0077,2.6434,3.2162,0.032,0.0266,0.0084,0.0212,0.0002,0.008,0.0,0.0209,0.0,0.0,0,0
11.36,1.3371,1.6822,2.2321,0.0165,0.0075,2.6639,3.247,0.032,0.0266,0.0084,0.0213,0.0536,0.0101,0.0,0.021,0.0,0.0,0,0
11.57,1.3473,1.7451,2.2652,0.0163,0.0076,2.6839,3.2687,0.0319,0.0265,0.0083,0.0211,0.1062,0.0223,0.0,0.0208,0.0,0.0,0,0
11.49,1.3622,1.6609,2.2958,0.0164,0.0074,2.714,3.3097,0.0318,0.0266,0.0084,0.0212,0.0002,0.0192,0.0,0.0208,0.0,0.0,0,0
11.68,1.3836,1.6879,2.3369,0.0164,0.0077,2.7564,3.3635,0.032,0.0267,0.0084,0.0213,0.0002,0.0215,0.0,0.0209,0.0,0.0,0,0
11.69,1.3847,1.6879,2.3411,0.0162,0.0074,2.7591,3.3636,0.0316,0.0265,0.0083,0.0211,0.0002,0.0223,0.0,0.0207,0.0,0.0,0,0
13.39,2.0519,1.6837,2.4564,0.4438,0.4596,2.8045,2.9361,0.0318,0.0266,0.0085,0.2327,0.0017,0.0163,0.0,0.0203,0.0002,0.2137,0,0
18.82,4.4404,1.5546,2.838,2.2918,2.4171,2.8357,0.8817,0.0319,0.0267,0.0088,0.7357,0.0003,0.0138,0.0,0.0194,0.0011,0.7215,0,0
18.31,4.6831,1.2301,2.748,2.5163,2.646,2.9168,0.0154,0.0319,0.0268,0.0089,0.7329,0.0003,0.0111,0.0,0.0193,0.0002,0.7187,0,0
13.75,5.154,-1.5429,2.3884,1.5798,1.6633,2.9503,0.0151,0.0316,0.0267,0.0089,0.7319,0.0003,0.0087,0.0,0.0193,0.0002,0.7177,0,0
8.21,2.1876,0.0057,1.4638,0.0189,0.0085,2.9576,0.015,0.0312,0.0268,0.0089,0.7353,0.0003,0.0086,0.0,0.0194,0.0002,0.7209,0,0
8.23,2.1886,0.006,1.4725,0.0188,0.0081,2.9651,0.0149,0.0311,0.0267,0.0088,0.7367,0.0002,0.0104,0.0,0.0194,0.0002,0.7225,0,0
8.27,2.1963,0.0058,1.4822,0.0189,0.0081,2.9935,0.0148,0.031,0.0266,0.0089,0.7357,0.0004,0.0085,0.0,0.0193,0.0002,0.7215,0,0
20.18,4.9318,1.7508,2.8407,2.5814,2.7246,3.0332,0.0153,0.0315,0.0247,0.0088,0.8736,0.4912,0.0075,0.0,0.0727,0.0002,0.795,0,0
20.61,4.9811,1.8899,2.8674,2.6319,2.7724,3.039,0.0153,0.0313,0.0247,0.0087,0.87,0.6043,0.0074,0.0,0.0652,0.0002,0.7991,0,0
19.84,4.9378,1.5557,2.8902,2.6343,2.7625,3.0379,0.0151,0.0295,0.0244,0.0087,0.8258,0.267,0.0321,0.0,0.0246,0.0002,0.7986,0,0
19.93,4.9542,1.5427,2.9256,2.6441,2.7827,3.0632,0.0152,0.0312,0.0245,0.0087,0.8226,0.2492,0.0474,0.0,0.0243,0.0002,0.7963,0,0
20.44,4.9767,1.7696,2.9352,2.6688,2.7967,3.075,0.0151,0.0309,0.0242,0.0087,0.8231,0.4651,0.0342,0.0,0.0238,0.0002,0.7969,0,0
20.05,4.9572,1.6417,2.8938,2.6519,2.7824,3.0733,0.0151,0.0309,0.0243,0.0087,0.816,0.3449,0.0072,-0.0149,0.0233,0.0002,0.7941,0,0
19.02,4.8512,1.1799,2.9026,2.6631,2.7947,3.0874,0.0149,0.0301,0.0243,0.0088,0.7709,0.1473,0.008,-0.2789,0.023,0.0002,0.7929,0,0
19.34,4.9512,1.2979,2.8827,2.6492,2.7758,3.0579,0.0149,0.0292,0.0242,0.0101,0.8181,0.0002,0.0082,0.0,0.0247,0.0002,0.7912,0,0
15.42,3.6431,1.9317,1.6742,2.6792,2.8294,0.5305,0.0149,0.0312,0.0245,0.0258,0.7062,0.6235,0.0074,-0.0113,0.0278,0.0002,0.6795,0,0
14.91,3.5123,2.0219,1.3908,2.6595,2.8035,0.0118,0.015,0.0313,0.0246,0.0167,0.8486,0.7238,0.0069,0.0,0.0479,0.0002,0.7946,0,0
14.53,3.5172,1.8306,1.3916,2.6666,2.8163,0.0111,0.0147,0.0314,0.0245,0.0127,0.8415,0.5274,0.0074,0.0,0.042,0.0002,0.7935,0,0
14.59,3.537,1.8373,1.3981,2.6894,2.8352,0.0114,0.0148,0.0314,0.0245,0.0107,0.8388,0.5233,0.0073,0.0,0.0411,0.0002,0.7919,0,0
14.51,3.5141,1.8285,1.3952,2.6798,2.8288,0.0113,0.0148,0.0315,0.0245,0.0111,0.8253,0.519,0.0073,0.0,0.0299,0.0002,0.7916,0,0
14.46,3.502,1.824,1.3866,2.6738,2.8098,0.0116,0.0148,0.0313,0.0244,0.0095,0.8243,0.5173,0.0072,0.0,0.0299,0.0002,0.7912,0,0
15.12,3.5809,1.9168,1.5257,2.6774,2.8225,0.1691,0.1978,0.0312,0.0244,0.0089,0.821,0.5152,0.0072,0.0,0.0271,0.0002,0.7916,0,0
24.78,4.364,3.1488,4.0682,2.6716,2.8117,3.1475,3.6991,0.0314,0.0245,0.0086,0.6507,0.5294,0.0066,-1.0409,0.0258,0.0002,0.6316,0,0
25.52,4.594,3.3396,4.0094,2.6585,2.799,3.0879,3.6561,0.0314,0.0244,0.0086,0.6971,0.5059,0.0065,-0.6224,0.028,0.0002,0.6939,0,0
15.59,3.4246,1.6632,2.2464,2.6585,2.7981,1.021,1.2149,0.0312,0.0245,0.0132,0.5528,0.4736,0.0063,-1.5007,0.1782,0.0002,0.7835,0,0
12.66,3.3844,1.0875,1.3846,2.6463,2.7849,0.0112,0.0143,0.0311,0.0246,0.0157,0.8631,0.4386,0.0143,-1.4276,0.5978,0.0002,0.786,0,0
14.81,3.7837,1.1343,2.166,2.6412,2.775,1.6067,0.0147,0.0311,0.0243,0.0132,0.5727,0.3899,0.0097,-1.3312,0.1897,0.0002,0.7855,0,0
17.32,4.3627,1.1778,2.883,2.6235,2.7427,3.0779,0.015,0.0308,0.0241,0.0085,0.4475,0.338,0.0115,-1.2282,0.0266,0.0002,0.7817,0,0
17.38,4.3916,1.2226,2.8707,2.6062,2.7221,3.0258,0.0149,0.0307,0.0241,0.0085,0.4536,0.2827,0.0369,-1.1215,0.0336,0.0002,0.7802,0,0
13.7,3.507,1.2896,1.8896,2.6147,2.7274,1.0744,0.0146,0.031,0.024,0.0087,0.4567,0.2278,0.0228,-1.002,0.0308,0.0002,0.7828,0,0
11.8,3.0518,1.3534,1.3416,2.6041,2.7203,0.0114,0.0144,0.0309,0.0238,0.0086,0.4643,0.212,0.0072,-0.8588,0.0325,0.0002,0.7796,0,0
12.14,3.1336,1.4127,1.3359,2.6023,2.7115,0.0115,0.0144,0.0309,0.024,0.0087,0.5352,0.2069,0.0076,-0.7329,0.0544,0.0002,0.7798,0,0
12.62,3.2261,1.4988,1.3285,2.5855,2.6979,0.0114,0.0145,0.0311,0.0241,0.0088,0.6433,0.2371,0.0081,-0.5462,0.0652,0.0002,0.7816,0,0
20.85,4.1285,2.7385,2.9744,2.5682,2.67,1.9227,2.2889,0.031,0.0239,0.0086,0.6508,0.3597,0.0076,-0.1786,0.0595,0.0002,0.5938,0,0
25.8,4.8059,3.4618,3.8507,2.5529,2.6542,2.9383,3.5263,0.031,0.0239,0.0086,0.8215,0.4438,0.0069,-0.1389,0.0321,0.0002,0.7809,0,0
21.81,4.3348,2.8903,3.0087,2.5261,2.6348,1.9734,2.3888,0.0311,0.0239,0.0086,0.8422,0.4587,0.0074,-0.1334,0.0377,0.0002,0.7758,0,0
13.64,3.3762,1.6999,1.2956,2.5153,2.6194,0.0112,0.0146,0.0312,0.0241,0.0088,0.8695,0.4701,0.0086,-0.135,0.0488,0.0002,0.7794,0,0
13.55,3.3596,1.7044,1.2643,2.4632,2.5637,0.0116,0.0145,0.053,0.0242,0.0103,0.879,0.5002,0.0076,-0.135,0.0523,0.0002,0.7767,0,0
13.2,3.4281,1.4576,1.2682,2.4532,2.547,0.0105,0.0143,0.0581,0.0482,0.0211,0.9534,0.2282,0.0079,-0.1243,0.0457,0.0002,0.7779,0,0
13.37,3.4527,1.4887,1.2612,2.4327,2.5329,0.0105,0.0143,0.0573,0.0548,0.021,0.9955,0.2602,0.0083,-0.0384,0.0394,0.0002,0.7779,0,0
8.31,2.1489,0.9127,0.7766,1.4649,1.5556,0.0068,0.0095,0.0384,0.0367,0.014,0.6567,0.1721,0.0056,-0.0255,0.0232,0.0002,0.5158,0,0
13.25,3.421,1.4787,1.251,2.4107,2.5153,0.0102,0.0143,0.0581,0.0555,0.019,0.9835,0.26,0.0088,-0.0385,0.0252,0.0002,0.7811,0,0
3.09,0.8606,0.278,0.2375,0.4479,0.4633,0.0067,0.0088,0.0352,0.0214,0.0054,0.3994,0.0587,0.0053,-0.0234,0.0047,0.0002,0.2852,0,0
0.32,0.121,0.0097,0.014,0.0094,0.004,0.0068,0.008,0.0331,0.0141,0.0047,0.099,0.0139,0.0046,-0.0206,0.0,0.0002,0.0,0,0
0.57,0.2121,0.0186,0.0248,0.0165,0.0071,0.0118,0.0143,0.0575,0.0242,0.0083,0.1739,0.0246,0.0081,-0.0364,0.0,0.0002,0.0,0,0
0.57,0.2122,0.0186,0.0247,0.0167,0.0074,0.0118,0.0141,0.058,0.0242,0.0083,0.1735,0.0247,0.0083,-0.0365,0.0,0.0002,0.0,0,0
0.57,0.2114,0.0187,0.0247,0.0166,0.0074,0.0121,0.0141,0.0574,0.0242,0.0084,0.1734,0.0247,0.0083,-0.0365,0.0,0.0002,0.0,0,0
0.57,0.2121,0.0187,0.0248,0.0166,0.0075,0.012,0.0142,0.0579,0.0243,0.0084,0.1738,0.0247,0.0083,-0.0366,0.0,0.0002,0.0,0,0
0.57,0.2127,0.022,0.0247,0.0167,0.0072,0.0119,0.0143,0.0584,0.0243,0.0083,0.1739,0.0279,0.0083,-0.0366,0.0,0.0002,0.0,0,0
0.57,0.2131,0.0187,0.0248,0.0166,0.0078,0.012,0.014,0.0587,0.0243,0.0084,0.174,0.0247,0.0084,-0.0365,0.0,0.0002,0.0,0,0
0.57,0.2131,0.0187,0.0247,0.0166,0.0076,0.0121,0.0142,0.0589,0.0242,0.0083,0.1739,0.0247,0.0084,-0.0364,0.0,0.0002,0.0,0,0
0.57,0.2132,0.0187,0.0248,0.0167,0.0077,0.012,0.014,0.0587,0.0243,0.0083,0.1741,0.0247,0.0083,-0.0365,0.0,0.0002,0.0,0,0
0.57,0.2137,0.0186,0.0248,0.0165,0.0073,0.012,0.014,0.0586,0.0241,0.0083,0.1745,0.0246,0.0081,-0.0362,0.0,0.0002,0.0,0,0
0.57,0.2133,0.0186,0.0248,0.0165,0.0071,0.012,0.0141,0.0586,0.024,0.0083,0.1743,0.0245,0.008,-0.0362,0.0,0.0002,0.0,0,0
0.57,0.2136,0.0187,0.0249,0.0166,0.0073,0.012,0.0142,0.0589,0.0243,0.0083,0.1745,0.0247,0.008,-0.0365,0.0,0.0002,0.0,0,0
0.57,0.2128,0.0164,0.025,0.0169,0.0078,0.0122,0.0145,0.0592,0.0261,0.0084,0.1734,0.0252,0.0081,-0.0372,0.0,0.0002,0.0,0,0
0.57,0.213,0.0162,0.025,0.0169,0.0076,0.012,0.0146,0.059,0.026,0.0083,0.1736,0.025,0.0078,-0.037,0.0,0.0002,0.0,0,0
0.57,0.2125,0.0163,0.0252,0.0169,0.0078,0.0118,0.0145,0.0589,0.026,0.0084,0.1733,0.0251,0.0079,-0.037,0.0,0.0002,0.0,0,0
0.57,0.2127,0.0163,0.0252,0.0169,0.0076,0.012,0.0145,0.059,0.0261,0.0084,0.1734,0.0251,0.0082,-0.0372,0.0,0.0002,0.0,0,0
0.57,0.2132,0.0163,0.0251,0.017,0.0076,0.012,0.0146,0.0593,0.0261,0.0084,0.1737,0.0251,0.008,-0.0373,0.0,0.0002,0.0,0,0
0.57,0.2131,0.0164,0.0251,0.0169,0.0076,0.0121,0.0145,0.0594,0.0261,0.0084,0.1735,0.0252,0.0082,-0.0373,0.0,0.0002,0.0,0,0
0.57,0.2124,0.0164,0.0252,0.017,0.0075,0.0121,0.0145,0.0593,0.0262,0.0084,0.1732,0.0253,0.0083,-0.0374,0.0,0.0002,0.0,0,0
0.57,0.2126,0.0164,0.0252,0.0171,0.0079,0.0122,0.0146,0.0593,0.0263,0.0085,0.1731,0.0253,0.0082,-0.0375,0.0,0.0002,0.0,0,0
0.57,0.2123,0.0165,0.0252,0.017,0.0079,0.0122,0.0145,0.0596,0.0263,0.0085,0.1728,0.0254,0.0082,-0.0376,0.0,0.0002,0.0,0,0
0.57,0.2115,0.0164,0.0252,0.0171,0.0075,0.0123,0.0145,0.0587,0.0264,0.0085,0.1729,0.0254,0.0082,-0.0376,0.0,0.0002,0.0,0,0
0.57,0.2128,0.0165,0.0252,0.0171,0.0075,0.0124,0.0146,0.0601,0.0264,0.0085,0.173,0.0255,0.0083,-0.0377,0.0,0.0002,0.0,0,0
0.57,0.2134,0.0165,0.0251,0.0171,0.0079,0.0123,0.0146,0.0602,0.0266,0.0085,0.1735,0.0255,0.0085,-0.0378,0.0,0.0002,0.0,0,0
0.57,0.2132,0.0165,0.0252,0.017,0.0081,0.0122,0.0147,0.0603,0.0266,0.0085,0.1734,0.0256,0.0085,-0.0379,0.0,0.0002,0.0,0,0
0.57,0.2129,0.0166,0.0252,0.0171,0.0083,0.0123,0.0146,0.06,0.0266,0.0085,0.1734,0.0256,0.0086,-0.0379,0.0,0.0002,0.0,0,0
0.57,0.2128,0.0166,0.0253,0.0172,0.0077,0.0123,0.0147,0.06,0.0267,0.0084,0.1732,0.0257,0.0086,-0.0379,0.0,0.0002,0.0,0,0
0.57,0.2129,0.0167,0.0252,0.0172,0.0079,0.0123,0.0146,0.0601,0.0267,0.0085,0.1733,0.0257,0.0086,-0.038,0.0,0.0002,0.0,0,0
0.57,0.2133,0.0167,0.0252,0.0171,0.0082,0.0123,0.0147,0.0602,0.0268,0.0085,0.1736,0.0258,0.0086,-0.038,0.0,0.0002,0.0,0,0
0.57,0.2103,0.0166,0.0252,0.0172,0.0081,0.0125,0.0148,0.0574,0.0268,0.0085,0.1735,0.0258,0.0087,-0.038,0.0,0.0002,0.0,0,0
0.57,0.213,0.0165,0.0251,0.0173,0.0082,0.0126,0.0147,0.0603,0.0268,0.0086,0.1733,0.0258,0.0087,-0.0381,0.0,0.0002,0.0,0,0
0.57,0.2116,0.0167,0.0251,0.0172,0.008,0.0123,0.0147,0.0585,0.0268,0.0086,0.1738,0.0258,0.0086,-0.0381,0.0,0.0002,0.0,0,0
0.57,0.2128,0.0167,0.0251,0.0172,0.0083,0.0123,0.0148,0.0596,0.0268,0.0086,0.1737,0.0258,0.0086,-0.0381,0.0,0.0002,0.0,0,0
0.57,0.2125,0.0166,0.0252,0.0172,0.0081,0.0123,0.0148,0.059,0.0268,0.0085,0.1738,0.0258,0.0086,-0.0382,0.0,0.0002,0.0,0,0
0.57,0.2132,0.0167,0.0252,0.0172,0.008,0.0124,0.0148,0.06,0.027,0.0086,0.1739,0.0259,0.0088,-0.0382,0.0,0.0002,0.0,0,0
0.57,0.2136,0.0167,0.0252,0.0173,0.0084,0.0125,0.0147,0.0605,0.0269,0.0086,0.1739,0.0258,0.0086,-0.0382,0.0,0.0002,0.0,0,0
0.57,0.2135,0.0167,0.0252,0.0172,0.0081,0.0124,0.0148,0.0605,0.0269,0.0086,0.1738,0.0259,0.0085,-0.0382,0.0,0.0002,0.0,0,0
0.57,0.2135,0.0166,0.0252,0.0171,0.0081,0.0123,0.0148,0.0605,0.0269,0.0085,0.1739,0.0258,0.0087,-0.0381,0.0,0.0002,0.0,0,0
0.58,0.2139,0.0166,0.0252,0.0172,0.0083,0.0124,0.0149,0.0606,0.0269,0.0086,0.174,0.0259,0.0085,-0.0382,0.0,0.0002,0.0,0,0
0.57,0.2138,0.0166,0.0252,0.0172,0.008,0.0124,0.0147,0.0603,0.0268,0.0086,0.1741,0.0258,0.0087,-0.0381,0.0,0.0002,0.0,0,0
0.58,0.2144,0.0166,0.0253,0.0172,0.008,0.0124,0.0148,0.0605,0.0268,0.0085,0.1745,0.0258,0.0088,-0.0381,0.0,0.0002,0.0,0,0
