fecha,Potencia_activa_Total,Potencia_aparente_Total,Potencia_reactiva
2024-09-23_10-02-48.2,0.0650805756449699,0.0988213792443275,0.11832643965755013
2024-09-23_10-02-49,0.0649007335305213,0.0987789332866668,0.11819214387619635
2024-09-23_10-02-49.8,0.0649240016937255,0.0986613556742668,0.11810668524436307
2024-09-23_10-02-50.6,0.0649240016937255,0.0986613556742668,0.11810668524436307
2024-09-23_10-02-51.4,0.0650766119360923,0.0988196283578872,0.1183227973379251
2024-09-23_10-02-52.2,0.065092384815216,0.0987967476248741,0.11831236580419321
2024-09-23_10-02-53.9,0.0644592195749282,0.0983770042657852,0.11761388504984914
2024-09-23_10-02-54.7,0.0644592195749282,0.0983770042657852,0.11761388504984914
2024-09-23_10-02-55.5,0.0645281076431274,0.0985588580369949,0.11780375704348123
2024-09-23_10-02-56.3,0.0643162056803703,0.0983538031578064,0.11751614743823176
2024-09-23_10-02-57.1,0.0640603750944137,0.0981019213795661,0.11716534741808068
2024-09-23_10-02-57.9,0.0643331408500671,0.0983763560652732,0.11754429141526179
2024-09-23_10-02-58.7,0.0643331408500671,0.0984477996826171,0.11760409122978366
2024-09-23_10-03-00.4,0.0639526024460792,0.0981059148907661,0.11710980273307822
2024-09-23_10-03-01.2,0.0637971609830856,0.0979624241590499,0.11690472315787478
2024-09-23_10-03-02,0.0638529062271118,0.0980144664645195,0.1169787556352552
2024-09-23_10-03-02.8,0.0638095661997795,0.0979436635971069,0.11689577399302033
2024-09-23_10-03-03.6,0.0638095661997795,0.0979436635971069,0.11689577399302033
2024-09-23_10-03-04.4,0.0639031380414962,0.0979122221469879,0.11692054694240711
2024-09-23_10-03-05.2,0.0642753988504409,0.0981087982654571,0.11728880251104713
2024-09-23_10-03-06,0.0641922056674957,0.0982567593455314,0.11736707385610215
2024-09-23_10-03-07.7,0.0643525943160057,0.0984164401888847,0.11758848623335844
2024-09-23_10-03-08.5,0.0642050057649612,0.0981758311390876,0.11730633650885762
2024-09-23_10-03-09.3,0.0642107725143432,0.0982209965586662,0.1173472942673424
2024-09-23_10-03-10.1,0.0637537688016891,0.0979454591870307,0.11686683024612896
2024-09-23_10-03-10.9,0.0632656514644622,0.0977848172187805,0.11646636052411494
2024-09-23_10-03-11.7,0.0632656514644622,0.0977848172187805,0.11646636052411494
2024-09-23_10-03-12.5,0.0631645545363426,0.0977665558457374,0.11639613563908506
2024-09-23_10-03-13.3,0.0631021037697792,0.0976484194397926,0.1162630178485904
2024-09-23_10-03-14.1,0.0633706152439117,0.0978211835026741,0.11655393094295763
2024-09-23_10-03-16.6,0.0631760880351066,0.0976721793413162,0.11632313921443908
2024-09-23_10-03-17.4,0.0632686764001846,0.0976840555667877,0.11638341860164851
2024-09-23_10-03-18.2,0.0635845810174942,0.0977809280157089,0.1166366530160375
2024-09-23_10-03-19,0.0635894462466239,0.097963735461235,0.11679259882146258
2024-09-23_10-03-19.8,0.0635816231369972,0.0978070572018623,0.11665694681082434
2024-09-23_10-03-20.6,0.0635816231369972,0.0978070572018623,0.11665694681082434
2024-09-23_10-03-21.4,0.0635105818510055,0.0977585017681121,0.11657752216872362
2024-09-23_10-03-23.1,0.062885470688343,0.0974203497171402,0.11595390016167781
2024-09-23_10-03-23.9,0.0628041326999664,0.0974843129515647,0.11596357340058815
2024-09-23_10-03-24.7,0.0628041326999664,0.0974843129515647,0.11596357340058815
2024-09-23_10-03-25.5,0.0626099929213523,0.0974781811237335,0.11585338583228019
2024-09-23_10-03-26.3,0.0630546435713768,0.0975412651896476,0.1161472620887403
2024-09-23_10-03-27.1,0.0631780624389648,0.0975859388709068,0.11625180875521075
2024-09-23_10-03-27.9,0.0628876015543937,0.0974916815757751,0.11601499215936062
2024-09-23_10-03-28.7,0.0628876015543937,0.0974916815757751,0.11601499215936062
2024-09-23_10-03-29.5,0.0624422319233417,0.0972631946206092,0.11558183834571457
2024-09-23_10-03-30.4,0.062534786760807,0.0971846058964729,0.11556576992549462
2024-09-23_10-03-31.2,0.0629881247878074,0.0975370034575462,0.11610758333443073
2024-09-23_10-03-32,0.0629755854606628,0.0974441915750503,0.11602282032353957
2024-09-23_10-03-32.8,0.0630426928400993,0.0974670574069023,0.11607845795017908
2024-09-23_10-03-33.6,0.0630426928400993,0.0974670574069023,0.11607845795017908
2024-09-23_10-03-34.4,0.0629606917500495,0.0974756255745887,0.11604114049250878
2024-09-23_10-03-35.2,0.0629868358373642,0.0975089967250824,0.11608335768375756
2024-09-23_10-03-36,0.063043363392353,0.0974115580320358,0.11603222529129119
2024-09-23_10-03-37.7,0.0627026632428169,0.0973273441195488,0.11577666384512542
2024-09-23_10-03-38.5,0.062625803053379,0.0972041711211204,0.11563149264549287
2024-09-23_10-03-39.3,0.0621461607515811,0.0969125181436538,0.11512680604058026
2024-09-23_10-03-40.1,0.0627819672226905,0.0973132327198982,0.11580777465588418
2024-09-23_10-03-40.9,0.0626262873411178,0.0972009897232055,0.11562908055200885
2024-09-23_10-03-41.7,0.0626262873411178,0.0972009897232055,0.11562908055200885
2024-09-23_10-03-42.5,0.0624693371355533,0.0970839783549308,0.11544573155979432
2024-09-23_10-03-43.3,0.0623297728598117,0.0969863757491111,0.1152881505867081
2024-09-23_10-03-45,0.0627741888165474,0.097373180091381,0.11585393814059175
2024-09-23_10-03-45.8,0.0625739097595214,0.0972943380475044,0.11567922198344346
2024-09-23_10-03-46.6,0.0625739097595214,0.0972943380475044,0.11567922198344346
2024-09-23_10-03-47.4,0.0625249072909355,0.0970057547092437,0.11541005362813951
2024-09-23_10-03-48.2,0.0626513287425041,0.097313605248928,0.11573731792185919
2024-09-23_10-03-49,0.0624315068125724,0.0971065387129783,0.1154442415354851
2024-09-23_10-03-49.8,0.0625349953770637,0.0972188711166381,0.11559469948056818
2024-09-23_10-03-50.6,0.0625349953770637,0.0972188711166381,0.11559469948056818
2024-09-23_10-03-52.3,0.0624488443136215,0.0971119031310081,0.11545813044490734
2024-09-23_10-03-53.1,0.062225118279457,0.0971516668796539,0.11537075765716222
2024-09-23_10-03-53.9,0.0622315630316734,0.0971043705940246,0.11533441041522174
