Consumo_T,Aula Medios,Cubiculos ,Direccion 1,Direccion 2 ,Rack,Sala Juntas,Maestros 1,Maestros 2,L1,L2 ,L3 
0.7938,0.0116,0,0.0228,0.0265,0.2799,0.1108,0.0031,0.011,0.0589,0.0596,0.2096
0.7936,0.0119,0,0.0229,0.0263,0.2808,0.1098,0.0034,0.0112,0.0588,0.0592,0.2093
0.7925,0.0112,0,0.0228,0.0263,0.2794,0.1104,0.0035,0.0117,0.06,0.0583,0.2089
0.7951,0.0114,0,0.0233,0.0264,0.2808,0.1106,0.004,0.0115,0.0629,0.0553,0.2089
0.7955,0.0125,0,0.0231,0.0266,0.2808,0.1107,0.0029,0.0114,0.063,0.0555,0.209
1.0535,0.0123,0,0.0229,0.0265,0.2803,0.1106,0.0056,0.0113,0.1502,0.2246,0.2092
1.3363,0.0145,0,0.0229,0.0263,0.2801,0.1107,0.0075,0.0104,0.1625,0.4924,0.209
1.291,0.0145,0,0.0226,0.0263,0.2797,0.1104,0.0083,0.0109,0.1501,0.4592,0.209
1.2821,0.0146,0,0.0228,0.0264,0.2814,0.1106,0.0065,0.0109,0.1486,0.4514,0.2089
1.2805,0.0147,0,0.0229,0.0261,0.2828,0.1104,0.0089,0.0102,0.1485,0.4471,0.2089
1.279,0.0148,0,0.0231,0.0263,0.2836,0.1102,0.0082,0.0111,0.1483,0.4448,0.2086
1.2764,0.0147,0,0.0226,0.0262,0.283,0.1107,0.0075,0.0113,0.1485,0.4433,0.2086
1.2731,0.0141,0,0.0228,0.0264,0.2821,0.1108,0.0081,0.011,0.1482,0.4413,0.2083
1.2712,0.0142,0,0.0226,0.0262,0.2836,0.1105,0.0075,0.0099,0.1475,0.4403,0.2089
1.272,0.0146,0,0.0226,0.0263,0.2827,0.1106,0.0086,0.0112,0.1468,0.4389,0.2097
1.2686,0.0145,0,0.0225,0.0263,0.2833,0.1107,0.0074,0.0106,0.1464,0.4378,0.2091
1.2714,0.0145,0,0.0225,0.0264,0.2856,0.111,0.0092,0.0115,0.1455,0.4364,0.2088
1.2641,0.0145,0,0.023,0.0262,0.2824,0.1107,0.0076,0.011,0.1449,0.4357,0.2081
1.2596,0.0146,0,0.0226,0.0261,0.2812,0.1104,0.007,0.0111,0.1445,0.4342,0.2079
3.2787,0.0149,0,0.022,0.0256,0.2827,0.11,0.0094,2.0303,0.1439,0.4319,0.208
3.7822,0.0144,0,0.0221,0.0257,0.2811,0.1099,0.0083,2.5385,0.1433,0.4302,0.2087
3.7726,0.0148,0,0.0224,0.0255,0.2821,0.1098,0.0081,2.5498,0.1426,0.4296,0.1879
3.7429,0.0145,0,0.0223,0.0255,0.2826,0.1102,0.0074,2.5601,0.1816,0.4289,0.1098
3.7894,0.0149,0,0.0222,0.0255,0.2754,0.1101,0.0079,2.5662,0.23,0.4275,0.1097
3.6497,0.0143,0,0.0226,0.0257,0.1797,0.1101,0.008,2.5645,0.1886,0.4265,0.1097
3.6139,0.0147,0,0.0227,0.0257,0.164,0.1104,0.0087,2.5618,0.1412,0.4252,0.1395
3.5071,0.0136,0,0.0226,0.0256,0.1623,0.1099,0.006,2.5575,0.1414,0.2476,0.2206
3.2976,0.0119,0,0.0227,0.0256,0.1616,0.11,0.0039,2.555,0.1415,0.0555,0.2099
3.2931,0.0117,0,0.0228,0.0256,0.1615,0.1098,0.0047,2.5506,0.1416,0.0548,0.21
3.2963,0.0119,0,0.0222,0.0251,0.1587,0.1076,0.0043,2.4971,0.1396,0.054,0.2758
3.316,0.0116,0,0.0209,0.0237,0.1491,0.1012,0.0037,2.3464,0.1351,0.0511,0.4732
3.316,0.0116,0,0.0209,0.0237,0.1491,0.1012,0.0037,2.3464,0.1351,0.0511,0.4732
3.316,0.0116,0,0.0209,0.0237,0.1491,0.1012,0.0037,2.3464,0.1351,0.0511,0.4732
3.316,0.0116,0,0.0209,0.0237,0.1491,0.1012,0.0037,2.3464,0.1351,0.0511,0.4732
3.3726,0.0123,0,0.0226,0.0257,0.1654,0.1104,0.0033,2.56,0.2043,0.0554,0.2132
3.3022,0.0122,0,0.0223,0.0258,0.1658,0.1101,0.0033,2.5573,0.1405,0.055,0.2099
3.3461,0.0123,0,0.0226,0.0258,0.1661,0.1098,0.0037,2.5545,0.187,0.0547,0.2096
3.3792,0.0119,0,0.0228,0.0257,0.1667,0.1099,0.0019,2.5525,0.2234,0.0545,0.2099
3.2982,0.0124,0,0.0226,0.0257,0.167,0.1098,0.0034,2.5521,0.1402,0.055,0.21
3.3523,0.0116,0,0.0227,0.0257,0.1722,0.1098,0.0032,2.5495,0.1939,0.0546,0.2091
3.3884,0.0126,0,0.0224,0.0258,0.2601,0.1099,0.0039,2.5494,0.1395,0.0551,0.2097
3.4128,0.0121,0,0.0223,0.0258,0.2894,0.11,0.0042,2.5453,0.1394,0.0549,0.2094
3.4258,0.0115,0,0.0224,0.0257,0.2916,0.1098,0.004,2.5567,0.1396,0.0548,0.2097
3.3831,0.0121,0,0.0224,0.0258,0.2936,0.1102,0.0027,2.5524,0.0993,0.0549,0.2097
3.3571,0.0119,0,0.0227,0.0259,0.2958,0.1104,0.004,2.5579,0.0634,0.0552,0.2099
3.3528,0.0123,0,0.0224,0.0258,0.2991,0.1105,0.0029,2.5513,0.0634,0.055,0.2101
3.3604,0.0124,0,0.022,0.0259,0.301,0.1101,0.0031,2.546,0.0634,0.0659,0.2106
3.1951,0.0118,0,0.0212,0.0244,0.2841,0.1041,0.0032,2.4233,0.06,0.0634,0.1996
3.0632,0.0111,0,0.0202,0.0234,0.2728,0.0996,0.003,2.3232,0.0575,0.0615,0.1909
3.0632,0.0111,0,0.0202,0.0234,0.2728,0.0996,0.003,2.3232,0.0575,0.0615,0.1909
3.0632,0.0111,0,0.0202,0.0234,0.2728,0.0996,0.003,2.3232,0.0575,0.0615,0.1909
3.0632,0.0111,0,0.0202,0.0234,0.2728,0.0996,0.003,2.3232,0.0575,0.0615,0.1909
3.3772,0.0117,0,0.0222,0.0256,0.3009,0.1095,0.0032,2.5621,0.0633,0.0684,0.2103
3.7787,0.0124,0,0.0219,0.0258,0.305,0.1095,0.004,2.5529,0.0629,0.0687,0.6156
3.9237,0.0124,0,0.0223,0.0256,0.3057,0.1096,0.004,2.5535,0.1195,0.0677,0.7034
3.9535,0.0128,0,0.0217,0.0258,0.3059,0.1094,0.0041,2.551,0.1535,0.0658,0.7035
3.9545,0.0118,0,0.0218,0.0256,0.305,0.1091,0.0039,2.5543,0.1533,0.0665,0.7032
3.9616,0.013,0,0.0216,0.0258,0.3049,0.109,0.0041,2.5605,0.152,0.0676,0.7031
3.5213,0.0113,0,0.022,0.0256,0.3074,0.1092,0.0025,2.5756,0.1527,0.0678,0.2472
3.4962,0.012,0,0.0222,0.0257,0.304,0.1092,0.0027,2.5889,0.1533,0.0683,0.2099
3.5,0.0114,0,0.0224,0.0258,0.3041,0.1091,0.0039,2.5932,0.1525,0.0679,0.2097
2.9703,0.0118,0,0.0224,0.0258,0.307,0.1093,0.0023,2.0613,0.1528,0.0676,0.21
0.9208,0.0119,0,0.0226,0.0262,0.3055,0.1094,0.0028,0.012,0.1528,0.0676,0.21
0.8833,0.0116,0,0.0217,0.0252,0.293,0.1045,0.0026,0.0109,0.1467,0.0659,0.2012
0.8305,0.0108,0,0.0203,0.0237,0.2746,0.0983,0.0025,0.0099,0.1384,0.063,0.189
0.8305,0.0108,0,0.0203,0.0237,0.2746,0.0983,0.0025,0.0099,0.1384,0.063,0.189
0.8305,0.0108,0,0.0203,0.0237,0.2746,0.0983,0.0025,0.0099,0.1384,0.063,0.189
0.9173,0.0122,0,0.022,0.0259,0.3068,0.1083,0.0027,0.0115,0.1518,0.0682,0.2079
0.9148,0.0109,0,0.0223,0.0262,0.3067,0.1083,0.0032,0.0112,0.1515,0.0664,0.2081
0.805,0.0098,0,0.0198,0.0228,0.2704,0.0954,0.0019,0.0092,0.1334,0.0588,0.1835
0.7626,0.0098,0,0.0187,0.0216,0.255,0.0903,0.0019,0.009,0.1263,0.0558,0.1742
0.7626,0.0098,0,0.0187,0.0216,0.255,0.0903,0.0019,0.009,0.1263,0.0558,0.1742
0.7626,0.0098,0,0.0187,0.0216,0.255,0.0903,0.0019,0.009,0.1263,0.0558,0.1742
0.7626,0.0098,0,0.0187,0.0216,0.255,0.0903,0.0019,0.009,0.1263,0.0558,0.1742
0.7626,0.0098,0,0.0187,0.0216,0.255,0.0903,0.0019,0.009,0.1263,0.0558,0.1742
0.7626,0.0098,0,0.0187,0.0216,0.255,0.0903,0.0019,0.009,0.1263,0.0558,0.1742
0.7626,0.0098,0,0.0187,0.0216,0.255,0.0903,0.0019,0.009,0.1263,0.0558,0.1742
0.7626,0.0098,0,0.0187,0.0216,0.255,0.0903,0.0019,0.009,0.1263,0.0558,0.1742
0.7626,0.0098,0,0.0187,0.0216,0.255,0.0903,0.0019,0.009,0.1263,0.0558,0.1742
0.7626,0.0098,0,0.0187,0.0216,0.255,0.0903,0.0019,0.009,0.1263,0.0558,0.1742
0.7626,0.0098,0,0.0187,0.0216,0.255,0.0903,0.0019,0.009,0.1263,0.0558,0.1742
0.7626,0.0098,0,0.0187,0.0216,0.255,0.0903,0.0019,0.009,0.1263,0.0558,0.1742
0.7626,0.0098,0,0.0187,0.0216,0.255,0.0903,0.0019,0.009,0.1263,0.0558,0.1742
0.7626,0.0098,0,0.0187,0.0216,0.255,0.0903,0.0019,0.009,0.1263,0.0558,0.1742
0.7626,0.0098,0,0.0187,0.0216,0.255,0.0903,0.0019,0.009,0.1263,0.0558,0.1742
0.9161,0.0117,0,0.0225,0.0262,0.3052,0.1081,0.0021,0.011,0.1532,0.0665,0.2096
0.896,0.0116,0,0.0223,0.0259,0.3076,0.1081,0.0036,0.0103,0.1184,0.0783,0.2099
1.2805,0.0148,0,0.0218,0.0259,0.3044,0.1087,0.0074,0.011,0.0631,0.5131,0.2103
1.2306,0.0146,0,0.0222,0.026,0.2996,0.1085,0.0078,0.0101,0.063,0.469,0.2098
1.2551,0.0088,0,0.0133,0.0157,0.1827,0.1588,0.2031,0.1506,0.0462,0.2713,0.2046
1.2563,0.0085,0,0.0127,0.0151,0.1766,0.1614,0.2133,0.158,0.0453,0.2611,0.2043
1.2563,0.0085,0,0.0127,0.0151,0.1766,0.1614,0.2133,0.158,0.0453,0.2611,0.2043
1.2563,0.0085,0,0.0127,0.0151,0.1766,0.1614,0.2133,0.158,0.0453,0.2611,0.2043
1.2563,0.0085,0,0.0127,0.0151,0.1766,0.1614,0.2133,0.158,0.0453,0.2611,0.2043
1.2563,0.0085,0,0.0127,0.0151,0.1766,0.1614,0.2133,0.158,0.0453,0.2611,0.2043
1.2563,0.0085,0,0.0127,0.0151,0.1766,0.1614,0.2133,0.158,0.0453,0.2611,0.2043
1.2563,0.0085,0,0.0127,0.0151,0.1766,0.1614,0.2133,0.158,0.0453,0.2611,0.2043
1.2563,0.0085,0,0.0127,0.0151,0.1766,0.1614,0.2133,0.158,0.0453,0.2611,0.2043
1.2563,0.0085,0,0.0127,0.0151,0.1766,0.1614,0.2133,0.158,0.0453,0.2611,0.2043
1.2563,0.0085,0,0.0127,0.0151,0.1766,0.1614,0.2133,0.158,0.0453,0.2611,0.2043
1.2563,0.0085,0,0.0127,0.0151,0.1766,0.1614,0.2133,0.158,0.0453,0.2611,0.2043
1.2563,0.0085,0,0.0127,0.0151,0.1766,0.1614,0.2133,0.158,0.0453,0.2611,0.2043
1.2563,0.0085,0,0.0127,0.0151,0.1766,0.1614,0.2133,0.158,0.0453,0.2611,0.2043
1.2563,0.0085,0,0.0127,0.0151,0.1766,0.1614,0.2133,0.158,0.0453,0.2611,0.2043
8.3771,0.0143,0,0.0197,0.0253,0.3044,0.2188,4.2377,2.7173,0.1748,0.4543,0.2105
9.0932,0.0142,0,0.0196,0.0253,0.3035,0.1103,4.2032,2.6966,0.6504,0.861,0.2091
9.098,0.0143,0,0.0201,0.0255,0.3041,0.1089,4.1873,2.6829,0.6702,0.8751,0.2096
9.1075,0.014,0,0.0198,0.0254,0.3024,0.109,4.1805,2.6835,0.6736,0.8898,0.2095
8.9082,0.0115,0,0.0195,0.0254,0.3004,0.1081,4.1886,2.6858,0.687,0.6731,0.2088
8.9908,0.0125,0,0.0195,0.0255,0.304,0.1086,4.1924,2.6753,0.6767,0.7588,0.2175
11.5288,0.0135,2.2199,0.0196,0.0255,0.3075,0.107,4.1915,2.6682,0.6668,0.7598,0.5495
12.2139,0.0137,2.7687,0.0193,0.0256,0.3061,0.1063,4.1876,2.672,0.664,0.7563,0.6943
12.2341,0.0137,2.7487,0.0193,0.0258,0.3037,0.1064,4.1907,2.6813,0.6621,0.7762,0.7062
10.6224,0.0118,2.366,0.0167,0.0223,0.264,0.092,3.634,2.3347,0.5728,0.6959,0.6122
12.1841,0.0138,2.7246,0.0194,0.0255,0.3069,0.1063,4.1079,2.6936,0.66,0.8295,0.6966
12.1588,0.0141,2.7097,0.0193,0.0257,0.3034,0.1068,4.1002,2.7001,0.6594,0.8209,0.6992
0.7332,0.001,0.1485,0.0015,0.0019,0.0168,0.0078,0.2257,0.1451,0.0513,0.0563,0.0773
0.7332,0.001,0.1485,0.0015,0.0019,0.0168,0.0078,0.2257,0.1451,0.0513,0.0563,0.0773
0.7332,0.001,0.1485,0.0015,0.0019,0.0168,0.0078,0.2257,0.1451,0.0513,0.0563,0.0773
0.7332,0.001,0.1485,0.0015,0.0019,0.0168,0.0078,0.2257,0.1451,0.0513,0.0563,0.0773
0.7332,0.001,0.1485,0.0015,0.0019,0.0168,0.0078,0.2257,0.1451,0.0513,0.0563,0.0773
0.7332,0.001,0.1485,0.0015,0.0019,0.0168,0.0078,0.2257,0.1451,0.0513,0.0563,0.0773
9.7247,0.0135,0.5116,0.0203,0.0266,0.3163,0.1076,3.6778,1.5377,0.8468,0.6276,2.0389
13.702,0.0146,2.7504,0.0194,0.0257,0.6339,0.1044,4.0948,2.5903,0.8409,0.6288,1.9988
13.1161,0.0134,2.7546,0.019,0.0254,0.6524,0.1052,4.1112,2.5977,0.8397,0.6348,1.3627
12.6408,0.0133,2.7177,0.0195,0.0258,0.5718,0.1053,4.1161,2.5936,0.8379,0.6353,1.0045
12.6408,0.0133,2.7177,0.0195,0.0258,0.5718,0.1053,4.1161,2.5936,0.8379,0.6353,1.0045
12.2888,0.013,2.6969,0.0199,0.0257,0.4884,0.1053,4.1188,2.5888,0.931,0.6311,0.6699
12.0955,0.0131,2.6962,0.0199,0.0257,0.4745,0.1053,4.1278,2.5879,0.7433,0.6325,0.6693
12.1226,0.0133,2.7126,0.0197,0.0256,0.4726,0.1055,4.1304,2.6035,0.7423,0.6362,0.6609
12.1986,0.0137,2.7118,0.0196,0.0258,0.4741,0.1057,4.1326,2.5846,0.7403,0.637,0.7534
12.5527,0.0139,2.6941,0.02,0.0259,0.4784,0.1056,4.1205,2.5765,0.7385,0.6294,1.1499
12.5313,0.0141,2.6904,0.0196,0.0259,0.4745,0.1058,4.1156,2.5627,0.7373,0.6354,1.15
12.1106,0.0137,2.6865,0.0198,0.0259,0.4767,0.1057,4.1058,2.5699,0.7373,0.6352,0.7341
12.0287,0.0134,2.6943,0.0196,0.0258,0.4503,0.1055,4.1155,2.5695,0.736,0.6339,0.6649
12.1715,0.0129,2.6989,0.02,0.0257,0.4276,0.1056,4.1145,2.567,0.9071,0.6341,0.6581
11.9338,0.0137,2.6887,0.0196,0.0258,0.3784,0.1054,4.1068,2.5639,0.735,0.6337,0.6628
11.8803,0.0135,2.6772,0.0192,0.0258,0.3299,0.1056,4.1131,2.5668,0.734,0.6327,0.6625
11.8512,0.0136,2.6691,0.019,0.0258,0.3156,0.1057,4.1223,2.5536,0.7329,0.6326,0.661
11.8803,0.0135,2.6853,0.0192,0.0257,0.3116,0.1055,4.1298,2.5635,0.7319,0.6325,0.6618
11.8744,0.0132,2.6771,0.0194,0.0258,0.3117,0.1052,4.1273,2.5684,0.731,0.6325,0.6628
11.8326,0.0136,2.6721,0.0191,0.0257,0.3114,0.1055,4.1199,2.5638,0.706,0.6325,0.663
11.9143,0.0135,2.6592,0.0194,0.0258,0.3086,0.1053,4.1162,2.5605,0.8112,0.6324,0.6622
11.7481,0.0137,2.6597,0.0193,0.0259,0.3083,0.1056,4.1116,2.5443,0.674,0.6329,0.6528
11.7314,0.0135,2.6542,0.0195,0.0256,0.3102,0.1059,4.111,2.553,0.6529,0.6339,0.6517
11.7589,0.0135,2.6634,0.0193,0.0258,0.3109,0.1061,4.1216,2.5627,0.652,0.6319,0.6517
11.7744,0.0138,2.6713,0.0194,0.0257,0.3119,0.1058,4.1255,2.568,0.6511,0.6303,0.6516
11.896,0.0137,2.6792,0.0195,0.0257,0.3125,0.1057,4.1524,2.5717,0.7327,0.6317,0.6512
11.8898,0.0135,2.6682,0.0195,0.026,0.3131,0.1059,4.1438,2.576,0.7407,0.6324,0.6507
11.8805,0.0133,2.6653,0.0197,0.0258,0.3146,0.1056,4.141,2.572,0.7411,0.632,0.6501
11.836,0.0132,2.6676,0.0194,0.0258,0.3147,0.1057,4.1338,2.5648,0.7222,0.6305,0.6383
10.6667,0.0126,1.6963,0.0199,0.0258,0.315,0.1064,4.1285,2.5653,0.6764,0.6293,0.4912
8.6187,0.0119,0,0.0197,0.0256,0.3144,0.1076,4.1341,2.5675,0.6505,0.6293,0.1581
8.6142,0.0121,0,0.0198,0.0254,0.3182,0.1072,4.147,2.5774,0.6508,0.6293,0.127
8.66,0.0124,0,0.0196,0.0255,0.3293,0.1073,4.1686,2.5758,0.6502,0.6293,0.142
8.6924,0.0123,0,0.0197,0.0254,0.333,0.1073,4.1828,2.5915,0.6495,0.6296,0.1413
8.6832,0.0121,0,0.0196,0.0254,0.3351,0.1071,4.1867,2.5803,0.6558,0.6294,0.1317
8.6965,0.0118,0,0.02,0.0255,0.3365,0.1067,4.1672,2.5756,0.6958,0.6293,0.1281
8.6485,0.0116,0,0.02,0.0255,0.3337,0.107,4.1649,2.58,0.649,0.6297,0.1271
9.2,0.0109,0,0.0195,0.0255,0.3356,0.1064,4.1727,2.586,1.147,0.6714,0.125
9.7793,0.0095,0,0.0196,0.2665,0.3362,0.1059,4.1655,2.582,1.3636,0.8051,0.1254
10.1728,0.01,0,0.0197,0.6154,0.3375,0.1058,4.1653,2.5838,1.4085,0.8045,0.1223
10.1095,0.0109,0,0.0194,0.6181,0.3381,0.106,4.158,2.5837,1.3501,0.8029,0.1223
10.1002,0.0104,0,0.0196,0.6201,0.3336,0.106,4.1624,2.5797,1.3453,0.8011,0.122
10.2564,0.0131,0,0.0197,0.7375,0.3306,0.1068,4.1613,2.5967,1.1244,1.042,0.1243
9.9589,0.015,0,0.0198,0.7819,0.3242,0.1075,4.0807,2.5972,0.6971,1.2122,0.1233
10.0304,0.0153,0,0.0195,0.884,0.3244,0.1072,4.0805,2.5804,0.7073,1.1885,0.1233
10.107,0.0153,0,0.0195,0.9791,0.3216,0.1074,4.0672,2.5783,0.717,1.1791,0.1225
10.1238,0.0151,0,0.0196,0.9831,0.3249,0.1072,4.0713,2.5894,0.7143,1.1754,0.1235
10.1438,0.0151,0,0.0198,0.9883,0.331,0.1072,4.0772,2.5939,0.7126,1.1726,0.1261
10.1933,0.015,0,0.0196,1.0002,0.3345,0.107,4.1109,2.614,0.6999,1.1718,0.1204
10.3928,0.0147,0,0.0195,1.0108,0.3339,0.1067,4.126,2.6148,0.8768,1.1694,0.1202
10.2183,0.0154,0,0.0196,1.0059,0.3335,0.1067,4.1308,2.6227,0.6955,1.1681,0.1201
10.1804,0.0151,0,0.0196,0.9993,0.3361,0.1068,4.1047,2.6203,0.6923,1.1658,0.1204
10.2367,0.0149,0,0.0195,1.006,0.336,0.1062,4.1189,2.6231,0.7249,1.167,0.1202
10.4112,0.0148,0,0.0196,1.0075,0.3431,0.1067,4.1419,2.6331,0.7483,1.2764,0.1198
10.5254,0.0155,0,0.0193,1.0081,0.3644,0.1063,4.1287,2.6214,0.7413,1.4004,0.12
10.6604,0.0151,0,0.0191,1.0106,0.36,0.106,4.0884,2.6043,0.9219,1.4153,0.1197
10.4321,0.0156,0,0.0195,0.9583,0.3475,0.1065,4.099,2.6072,0.7417,1.4169,0.1199
12.4205,0.0161,1.7741,0.019,0.8517,0.3527,0.1055,4.0962,2.6155,0.7371,1.4384,0.4142
13.4052,0.0168,2.6737,0.0189,0.7953,0.3622,0.1053,4.0873,2.6118,0.734,1.4293,0.5706
13.4077,0.0169,2.7687,0.0193,0.7098,0.354,0.1055,4.0969,2.6048,0.7371,1.422,0.5727
13.3629,0.0166,2.7627,0.0188,0.6317,0.3576,0.1053,4.1121,2.6204,0.7353,1.435,0.5674
13.4626,0.0163,2.7578,0.019,0.5692,0.3599,0.1051,4.1011,2.6152,0.9181,1.4352,0.5657
13.2078,0.0166,2.7418,0.0192,0.5407,0.3548,0.1052,4.0895,2.6132,0.7307,1.4325,0.5636
13.2013,0.0165,2.7448,0.0191,0.5372,0.3383,0.1051,4.0965,2.6214,0.7283,1.432,0.5621
13.2618,0.0166,2.7429,0.0193,0.5409,0.3398,0.1051,4.1354,2.6397,0.7279,1.4337,0.5605
13.0331,0.0155,2.7372,0.0191,0.5497,0.3396,0.105,4.1225,2.6306,0.7295,1.226,0.5584
12.8558,0.0146,2.7395,0.019,0.5493,0.3305,0.1047,4.1161,2.6164,0.7291,1.0793,0.5573
12.8082,0.0144,2.7333,0.0193,0.5496,0.3273,0.1049,4.0888,2.6032,0.7312,1.0789,0.5573
12.7975,0.0145,2.7315,0.019,0.5484,0.3233,0.1048,4.0948,2.5998,0.7316,1.0741,0.5557
12.8016,0.0144,2.7385,0.0193,0.5518,0.3199,0.1049,4.0812,2.6001,0.7295,1.0872,0.5548
12.7799,0.0145,2.7295,0.0189,0.5549,0.3201,0.1049,4.0777,2.5955,0.7287,1.0829,0.5523
12.7825,0.0146,2.7267,0.0194,0.5587,0.322,0.1046,4.0739,2.5966,0.7278,1.0869,0.5513
12.8134,0.0146,2.7169,0.0194,0.5607,0.3248,0.1047,4.0704,2.6066,0.736,1.1079,0.5514
12.7934,0.0144,2.7009,0.0192,0.5584,0.3226,0.1048,4.0706,2.5959,0.7458,1.1102,0.5506
12.8234,0.0145,2.7192,0.0191,0.5592,0.3206,0.1045,4.0859,2.5982,0.7452,1.1071,0.5499
12.7925,0.0145,2.7104,0.0194,0.5613,0.3221,0.1045,4.0775,2.5885,0.7286,1.1163,0.5494
8.7608,0.0101,1.8507,0.0132,0.3832,0.2189,0.0714,2.7796,1.7751,0.5143,0.7692,0.3751
13.7349,0.0149,2.7301,0.0188,0.5578,0.3198,0.1048,4.0928,2.6007,0.8566,1.1253,1.3133
14.0875,0.0151,2.7416,0.0188,0.558,0.3279,0.1049,4.0917,2.6083,0.9351,1.131,1.5551
14.0756,0.0152,2.7047,0.0187,0.5639,0.3346,0.1049,4.1155,2.6199,0.9137,1.1296,1.5549
13.8261,0.015,2.7087,0.0191,0.5657,0.3393,0.1049,4.1191,2.618,0.9136,1.1265,1.2962
13.2376,0.0145,2.722,0.0191,0.5659,0.3401,0.1052,4.1308,2.6251,0.9085,1.1226,0.6838
13.2936,0.0145,2.7413,0.0187,0.5635,0.3423,0.1052,4.1582,2.6416,0.9082,1.1319,0.6682
13.2441,0.0145,2.7168,0.0192,0.5647,0.3461,0.1053,4.1267,2.6358,0.904,1.1346,0.6764
13.2498,0.0146,2.7209,0.0187,0.566,0.3598,0.1052,4.1319,2.6309,0.9042,1.1229,0.6747
13.158,0.0143,2.7397,0.0188,0.5671,0.3588,0.1051,4.1281,2.6493,0.9033,1.1192,0.5543
13.2826,0.0144,2.7396,0.0187,0.5695,0.3614,0.1049,4.1287,2.641,0.9047,1.1164,0.6833
13.137,0.0141,2.7306,0.0191,0.571,0.3559,0.1049,4.1408,2.6288,0.9057,1.1121,0.554
13.2685,0.0146,2.7359,0.0189,0.5708,0.3541,0.1053,4.1525,2.6326,0.9017,1.1083,0.6738
13.1546,0.0141,2.7513,0.0187,0.5692,0.3555,0.1053,4.1329,2.6449,0.9026,1.1101,0.55
13.2352,0.0144,2.7318,0.0188,0.5682,0.3534,0.1052,4.1223,2.6342,0.9006,1.1152,0.6711
13.0665,0.014,2.6468,0.0189,0.5681,0.3518,0.1053,4.1306,2.6603,0.9017,1.1171,0.5519
13.1277,0.0141,2.5738,0.0193,0.5677,0.3545,0.105,4.1197,2.6637,0.9033,1.114,0.6926
13.0299,0.014,2.5961,0.0187,0.57,0.3579,0.1049,4.1538,2.6546,0.9022,1.104,0.5537
12.9738,0.0142,2.5876,0.0188,0.5673,0.3612,0.1048,4.1211,2.6334,0.9016,1.1064,0.5574
12.9852,0.0141,2.5761,0.0188,0.5667,0.3585,0.1048,4.1334,2.6396,0.9076,1.1084,0.5572
13.0911,0.014,2.561,0.0184,0.5728,0.3623,0.1051,4.2076,2.6899,0.901,1.1026,0.5564
13.1067,0.014,2.5779,0.0187,0.5776,0.374,0.1046,4.1953,2.6888,0.9016,1.1011,0.5531
13.1157,0.0139,2.6043,0.019,0.5739,0.3696,0.1045,4.2016,2.6702,0.8979,1.1049,0.5559
13.146,0.0145,2.6087,0.0187,0.5757,0.3658,0.1048,4.2037,2.6766,0.8983,1.1226,0.5566
13.1651,0.0141,2.6407,0.0186,0.5773,0.3659,0.1045,4.1889,2.6805,0.901,1.1141,0.5595
13.1292,0.0143,2.6362,0.0183,0.5744,0.3645,0.1047,4.1836,2.6662,0.8951,1.1181,0.5538
13.0919,0.0142,2.6195,0.0187,0.5796,0.3633,0.1046,4.1651,2.6598,0.8973,1.1125,0.5573
13.0538,0.014,2.5896,0.0187,0.5802,0.3715,0.1048,4.1631,2.6502,0.9022,1.1056,0.5539
13.1628,0.0139,2.5921,0.0186,0.5804,0.376,0.1044,4.2239,2.6879,0.9039,1.1036,0.5581
13.1456,0.0138,2.6303,0.0185,0.574,0.366,0.1045,4.203,2.6739,0.9012,1.1009,0.5595
13.1206,0.0141,2.6331,0.0187,0.5754,0.3646,0.104,4.1974,2.6608,0.899,1.0982,0.5553
13.1658,0.0142,2.6055,0.0187,0.5801,0.3783,0.104,4.215,2.6863,0.9076,1.1026,0.5535
13.1258,0.0142,2.5978,0.0186,0.5859,0.3834,0.1041,4.1954,2.6619,0.9016,1.1091,0.5538
12.9893,0.0147,2.5861,0.0187,0.5767,0.3789,0.1043,4.1647,2.6724,0.8104,1.1086,0.5538
12.9408,0.0142,2.6054,0.0187,0.5782,0.375,0.1045,4.1777,2.6823,0.7268,1.1044,0.5536
12.938,0.0143,2.6338,0.0189,0.5785,0.3711,0.1048,4.1893,2.6925,0.7225,1.0595,0.5528
12.9401,0.0145,2.636,0.0187,0.5822,0.3687,0.1048,4.1971,2.6882,0.7222,1.0553,0.5524
12.872,0.0145,2.6039,0.0188,0.5803,0.363,0.1047,4.1796,2.6749,0.7225,1.0518,0.558
12.6956,0.0139,2.6191,0.019,0.5768,0.36,0.1043,4.1608,2.6557,0.7224,0.9054,0.5582
12.7239,0.0143,2.6347,0.0189,0.5752,0.3614,0.1047,4.1796,2.6673,0.7224,0.889,0.5564
12.7451,0.0139,2.6,0.019,0.5811,0.3714,0.1047,4.1804,2.6693,0.7219,0.9288,0.5546
12.7446,0.0143,2.5963,0.0186,0.5799,0.3742,0.1051,4.1727,2.6505,0.7262,0.9528,0.554
12.7892,0.0143,2.5966,0.0187,0.5826,0.3764,0.1046,4.146,2.6392,0.7278,1.0283,0.5547
12.7743,0.0144,2.5884,0.0186,0.5847,0.3775,0.1041,4.147,2.6434,0.7373,1.0057,0.5532
12.8205,0.0144,2.5951,0.0186,0.5768,0.367,0.104,4.1616,2.6589,0.7336,1.037,0.5535
