Consumo_T,Aula Medios,Cubiculos ,Direccion 1,Direccion 2 ,Rack,Sala Juntas,Maestros 1,Maestros 2,L1,L2 ,L3 
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
0.0066,0,0.0016,0,0.0007,0.0003,0.0002,0.0004,0.0018,0.0003,0.0007,0.0006
7.051,0.0142,2.3125,0.0216,0.0259,0.1781,0.1078,0.539,2.5918,0.1325,0.5843,0.5433
7.2829,0.0154,2.3282,0.0217,0.0255,0.1713,0.1085,0.5387,2.6008,0.1132,0.8198,0.5398
7.4244,0.0164,2.3142,0.0217,0.0259,0.1654,0.1087,0.5382,2.6062,0.0778,1.01,0.5399
7.4015,0.017,2.3223,0.0217,0.0259,0.1661,0.1088,0.5381,2.5996,0.0764,0.9851,0.5405
7.3822,0.0163,2.3097,0.0218,0.026,0.1689,0.1085,0.5374,2.5961,0.0781,0.9771,0.5423
7.4184,0.0163,2.3241,0.0218,0.0258,0.1698,0.1084,0.5375,2.5984,0.0922,0.9731,0.551
7.4035,0.0166,2.3122,0.0214,0.0259,0.1693,0.1086,0.5378,2.6018,0.0904,0.9697,0.5498
7.4171,0.0163,2.3142,0.0217,0.0258,0.1942,0.1084,0.5385,2.6002,0.0907,0.9625,0.5446
7.5192,0.0164,2.3198,0.0212,0.026,0.2902,0.1086,0.5379,2.6134,0.0878,0.9596,0.5383
5.6972,0.0156,0.7766,0.0215,0.0257,0.2965,0.1096,0.5393,2.6124,0.0789,0.9571,0.264
4.772,0.0154,0,0.0211,0.0256,0.2969,0.1095,0.5388,2.6164,0.0714,0.9547,0.1222
4.7855,0.0152,0,0.0216,0.0257,0.303,0.1097,0.5383,2.6263,0.0708,0.9524,0.1225
4.7895,0.0154,0,0.0213,0.0257,0.3052,0.1098,0.5386,2.6277,0.0702,0.9526,0.123
4.7937,0.0153,0,0.0214,0.0259,0.3085,0.1101,0.5405,2.6207,0.0712,0.9551,0.125
4.3966,0.0141,0,0.0195,0.0234,0.2828,0.1011,0.4962,2.4022,0.0692,0.8751,0.113
3.3921,0.0111,0,0.015,0.0182,0.2189,0.078,0.3828,1.8547,0.0511,0.675,0.0873
3.3921,0.0111,0,0.015,0.0182,0.2189,0.078,0.3828,1.8547,0.0511,0.675,0.0873
4.7944,0.0153,0,0.0213,0.0256,0.3135,0.1103,0.54,2.6232,0.0704,0.9506,0.1242
4.7909,0.0155,0,0.0211,0.0255,0.3109,0.1101,0.5394,2.6251,0.0694,0.9486,0.1253
4.7909,0.0152,0,0.0214,0.0256,0.3111,0.1102,0.5394,2.6268,0.0701,0.9473,0.1238
4.7954,0.0152,0,0.0212,0.0254,0.3105,0.1099,0.538,2.6357,0.0685,0.9455,0.1255
4.8062,0.0153,0,0.0212,0.0255,0.313,0.1101,0.5388,2.64,0.0681,0.9493,0.1249
4.8219,0.0152,0,0.0211,0.0255,0.3129,0.1098,0.5387,2.6581,0.068,0.9499,0.1227
4.6339,0.0144,0,0.0212,0.0255,0.3133,0.1094,0.5382,2.6446,0.0685,0.7764,0.1224
4.4532,0.0133,0,0.0214,0.0256,0.3175,0.1093,0.5384,2.6395,0.0688,0.5957,0.1237
4.4613,0.0127,0,0.0214,0.0254,0.3112,0.1093,0.5391,2.6545,0.0688,0.5947,0.1242
4.4567,0.0131,0,0.0214,0.0256,0.3103,0.1092,0.5379,2.6554,0.0689,0.592,0.1229
4.503,0.0134,0,0.0215,0.0257,0.3151,0.1094,0.5377,2.6541,0.1075,0.594,0.1246
4.5214,0.0129,0,0.0211,0.0257,0.3189,0.1093,0.5383,2.6566,0.1575,0.5559,0.1252
4.52,0.0133,0,0.0215,0.0256,0.3154,0.1093,0.5387,2.6606,0.1596,0.5522,0.1238
4.5171,0.0127,0,0.0214,0.0255,0.3171,0.1092,0.5379,2.6522,0.1641,0.5526,0.1244
4.4737,0.013,0,0.0213,0.0257,0.3128,0.1091,0.5382,2.6578,0.1187,0.5523,0.1248
4.4211,0.0132,0,0.0213,0.0256,0.315,0.1095,0.5381,2.6517,0.0688,0.5527,0.1252
4.3961,0.013,0,0.0213,0.0255,0.312,0.109,0.5373,2.6517,0.0688,0.553,0.1045
4.5507,0.0133,0,0.0213,0.0255,0.3134,0.109,0.5369,2.6518,0.1963,0.5848,0.0984
4.6812,0.0135,0,0.021,0.0254,0.3196,0.1089,0.538,2.6587,0.162,0.736,0.0981
4.7628,0.0133,0,0.021,0.0255,0.3178,0.1094,0.5377,2.6534,0.1561,0.8305,0.0981
4.7485,0.0134,0,0.021,0.0254,0.3133,0.1092,0.5377,2.6625,0.1555,0.8126,0.0979
4.7276,0.0138,0,0.021,0.0255,0.3204,0.1094,0.538,2.6714,0.1551,0.775,0.098
4.7439,0.0135,0,0.0208,0.0253,0.3189,0.109,0.5353,2.6767,0.154,0.7926,0.0978
4.4044,0.0124,0,0.0194,0.0234,0.2954,0.101,0.497,2.4738,0.143,0.7485,0.0905
4.4044,0.0124,0,0.0194,0.0234,0.2954,0.101,0.497,2.4738,0.143,0.7485,0.0905
4.4044,0.0124,0,0.0194,0.0234,0.2954,0.101,0.497,2.4738,0.143,0.7485,0.0905
4.4044,0.0124,0,0.0194,0.0234,0.2954,0.101,0.497,2.4738,0.143,0.7485,0.0905
4.7912,0.0134,0,0.0208,0.0255,0.3145,0.109,0.5369,2.6898,0.1529,0.8305,0.0979
4.766,0.0134,0,0.0209,0.0254,0.3104,0.1089,0.5367,2.6876,0.1518,0.8131,0.0978
4.7604,0.0133,0,0.0211,0.0255,0.3125,0.1092,0.5377,2.6758,0.1514,0.8159,0.098
4.7654,0.0134,0,0.0212,0.0256,0.3157,0.1095,0.5381,2.6757,0.1512,0.817,0.098
4.7624,0.0137,0,0.0211,0.0257,0.313,0.1099,0.5395,2.6748,0.1515,0.815,0.0982
4.784,0.0136,0,0.021,0.0257,0.3149,0.1095,0.5395,2.6968,0.151,0.814,0.098
4.7921,0.0136,0,0.0209,0.0255,0.3186,0.1091,0.5377,2.7042,0.1502,0.8147,0.0976
4.7794,0.0137,0,0.0209,0.0254,0.3216,0.1089,0.5373,2.689,0.1492,0.8158,0.0976
4.7784,0.0135,0,0.0212,0.0255,0.3245,0.1092,0.5366,2.6971,0.1489,0.804,0.0979
4.7494,0.0137,0,0.0208,0.0253,0.3265,0.109,0.5364,2.6833,0.1481,0.7887,0.0976
4.7518,0.0135,0,0.0208,0.0254,0.3225,0.1087,0.5358,2.6918,0.1482,0.7873,0.0978
4.7569,0.0132,0,0.0209,0.0254,0.3185,0.1085,0.536,2.7007,0.1479,0.7879,0.0979
4.7718,0.0133,0,0.021,0.0254,0.3239,0.1087,0.5347,2.7143,0.1475,0.7854,0.0976
4.79,0.0136,0,0.0207,0.0253,0.3479,0.1087,0.5357,2.7054,0.1481,0.7867,0.0979
4.77,0.0135,0,0.0207,0.0254,0.3433,0.1089,0.5368,2.6925,0.1467,0.7844,0.0978
4.8015,0.0133,0,0.0207,0.0254,0.3454,0.1089,0.5375,2.7,0.1485,0.804,0.0978
4.8091,0.0133,0,0.0211,0.0256,0.3438,0.1098,0.5399,2.7077,0.1475,0.8093,0.0911
4.6848,0.013,0,0.0204,0.0248,0.335,0.1069,0.5245,2.6215,0.1436,0.788,0.1071
3.1578,0.009,0,0.0136,0.0167,0.2264,0.0721,0.354,1.7698,0.0962,0.5319,0.0681
3.1578,0.009,0,0.0136,0.0167,0.2264,0.0721,0.354,1.7698,0.0962,0.5319,0.0681
4.8248,0.0135,0,0.0212,0.0255,0.3433,0.1097,0.5391,2.7125,0.1468,0.8109,0.1023
4.822,0.0138,0,0.0208,0.0256,0.3442,0.1096,0.5379,2.7117,0.1462,0.8101,0.1021
4.7728,0.0135,0,0.0207,0.0256,0.3447,0.1096,0.5384,2.7201,0.0876,0.8105,0.1021
4.7735,0.014,0,0.0209,0.0256,0.3538,0.1094,0.5384,2.7294,0.0693,0.8108,0.1019
4.7906,0.0139,0,0.0211,0.0258,0.3622,0.1104,0.5406,2.7351,0.0693,0.8105,0.1017
4.7942,0.0136,0,0.0214,0.0257,0.3616,0.1105,0.5424,2.7374,0.0697,0.8099,0.102
4.8101,0.0139,0,0.0209,0.0259,0.3633,0.1107,0.5421,2.7531,0.0694,0.809,0.1018
4.8049,0.0137,0,0.0212,0.0258,0.3646,0.1106,0.542,2.7575,0.0697,0.8076,0.0922
4.7881,0.014,0,0.0213,0.0257,0.3549,0.1109,0.5422,2.749,0.0695,0.8062,0.0944
4.7838,0.0137,0,0.0214,0.0258,0.3455,0.1107,0.5414,2.7496,0.0696,0.809,0.0971
4.777,0.0138,0,0.0212,0.0256,0.346,0.1103,0.5402,2.7431,0.0702,0.8089,0.0977
4.773,0.0138,0,0.0212,0.0255,0.3458,0.1099,0.5399,2.7422,0.0693,0.807,0.0984
4.776,0.014,0,0.0211,0.0254,0.3467,0.11,0.539,2.7449,0.0694,0.8073,0.0982
4.7973,0.0138,0,0.021,0.0257,0.3494,0.11,0.5405,2.7616,0.0696,0.8076,0.0981
4.8073,0.0138,0,0.0212,0.0257,0.3558,0.1103,0.5402,2.7666,0.0695,0.8058,0.0984
3.2863,0.0097,0,0.0143,0.0176,0.2468,0.075,0.3691,1.8879,0.0475,0.5513,0.0671
4.805,0.0136,0,0.0209,0.0256,0.3593,0.1098,0.5402,2.7625,0.0692,0.8057,0.0982
4.8101,0.0128,0,0.0205,0.0255,0.3569,0.1099,0.5401,2.769,0.0694,0.8079,0.0981
4.7992,0.0131,0,0.021,0.0255,0.352,0.11,0.5391,2.764,0.0694,0.8068,0.0983
4.8016,0.0138,0,0.0209,0.0256,0.3536,0.1098,0.5383,2.763,0.0692,0.8094,0.098
4.8168,0.0138,0,0.0209,0.0255,0.3515,0.11,0.5389,2.7809,0.0693,0.8079,0.0981
5.1208,0.0138,0,0.0209,0.0257,0.358,0.1099,0.5401,2.8048,0.0686,0.808,0.371
5.4644,0.0145,0,0.0213,0.0257,0.368,0.1105,0.541,2.771,0.07,0.8453,0.6971
5.8951,0.0162,0,0.0208,0.0258,0.3678,0.1106,0.5409,2.7809,0.0678,1.2674,0.6969
5.8951,0.0162,0,0.0208,0.0258,0.3678,0.1106,0.5409,2.7809,0.0678,1.2674,0.6969
5.8504,0.016,0,0.0209,0.0256,0.359,0.1107,0.5412,2.7805,0.0692,1.2297,0.6976
5.641,0.0154,0,0.0211,0.026,0.3574,0.1108,0.5424,2.7942,0.0821,0.9935,0.6981
5.6987,0.0155,0,0.0209,0.0256,0.3638,0.1105,0.5428,2.7876,0.1548,0.9793,0.6979
5.6932,0.0154,0,0.0211,0.0258,0.3686,0.1104,0.5429,2.7983,0.1591,0.9545,0.6971
5.6496,0.0158,0,0.0213,0.0257,0.3558,0.1099,0.5411,2.7721,0.1587,0.9526,0.6966
5.2181,0.0152,0,0.0211,0.0258,0.3553,0.1101,0.5405,2.7672,0.1606,0.9506,0.2717
5.0832,0.0151,0,0.0212,0.0256,0.356,0.1101,0.5395,2.775,0.0956,0.9458,0.1993
5.0771,0.015,0,0.0211,0.0256,0.358,0.1098,0.5403,2.7869,0.076,0.9453,0.1991
5.1153,0.0151,0,0.0209,0.0255,0.3623,0.1097,0.54,2.8068,0.0922,0.9438,0.199
5.0938,0.0154,0,0.0209,0.0255,0.3638,0.1098,0.5398,2.8002,0.0689,0.9493,0.2002
5.084,0.0151,0,0.021,0.0255,0.3629,0.1099,0.5394,2.7954,0.0684,0.9465,0.1999
5.0983,0.0153,0,0.0211,0.0256,0.3671,0.11,0.5391,2.8056,0.0685,0.9458,0.2002
5.1048,0.0151,0,0.021,0.0257,0.3681,0.1098,0.5393,2.8134,0.0686,0.9444,0.1994
5.1111,0.0151,0,0.0211,0.0255,0.3713,0.1098,0.5385,2.8186,0.0684,0.9434,0.1994
5.1167,0.0151,0,0.0208,0.0255,0.3715,0.1101,0.5405,2.8221,0.0685,0.9426,0.2
5.1202,0.0156,0,0.0208,0.0256,0.37,0.1099,0.54,2.8284,0.0686,0.9413,0.2
5.0992,0.0151,0,0.021,0.0256,0.3707,0.1099,0.5393,2.8089,0.068,0.9402,0.2005
5.1195,0.015,0,0.0208,0.0257,0.373,0.1101,0.5388,2.8288,0.0677,0.9388,0.2008
5.1975,0.0152,0,0.0214,0.0256,0.4722,0.1098,0.5385,2.8072,0.0679,0.9386,0.2011
4.9532,0.0138,0,0.022,0.0255,0.4724,0.11,0.5397,2.801,0.0685,0.7005,0.1998
4.8361,0.013,0,0.0222,0.0251,0.4676,0.11,0.5402,2.8063,0.0729,0.5781,0.2007
4.8971,0.0124,0,0.0222,0.0254,0.461,0.1096,0.5398,2.7979,0.1541,0.5743,0.2004
4.9078,0.0129,0,0.0221,0.0256,0.4611,0.1097,0.5408,2.8025,0.1597,0.5728,0.2006
4.9277,0.0131,0,0.022,0.0255,0.4657,0.1097,0.5407,2.8188,0.1603,0.5718,0.2001
4.928,0.0129,0,0.022,0.0256,0.4624,0.1096,0.5402,2.8251,0.1602,0.5698,0.2002
4.9299,0.0127,0,0.0221,0.0257,0.4682,0.1094,0.5403,2.8232,0.1598,0.5687,0.1998
4.9371,0.013,0,0.0219,0.0256,0.4681,0.1095,0.5404,2.831,0.1603,0.5669,0.2004
4.9333,0.0128,0,0.0221,0.0256,0.4676,0.1097,0.5409,2.8289,0.1598,0.5658,0.2001
4.9254,0.0129,0,0.0223,0.0255,0.4667,0.11,0.5402,2.8228,0.1602,0.5648,0.2
4.9128,0.013,0,0.0217,0.0256,0.465,0.1096,0.5399,2.8026,0.1715,0.564,0.1999
4.9207,0.0129,0,0.0223,0.0256,0.4652,0.1099,0.5405,2.8208,0.1606,0.5629,0.2
4.9457,0.013,0,0.0221,0.0255,0.4702,0.1097,0.5396,2.8436,0.1605,0.5618,0.1997
5.2929,0.0131,0,0.0224,0.0255,0.4666,0.1091,0.539,2.8184,0.1605,0.5609,0.5774
6.0243,0.0138,0,0.0222,0.0254,0.4676,0.1086,0.5383,2.8383,0.2308,0.5592,1.2201
6.0397,0.0133,0,0.0219,0.0253,0.4685,0.1082,0.5387,2.8248,0.2641,0.5583,1.2166
5.8668,0.0133,0,0.0221,0.0255,0.4669,0.1087,0.5384,2.8361,0.2486,0.5571,1.0501
5.6607,0.0131,0,0.022,0.0255,0.4579,0.1084,0.5385,2.8129,0.2465,0.5563,0.8796
6.0409,0.0136,0,0.0223,0.0255,0.4521,0.1085,0.5385,2.8132,0.2457,0.5553,1.2662
6.0381,0.0135,0,0.0213,0.0254,0.3587,0.1087,0.5386,2.8016,0.2448,0.5545,1.371
5.6002,0.0129,0,0.021,0.0253,0.3583,0.1085,0.5383,2.7904,0.2455,0.5539,0.9461
5.0331,0.0128,0,0.021,0.0249,0.352,0.1085,0.5364,2.7908,0.2459,0.5539,0.3869
4.8889,0.013,0,0.0209,0.0253,0.3602,0.1088,0.5374,2.8234,0.2454,0.5538,0.2007
4.8793,0.0129,0,0.0205,0.0255,0.366,0.1087,0.5378,2.8086,0.2446,0.5537,0.201
4.8906,0.013,0,0.0206,0.0253,0.3669,0.1088,0.5377,2.8208,0.2443,0.5524,0.2008
5.1909,0.012,0,0.0208,0.0253,0.3625,0.1083,0.5379,2.8178,0.554,0.5508,0.2015
5.703,0.013,0,0.0209,0.0253,0.361,0.1078,0.5367,2.8362,0.8274,0.7728,0.2019
5.9006,0.0138,0,0.0205,0.0255,0.3648,0.1081,0.5371,2.8256,0.8431,0.9601,0.202
5.8487,0.0141,0,0.0208,0.0255,0.358,0.1087,0.5374,2.7985,0.8475,0.9358,0.2024
5.8809,0.0138,0,0.0209,0.0256,0.3657,0.1092,0.5385,2.8192,0.8475,0.9376,0.2029
5.8941,0.0139,0,0.0209,0.0256,0.3659,0.1086,0.5382,2.8269,0.8472,0.9438,0.2031
5.899,0.014,0,0.0206,0.0255,0.3715,0.1086,0.5373,2.8509,0.8456,0.9202,0.2048
5.8931,0.0142,0,0.0212,0.0255,0.37,0.111,0.5365,2.8437,0.8442,0.9192,0.2076
5.9527,0.0136,0,0.0207,0.0254,0.3762,0.1087,0.5368,2.8689,0.8427,0.9548,0.2049
5.9829,0.0139,0,0.0209,0.0255,0.3772,0.1089,0.5372,2.8653,0.8424,0.9859,0.2057
5.8871,0.0142,0,0.0209,0.0258,0.374,0.1092,0.5384,2.84,0.8003,0.9586,0.2057
5.9586,0.0145,0,0.0208,0.0257,0.3646,0.1099,0.5387,2.8205,0.7496,1.11,0.2043
6.0229,0.0144,0,0.0205,0.0255,0.3615,0.1095,0.5381,2.8167,0.7491,1.1821,0.2055
6.3544,0.0144,0,0.0208,0.0257,0.3556,0.1095,0.8539,2.8322,0.7482,1.1896,0.2045
9.86,0.0147,0,0.0192,0.0255,0.3609,0.1079,4.3828,2.8214,0.7436,1.1795,0.2045
9.9886,0.0144,0,0.0192,0.0254,0.3688,0.1085,4.4851,2.8475,0.7386,1.1774,0.2037
9.9994,0.0149,0,0.0192,0.0255,0.3742,0.1083,4.4892,2.8441,0.7345,1.1856,0.2039
9.9596,0.0145,0,0.019,0.0255,0.3757,0.1084,4.4721,2.8244,0.7311,1.1855,0.2034
9.9721,0.0144,0,0.0191,0.0254,0.3791,0.1082,4.4725,2.8384,0.7282,1.1832,0.2036
9.9225,0.0144,0,0.019,0.0256,0.3727,0.1077,4.4473,2.8228,0.7253,1.1836,0.2041
9.8639,0.0144,0,0.0191,0.0256,0.3608,0.108,4.4223,2.8056,0.7239,1.1802,0.204
9.8634,0.0145,0,0.0192,0.0256,0.3611,0.108,4.4396,2.8215,0.6935,1.1767,0.2037
5.8971,0.0139,0,0.0206,0.0254,0.3652,0.1085,0.6068,2.8287,0.6487,1.0759,0.2034
5.5089,0.0117,0,0.0205,0.025,0.366,0.1065,0.528,2.7802,0.6405,0.8113,0.2192
5.2199,0.0114,0,0.0189,0.0229,0.3413,0.0988,0.4903,2.5999,0.5941,0.7601,0.2822
