Tiempo,valor
00:00:00,0.0544603951275348
00:00:01,0.0544603951275348
00:00:01,0.0546958371996879
00:00:02,0.0548419989645481
00:00:03,0.0541200265288353
00:00:04,0.0552978962659835
00:00:05,0.0549057200551033
00:00:05,0.0549057200551033
00:00:06,0.0571056641638278
00:00:07,0.0593127347528934
00:00:08,0.0623090118169784
00:00:09,0.0639798939228057
00:00:10,0.0639798939228057
00:00:10,0.0654677078127861
00:00:11,0.0630755499005317
00:00:12,0.0646893829107284
00:00:13,0.0649483352899551
00:00:14,0.0649483352899551
00:00:14,0.0652895048260688
00:00:15,0.0644657760858535
00:00:16,0.0646327659487724
00:00:17,0.063484326004982
00:00:18,0.061769388616085
00:00:18,0.061769388616085
00:00:19,0.0615174025297164
00:00:20,0.0618924386799335
00:00:21,0.0645243227481842
00:00:22,0.0652462020516395
00:00:23,0.0652462020516395
00:00:23,0.0669737383723259
00:00:24,0.0660899877548217
00:00:25,0.0668928399682045
00:00:26,0.0662796199321746
00:00:27,0.0662796199321746
00:00:27,0.0673558712005615
00:00:28,0.0697069615125656
00:00:29,0.0694500058889389
00:00:30,0.0683994740247726
00:00:31,0.0665433406829834
00:00:31,0.0665433406829834
00:00:32,0.0666615217924118
00:00:33,0.0655130073428154
00:00:34,0.0658339411020279
00:00:35,0.0658312141895294
00:00:36,0.0658312141895294
00:00:36,0.0689619779586792
00:00:37,0.0703557431697845
00:00:38,0.0698823034763336
00:00:39,0.070889413356781
00:00:40,0.070889413356781
00:00:40,0.0694650113582611
00:00:41,0.0701846778392791
00:00:42,0.0707890093326568
00:00:43,0.0713334754109382
00:00:44,0.0713334754109382
00:00:44,0.0699445605278015
00:00:45,0.0695030838251113
00:00:46,0.0704139992594719
00:00:47,0.0708548948168754
00:00:48,0.0703475698828697
00:00:48,0.0703475698828697
00:00:49,0.0706991776823997
00:00:50,0.0706727728247642
00:00:51,0.0707955136895179
00:00:52,0.0702095329761505
00:00:53,0.0702095329761505
00:00:53,0.0701486095786094
00:00:54,0.0713177993893623
00:00:55,0.0705655887722969
00:00:56,0.0711693167686462
00:00:57,0.0711693167686462
00:00:57,0.0717646852135658
00:00:58,0.0710373446345329
00:00:59,0.0695786774158477
00:01:00,0.0696815699338913
00:01:01,0.0709863305091857
00:01:01,0.0709863305091857
00:01:02,0.0701578184962272
00:01:03,0.0706534907221794
00:01:04,0.0676041096448898
00:01:05,0.0687982439994812
00:01:06,0.0687982439994812
00:01:06,0.0699406340718269
00:01:07,0.0707433670759201
00:01:08,0.0684641748666763
00:01:09,0.0666353851556778
00:01:10,0.0666353851556778
00:01:10,0.0661056563258171
00:01:11,0.0665747746825218
00:01:12,0.0649377703666687
00:01:13,0.0636486187577247
00:01:14,0.061200737953186
00:01:14,0.061200737953186
00:01:15,0.0585165806114673
00:01:16,0.0573878847062587
00:01:17,0.0586752071976661
00:01:18,0.0579490065574646
00:01:19,0.0579490065574646
00:01:19,0.0561857335269451
00:01:20,0.0549091845750808
00:01:21,0.0546933114528656
00:01:22,0.0525455959141254
00:01:23,0.0525455959141254
00:01:23,0.0532575398683548
00:01:24,0.0538596250116825
00:01:25,0.0555363744497299
00:01:26,0.0566169917583465
00:01:27,0.0566169917583465
00:01:27,0.0555729754269123
00:01:28,0.0562047101557254
00:01:29,0.055887397378683
00:01:30,0.0553038455545902
00:01:31,0.0549335740506649
00:01:31,0.0549335740506649
00:01:32,0.0546825304627418
00:01:33,0.053370926529169
00:01:34,0.0538771115243434
00:01:35,0.053468108177185
00:01:36,0.053468108177185
00:01:36,0.054973304271698
00:01:37,0.055050179362297
00:01:38,0.0562364049255847
00:01:39,0.0550379455089569
00:01:40,0.0550379455089569
00:01:40,0.0550320856273174
00:01:41,0.0543559491634368
00:01:42,0.0545704998075962
00:01:43,0.0552285201847553
00:01:44,0.0558937862515449
00:01:44,0.0558937862515449
00:01:45,0.0554879754781723
00:01:46,0.0540133751928806
00:01:47,0.0546979941427707
00:01:48,0.0546686798334121
00:01:48,0.0546686798334121
00:01:49,0.0531443543732166
00:01:50,0.0539908520877361
00:01:51,0.0535574555397033
00:01:52,0.053663220256567
00:01:53,0.053663220256567
00:01:53,0.0519076809287071
00:01:54,0.0519124940037727
00:01:55,0.0504591986536979
00:01:56,0.051021110266447
00:01:57,0.051021110266447
00:01:57,0.0517725385725498
00:01:58,0.0521514974534511
00:01:59,0.0511114858090877
00:02:00,0.051385547965765
00:02:01,0.0519484467804431
00:02:01,0.0519484467804431
00:02:02,0.0511995926499366
00:02:03,0.0526592321693897
00:02:04,0.0531165897846221
00:02:05,0.0529804341495037
00:02:06,0.0529804341495037
00:02:06,0.0527095086872577
00:02:07,0.0530490949749946
00:02:08,0.0543293058872222
00:02:09,0.052273541688919
00:02:10,0.052273541688919
00:02:10,0.0513444952666759
00:02:11,0.0520534701645374
00:02:12,0.0512365996837616
00:02:13,0.050816249102354
00:02:14,0.0508669018745422
00:02:14,0.0508669018745422
00:02:15,0.0524058304727077
00:02:16,0.0524630174040794
00:02:17,0.0514457412064075
00:02:18,0.0508572459220886
00:02:18,0.0508572459220886
00:02:19,0.0516738444566726
00:02:20,0.0528130754828453
00:02:21,0.0521303676068782
00:02:22,0.051265150308609
00:02:23,0.051265150308609
00:02:23,0.0531709231436252
00:02:24,0.050885047763586
00:02:25,0.0521683618426322
00:02:26,0.0507094599306583
00:02:27,0.0507094599306583
00:02:27,0.0520646683871746
00:02:28,0.0533534400165081
00:02:29,0.053693164139986
00:02:30,0.0544253066182136
00:02:31,0.0537708885967731
00:02:31,0.0537708885967731
00:02:32,0.0536163821816444
00:02:33,0.0540695115923881
00:02:34,0.053374283015728
00:02:35,0.0548065043985843
00:02:36,0.0548065043985843
00:02:36,0.0546242408454418
00:02:37,0.0565183423459529
00:02:38,0.0558742880821228
00:02:39,0.0544987916946411
00:02:40,0.0544987916946411
00:02:40,0.0540605373680591
00:02:41,0.0542286485433578
00:02:42,0.0547632649540901
00:02:43,0.0545397363603115
00:02:44,0.0545049011707305
00:02:44,0.0545049011707305
00:02:45,0.0548687577247619
00:02:46,0.0549133196473121
00:02:47,0.0543273501098156
00:02:48,0.0542372241616249
00:02:48,0.0542372241616249
00:02:49,0.0539645031094551
00:02:50,0.0534061938524246
00:02:51,0.053364124149084
00:02:52,0.0534242466092109
00:02:53,0.0534242466092109
00:02:53,0.0537266470491886
00:02:54,0.0542327910661697
00:02:55,0.053593810647726
00:02:56,0.0535784512758255
00:02:57,0.0535784512758255
00:02:57,0.0539633929729461
00:02:58,0.0543715916574001
00:02:59,0.0526621714234352
00:03:00,0.0519099384546279
00:03:01,0.0540037304162979
00:03:01,0.0540037304162979
00:03:02,0.0551668517291545
00:03:03,0.0542511940002441
00:03:04,0.0539795979857444
00:03:05,0.0537260435521602
00:03:06,0.0537260435521602
00:03:06,0.0537907481193542
00:03:07,0.0542029030621051
00:03:08,0.0544263236224651
00:03:09,0.0531344339251518
00:03:10,0.0531344339251518
00:03:10,0.0541280023753643
00:03:11,0.054159015417099
00:03:12,0.053732044994831
00:03:13,0.0539550594985485
00:03:14,0.0541519001126289
00:03:14,0.0541519001126289
00:03:15,0.0534779280424118
00:03:16,0.0538856089115142
00:03:17,0.0554497055709362
00:03:18,0.056709662079811
00:03:19,0.056709662079811
00:03:19,0.0607260502874851
00:03:20,0.0636183470487594
00:03:21,0.0635058432817459
00:03:22,0.061641652137041
00:03:23,0.061641652137041
00:03:23,0.0620983242988586
00:03:24,0.0631506592035293
00:03:25,0.0661776512861251
00:03:26,0.0672887936234474
00:03:27,0.0665920078754425
00:03:27,0.0665920078754425
00:03:28,0.0671386271715164
00:03:29,0.0638140738010406
00:03:30,0.0630712285637855
00:03:31,0.0619961470365524
00:03:32,0.0619961470365524
00:03:32,0.0622257627546787
00:03:33,0.0573877021670341
00:03:34,0.0585973002016544
00:03:35,0.055711131542921
00:03:36,0.055711131542921
