fecha,Corriente_linea1,Factor_Potencia,Potencia_aparente_total,dispositivo
23/09/2024 10:03,0.780264854,0.639720023,0.097031988,1
23/09/2024 10:03,0.780264854,0.640509009,0.097031988,1
23/09/2024 10:03,0.780603766,0.640509009,0.097118668,1
23/09/2024 10:04,0.780248761,0.640807986,0.097038709,1
23/09/2024 10:04,0.779437721,0.639068007,0.096873589,1
23/09/2024 10:04,0.77794838,0.637297988,0.096743554,1
23/09/2024 10:04,0.77794838,0.636066973,0.096831687,1
23/09/2024 10:04,0.778671682,0.636066973,0.096831687,1
23/09/2024 10:04,0.779110432,0.636534989,0.096947744,1
23/09/2024 10:04,0.778553963,0.637082994,0.096857578,1
23/09/2024 10:04,0.77739948,0.634860992,0.096635371,1
23/09/2024 10:04,0.77739948,0.632809997,0.096541941,1
23/09/2024 10:04,0.776769519,0.632809997,0.096541941,1
23/09/2024 10:04,0.776932418,0.634046972,0.096636765,1
23/09/2024 10:04,0.778156281,0.634473026,0.096745655,1
23/09/2024 10:04,0.775998592,0.631304979,0.096313208,1
23/09/2024 10:04,0.775904238,0.631578028,0.096389785,1
23/09/2024 10:04,0.775904238,0.628877997,0.096389785,1
23/09/2024 10:04,0.775457084,0.628877997,0.096318513,1
23/09/2024 10:04,0.775438011,0.62914598,0.096258841,1
23/09/2024 10:04,0.775015414,0.63331598,0.096221022,1
23/09/2024 10:04,0.776756406,0.635231018,0.09647353,1
23/09/2024 10:04,0.776756406,0.636893988,0.096795745,1
23/09/2024 10:04,0.778348744,0.636893988,0.096795745,1
23/09/2024 10:04,0.777792156,0.638903022,0.096772999,1
23/09/2024 10:04,0.778292418,0.637950003,0.096794434,1
23/09/2024 10:04,0.777071834,0.637470007,0.096634246,1
23/09/2024 10:04,0.777071834,0.635605991,0.096543416,1
23/09/2024 10:04,0.776309729,0.635605991,0.096543416,1
23/09/2024 10:04,0.77659148,0.635509014,0.096622072,1
23/09/2024 10:04,0.777126312,0.636232018,0.096686922,1
23/09/2024 10:04,0.775098145,0.635686994,0.096371867,1
23/09/2024 10:04,0.775098145,0.636680007,0.096624926,1
23/09/2024 10:04,0.777163804,0.636680007,0.096624926,1
23/09/2024 10:04,0.777077615,0.638049006,0.096660621,1
23/09/2024 10:04,0.777032912,0.636515021,0.096598253,1
23/09/2024 10:04,0.776600718,0.636919975,0.096551217,1
23/09/2024 10:04,0.775786042,0.63292098,0.096402235,1
23/09/2024 10:04,0.775786042,0.634489,0.096431978,1
23/09/2024 10:04,0.775371969,0.634489,0.096431978,1
23/09/2024 10:04,0.777400494,0.63735199,0.096720845,1
23/09/2024 10:04,0.776846945,0.637615025,0.096557982,1
23/09/2024 10:04,0.776794195,0.637215972,0.096456401,1
23/09/2024 10:04,0.776794195,0.634333014,0.096427046,1
23/09/2024 10:04,0.775844693,0.634333014,0.096427046,1
23/09/2024 10:04,0.774971306,0.632974982,0.09629035,1
23/09/2024 10:04,0.76668936,0.635918021,0.093977503,1
23/09/2024 10:04,0.753741682,0.660449028,0.089212604,1
23/09/2024 10:04,0.753741682,0.657751024,0.089270145,1
23/09/2024 10:04,0.753971279,0.657751024,0.089270145,1
23/09/2024 10:04,0.753495574,0.656920016,0.089195833,1
23/09/2024 10:04,0.755548596,0.661559999,0.089466996,1
23/09/2024 10:04,0.756625116,0.666447997,0.089681879,1
23/09/2024 10:04,0.757058084,0.665535986,0.089872688,1
23/09/2024 10:04,0.757058084,0.665261984,0.089872688,1
23/09/2024 10:04,0.757695377,0.665261984,0.089922495,1
23/09/2024 10:04,0.755825698,0.666109979,0.08964508,1
23/09/2024 10:04,0.75616926,0.664955974,0.089634433,1
23/09/2024 10:04,0.755448759,0.66228497,0.089566536,1
23/09/2024 10:04,0.755448759,0.658267975,0.089327313,1
23/09/2024 10:04,0.75349474,0.658267975,0.089327313,1
23/09/2024 10:04,0.753899813,0.658536017,0.089359812,1
23/09/2024 10:04,0.753034532,0.657800972,0.089211747,1
23/09/2024 10:04,0.75247097,0.654636025,0.089120567,1
23/09/2024 10:04,0.75247097,0.655239999,0.089121267,1
23/09/2024 10:04,0.752071381,0.655239999,0.089121267,1
23/09/2024 10:04,0.757878244,0.652224004,0.090375051,1
23/09/2024 10:04,0.772325814,0.627008021,0.095884204,1
23/09/2024 10:04,0.773089707,0.626618028,0.0959576,1
23/09/2024 10:04,0.773089707,0.62470901,0.09591414,1
23/09/2024 10:04,0.772540271,0.62470901,0.09591414,1
23/09/2024 10:04,0.773561418,0.624421,0.096074313,1
23/09/2024 10:04,0.772019327,0.623543024,0.095876046,1
23/09/2024 10:04,0.771781027,0.625645995,0.095815249,1
23/09/2024 10:04,0.771354914,0.624198973,0.095715098,1
23/09/2024 10:04,0.771354914,0.624217987,0.095702134,1
23/09/2024 10:04,0.77114445,0.624217987,0.095702134,1
23/09/2024 10:05,0.770884216,0.62349999,0.095729396,1
23/09/2024 10:05,0.771779478,0.62509501,0.095887728,1
23/09/2024 10:05,0.770330429,0.622546971,0.095649987,1
23/09/2024 10:05,0.770330429,0.62312901,0.095666073,1
23/09/2024 10:05,0.770790696,0.62312901,0.095666073,1
23/09/2024 10:05,0.771223128,0.628060997,0.095755458,1
23/09/2024 10:05,0.773080528,0.630971014,0.096080527,1
23/09/2024 10:05,0.770993352,0.625289023,0.095767796,1
23/09/2024 10:05,0.771490395,0.628495991,0.095846497,1
23/09/2024 10:05,0.771490395,0.628495991,0.095846497,1
23/09/2024 10:05,0.772813082,0.632955015,0.096080817,1
23/09/2024 10:05,0.773019135,0.629737973,0.096138194,1
23/09/2024 10:05,0.772547603,0.62943399,0.096078612,1
23/09/2024 10:05,0.773451567,0.629805982,0.096152686,1
23/09/2024 10:05,0.773451567,0.629135013,0.09610337,1
23/09/2024 10:05,0.773356736,0.629135013,0.09610337,1
23/09/2024 10:05,0.772260487,0.627412975,0.095985606,1
23/09/2024 10:05,0.772413909,0.627022028,0.095994458,1
23/09/2024 10:05,0.771845877,0.625934005,0.095868483,1
23/09/2024 10:05,0.771845877,0.623377025,0.095787898,1
23/09/2024 10:05,0.77156812,0.623377025,0.095787898,1
23/09/2024 10:05,0.771348596,0.624981999,0.095747806,1
23/09/2024 10:05,0.771936238,0.626676977,0.095859423,1
23/09/2024 10:05,0.771777093,0.626721978,0.095921755,1
23/09/2024 10:05,0.771777093,0.627153993,0.095918946,1
23/09/2024 10:05,0.771666169,0.627153993,0.095918946,1
23/09/2024 10:05,0.77180475,0.627817988,0.09592215,1
23/09/2024 10:05,0.7701208,0.626421988,0.095665388,1
23/09/2024 10:05,0.771962404,0.626976013,0.095958993,1
23/09/2024 10:05,0.770546317,0.626029015,0.095781825,1
23/09/2024 10:05,0.770546317,0.623731017,0.095746048,1
23/09/2024 10:05,0.770967364,0.623731017,0.095746048,1
23/09/2024 10:05,0.770230055,0.622407019,0.095522068,1
23/09/2024 10:05,0.769560099,0.622631013,0.095448479,1
23/09/2024 10:05,0.772503018,0.63091898,0.095926158,1
23/09/2024 10:05,0.772503018,0.632349014,0.095931239,1
23/09/2024 10:05,0.772222221,0.632349014,0.095931239,1
23/09/2024 10:05,0.771171808,0.630293012,0.095731243,1
23/09/2024 10:05,0.768617034,0.620801985,0.095304564,1
23/09/2024 10:05,0.769575655,0.621357977,0.095397659,1
23/09/2024 10:05,0.769575655,0.621258974,0.095430844,1
23/09/2024 10:05,0.769406676,0.621258974,0.095430844,1
23/09/2024 10:05,0.770000339,0.621406019,0.095481411,1
23/09/2024 10:05,0.768770278,0.620401025,0.095339544,1
23/09/2024 10:05,0.768623352,0.621550977,0.095298916,1
23/09/2024 10:05,0.769602656,0.622207999,0.095426552,1
23/09/2024 10:05,0.769602656,0.624157012,0.09557353,1
23/09/2024 10:05,0.770048201,0.624157012,0.09557353,1
23/09/2024 10:05,0.771024525,0.626222014,0.095750794,1
23/09/2024 10:05,0.770839453,0.63032198,0.095748223,1
23/09/2024 10:05,0.772785127,0.631219029,0.096008293,1
23/09/2024 10:05,0.772785127,0.628705978,0.096072383,1
23/09/2024 10:05,0.772395313,0.628705978,0.096072383,1
23/09/2024 10:05,0.771374345,0.630088985,0.095856115,1
23/09/2024 10:05,0.77238965,0.632089972,0.095951132,1
23/09/2024 10:05,0.771409452,0.62787199,0.095772527,1
23/09/2024 10:05,0.771409452,0.620323002,0.095319629,1
23/09/2024 10:05,0.768412709,0.620323002,0.095319629,1
23/09/2024 10:05,0.768440962,0.619868994,0.095269829,1
23/09/2024 10:05,0.768388689,0.621519983,0.095271632,1
23/09/2024 10:05,0.769052505,0.623682022,0.095489003,1
23/09/2024 10:05,0.769052505,0.627142012,0.095700316,1
23/09/2024 10:05,0.770161152,0.627142012,0.095700316,1
23/09/2024 10:05,0.771515369,0.629486978,0.095847726,1
23/09/2024 10:05,0.771107554,0.63154,0.095766939,1
23/09/2024 10:05,0.773018181,0.630587995,0.095988885,1
23/09/2024 10:05,0.771108747,0.631057978,0.095805928,1
23/09/2024 10:05,0.771108747,0.63014698,0.095766135,1
23/09/2024 10:05,0.771204054,0.63014698,0.095766135,1
23/09/2024 10:05,0.771377444,0.630474985,0.095859423,1
23/09/2024 10:05,0.771848977,0.630932987,0.095868379,1
23/09/2024 10:05,0.7709198,0.629580021,0.095772386,1
23/09/2024 10:05,0.7709198,0.629894972,0.095883444,1
23/09/2024 10:05,0.771692395,0.629894972,0.095883444,1
23/09/2024 10:06,0.770852625,0.629303992,0.095829032,1
23/09/2024 10:06,0.771715164,0.630621016,0.095912896,1
23/09/2024 10:06,0.770461202,0.62877202,0.09576723,1
23/09/2024 10:06,0.770461202,0.629354,0.095819093,1
23/09/2024 10:06,0.771016479,0.629354,0.095819093,1
