fecha,Corriente_R
2024-09-25 10:06:58,3.89243221282959
2024-09-25 10:06:59,3.89243221282959
2024-09-25 10:06:59,0.8354606628417969
2024-09-25 10:07:00,0.8067636489868164
2024-09-25 10:07:01,0.8042281270027161
2024-09-25 10:07:02,0.8011053800582886
2024-09-25 10:07:03,0.8017577528953552
2024-09-25 10:07:03,0.8017577528953552
2024-09-25 10:07:04,0.7998895645141602
2024-09-25 10:07:05,0.799203097820282
2024-09-25 10:07:06,0.7978295087814331
2024-09-25 10:07:07,0.799328625202179
2024-09-25 10:07:08,0.799328625202179
2024-09-25 10:07:08,0.8005642294883728
2024-09-25 10:07:09,0.8007535338401794
2024-09-25 10:07:10,0.8006430864334106
2024-09-25 10:07:11,0.8010260462760925
2024-09-25 10:07:12,0.8010260462760925
2024-09-25 10:07:12,0.8023625016212463
2024-09-25 10:07:13,0.8024733066558838
2024-09-25 10:07:14,0.8019862174987793
2024-09-25 10:07:15,0.8030024170875549
2024-09-25 10:07:16,0.8026445508003235
2024-09-25 10:07:16,0.8026445508003235
2024-09-25 10:07:17,0.8033004999160767
2024-09-25 10:07:18,0.8046384453773499
2024-09-25 10:07:19,0.80289626121521
2024-09-25 10:07:20,0.8041291832923889
2024-09-25 10:07:21,0.8041291832923889
2024-09-25 10:07:21,0.803911030292511
2024-09-25 10:07:22,0.8043462038040161
2024-09-25 10:07:23,0.8033890724182129
2024-09-25 10:07:24,0.8054609894752502
2024-09-25 10:07:25,0.8054609894752502
2024-09-25 10:07:25,0.8054295182228088
2024-09-25 10:07:26,0.8051527142524719
2024-09-25 10:07:27,0.8053000569343567
2024-09-25 10:07:28,0.8060181140899658
2024-09-25 10:07:29,0.8068271279335022
2024-09-25 10:07:29,0.8068271279335022
2024-09-25 10:07:30,0.8058488368988037
2024-09-25 10:07:31,0.8053853511810303
2024-09-25 10:07:32,0.8066166639328003
2024-09-25 10:07:33,0.8062418699264526
2024-09-25 10:07:34,0.8062418699264526
2024-09-25 10:07:34,0.8067607283592224
