fecha,valor_corriente,dispositivo
2024-08-16_08-48-47,6.0036377906799325,cafetera
2024-08-16_08-48-49,7.7523016929626465,cafetera
2024-08-16_08-48-51,7.701121807098389,cafetera
2024-08-16_08-48-54,7.693474292755128,cafetera
2024-08-16_08-48-56,7.6675453186035165,cafetera
2024-08-16_08-48-58,7.665224552154541,cafetera
2024-08-16_08-49-00,7.6687517166137695,cafetera
2024-08-16_08-49-05,6.5767130851745605,cafetera
2024-08-16_08-49-07,0.0635253489017486,cafetera
2024-08-16_08-49-09,0.0630383267998695,cafetera
2024-08-16_08-49-11,0.0631411373615264,cafetera
2024-08-16_08-49-16,0.0631095767021179,cafetera
2024-08-16_08-49-18,0.0627379268407821,cafetera
2024-08-16_08-49-20,0.0635918751358985,cafetera
2024-08-16_08-49-22,0.0630743131041526,cafetera
2024-08-16_08-49-27,0.0641878768801689,cafetera
2024-08-16_08-49-29,0.0644555166363716,cafetera
2024-08-16_08-49-31,0.0632025226950645,cafetera
2024-08-16_08-49-33,0.0642027407884597,cafetera
2024-08-16_08-49-38,0.0634828731417656,cafetera
2024-08-16_08-49-40,0.0640937983989715,cafetera
2024-08-16_08-49-45,0.0644807368516922,cafetera
2024-08-16_08-49-47,0.0640083774924278,cafetera
2024-08-16_08-49-49,0.0646657198667526,cafetera
2024-08-16_08-49-51,0.0644726753234863,cafetera
2024-08-16_08-49-54,0.064617820084095,cafetera
2024-08-16_08-49-56,0.0640970170497894,cafetera
2024-08-16_08-49-58,0.0641050562262535,cafetera
2024-08-16_08-50-00,0.0649904310703277,cafetera
2024-08-16_08-50-02,0.0650650337338447,cafetera
2024-08-16_08-50-05,0.0645960047841072,cafetera
2024-08-16_08-50-07,0.064070276916027,cafetera
2024-08-16_08-50-09,0.0636560320854187,cafetera
2024-08-16_08-50-11,0.0639809668064117,cafetera
2024-08-16_08-50-16,0.0627153813838958,cafetera
2024-08-16_08-50-18,0.0626463890075683,cafetera
2024-08-16_08-50-20,0.0627119392156601,cafetera
2024-08-16_08-50-22,0.0634879469871521,cafetera
2024-08-16_08-50-27,0.0631765872240066,cafetera
2024-08-16_08-50-29,0.0646632090210914,cafetera
2024-08-16_08-50-31,0.0636258572340011,cafetera
2024-08-16_08-50-33,0.0623183287680149,cafetera
2024-08-16_08-50-38,0.0636890232563018,cafetera
2024-08-16_08-50-40,0.0636581778526306,cafetera
2024-08-16_08-50-42,0.064202032983303,cafetera
2024-08-16_08-50-44,0.0649662390351295,cafetera
2024-08-16_08-50-49,0.0626723915338516,cafetera
2024-08-16_08-38-01,5.877471754111439e-39,licuadora
2024-08-16_08-38-03,5.877471754111439e-39,licuadora
2024-08-16_08-38-08,5.877471754111439e-39,licuadora
2024-08-16_08-38-10,5.877471754111439e-39,licuadora
2024-08-16_08-38-12,5.877471754111439e-39,licuadora
2024-08-16_08-38-14,5.877471754111439e-39,licuadora
2024-08-16_08-38-19,1.7532402276992798,licuadora
2024-08-16_08-38-21,1.1362961530685425,licuadora
2024-08-16_08-38-23,1.1728968620300293,licuadora
2024-08-16_08-38-25,1.1748706102371216,licuadora
2024-08-16_08-38-30,1.3602558374404907,licuadora
2024-08-16_08-38-32,1.2288898229599,licuadora
2024-08-16_08-38-34,1.227542519569397,licuadora
2024-08-16_08-38-36,1.20666241645813,licuadora
2024-08-16_08-38-41,1.1957188844680786,licuadora
2024-08-16_08-38-43,1.1964828968048096,licuadora
2024-08-16_08-38-45,1.1962449550628662,licuadora
2024-08-16_08-38-47,1.3305681943893433,licuadora
2024-08-16_08-38-52,1.5963413715362549,licuadora
2024-08-16_08-38-54,1.245290756225586,licuadora
2024-08-16_08-38-56,1.5503690242767334,licuadora
2024-08-16_08-38-58,1.5427908897399902,licuadora
2024-08-16_08-39-01,1.6671500205993652,licuadora
2024-08-16_08-39-03,1.5332872867584229,licuadora
2024-08-16_08-39-05,1.213035225868225,licuadora
2024-08-16_08-39-07,1.2141189575195312,licuadora
2024-08-16_08-39-09,1.3006149530410769,licuadora
2024-08-16_08-39-12,1.7762547731399536,licuadora
2024-08-16_08-39-14,5.877471754111439e-39,licuadora
2024-08-16_08-39-16,5.877471754111439e-39,licuadora
2024-08-16_08-39-18,5.877471754111439e-39,licuadora
2024-08-16_08-39-20,1.8216150999069207,licuadora
2024-08-16_08-39-23,1.97750461101532,licuadora
2024-08-16_08-39-25,1.5794906616210938,licuadora
2024-08-16_08-39-27,1.4705970287322998,licuadora
2024-08-16_08-39-29,1.5725228786468506,licuadora
2024-08-16_08-39-31,1.448225021362305,licuadora
2024-08-16_08-39-34,1.4849627017974854,licuadora
2024-08-16_08-39-36,1.440300703048706,licuadora
2024-08-16_08-39-38,1.276311278343201,licuadora
2024-08-16_08-39-40,1.2742737531661987,licuadora
2024-08-16_08-39-42,1.2892534732818604,licuadora
2024-08-16_08-39-45,1.438332438468933,licuadora
2024-08-16_08-39-47,1.541189193725586,licuadora
2024-08-16_08-39-49,1.6362047195434568,licuadora
2024-08-16_08-39-51,1.367518663406372,licuadora
2024-08-16_08-39-53,1.494467854499817,licuadora
2024-08-16_08-39-56,1.4925155639648438,licuadora
2024-08-16_08-39-58,1.7117818593978882,licuadora
2024-08-16_08-40-00,1.8241022825241089,licuadora
2024-08-16_08-40-02,1.7902872562408447,licuadora
2024-08-16_08-40-07,5.877471754111439e-39,licuadora
2024-08-16_08-40-09,5.877471754111439e-39,licuadora
2024-08-16_08-40-11,5.877471754111439e-39,licuadora
2024-08-16_08-40-13,0.0650158822536468,licuadora
2024-08-16_08-40-18,0.0646606683731079,licuadora
2024-08-16_08-40-20,0.0636132284998893,licuadora
2024-08-16_08-40-22,0.0630657151341438,licuadora
2024-08-16_08-40-24,0.0641906037926673,licuadora
2024-08-16_08-40-29,0.0641699433326721,licuadora
2024-08-16_08-40-31,0.0636490061879158,licuadora
2024-08-16_08-40-33,0.0636109337210655,licuadora
2024-08-16_08-40-35,0.0641197934746742,licuadora
2024-08-16_08-40-40,0.0645273402333259,licuadora
2024-08-16_08-40-42,0.06366628408432,licuadora
2024-08-16_08-40-44,0.0634786784648895,licuadora
2024-08-16_08-40-46,0.0636429488658905,licuadora
2024-08-16_08-27-00,5.88e-39,esmeril
2024-08-16_08-27-05,5.88e-39,esmeril
2024-08-16_08-27-07,5.88e-39,esmeril
2024-08-16_08-27-09,5.88e-39,esmeril
2024-08-16_08-27-11,5.88e-39,esmeril
2024-08-16_08-27-16,3.096119642,esmeril
2024-08-16_08-27-18,3.065346479,esmeril
2024-08-16_08-27-20,3.053863764,esmeril
2024-08-16_08-27-22,3.063760519,esmeril
2024-08-16_08-27-27,3.096745014,esmeril
2024-08-16_08-27-29,3.069589853,esmeril
2024-08-16_08-27-31,3.085558891,esmeril
2024-08-16_08-27-33,3.094775677,esmeril
2024-08-16_08-27-38,3.130565643,esmeril
2024-08-16_08-27-40,3.128847361,esmeril
2024-08-16_08-27-42,3.143410206,esmeril
2024-08-16_08-27-44,3.157200098,esmeril
2024-08-16_08-27-49,3.177842855,esmeril
2024-08-16_08-29-04,9.772156715,microondas
2024-08-16_08-29-06,9.765462875,microondas
2024-08-16_08-29-08,9.774895668,microondas
2024-08-16_08-29-10,9.709942818,microondas
2024-08-16_08-29-15,9.69866848,microondas
2024-08-16_08-29-17,9.699140549,microondas
2024-08-16_08-29-19,9.650068283,microondas
2024-08-16_08-29-21,9.634264946,microondas
2024-08-16_08-29-26,9.625642776,microondas
2024-08-16_08-29-28,9.63237381,microondas
2024-08-16_08-29-30,9.590130806,microondas
2024-08-16_08-29-32,9.566090584,microondas
2024-08-16_08-29-37,9.579548836,microondas
2024-08-16_08-29-39,9.571074486,microondas
2024-08-16_08-29-41,9.526185036,microondas
2024-08-16_08-29-43,9.507781982,microondas
2024-08-16_08-29-48,9.520499229,microondas
2024-08-16_08-29-50,5.951421261,microondas
2024-08-16_08-29-52,5.88e-39,microondas
2024-08-16_08-29-54,5.88e-39,microondas
2024-08-16_08-29-59,0.223838151,microondas
