fecha,valor_corriente,media_corriente,desviacion_corriente,corriente_max,corriente_min,dispositivo_predicho
2024-08-16_08-14-57,10.075471878051758,6.940554793179035,4.163682386056951,10.075471878051758,0.0708784237504005,microondas
2024-08-16_08-14-59,10.269887924194336,8.980356693267822,1.7630265714393305,10.269887924194336,5.94802713394165,microondas
2024-08-16_08-15-02,10.130852699279783,9.816921806335449,0.5153793088302684,10.269887924194336,9.016002655029297,microondas
2024-08-16_08-15-04,10.084640502929688,10.030649375915527,0.2570349059299052,10.269887924194336,9.59239387512207,microondas
2024-08-16_08-15-06,10.275705337524414,10.167311668395996,0.09857662106178004,10.275705337524414,10.075471878051758,microondas
2024-08-16_08-15-08,10.32320499420166,10.216858291625977,0.10303305713779647,10.32320499420166,10.084640502929688,microondas
2024-08-16_08-15-10,10.151080131530762,10.193096733093261,0.10143324103603735,10.32320499420166,10.084640502929688,microondas
2024-08-16_08-15-13,10.52044677734375,10.271015548706055,0.16888001076298342,10.52044677734375,10.084640502929688,microondas
2024-08-16_08-15-15,10.695818901062012,10.39325122833252,0.21511407192302698,10.695818901062012,10.151080131530762,microondas
2024-08-16_08-15-17,10.83876895904541,10.50586395263672,0.27674769164116214,10.83876895904541,10.151080131530762,microondas
2024-08-16_08-15-19,10.566095352172852,10.554442024230957,0.257304061622273,10.83876895904541,10.151080131530762,microondas
2024-08-16_08-15-21,10.643940925598145,10.653014183044434,0.12404475493423707,10.83876895904541,10.52044677734375,microondas
2024-08-16_08-15-24,10.81660270690918,10.71224536895752,0.11531893390665059,10.83876895904541,10.566095352172852,microondas
2024-08-16_08-15-26,10.761795043945312,10.72544059753418,0.11673538155523837,10.83876895904541,10.566095352172852,microondas
2024-08-16_08-15-28,10.776481628417969,10.712983131408691,0.10427670428589202,10.81660270690918,10.566095352172852,microondas
2024-08-16_08-15-30,10.772326469421388,10.7542293548584,0.06506512422228829,10.81660270690918,10.643940925598145,microondas
2024-08-16_08-15-32,10.77435302734375,10.780311775207519,0.02105850700732606,10.81660270690918,10.761795043945312,microondas
2024-08-16_08-15-35,10.001940727233888,10.61737937927246,0.3440870061639959,10.776481628417969,10.001940727233888,microondas
2024-08-16_08-15-37,10.704001426696776,10.605820655822754,0.33895536052028713,10.776481628417969,10.001940727233888,microondas
2024-08-16_08-15-39,10.689743041992188,10.588472938537597,0.3301424043348373,10.77435302734375,10.001940727233888,microondas
2024-08-16_08-15-41,10.654292106628418,10.564866065979004,0.31769468380415594,10.77435302734375,10.001940727233888,microondas
2024-08-16_08-15-43,10.642962455749512,10.538587951660157,0.3010320627118771,10.704001426696776,10.001940727233888,microondas
2024-08-16_08-15-46,10.630292892456056,10.66425838470459,0.03136668254836179,10.704001426696776,10.630292892456056,microondas
2024-08-16_08-15-48,10.591754913330078,10.64180908203125,0.03568214931280103,10.689743041992188,10.591754913330078,microondas
2024-08-16_08-15-50,10.581172943115234,10.62009506225586,0.03207197635553055,10.654292106628418,10.581172943115234,microondas
2024-08-16_08-15-52,10.5722074508667,10.603678131103516,0.031187553638570585,10.642962455749512,10.5722074508667,microondas
2024-08-16_08-15-54,10.584794998168944,10.592044639587403,0.022512651610204593,10.630292892456056,10.5722074508667,microondas
2024-08-16_08-15-57,10.567386627197266,10.579463386535645,0.009758675830449686,10.591754913330078,10.567386627197266,cafetera
2024-08-16_08-15-59,10.525425910949709,10.56619758605957,0.023822189452599344,10.584794998168944,10.525425910949709,microondas
2024-08-16_08-16-01,10.530336380004885,10.5560302734375,0.026527723197814053,10.584794998168944,10.525425910949709,microondas
2024-08-16_08-16-03,10.52629852294922,10.546848487854005,0.027457377775628455,10.584794998168944,10.525425910949709,microondas
2024-08-16_08-16-05,10.51178741455078,10.532246971130371,0.020850360549603604,10.567386627197266,10.51178741455078,microondas
2024-08-16_08-16-08,10.44975757598877,10.508721160888673,0.033694718743741484,10.530336380004885,10.44975757598877,microondas
2024-08-16_08-16-10,10.451367378234863,10.493909454345703,0.04017091840312731,10.530336380004885,10.44975757598877,microondas
2024-08-16_08-16-12,10.445836067199709,10.47700939178467,0.038764931985228145,10.52629852294922,10.445836067199709,microondas
2024-08-16_08-16-14,10.406140327453612,10.452977752685547,0.037803066167072526,10.51178741455078,10.406140327453612,microondas
2024-08-16_08-16-16,10.381963729858398,10.42701301574707,0.03134431581044063,10.451367378234863,10.381963729858398,microondas
2024-08-16_08-16-19,10.39130401611328,10.41532230377197,0.031639842115333175,10.451367378234863,10.381963729858398,microondas
2024-08-16_08-16-21,10.34201717376709,10.393452262878418,0.03770682857554282,10.445836067199709,10.34201717376709,microondas
2024-08-16_08-16-23,10.337051391601562,10.371695327758788,0.030648792315195295,10.406140327453612,10.337051391601562,microondas
2024-08-16_08-16-25,10.328424453735352,10.356152153015136,0.02844008179813053,10.39130401611328,10.328424453735352,microondas
2024-08-16_08-16-27,10.336504936218262,10.347060394287109,0.02520827371926746,10.39130401611328,10.328424453735352,microondas
2024-08-16_08-16-30,10.281136512756348,10.325026893615723,0.02501455866204294,10.34201717376709,10.281136512756348,microondas
2024-08-16_08-16-32,10.266910552978516,10.310005569458008,0.03340490649743584,10.337051391601562,10.266910552978516,microondas
2024-08-16_08-16-34,10.254234313964844,10.293442153930664,0.036982339997003524,10.336504936218262,10.254234313964844,microondas
2024-08-16_08-16-36,10.253694534301758,10.278496170043946,0.03431462400145574,10.336504936218262,10.253694534301758,microondas
2024-08-16_08-16-38,10.202914237976074,10.251778030395508,0.029530874742058184,10.281136512756348,10.202914237976074,microondas
2024-08-16_08-16-41,10.1980562210083,10.235161972045898,0.03214006687158768,10.266910552978516,10.1980562210083,microondas
2024-08-16_08-16-43,10.085548400878906,10.198889541625977,0.06879269190347696,10.254234313964844,10.085548400878906,microondas
2024-08-16_08-16-45,10.079602241516112,10.163963127136231,0.07745463484198332,10.253694534301758,10.079602241516112,microondas
2024-08-16_08-16-47,10.02479076385498,10.118182373046874,0.07879517097902249,10.202914237976074,10.02479076385498,microondas
2024-08-16_08-16-49,9.96274185180664,10.070147895812989,0.08700636122124435,10.1980562210083,9.96274185180664,microondas
2024-08-16_08-16-52,7.5358967781066895,9.537716007232666,1.1201484316405543,10.085548400878906,7.5358967781066895,microondas
2024-08-16_08-16-54,0.0700530186295509,7.534616930782795,4.309681618736258,10.079602241516112,0.0700530186295509,microondas
2024-08-16_08-16-56,0.0704376474022865,5.53278401196003,5.086594381009725,10.02479076385498,0.0700530186295509,microondas
2024-08-16_08-16-58,0.0724788010120391,3.5423216193914415,4.830136520952733,9.96274185180664,0.0700530186295509,microondas
2024-08-16_08-17-00,0.0714027732610702,1.5640538036823273,3.3383618425220765,7.5358967781066895,0.0700530186295509,cafetera
2024-08-16_08-17-03,0.0694988816976547,0.07077422440052028,0.0011790437192667424,0.0724788010120391,0.0694988816976547,cafetera
2024-08-16_08-17-05,0.0715152695775032,0.07106667459011073,0.0011359963678475773,0.0724788010120391,0.0694988816976547,cafetera
2024-08-16_08-17-07,0.0709540918469429,0.07116996347904202,0.0010869231446153037,0.0724788010120391,0.0694988816976547,cafetera
2024-08-16_08-17-09,0.0703541189432144,0.07074502706527708,0.0008329615131201736,0.0715152695775032,0.0694988816976547,cafetera
2024-08-16_08-17-11,0.0688856840133667,0.07024160921573638,0.0010645043917009076,0.0715152695775032,0.0688856840133667,cafetera
2024-08-16_08-17-14,0.0718327164649963,0.0707083761692047,0.0011643989402333789,0.0718327164649963,0.0688856840133667,cafetera
2024-08-16_08-17-16,0.0714356899261474,0.07069246023893354,0.0011510800702565819,0.0718327164649963,0.0688856840133667,cafetera
2024-08-16_08-17-18,0.0723183900117874,0.07096531987190244,0.0013695689051651594,0.0723183900117874,0.0688856840133667,cafetera
2024-08-16_08-17-20,0.0714906007051467,0.0711926162242889,0.0013366853746746737,0.0723183900117874,0.0688856840133667,cafetera
2024-08-16_08-17-22,0.068886399269104,0.07119275927543636,0.0013363767694544843,0.0723183900117874,0.068886399269104,cafetera
2024-08-16_08-17-25,0.07041896879673,0.0709100097417831,0.0013165372655494895,0.0723183900117874,0.068886399269104,cafetera
2024-08-16_08-17-27,0.0709402412176132,0.07081092000007626,0.0012853561653940145,0.0723183900117874,0.068886399269104,cafetera
2024-08-16_08-17-29,0.0723939388990402,0.07082602977752682,0.0013077560322036985,0.0723939388990402,0.068886399269104,cafetera
2024-08-16_08-17-31,0.072354145348072,0.07099873870611188,0.0014650293655840562,0.0723939388990402,0.068886399269104,cafetera
2024-08-16_08-17-33,0.0728404819965362,0.07178955525159833,0.0010474171298573852,0.0728404819965362,0.07041896879673,cafetera
2024-08-16_08-17-36,0.0704510286450386,0.07179596722126005,0.0010369753197520596,0.0728404819965362,0.0704510286450386,cafetera
2024-08-16_08-17-38,0.0703637301921844,0.07168066501617429,0.0011783287080387964,0.0728404819965362,0.0703637301921844,cafetera
2024-08-16_08-17-40,0.071871131658554,0.07157610356807705,0.001121013671247714,0.0728404819965362,0.0703637301921844,cafetera
2024-08-16_08-17-42,0.0720040649175643,0.0715060874819755,0.0010700440701405676,0.0728404819965362,0.0703637301921844,cafetera
2024-08-16_08-17-44,0.0693962574005127,0.0708172425627708,0.001104334062544237,0.0720040649175643,0.0693962574005127,cafetera
2024-08-16_08-17-47,0.0698365271091461,0.0706943422555923,0.0011864213655675795,0.0720040649175643,0.0693962574005127,cafetera
2024-08-16_08-17-49,0.0689797326922416,0.07041754275560373,0.0014210800847422563,0.0720040649175643,0.0689797326922416,cafetera
2024-08-16_08-17-51,0.069877341389656,0.07001878470182413,0.0011685173638782446,0.0720040649175643,0.0689797326922416,cafetera
2024-08-16_08-17-53,0.0694234147667884,0.06950265467166897,0.00036841148976169146,0.069877341389656,0.0689797326922416,cafetera
2024-08-16_08-17-55,0.0700002685189247,0.06962345689535135,0.00042019084312591324,0.0700002685189247,0.0689797326922416,cafetera
2024-08-16_08-17-58,0.0719146132469177,0.07003907412290569,0.0011232265455696207,0.0719146132469177,0.0689797326922416,cafetera
2024-08-16_08-18-00,0.0719907209277153,0.07064127177000043,0.0012165589221074956,0.0719907209277153,0.0694234147667884,cafetera
2024-08-16_08-18-02,0.0727810710668563,0.07122201770544048,0.0014343016280561048,0.0727810710668563,0.0694234147667884,cafetera
2024-08-16_08-18-04,0.0723837241530418,0.07181407958269118,0.0010713061709846248,0.0727810710668563,0.0700002685189247,cafetera
2024-08-16_08-18-06,0.0719953179359436,0.07221308946609495,0.0003666333244275553,0.0727810710668563,0.0719146132469177,cafetera
2024-08-16_08-18-09,0.0723723471164703,0.07230463624000547,0.0003286528811076882,0.0727810710668563,0.0719907209277153,cafetera
2024-08-16_08-18-11,0.0727804899215698,0.07246259003877635,0.0003298475993823473,0.0727810710668563,0.0719953179359436,cafetera
2024-08-16_08-18-13,0.0728024244308471,0.07246686071157452,0.00033509842241851947,0.0728024244308471,0.0719953179359436,cafetera
2024-08-16_08-18-15,0.0714266076683998,0.07227543741464612,0.0005790432031099482,0.0728024244308471,0.0714266076683998,cafetera
2024-08-16_08-18-17,0.0724705532193183,0.07237048447132106,0.0005602672719870753,0.0728024244308471,0.0714266076683998,cafetera
2024-08-16_08-18-20,0.0718041956424713,0.07225685417652125,0.0006147597117970328,0.0728024244308471,0.0714266076683998,cafetera
2024-08-16_08-18-22,0.072972871363163,0.07229533046483991,0.000660076152283509,0.072972871363163,0.0714266076683998,cafetera
2024-08-16_08-18-24,0.072354607284069,0.07220576703548429,0.0006018852712112476,0.072972871363163,0.0714266076683998,cafetera
2024-08-16_08-18-26,0.0709309503436088,0.07210663557052607,0.000777495427744237,0.072972871363163,0.0709309503436088,cafetera
2024-08-16_08-18-28,0.0714993998408317,0.07191240489482877,0.0007851222771112764,0.072972871363163,0.0709309503436088,cafetera
2024-08-16_08-18-31,0.0718160346150398,0.07191477268934246,0.000784732106572371,0.072972871363163,0.0709309503436088,cafetera
2024-08-16_08-18-33,0.0709924548864364,0.07151868939399715,0.0005936971783061876,0.072354607284069,0.0709309503436088,cafetera
2024-08-16_08-18-35,0.071937970817089,0.07143536210060114,0.0004615805351729326,0.071937970817089,0.0709309503436088,cafetera
2024-08-16_08-18-37,0.0718638896942138,0.07162194997072215,0.0003896652003031939,0.071937970817089,0.0709924548864364,cafetera
2024-08-16_08-18-39,0.0717934221029281,0.07168075442314142,0.0003887319812456378,0.071937970817089,0.0709924548864364,cafetera
2024-08-16_08-18-42,0.071879968047142,0.07169354110956186,0.00039529041662159184,0.071937970817089,0.0709924548864364,cafetera
2024-08-16_08-18-44,0.0728080719709396,0.0720566645264625,0.00042319679910106817,0.0728080719709396,0.0717934221029281,cafetera
2024-08-16_08-18-46,5.94794511795044,1.2472580939531328,2.627763964892141,5.94794511795044,0.0717934221029281,cafetera
2024-08-16_08-18-48,7.72533655166626,2.777952626347542,3.7579713287927485,7.72533655166626,0.0717934221029281,cafetera
2024-08-16_08-18-50,7.694798469543457,4.302553635835648,3.9280856739793637,7.72533655166626,0.071879968047142,cafetera
2024-08-16_08-18-53,7.663532257080077,5.820884093642235,3.301150139046801,7.72533655166626,0.0728080719709396,cafetera
2024-08-16_08-18-55,7.666909217834473,7.339704322814941,0.7784159119054053,7.72533655166626,5.94794511795044,cafetera
2024-08-16_08-18-57,7.668562889099121,7.683827877044678,0.026336747355031897,7.72533655166626,7.663532257080077,cafetera
2024-08-16_08-18-59,7.632228374481201,7.665206241607666,0.022249770275132207,7.694798469543457,7.632228374481201,cafetera
2024-08-16_08-19-01,5.250710487365723,7.1763886451721195,1.0765896436760667,7.668562889099121,5.250710487365723,cafetera
2024-08-16_08-19-04,0.0727732330560684,5.6582368403673176,3.2915155914848655,7.668562889099121,0.0727732330560684,cafetera
2024-08-16_08-19-06,0.0729749798774719,4.139449992775917,3.83937226132449,7.668562889099121,0.0727732330560684,cafetera
2024-08-16_08-19-08,0.0725036412477493,2.6202381432056425,3.588471436975346,7.632228374481201,0.0725036412477493,cafetera
2024-08-16_08-19-10,0.0714960023760795,1.1080916687846183,2.315794390564004,5.250710487365723,0.0714960023760795,cafetera
2024-08-16_08-19-12,0.0723633542656898,0.07242224216461178,0.0005693697628600062,0.0729749798774719,0.0714960023760795,cafetera
2024-08-16_08-19-15,0.0713097676634788,0.07212954908609386,0.0007040572466372244,0.0729749798774719,0.0713097676634788,cafetera
2024-08-16_08-19-17,0.0715156868100166,0.0718376904726028,0.0005520309877656343,0.0725036412477493,0.0713097676634788,cafetera
2024-08-16_08-19-19,0.0690260380506515,0.07114216983318324,0.0012512101096026494,0.0723633542656898,0.0690260380506515,cafetera
2024-08-16_08-19-21,0.070346787571907,0.07091232687234875,0.0012752846244474929,0.0723633542656898,0.0690260380506515,cafetera
2024-08-16_08-19-24,0.0705557465553283,0.07055080533027644,0.00098407105850743,0.0715156868100166,0.0690260380506515,cafetera
2024-08-16_08-19-26,0.0693775340914726,0.0701643586158752,0.0009908859235559858,0.0715156868100166,0.0690260380506515,cafetera
2024-08-16_08-19-28,0.0724174007773399,0.07034470140933986,0.001324284064247856,0.0724174007773399,0.0690260380506515,cafetera
2024-08-16_08-19-30,0.0719169601798057,0.0709228858351707,0.0012325331200072785,0.0724174007773399,0.0693775340914726,cafetera
2024-08-16_08-19-32,0.0729915648698806,0.07145184129476542,0.0014684282342169411,0.0729915648698806,0.0693775340914726,cafetera
2024-08-16_08-19-35,0.0723830536007881,0.07181730270385737,0.0014161114261716204,0.0729915648698806,0.0693775340914726,cafetera
2024-08-16_08-19-37,0.072758749127388,0.07249354571104046,0.00040890516868111626,0.0729915648698806,0.0719169601798057,cafetera
2024-08-16_08-19-39,0.071495421230793,0.07230914980173109,0.0006101759824412585,0.0729915648698806,0.071495421230793,cafetera
2024-08-16_08-19-41,0.072454072535038,0.07241657227277754,0.0005698137592328074,0.0729915648698806,0.071495421230793,cafetera
2024-08-16_08-19-44,0.0718584954738617,0.07218995839357376,0.0005056715476414661,0.072758749127388,0.071495421230793,cafetera
2024-08-16_08-19-46,0.0719379112124443,0.072100929915905,0.0005023511047228505,0.072758749127388,0.071495421230793,cafetera
2024-08-16_08-19-48,0.0718011409044265,0.07190940827131269,0.0003475525731241942,0.072454072535038,0.071495421230793,cafetera
2024-08-16_08-19-50,0.072457805275917,0.07210188508033749,0.00032683656436143893,0.072457805275917,0.0718011409044265,cafetera
2024-08-16_08-19-53,0.0728402733802795,0.07217912524938581,0.0004523935286014639,0.0728402733802795,0.0718011409044265,cafetera
2024-08-16_08-19-55,0.0719852522015571,0.07220447659492488,0.0004330731667396837,0.0728402733802795,0.0718011409044265,cafetera
2024-08-16_08-19-57,0.0717850849032402,0.07217391133308407,0.0004610777002742458,0.0728402733802795,0.0717850849032402,cafetera
2024-08-16_08-19-59,0.0729528591036796,0.07240425497293468,0.0005130500602987664,0.0729528591036796,0.0717850849032402,cafetera
2024-08-16_08-20-01,0.0728191956877708,0.07247653305530545,0.0005468247007523207,0.0729528591036796,0.0717850849032402,cafetera
2024-08-16_08-20-04,0.0715174525976181,0.07221196889877317,0.000639066966192963,0.0729528591036796,0.0715174525976181,cafetera
2024-08-16_08-20-06,0.0729071870446205,0.07239635586738584,0.0006883969399371012,0.0729528591036796,0.0715174525976181,cafetera
2024-08-16_08-20-08,0.0724225267767906,0.07252384424209592,0.000600276537130155,0.0729528591036796,0.0715174525976181,cafetera
2024-08-16_08-20-10,0.0719197317957878,0.07231721878051756,0.0005934550053677434,0.0729071870446205,0.0715174525976181,cafetera
2024-08-16_08-20-12,0.0718888789415359,0.07213115543127058,0.0005401739826592189,0.0729071870446205,0.0715174525976181,cafetera
2024-08-16_08-20-33,0.0723470672965049,0.07229707837104794,0.00041817651235962936,0.0729071870446205,0.0718888789415359,cafetera
2024-08-16_08-20-35,0.0718922093510627,0.07209408283233638,0.0002669909961282198,0.0724225267767906,0.0718888789415359,cafetera
2024-08-16_08-20-37,0.0713979229331016,0.07188916206359859,0.00033613142571524413,0.0723470672965049,0.0713979229331016,cafetera
2024-08-16_08-20-39,0.0714293494820594,0.0717910856008529,0.00039189778013798665,0.0723470672965049,0.0713979229331016,cafetera
2024-08-16_08-20-42,0.0724177509546279,0.0718968600034713,0.0004851649944088404,0.0724177509546279,0.0713979229331016,cafetera
2024-08-16_08-20-44,0.0714394673705101,0.07171534001827233,0.00044252519025968033,0.0724177509546279,0.0713979229331016,cafetera
2024-08-16_08-20-46,0.0708980783820152,0.07151651382446285,0.0005527858356893834,0.0724177509546279,0.0708980783820152,cafetera
2024-08-16_08-20-48,0.0718127414584159,0.0715994775295257,0.0005615961294310339,0.0724177509546279,0.0708980783820152,cafetera
2024-08-16_08-20-51,0.0729369297623634,0.0719009935855865,0.0008010674304692902,0.0729369297623634,0.0708980783820152,cafetera
2024-08-16_08-20-53,0.07232216745615,0.07188187688589093,0.0007866635434520003,0.0729369297623634,0.0708980783820152,cafetera
2024-08-16_08-21-14,0.0717987567186355,0.071953734755516,0.000751785065386642,0.0729369297623634,0.0708980783820152,cafetera
2024-08-16_08-21-16,0.0720064491033554,0.07217540889978405,0.00047523531816294576,0.0729369297623634,0.0717987567186355,cafetera
2024-08-16_08-21-18,0.0723067745566368,0.07227421551942823,0.0004302063321416969,0.0729369297623634,0.0717987567186355,cafetera
2024-08-16_08-21-20,0.0713906064629554,0.07196495085954661,0.0003884783135842963,0.07232216745615,0.0713906064629554,cafetera
2024-08-16_08-21-23,0.0724256113171577,0.07198563963174816,0.0004141635650145135,0.0724256113171577,0.0713906064629554,cafetera
2024-08-16_08-21-25,0.0718840584158897,0.07200269997119899,0.00040622163858925706,0.0724256113171577,0.0713906064629554,cafetera
2024-08-16_08-21-27,0.0714819878339767,0.07189780771732326,0.00046802222914049663,0.0724256113171577,0.0713906064629554,cafetera
2024-08-16_08-21-29,0.0717908516526222,0.07179462313652034,0.00040839002908443664,0.0724256113171577,0.0713906064629554,cafetera
2024-08-16_08-21-31,0.0723454877734184,0.07198559939861295,0.00039528229648852644,0.0724256113171577,0.0714819878339767,cafetera
2024-08-16_08-21-34,0.0713218227028846,0.07176484167575832,0.000396330521158171,0.0723454877734184,0.0713218227028846,cafetera
2024-08-16_08-21-36,0.072281889617443,0.07184440791606897,0.00046091852259665144,0.0723454877734184,0.0713218227028846,cafetera
2024-08-16_08-21-38,0.0714625865221023,0.0718405276536941,0.00046479767552593025,0.0723454877734184,0.0713218227028846,cafetera
2024-08-16_08-21-40,0.0718392208218574,0.07185020148754115,0.00046400797517860866,0.0723454877734184,0.0713218227028846,cafetera
2024-08-16_08-21-42,0.0719216540455818,0.07176543474197382,0.00038245377544936975,0.072281889617443,0.0713218227028846,cafetera
2024-08-16_08-21-45,0.0713183581829071,0.07176474183797832,0.0003834602226060206,0.072281889617443,0.0713183581829071,cafetera
2024-08-16_08-21-47,0.0718197450041771,0.07167231291532514,0.00026506365417544754,0.0719216540455818,0.0713183581829071,cafetera
2024-08-16_08-21-49,0.072000041604042,0.07177980393171308,0.000267714541736882,0.072000041604042,0.0713183581829071,cafetera
2024-08-16_08-21-51,0.0718984231352806,0.07179164439439771,0.00027226984283374795,0.072000041604042,0.0713183581829071,cafetera
2024-08-16_08-21-53,0.0714612081646919,0.07169955521821973,0.0002942817442201344,0.072000041604042,0.0713183581829071,cafetera
2024-08-16_08-21-56,0.0724375545978546,0.07192339450120924,0.0003518589069082352,0.0724375545978546,0.0714612081646919,cafetera
2024-08-16_08-21-58,0.0718287900090217,0.07192520350217815,0.00035121545764925345,0.0724375545978546,0.0714612081646919,cafetera
2024-08-16_08-22-00,0.072338119149208,0.07199281901121135,0.00039857511698786647,0.0724375545978546,0.0714612081646919,cafetera
2024-08-16_08-22-02,0.0709289535880088,0.07179892510175699,0.0006265726837743663,0.0724375545978546,0.0709289535880088,cafetera
2024-08-16_08-22-04,0.0727702677249908,0.07206073701381678,0.0007171296409732123,0.0727702677249908,0.0709289535880088,cafetera
2024-08-16_08-22-07,0.0724227949976921,0.07205778509378427,0.0007152186048226657,0.0727702677249908,0.0709289535880088,cafetera
2024-08-16_08-22-09,0.072456419467926,0.07218331098556514,0.0007200412277431357,0.0727702677249908,0.0709289535880088,cafetera
2024-08-16_08-22-11,0.0724046304821968,0.0721966132521629,0.0007242184544691283,0.0727702677249908,0.0709289535880088,cafetera
2024-08-16_08-22-13,0.0718833431601524,0.07238749116659163,0.00031897284935822817,0.0727702677249908,0.0718833431601524,cafetera
2024-08-16_08-22-15,0.0719020515680313,0.07221384793519972,0.00029383182505694826,0.072456419467926,0.0718833431601524,cafetera
2024-08-16_08-22-18,0.0728441327810287,0.07229811549186704,0.00040726022764531,0.0728441327810287,0.0718833431601524,cafetera
2024-08-16_08-22-20,0.0723090320825576,0.07226863801479336,0.00039817018564012604,0.0728441327810287,0.0718833431601524,cafetera
2024-08-16_08-22-22,0.0714748427271843,0.07208268046379086,0.0005178981416508855,0.0728441327810287,0.0714748427271843,cafetera
2024-08-16_08-22-24,0.070984810590744,0.07190297394990919,0.0007205873788742542,0.0728441327810287,0.070984810590744,cafetera
2024-08-16_08-22-26,0.0717810690402984,0.07187877744436261,0.0007226543579346427,0.0728441327810287,0.070984810590744,cafetera
2024-08-16_08-22-29,0.0714712738990783,0.07160420566797251,0.00048634277922447353,0.0723090320825576,0.070984810590744,cafetera
2024-08-16_08-22-31,0.0718612223863601,0.07151464372873302,0.0003447056025255016,0.0718612223863601,0.070984810590744,cafetera
2024-08-16_08-22-33,0.0713873505592346,0.07149714529514309,0.0003494196134436872,0.0718612223863601,0.070984810590744,cafetera
2024-08-16_08-22-35,0.0719067379832267,0.07168153077363962,0.0002364664682513765,0.0719067379832267,0.0713873505592346,cafetera
2024-08-16_08-22-37,0.0728749856352806,0.07190031409263606,0.000591346239379341,0.0728749856352806,0.0713873505592346,cafetera
2024-08-16_08-22-40,0.0714981332421302,0.07190568596124644,0.0005865771823204311,0.0728749856352806,0.0713873505592346,cafetera
2024-08-16_08-22-42,0.0718107521533966,0.07189559191465375,0.0005879662262354693,0.0728749856352806,0.0713873505592346,cafetera
2024-08-16_08-22-44,0.071475513279438,0.07191322445869443,0.0005699603898810658,0.0728749856352806,0.071475513279438,cafetera
2024-08-16_08-22-46,0.0719600915908813,0.07192389518022534,0.0005703079247999881,0.0728749856352806,0.071475513279438,cafetera
2024-08-16_08-22-48,0.0724777728319168,0.07184445261955259,0.0004097732035760044,0.0724777728319168,0.071475513279438,cafetera
2024-08-16_08-22-50,0.0717960074543953,0.07190402746200561,0.0003661694713709853,0.0724777728319168,0.071475513279438,cafetera
2024-08-16_08-22-53,0.0729632675647735,0.07213453054428098,0.0005882072943429887,0.0729632675647735,0.071475513279438,cafetera
2024-08-16_08-22-55,0.0690884813666343,0.07165712416172024,0.001507355204590075,0.0729632675647735,0.0690884813666343,cafetera
2024-08-16_08-22-57,0.0713028833270073,0.07152568250894545,0.0015029796752324797,0.0729632675647735,0.0690884813666343,cafetera
2024-08-16_08-22-59,0.072275809943676,0.07148528993129728,0.0014734185590187293,0.0729632675647735,0.0690884813666343,cafetera
2024-08-16_08-23-01,0.0703987702727317,0.07120584249496456,0.0015311249329476653,0.0729632675647735,0.0690884813666343,cafetera
2024-08-16_08-23-04,0.0715222060680389,0.07091763019561763,0.0012220459921874263,0.072275809943676,0.0690884813666343,cafetera
2024-08-16_08-23-06,0.0718467980623245,0.07146929353475569,0.0007016927595597657,0.072275809943676,0.0703987702727317,cafetera
2024-08-16_08-23-08,0.0719901695847511,0.07160675078630444,0.0007277770842554968,0.072275809943676,0.0703987702727317,cafetera
2024-08-16_08-23-10,0.0705455541610717,0.07126069962978357,0.0007413465863169454,0.0719901695847511,0.0703987702727317,cafetera
2024-08-16_08-23-12,0.071813590824604,0.07154366374015804,0.0005832671047918532,0.0719901695847511,0.0705455541610717,cafetera
2024-08-16_08-23-15,0.0709714367985725,0.07143350988626476,0.000637792275250749,0.0719901695847511,0.0705455541610717,cafetera
2024-08-16_08-23-17,0.1264319270849228,0.0823505356907844,0.024649416530131075,0.1264319270849228,0.0705455541610717,licuadora
2024-08-16_08-23-19,0.0718500390648841,0.08232250958681102,0.024664216272418722,0.1264319270849228,0.0705455541610717,licuadora
2024-08-16_08-23-21,0.0717918574810028,0.08257177025079723,0.02452132519671005,0.1264319270849228,0.0709714367985725,licuadora
2024-08-16_08-23-23,0.0714410096406936,0.08249725401401516,0.02456272176213773,0.1264319270849228,0.0709714367985725,licuadora
2024-08-16_08-23-26,0.0720137730240821,0.08270572125911707,0.024444584367901732,0.1264319270849228,0.0714410096406936,licuadora
2024-08-16_08-23-28,0.070479579269886,0.07151525169610973,0.0006154767451595644,0.0720137730240821,0.070479579269886,cafetera
2024-08-16_08-23-30,0.0718404427170753,0.07151333242654796,0.0006141853741291011,0.0720137730240821,0.070479579269886,cafetera
2024-08-16_08-23-32,0.071791872382164,0.0715133354067802,0.0006141870635334818,0.0720137730240821,0.070479579269886,cafetera
2024-08-16_08-23-34,0.070805013179779,0.07138613611459729,0.0006936306757230261,0.0720137730240821,0.070479579269886,cafetera
2024-08-16_08-23-37,0.0714266970753669,0.07126872092485424,0.0006048304565533689,0.0718404427170753,0.070479579269886,cafetera
2024-08-16_08-23-39,0.0715136602520942,0.07147553712129588,0.0004143264267344459,0.0718404427170753,0.070805013179779,cafetera
2024-08-16_08-23-41,0.0709363371133804,0.0712947160005569,0.0004125423365382374,0.071791872382164,0.070805013179779,cafetera
2024-08-16_08-23-43,0.0713608562946319,0.07120851278305049,0.0003165516604495785,0.0715136602520942,0.070805013179779,cafetera
2024-08-16_08-23-45,0.0693446174263954,0.07091643363237377,0.0009063060512820458,0.0715136602520942,0.0693446174263954,cafetera
2024-08-16_08-23-48,0.0714304521679878,0.07091718465089794,0.0009068359950836273,0.0715136602520942,0.0693446174263954,cafetera
