fecha,valor
2024-09-25_12-00-0,0.11227408796548843
2024-09-25_12-00-1,0.11228934675455093
2024-09-25_12-00-2,0.11228934675455093
2024-09-25_12-00-2,0.11239311099052429
2024-09-25_12-00-3,0.11215998232364655
2024-09-25_12-00-4,0.11197596788406372
2024-09-25_12-00-5,0.11171818524599075
2024-09-25_12-00-6,0.11192507296800613
2024-09-25_12-00-6,0.11192507296800613
2024-09-25_12-00-7,0.11211889982223511
2024-09-25_12-00-8,0.11214715987443924
2024-09-25_12-00-9,0.11197707802057266
2024-09-25_12-00-10,0.11209148913621902
2024-09-25_12-00-10,0.11209148913621902
2024-09-25_12-00-11,0.11226136237382889
2024-09-25_12-00-12,0.11214664578437805
2024-09-25_12-00-13,0.11231934279203415
2024-09-25_12-00-14,0.11226117610931396
2024-09-25_12-00-15,0.11226117610931396
2024-09-25_12-00-15,0.1122291311621666
2024-09-25_12-00-16,0.1122543141245842
2024-09-25_12-00-17,0.11197096109390259
2024-09-25_12-00-18,0.11180909723043442
2024-09-25_12-00-19,0.11173136532306671
2024-09-25_12-00-19,0.11173136532306671
2024-09-25_12-00-20,0.11168459057807922
2024-09-25_12-00-21,0.11150500923395157
2024-09-25_12-00-22,0.11154326051473618
2024-09-25_12-00-23,0.11152557283639908
2024-09-25_12-00-24,0.11152557283639908
2024-09-25_12-00-24,0.11165068298578262
2024-09-25_12-00-25,0.11184359341859818
2024-09-25_12-00-26,0.11190974712371826
2024-09-25_12-00-27,0.11192359775304794
2024-09-25_12-00-28,0.11190585047006607
2024-09-25_12-00-28,0.11190585047006607
2024-09-25_12-00-29,0.1118764877319336
2024-09-25_12-00-30,0.11144865304231644
2024-09-25_12-00-31,0.11172889173030853
2024-09-25_12-00-32,0.11182844638824463
2024-09-25_12-00-32,0.11182844638824463
2024-09-25_12-00-33,0.11197599023580551
2024-09-25_12-00-34,0.1121201366186142
2024-09-25_12-00-35,0.11202318221330643
2024-09-25_12-00-36,0.11153388768434525
2024-09-25_12-00-37,0.11153388768434525
2024-09-25_12-00-37,0.11174458265304565
2024-09-25_12-00-38,0.11198936402797699
2024-09-25_12-00-39,0.1117485761642456
2024-09-25_12-00-40,0.11156390607357025
2024-09-25_12-00-41,0.11136499047279358
2024-09-25_12-00-41,0.11136499047279358
2024-09-25_12-00-42,0.11174340546131134
2024-09-25_12-00-43,0.11179711669683456
2024-09-25_12-00-44,0.11179317533969879
2024-09-25_12-00-45,0.11210015416145325
2024-09-25_12-00-46,0.11210015416145325
2024-09-25_12-00-46,0.1120462417602539
2024-09-25_12-00-47,0.11180556565523148
2024-09-25_12-00-48,0.11176638305187225
2024-09-25_12-00-49,0.11182437837123871
2024-09-25_12-00-50,0.11149267107248306
2024-09-25_12-00-50,0.11149267107248306
2024-09-25_12-00-51,0.111440509557724
2024-09-25_12-00-52,0.11143095046281815
2024-09-25_12-00-53,0.11154203116893768
2024-09-25_12-00-54,0.11183688044548035
2024-09-25_12-00-54,0.11183688044548035
2024-09-25_12-00-55,0.11132519692182541
2024-09-25_12-00-56,0.1115979552268982
2024-09-25_12-00-57,0.11164720356464386
2024-09-25_12-00-58,0.11177771538496017
2024-09-25_12-00-59,0.11177771538496017
2024-09-25_12-00-59,0.11173367500305176
2024-09-25_12-01-0,0.11163853853940964
2024-09-25_12-01-1,0.11191552877426147
2024-09-25_12-01-2,0.11156004667282104
2024-09-25_12-01-3,0.11152654141187668
2024-09-25_12-01-3,0.11152654141187668
2024-09-25_12-01-4,0.11174298077821732
2024-09-25_12-01-5,0.11175240576267242
2024-09-25_12-01-6,0.11186070740222931
2024-09-25_12-01-7,0.11170046031475067
2024-09-25_12-01-7,0.11170046031475067
2024-09-25_12-01-8,0.11200667172670364
2024-09-25_12-01-9,0.11190666258335114
2024-09-25_12-01-10,0.11212816089391708
2024-09-25_12-01-11,0.11222691088914871
2024-09-25_12-01-12,0.11199019849300385
2024-09-25_12-01-12,0.11199019849300385
2024-09-25_12-01-13,0.11202661693096161
2024-09-25_12-01-14,0.11205502599477768
2024-09-25_12-01-15,0.1121005192399025
2024-09-25_12-01-16,0.11205581575632095
2024-09-25_12-01-16,0.11205581575632095
2024-09-25_12-01-17,0.1121751070022583
2024-09-25_12-01-18,0.1120406985282898
2024-09-25_12-01-19,0.11195023357868195
2024-09-25_12-01-20,0.11207457631826401
2024-09-25_12-01-21,0.11207457631826401
2024-09-25_12-01-21,0.11199818551540375
2024-09-25_12-01-22,0.11203394830226898
2024-09-25_12-01-23,0.11193843930959702
2024-09-25_12-01-24,0.11199750751256943
2024-09-25_12-01-25,0.11191131919622421
2024-09-25_12-01-25,0.11191131919622421
2024-09-25_12-01-26,0.11192148923873901
2024-09-25_12-01-27,0.11204596608877182
2024-09-25_12-01-28,0.11203786730766296
2024-09-25_12-01-29,0.11200540512800217
2024-09-25_12-01-30,0.11200540512800217
2024-09-25_12-01-30,0.1118127629160881
2024-09-25_12-01-31,0.11167187243700027
2024-09-25_12-01-32,0.11192406713962555
2024-09-25_12-01-33,0.1119692474603653
2024-09-25_12-01-34,0.11192761361598969
2024-09-25_12-01-34,0.11192761361598969
2024-09-25_12-01-35,0.11172901093959808
2024-09-25_12-01-36,0.11171827465295792
2024-09-25_12-01-37,0.111607126891613
2024-09-25_12-01-38,0.11157725006341934
2024-09-25_12-01-38,0.11157725006341934
2024-09-25_12-01-39,0.11161362379789352
2024-09-25_12-01-40,0.11165351420640945
2024-09-25_12-01-41,0.111580029129982
2024-09-25_12-01-42,0.11172162741422653
2024-09-25_12-01-43,0.11172162741422653
2024-09-25_12-01-43,0.11188864707946777
2024-09-25_12-01-44,0.11185514181852341
2024-09-25_12-01-45,0.11177387833595276
2024-09-25_12-01-46,0.11165844649076462
2024-09-25_12-01-47,0.11152554303407669
2024-09-25_12-01-47,0.11152554303407669
2024-09-25_12-01-48,0.11182628571987152
2024-09-25_12-01-49,0.11181887984275818
2024-09-25_12-01-50,0.11173601448535919
2024-09-25_12-01-51,0.11183285713195801
2024-09-25_12-01-52,0.11183285713195801
2024-09-25_12-01-52,0.11177851259708405
2024-09-25_12-01-53,0.11180678755044937
2024-09-25_12-01-54,0.08677592873573303
2024-09-25_12-01-55,0.03952033817768097
2024-09-25_12-01-56,0.0394764244556427
2024-09-25_12-01-56,0.0394764244556427
2024-09-25_12-01-57,0.039440933614969254
2024-09-25_12-01-58,0.03938925266265869
2024-09-25_12-01-59,0.03939412534236908
2024-09-25_12-02-0,0.0393529012799263
2024-09-25_12-02-1,0.0393529012799263
2024-09-25_12-02-1,0.03929763659834862
2024-09-25_12-02-2,0.03930332139134407
2024-09-25_12-02-3,0.03924640640616417
2024-09-25_12-02-4,0.039108823984861374
2024-09-25_12-02-5,0.039108823984861374
2024-09-25_12-02-5,0.03912920504808426
2024-09-25_12-02-6,0.039151500910520554
2024-09-25_12-02-7,0.039250582456588745
2024-09-25_12-02-8,0.039483245462179184
2024-09-25_12-02-9,0.03930920735001564
2024-09-25_12-02-9,0.03930920735001564
2024-09-25_12-02-10,0.03927149251103401
2024-09-25_12-02-11,0.03930109366774559
2024-09-25_12-02-12,0.03931004926562309
2024-09-25_12-02-13,0.03928499296307564
2024-09-25_12-02-13,0.03928499296307564
2024-09-25_12-02-14,0.03926996514201164
2024-09-25_12-02-15,0.039397239685058594
2024-09-25_12-02-16,0.0391085259616375
2024-09-25_12-02-17,0.03918751701712608
2024-09-25_12-02-18,0.03937163203954697
2024-09-25_12-02-18,0.03937163203954697
2024-09-25_12-02-19,0.03923877328634262
2024-09-25_12-02-20,0.03921002894639969
2024-09-25_12-02-21,0.039206814020872116
2024-09-25_12-02-22,0.039295244961977005
2024-09-25_12-02-22,0.039295244961977005
2024-09-25_12-02-23,0.03936842456459999
2024-09-25_12-02-24,0.03927937522530556
2024-09-25_12-02-25,0.03924458846449852
2024-09-25_12-02-26,0.0392807275056839
2024-09-25_12-02-26,0.0392807275056839
2024-09-25_12-02-27,0.03938058763742447
2024-09-25_12-02-28,0.03921467065811157
2024-09-25_12-02-29,0.039279256016016006
2024-09-25_12-02-30,0.03958527743816376
2024-09-25_12-02-31,0.03958527743816376
2024-09-25_12-02-31,0.039788100868463516
2024-09-25_12-02-32,0.03959537670016289
2024-09-25_12-02-33,0.03946513682603836
2024-09-25_12-02-34,0.039315082132816315
2024-09-25_12-02-35,0.039283327758312225
2024-09-25_12-02-35,0.039283327758312225
2024-09-25_12-02-36,0.03919420391321182
2024-09-25_12-02-37,0.039122071117162704
2024-09-25_12-02-38,0.03665574640035629
2024-09-25_12-02-39,0.035630106925964355
2024-09-25_12-02-39,0.035630106925964355
2024-09-25_12-02-40,0.035690560936927795
2024-09-25_12-02-41,0.03653886169195175
2024-09-25_12-02-42,0.03686542063951492
2024-09-25_12-02-43,0.036898717284202576
2024-09-25_12-02-44,0.036898717284202576
2024-09-25_12-02-44,0.03649402782320976
2024-09-25_12-02-45,0.036316778510808945
2024-09-25_12-02-46,0.03629276901483536
2024-09-25_12-02-47,0.036170799285173416
2024-09-25_12-02-48,0.03594425693154335
2024-09-25_12-02-48,0.03594425693154335
2024-09-25_12-02-49,0.035878561437129974
2024-09-25_12-02-50,0.035917941480875015
2024-09-25_12-02-51,0.036188311874866486
2024-09-25_12-02-52,0.036039937287569046
2024-09-25_12-02-53,0.036039937287569046
2024-09-25_12-02-53,0.03601076081395149
2024-09-25_12-02-54,0.035928674042224884
2024-09-25_12-02-55,0.03792596608400345
2024-09-25_12-02-56,0.03951184079051018
2024-09-25_12-02-57,0.03951184079051018
2024-09-25_12-02-57,0.03969113156199455
2024-09-25_12-02-58,0.03963976353406906
2024-09-25_12-02-59,0.039183080196380615
2024-09-25_12-03-0,0.03864196687936783
2024-09-25_12-03-1,0.03883897885680199
2024-09-25_12-03-1,0.03883897885680199
2024-09-25_12-03-2,0.03887481614947319
2024-09-25_12-03-3,0.038636382669210434
2024-09-25_12-03-4,0.03859182074666023
2024-09-25_12-03-5,0.03869026526808739
2024-09-25_12-03-5,0.03869026526808739
2024-09-25_12-03-6,0.038854483515024185
2024-09-25_12-03-7,0.039162527769804
2024-09-25_12-03-8,0.0392569899559021
2024-09-25_12-03-9,0.039324622601270676
2024-09-25_12-03-10,0.039324622601270676
2024-09-25_12-03-10,0.03921939432621002
2024-09-25_12-03-11,0.039396073669195175
2024-09-25_12-03-12,0.03944018483161926
2024-09-25_12-03-13,0.03917832300066948
2024-09-25_12-03-14,0.039098143577575684
2024-09-25_12-03-14,0.039098143577575684
2024-09-25_12-03-15,0.039175428450107574
2024-09-25_12-03-16,0.03922739252448082
2024-09-25_12-03-17,0.039039064198732376
2024-09-25_12-03-18,0.03922061622142792
2024-09-25_12-03-19,0.03922061622142792
2024-09-25_12-03-19,0.03907584771513939
2024-09-25_12-03-20,0.03942133113741875
2024-09-25_12-03-21,0.03940148279070854
2024-09-25_12-03-22,0.039302758872509
2024-09-25_12-03-23,0.039327625185251236
2024-09-25_12-03-23,0.039327625185251236
2024-09-25_12-03-24,0.039008729159832
2024-09-25_12-03-25,0.03892804682254791
2024-09-25_12-03-26,0.03886197879910469
2024-09-25_12-03-27,0.03881973400712013
2024-09-25_12-03-27,0.03881973400712013
2024-09-25_12-03-28,0.03901994228363037
2024-09-25_12-03-29,0.038925256580114365
2024-09-25_12-03-30,0.039163000881671906
2024-09-25_12-03-31,0.039091285318136215
2024-09-25_12-03-32,0.039091285318136215
2024-09-25_12-03-32,0.03893696144223213
2024-09-25_12-03-33,0.03909832239151001
2024-09-25_12-03-34,0.039210282266139984
2024-09-25_12-03-35,0.03926636278629303
2024-09-25_12-03-36,0.0393153578042984
2024-09-25_12-03-36,0.0393153578042984
2024-09-25_12-03-37,0.039188504219055176
2024-09-25_12-03-38,0.0392865426838398
2024-09-25_12-03-39,0.03906635940074921
2024-09-25_12-03-40,0.03922462835907936
2024-09-25_12-03-41,0.03922462835907936
2024-09-25_12-03-41,0.039354126900434494
2024-09-25_12-03-42,0.0393991656601429
2024-09-25_12-03-43,0.03936837241053581
2024-09-25_12-03-44,0.039152514189481735
2024-09-25_12-03-45,0.039128370583057404
2024-09-25_12-03-45,0.039128370583057404
2024-09-25_12-03-46,0.03913922980427742
2024-09-25_12-03-47,0.039035167545080185
2024-09-25_12-03-48,0.038969140499830246
2024-09-25_12-03-49,0.039166416972875595
2024-09-25_12-03-49,0.039166416972875595
2024-09-25_12-03-50,0.03920026868581772
2024-09-25_12-03-51,0.03889135271310806
2024-09-25_12-03-52,0.03869742155075073
2024-09-25_12-03-53,0.03906121104955673
2024-09-25_12-03-54,0.03906121104955673
2024-09-25_12-03-54,0.03892018273472786
2024-09-25_12-03-55,0.03907879814505577
2024-09-25_12-03-56,0.039103079587221146
2024-09-25_12-03-57,0.03908216953277588
2024-09-25_12-03-58,0.03902178630232811
2024-09-25_12-03-58,0.03902178630232811
2024-09-25_12-03-59,0.03922818973660469
2024-09-25_12-04-0,0.03912990540266037
2024-09-25_12-04-1,0.039194051176309586
2024-09-25_12-04-2,0.03917989879846573
2024-09-25_12-04-3,0.03917989879846573
2024-09-25_12-04-3,0.0388144887983799
2024-09-25_12-04-4,0.03906308114528656
2024-09-25_12-04-5,0.03910382091999054
2024-09-25_12-04-6,0.03896234557032585
2024-09-25_12-04-7,0.03929458186030388
2024-09-25_12-04-7,0.03929458186030388
2024-09-25_12-04-8,0.038976039737463
2024-09-25_12-04-9,0.038895200937986374
2024-09-25_12-04-10,0.039129193872213364
2024-09-25_12-04-11,0.038994673639535904
2024-09-25_12-04-11,0.038994673639535904
2024-09-25_12-04-12,0.03906865417957306
2024-09-25_12-04-13,0.039026547223329544
2024-09-25_12-04-14,0.03881918266415596
2024-09-25_12-04-15,0.03900519013404846
2024-09-25_12-04-16,0.03900519013404846
2024-09-25_12-04-16,0.03916895017027855
2024-09-25_12-04-17,0.03906450420618057
2024-09-25_12-04-18,0.03906623274087906
2024-09-25_12-04-19,0.03906664997339249
2024-09-25_12-04-20,0.03933235630393028
2024-09-25_12-04-20,0.03933235630393028
2024-09-25_12-04-21,0.039036791771650314
2024-09-25_12-04-22,0.039086297154426575
2024-09-25_12-04-23,0.0390237532556057
2024-09-25_12-04-24,0.038951534777879715
2024-09-25_12-04-25,0.038951534777879715
2024-09-25_12-04-25,0.03899030759930611
2024-09-25_12-04-26,0.0390387661755085
2024-09-25_12-04-27,0.03887976333498955
