fecha,Factor_Potencia
2024-09-25 10:00:01,1.0459100008010864
2024-09-25 10:00:02,1.0465359687805176
2024-09-25 10:00:03,1.0463390350341797
2024-09-25 10:00:04,1.0466139316558838
2024-09-25 10:00:04,1.0466139316558838
2024-09-25 10:00:05,1.0451669692993164
2024-09-25 10:00:06,1.045017957687378
2024-09-25 10:00:07,1.045867919921875
2024-09-25 10:00:08,1.045609951019287
2024-09-25 10:00:09,1.045609951019287
2024-09-25 10:00:09,1.046865940093994
2024-09-25 10:00:10,1.0476419925689695
2024-09-25 10:00:11,1.0475159883499146
2024-09-25 10:00:12,1.0461159944534302
2024-09-25 10:00:13,1.0461159944534302
2024-09-25 10:00:13,1.0469200611114502
2024-09-25 10:00:14,1.0461199283599854
2024-09-25 10:00:15,1.0453410148620603
2024-09-25 10:00:16,1.0449609756469729
2024-09-25 10:00:17,1.0444159507751465
2024-09-25 10:00:17,1.0444159507751465
2024-09-25 10:00:18,1.0458790063858032
2024-09-25 10:00:19,1.0466619729995728
2024-09-25 10:00:20,1.0473089218139648
2024-09-25 10:00:21,1.0470119714736938
2024-09-25 10:00:22,1.0470119714736938
2024-09-25 10:00:22,1.046746015548706
2024-09-25 10:00:23,1.0474860668182373
2024-09-25 10:00:24,1.0479600429534912
2024-09-25 10:00:25,1.0468900203704834
2024-09-25 10:00:26,1.0468900203704834
2024-09-25 10:00:26,1.047819972038269
2024-09-25 10:00:27,1.0476109981536863
2024-09-25 10:00:28,1.0474690198898315
2024-09-25 10:00:29,1.0473289489746094
2024-09-25 10:00:30,1.0472220182418823
2024-09-25 10:00:30,1.0472220182418823
2024-09-25 10:00:31,1.04750394821167
2024-09-25 10:00:32,1.0478639602661133
2024-09-25 10:00:33,1.047044038772583
2024-09-25 10:00:34,1.0476360321044922
2024-09-25 10:00:35,1.0476360321044922
2024-09-25 10:00:35,1.0474870204925537
2024-09-25 10:00:36,1.0473120212554932
2024-09-25 10:00:37,1.0458719730377195
2024-09-25 10:00:38,1.0463709831237793
2024-09-25 10:00:39,1.0463709831237793
2024-09-25 10:00:39,1.0461879968643188
2024-09-25 10:00:40,1.0449979305267334
2024-09-25 10:00:41,1.0437769889831543
2024-09-25 10:00:42,1.046118974685669
2024-09-25 10:00:43,1.0462279319763184
2024-09-25 10:00:43,1.0462279319763184
2024-09-25 10:00:44,1.044638991355896
2024-09-25 10:00:45,1.046149969100952
2024-09-25 10:00:46,1.0464880466461182
2024-09-25 10:00:47,1.0453240871429443
2024-09-25 10:00:48,1.0453240871429443
2024-09-25 10:00:48,1.047083020210266
2024-09-25 10:00:49,1.0464069843292236
2024-09-25 10:00:50,1.0468239784240725
2024-09-25 10:00:51,1.0466229915618896
2024-09-25 10:00:52,1.0466229915618896
2024-09-25 10:00:52,1.0458580255508425
2024-09-25 10:00:53,1.046483039855957
2024-09-25 10:00:54,1.044803023338318
2024-09-25 10:00:55,1.0445809364318848
2024-09-25 10:00:56,1.04441499710083
2024-09-25 10:00:56,1.04441499710083
2024-09-25 10:00:57,1.0442900657653809
2024-09-25 10:00:58,1.0439119338989258
2024-09-25 10:00:59,1.043381929397583
2024-09-25 10:01:00,1.043813943862915
2024-09-25 10:01:01,1.043813943862915
2024-09-25 10:01:01,1.0454199314117432
2024-09-25 10:01:02,1.0458080768585205
2024-09-25 10:01:03,1.046464920043945
2024-09-25 10:01:04,1.0452439785003662
2024-09-25 10:01:05,1.043933987617493
2024-09-25 10:01:05,1.043933987617493
2024-09-25 10:01:06,1.0437090396881104
2024-09-25 10:01:07,1.04448401927948
2024-09-25 10:01:08,1.0444090366363523
2024-09-25 10:01:09,1.0448899269104004
2024-09-25 10:01:09,1.0448899269104004
2024-09-25 10:01:10,1.0470449924468994
2024-09-25 10:01:11,1.0471420288085938
2024-09-25 10:01:12,1.0482630729675293
2024-09-25 10:01:13,1.0458450317382812
2024-09-25 10:01:14,1.0458450317382812
2024-09-25 10:01:14,1.0454570055007937
2024-09-25 10:01:15,1.043969988822937
2024-09-25 10:01:16,1.0467050075531006
2024-09-25 10:01:17,1.046612024307251
2024-09-25 10:01:18,1.0463769435882568
2024-09-25 10:01:18,1.0463769435882568
2024-09-25 10:01:19,1.0470249652862549
2024-09-25 10:01:20,1.046010971069336
2024-09-25 10:01:21,1.0448510646820068
2024-09-25 10:01:22,1.0444539785385132
2024-09-25 10:01:23,1.0444539785385132
2024-09-25 10:01:23,1.044924020767212
2024-09-25 10:01:24,1.0443220138549805
2024-09-25 10:01:25,1.04447603225708
2024-09-25 10:01:26,1.0437989234924316
2024-09-25 10:01:27,1.0437989234924316
2024-09-25 10:01:27,1.0438110828399658
2024-09-25 10:01:28,1.0432119369506836
2024-09-25 10:01:29,1.0437140464782717
2024-09-25 10:01:30,1.04380202293396
2024-09-25 10:01:31,1.0442769527435305
2024-09-25 10:01:31,1.0442769527435305
2024-09-25 10:01:32,1.045687913894653
2024-09-25 10:01:33,1.0454720258712769
2024-09-25 10:01:34,1.0453230142593384
2024-09-25 10:01:35,1.0447330474853516
2024-09-25 10:01:36,1.0447330474853516
2024-09-25 10:01:36,1.045746088027954
2024-09-25 10:01:37,1.0467180013656616
2024-09-25 10:01:38,1.0454580783843994
2024-09-25 10:01:39,1.0455000400543213
2024-09-25 10:01:40,1.0455970764160156
2024-09-25 10:01:40,1.0455970764160156
2024-09-25 10:01:41,1.0475270748138428
2024-09-25 10:01:42,1.0472559928894043
2024-09-25 10:01:43,1.0463640689849854
2024-09-25 10:01:44,1.0437999963760376
2024-09-25 10:01:45,1.0437999963760376
2024-09-25 10:01:45,1.0443179607391355
2024-09-25 10:01:46,1.0444159507751465
2024-09-25 10:01:47,1.0439629554748535
2024-09-25 10:01:48,1.0440380573272705
2024-09-25 10:01:49,1.043254017829895
2024-09-25 10:01:49,1.043254017829895
2024-09-25 10:01:50,1.0435969829559326
2024-09-25 10:01:51,1.0453479290008545
2024-09-25 10:01:52,1.0448980331420898
2024-09-25 10:01:53,1.0442309379577637
2024-09-25 10:01:54,1.0442309379577637
2024-09-25 10:01:54,1.0439640283584597
2024-09-25 10:01:55,1.0469520092010498
2024-09-25 10:01:56,1.0476770401000977
2024-09-25 10:01:57,1.0462039709091189
2024-09-25 10:01:58,1.0450350046157837
2024-09-25 10:01:58,1.0450350046157837
2024-09-25 10:01:59,1.0454570055007937
2024-09-25 10:02:00,1.04441499710083
2024-09-25 10:02:01,1.0445610284805298
2024-09-25 10:02:02,1.0431309938430786
2024-09-25 10:02:02,1.0431309938430786
2024-09-25 10:02:03,1.0444430112838743
2024-09-25 10:02:04,1.0449119806289673
2024-09-25 10:02:05,1.045714020729065
2024-09-25 10:02:06,1.0482020378112793
2024-09-25 10:02:07,1.0482020378112793
2024-09-25 10:02:07,1.0469080209732056
2024-09-25 10:02:08,1.0637680292129517
2024-09-25 10:02:09,1.5004000663757324
2024-09-25 10:02:10,1.508897066116333
2024-09-25 10:02:11,1.538262963294983
2024-09-25 10:02:11,1.538262963294983
2024-09-25 10:02:12,1.5351639986038208
2024-09-25 10:02:13,1.5412219762802124
2024-09-25 10:02:14,1.5360009670257568
2024-09-25 10:02:15,1.529873967170715
2024-09-25 10:02:16,1.529873967170715
2024-09-25 10:02:16,1.554587960243225
2024-09-25 10:02:17,1.1812200546264648
2024-09-25 10:02:18,1.1020870208740234
2024-09-25 10:02:19,0.8932260274887085
2024-09-25 10:02:20,0.8936750292778015
2024-09-25 10:02:20,0.8936750292778015
2024-09-25 10:02:21,0.8944550156593323
2024-09-25 10:02:22,0.8947550058364868
2024-09-25 10:02:23,0.895147979259491
2024-09-25 10:02:24,0.8954349756240845
2024-09-25 10:02:25,0.8954349756240845
2024-09-25 10:02:25,0.895799994468689
2024-09-25 10:02:26,0.8953930139541626
2024-09-25 10:02:27,0.895950973033905
2024-09-25 10:02:28,0.8961359858512878
2024-09-25 10:02:29,0.8965989947319031
2024-09-25 10:02:29,0.8965989947319031
2024-09-25 10:02:30,0.8968459963798523
2024-09-25 10:02:31,0.8971059918403625
2024-09-25 10:02:32,0.8974969983100891
2024-09-25 10:02:33,0.8977090120315552
2024-09-25 10:02:33,0.8977090120315552
2024-09-25 10:02:34,0.898002028465271
2024-09-25 10:02:35,0.8982539772987366
2024-09-25 10:02:36,0.8984599709510803
2024-09-25 10:02:37,0.8989480137825012
2024-09-25 10:02:38,0.8989480137825012
2024-09-25 10:02:38,0.8990709781646729
2024-09-25 10:02:39,0.899474024772644
2024-09-25 10:02:40,0.8996719717979431
2024-09-25 10:02:41,0.8994470238685608
2024-09-25 10:02:42,0.8994470238685608
2024-09-25 10:02:42,0.8994830250740051
2024-09-25 10:02:43,0.9000120162963867
2024-09-25 10:02:44,0.9003229737281799
2024-09-25 10:02:45,0.9010800123214722
2024-09-25 10:02:46,0.9015560150146484
2024-09-25 10:02:46,0.9015560150146484
2024-09-25 10:02:47,0.5743860006332397
2024-09-25 10:02:48,0.2597610056400299
2024-09-25 10:02:49,1.4973679780960083
2024-09-25 10:02:50,1.505012035369873
2024-09-25 10:02:51,1.505012035369873
2024-09-25 10:02:51,1.5010730028152466
2024-09-25 10:02:52,1.4996330738067627
2024-09-25 10:02:53,1.5201709270477295
2024-09-25 10:02:54,1.5096039772033691
2024-09-25 10:02:55,1.5096039772033691
2024-09-25 10:02:55,1.496885061264038
2024-09-25 10:02:56,1.533769965171814
2024-09-25 10:02:57,1.5617730617523191
2024-09-25 10:02:58,1.555999994277954
2024-09-25 10:02:59,1.5307879447937012
2024-09-25 10:02:59,1.5307879447937012
2024-09-25 10:03:00,1.5317000150680542
2024-09-25 10:03:01,1.540030002593994
2024-09-25 10:03:02,1.5081369876861572
2024-09-25 10:03:03,1.5044889450073242
2024-09-25 10:03:04,1.5044889450073242
2024-09-25 10:03:04,1.521103024482727
2024-09-25 10:03:05,1.5564650297164917
2024-09-25 10:03:06,1.560986042022705
2024-09-25 10:03:07,1.4968760013580322
2024-09-25 10:03:08,1.4968760013580322
2024-09-25 10:03:08,1.5030879974365234
2024-09-25 10:03:09,1.5177099704742432
2024-09-25 10:03:10,1.5383520126342771
2024-09-25 10:03:11,1.524590015411377
2024-09-25 10:03:12,1.4933480024337769
2024-09-25 10:03:12,1.4933480024337769
2024-09-25 10:03:13,1.496271014213562
2024-09-25 10:03:14,1.5046100616455078
2024-09-25 10:03:15,1.5030959844589231
2024-09-25 10:03:16,1.5101349353790283
2024-09-25 10:03:17,1.5101349353790283
2024-09-25 10:03:17,1.5053139925003052
2024-09-25 10:03:18,1.4958590269088743
2024-09-25 10:03:19,1.5039739608764648
2024-09-25 10:03:20,1.495537042617798
2024-09-25 10:03:21,1.4878820180892944
2024-09-25 10:03:21,1.4878820180892944
2024-09-25 10:03:22,1.5168020725250244
2024-09-25 10:03:23,1.4970009326934814
2024-09-25 10:03:24,1.5173990726470947
2024-09-25 10:03:25,1.49446702003479
2024-09-25 10:03:26,1.49446702003479
2024-09-25 10:03:26,1.4896869659423828
2024-09-25 10:03:27,1.5114949941635132
2024-09-25 10:03:28,1.5049669742584229
2024-09-25 10:03:29,1.514806032180786
2024-09-25 10:03:30,1.514806032180786
2024-09-25 10:03:30,1.50496506690979
2024-09-25 10:03:31,1.518671989440918
2024-09-25 10:03:32,1.5335370302200315
2024-09-25 10:03:33,1.5389750003814695
2024-09-25 10:03:34,1.5372729301452637
2024-09-25 10:03:34,1.5372729301452637
2024-09-25 10:03:35,1.5506550073623655
2024-09-25 10:03:36,1.5529240369796753
2024-09-25 10:03:37,1.557767033576965
2024-09-25 10:03:38,1.5163209438323977
2024-09-25 10:03:39,1.5163209438323977
2024-09-25 10:03:39,1.5128240585327148
2024-09-25 10:03:40,1.4944649934768677
2024-09-25 10:03:41,1.5222539901733398
2024-09-25 10:03:42,1.4919750690460205
2024-09-25 10:03:43,1.5127660036087036
2024-09-25 10:03:43,1.5127660036087036
2024-09-25 10:03:44,1.520761013031006
2024-09-25 10:03:45,1.5095549821853638
2024-09-25 10:03:46,1.5164940357208252
2024-09-25 10:03:47,1.5186940431594849
2024-09-25 10:03:48,1.5186940431594849
2024-09-25 10:03:48,1.5275590419769287
2024-09-25 10:03:49,1.5243229866027832
2024-09-25 10:03:50,1.508442997932434
2024-09-25 10:03:51,1.5137360095977783
2024-09-25 10:03:52,1.5137360095977783
2024-09-25 10:03:52,1.5137799978256226
2024-09-25 10:03:53,1.5524020195007324
2024-09-25 10:03:54,1.5031590461730957
2024-09-25 10:03:55,1.4857460260391235
2024-09-25 10:03:56,1.497164011001587
2024-09-25 10:03:56,1.497164011001587
2024-09-25 10:03:57,1.5088210105895996
2024-09-25 10:03:58,1.508944034576416
2024-09-25 10:03:59,1.5169060230255127
2024-09-25 10:04:00,1.506971001625061
2024-09-25 10:04:01,1.506971001625061
2024-09-25 10:04:01,1.5271339416503906
2024-09-25 10:04:02,1.5253950357437134
2024-09-25 10:04:03,1.5081449747085571
2024-09-25 10:04:04,1.522381067276001
2024-09-25 10:04:05,1.522381067276001
2024-09-25 10:04:05,1.5041069984436035
2024-09-25 10:04:06,1.494102954864502
2024-09-25 10:04:07,1.4936680793762207
2024-09-25 10:04:08,1.4915380477905271
2024-09-25 10:04:09,1.501191020011902
2024-09-25 10:04:09,1.501191020011902
2024-09-25 10:04:10,1.5158480405807495
2024-09-25 10:04:11,1.5002700090408323
2024-09-25 10:04:12,1.5208510160446167
2024-09-25 10:04:13,1.5545530319213867
2024-09-25 10:04:14,1.5545530319213867
2024-09-25 10:04:14,1.514621019363403
2024-09-25 10:04:15,1.4962420463562012
2024-09-25 10:04:16,1.4971349239349363
2024-09-25 10:04:17,1.5110039710998535
2024-09-25 10:04:18,1.5133930444717407
2024-09-25 10:04:18,1.5133930444717407
2024-09-25 10:04:19,1.4945039749145508
2024-09-25 10:04:20,1.5166109800338743
2024-09-25 10:04:21,1.5591700077056885
2024-09-25 10:04:22,1.5472609996795654
2024-09-25 10:04:22,1.5472609996795654
2024-09-25 10:04:23,1.5266059637069702
2024-09-25 10:04:24,1.527282953262329
2024-09-25 10:04:25,1.501215934753418
2024-09-25 10:04:26,1.5229840278625488
2024-09-25 10:04:27,1.5229840278625488
2024-09-25 10:04:27,1.5580559968948364
2024-09-25 10:04:28,1.514001965522766
2024-09-25 10:04:29,1.5097709894180298
2024-09-25 10:04:30,1.517156004905701
2024-09-25 10:04:31,1.5234040021896362
2024-09-25 10:04:31,1.5234040021896362
2024-09-25 10:04:32,1.5122339725494385
2024-09-25 10:04:33,1.507396936416626
2024-09-25 10:04:34,1.52142596244812
2024-09-25 10:04:35,1.502040982246399
2024-09-25 10:04:35,1.502040982246399
2024-09-25 10:04:36,1.501471996307373
2024-09-25 10:04:37,1.4904170036315918
2024-09-25 10:04:38,1.4999439716339111
