fecha,Corriente_linea1
2024-09-25_15-47-0,0.0608445741236209
2024-09-25_15-47-1,0.0590585507452487
2024-09-25_15-47-2,0.0596094988286495
2024-09-25_15-47-3,0.0592445395886898
2024-09-25_15-47-3,0.0588984824717044
2024-09-25_15-47-4,0.0588984824717044
2024-09-25_15-47-5,0.0596948154270648
2024-09-25_15-47-6,0.0585377626121044
2024-09-25_15-47-7,0.0586506985127925
2024-09-25_15-47-8,0.0604359544813632
2024-09-25_15-47-8,0.0604359544813632
2024-09-25_15-47-9,0.0573763400316238
2024-09-25_15-47-10,0.060147974640131
2024-09-25_15-47-11,0.0588272176682949
2024-09-25_15-47-12,0.0592659302055835
2024-09-25_15-47-12,0.0592044964432716
2024-09-25_15-47-13,0.0592044964432716
2024-09-25_15-47-14,0.0584496594965457
2024-09-25_15-47-15,0.059141494333744
2024-09-25_15-47-16,0.0588896870613098
2024-09-25_15-47-16,0.059090781956911
2024-09-25_15-47-17,0.059090781956911
2024-09-25_15-47-18,0.0593138933181762
2024-09-25_15-47-19,0.0586734414100647
2024-09-25_15-47-20,0.0566028207540512
2024-09-25_15-47-21,0.0554116889834404
2024-09-25_15-47-21,0.0554116889834404
2024-09-25_15-47-22,0.0565583929419517
2024-09-25_15-47-23,0.058953434228897
2024-09-25_15-47-24,0.059615783393383
2024-09-25_15-47-25,0.0608863718807697
2024-09-25_15-47-25,0.0602863989770412
2024-09-25_15-47-26,0.0602863989770412
2024-09-25_15-47-27,0.0597339123487472
2024-09-25_15-47-28,0.0599117502570152
2024-09-25_15-47-29,0.0602598376572132
2024-09-25_15-47-29,0.0604012086987495
2024-09-25_15-47-30,0.0604012086987495
2024-09-25_15-47-31,0.0587481148540973
2024-09-25_15-47-32,0.0596581362187862
2024-09-25_15-47-33,0.0561692714691162
2024-09-25_15-47-34,0.0568560808897018
2024-09-25_15-47-34,0.0568560808897018
2024-09-25_15-47-35,0.0596958249807357
2024-09-25_15-47-36,0.0586907006800174
2024-09-25_15-47-37,0.0594501309096813
2024-09-25_15-47-38,0.0592443011701107
2024-09-25_15-47-38,0.0585646405816078
2024-09-25_15-47-39,0.0585646405816078
2024-09-25_15-47-40,0.0554138459265232
2024-09-25_15-47-41,0.0559058412909507
2024-09-25_15-47-42,0.0597037151455879
2024-09-25_15-47-43,0.0495980344712734
2024-09-25_15-47-43,0.0495980344712734
2024-09-25_15-47-44,0.0496037825942039
2024-09-25_15-47-45,0.0507396571338176
2024-09-25_15-47-46,0.0520295798778533
2024-09-25_15-47-47,0.0514618009328842
2024-09-25_15-47-47,0.0530957020819187
2024-09-25_15-47-48,0.0530957020819187
2024-09-25_15-47-49,0.052105639129877
2024-09-25_15-47-50,0.0591145530343055
2024-09-25_15-47-51,0.0577185936272144
2024-09-25_15-47-51,0.0590644367039203
2024-09-25_15-47-52,0.0590644367039203
2024-09-25_15-47-53,0.060790367424488
2024-09-25_15-47-54,0.0597939454019069
2024-09-25_15-47-55,0.0583393387496471
2024-09-25_15-47-56,0.0587286874651908
2024-09-25_15-47-56,0.0587286874651908
2024-09-25_15-47-57,0.0587319433689117
2024-09-25_15-47-58,0.0603918433189392
2024-09-25_15-47-59,0.0598208345472812
2024-09-25_15-48-0,0.0594590306282043
2024-09-25_15-48-0,0.0595010034739971
2024-09-25_15-48-1,0.0595010034739971
2024-09-25_15-48-2,0.0605323053896427
2024-09-25_15-48-3,0.0598286874592304
2024-09-25_15-48-4,0.0587729848921299
