fecha,valor_corriente
2024-09-11_11-07-16,0.055674135684967
2024-09-11_11-07-17,0.0545114278793334
2024-09-11_11-07-18,0.0525681935250759
2024-09-11_11-07-19,0.0543120093643665
2024-09-11_11-07-20,0.0543120093643665
2024-09-11_11-07-21,0.0532318912446498
2024-09-11_11-07-22,0.0531878992915153
2024-09-11_11-07-23,0.0524810329079628
2024-09-11_11-07-24,0.0524810329079628
2024-09-11_11-07-25,0.0532829090952873
2024-09-11_11-07-26,0.0547029003500938
2024-09-11_11-07-27,0.0543774627149105
2024-09-11_11-07-28,0.0543774627149105
2024-09-11_11-07-29,0.0545411966741085
2024-09-11_11-07-30,0.0551590844988822
2024-09-11_11-07-31,0.0552132055163383
2024-09-11_11-07-32,0.0546316727995872
2024-09-11_11-07-33,0.0546316727995872
2024-09-11_11-07-34,0.0538342408835887
2024-09-11_11-07-35,0.0550681017339229
2024-09-11_11-07-36,0.0540190786123275
2024-09-11_11-07-37,0.0540190786123275
2024-09-11_11-07-38,0.0528936423361301
2024-09-11_11-07-39,0.0555115491151809
2024-09-11_11-07-40,0.0576475299894809
2024-09-11_11-07-41,0.0576475299894809
2024-09-11_11-07-42,0.0571953654289245
2024-09-11_11-07-43,0.0563352480530738
2024-09-11_11-07-44,0.0533985532820224
2024-09-11_11-07-45,0.0535372830927372
2024-09-11_11-07-46,0.0535372830927372
2024-09-11_11-07-47,0.0529175214469432
2024-09-11_11-07-48,0.0549191758036613
2024-09-11_11-07-49,0.0529883839190006
2024-09-11_11-07-50,0.0529883839190006
2024-09-11_11-07-51,0.055293969810009
2024-09-11_11-07-52,0.0542461611330509
2024-09-11_11-07-53,0.054479606449604
2024-09-11_11-07-54,0.054479606449604
2024-09-11_11-07-55,0.0551908127963542
2024-09-11_11-07-56,0.0561884082853794
2024-09-11_11-07-57,0.0569135434925556
2024-09-11_11-07-58,0.0540701337158679
2024-09-11_11-07-59,0.0540701337158679
2024-09-11_11-08-0,0.0538236387073993
2024-09-11_11-08-1,0.0537798069417476
2024-09-11_11-08-2,0.055515170097351
2024-09-11_11-08-3,0.055515170097351
2024-09-11_11-08-4,0.0538025386631488
2024-09-11_11-08-5,0.0555566735565662
2024-09-11_11-08-6,0.055469237267971
2024-09-11_11-08-7,0.0552499368786811
2024-09-11_11-08-8,0.0552499368786811
2024-09-11_11-08-9,0.0557587184011936
2024-09-11_11-08-10,0.0562718510627746
2024-09-11_11-08-11,0.0550840534269809
2024-09-11_11-08-12,0.0550840534269809
2024-09-11_11-08-13,0.0546830631792545
2024-09-11_11-08-14,0.0538337603211402
2024-09-11_11-08-15,0.0531980954110622
