fecha,Consumo_T,cafetera_Pred,esmeril_Pred,licuadora_Pred,microondas_Pred
2024-08-16_08-11-44,0.0703267306089401,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-11-46,0.0704665407538414,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-11-48,0.069948174059391,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-11-50,0.0709900110960006,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-11-52,0.0705267265439033,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-11-55,0.0690871104598045,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-11-57,0.070525012910366,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-11-59,0.0704742670059204,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-12-01,0.0708305612206459,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-12-03,0.0703663006424903,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-12-06,0.0704669579863548,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-12-08,0.0714440122246742,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-12-10,0.0695145651698112,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-12-12,0.0699009224772453,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-12-14,0.0695421025156974,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-12-17,0.0709528774023056,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-12-19,0.0703480169177055,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-12-21,0.0700213611125946,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-12-23,0.0703454613685607,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-12-25,0.0703616514801979,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-12-28,0.070884108543396,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-12-30,0.0699980184435844,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-12-32,0.0704871639609336,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-12-34,0.0713564381003379,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-12-36,0.0705547854304313,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-12-39,0.0700341388583183,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-12-41,0.0699396282434463,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-12-43,0.0704994276165962,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-12-45,0.0699164941906929,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-12-47,0.0704828649759292,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-12-50,0.0699611380696296,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-12-52,0.0704220458865165,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-12-54,0.0698770359158515,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-12-56,0.0704507455229759,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-12-58,0.0705457106232643,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-13-01,0.0699948519468307,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-13-03,0.0703345909714698,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-13-05,0.0699512213468551,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-13-07,0.0705009028315544,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-13-09,0.0695691481232643,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-13-12,0.0700007826089859,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-13-14,0.0699594691395759,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-13-16,0.0705236792564392,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-13-18,0.0694422647356987,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-13-20,0.0703268870711326,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-13-23,0.0699692964553833,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-13-25,0.0700580105185508,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-13-27,0.0703861638903617,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-13-29,0.0698251277208328,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-13-31,0.0710160881280899,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-13-34,0.0690475478768348,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-13-36,0.0708667859435081,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-13-38,0.0700021460652351,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-13-40,0.0700355768203735,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-13-42,0.0694116652011871,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-13-45,0.0700201317667961,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-13-47,0.0709575414657592,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-13-49,0.0700194090604782,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-13-51,0.0703506618738174,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-13-53,0.069939948618412,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-13-56,0.0699328109622001,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-13-58,0.0705407559871673,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-14-00,0.0693612247705459,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-14-02,0.0695283412933349,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-14-04,0.069983460009098,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-14-07,0.0709663406014442,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-14-09,0.0704914256930351,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-14-11,0.0699361860752105,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-14-13,7.795242309570312,7.743970670929996,0.0,0.0,0.0
2024-08-16_08-14-15,7.788166046142577,7.743970670929996,0.0,0.0,0.0
2024-08-16_08-14-18,7.733766555786133,7.726300515889986,0.0,0.0,0.0
2024-08-16_08-14-20,7.720058917999268,7.719913296490005,0.0,0.0,0.0
2024-08-16_08-14-22,7.726027011871338,7.724702505799987,0.0,0.0,0.0
2024-08-16_08-14-24,7.719668388366699,7.719668388366699,0.0,0.0,0.0
2024-08-16_08-14-26,7.6900086402893075,7.6900086402893075,0.0,0.0,0.0
2024-08-16_08-14-29,0.0708157047629356,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-14-31,0.0703555941581726,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-14-33,0.0699436217546463,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-14-35,0.0703556314110755,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-14-37,0.0690489709377288,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-14-40,0.0693380460143089,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-14-42,0.0693462491035461,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-14-44,0.0703891739249229,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-14-46,0.0699357688426971,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-14-48,0.0708784237504005,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-14-51,5.94802713394165,4.91073170155886,0.5734676630697171,0.0,0.46382776931307323
2024-08-16_08-14-53,9.016002655029297,0.05983210716033937,0.0,0.0,8.956170547868957
2024-08-16_08-14-55,9.59239387512207,0.06214828215016377,0.0,0.0,9.530245592971907
2024-08-16_08-14-57,10.075471878051758,0.06264632110221313,0.0,0.0,10.012825556949545
2024-08-16_08-14-59,10.269887924194336,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-15-02,10.130852699279783,0.06265517170068924,0.0,0.0,10.068197527579095
2024-08-16_08-15-04,10.084640502929688,0.0626723919999999,0.0,0.0,10.021845128900011
2024-08-16_08-15-06,10.275705337524414,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-15-08,10.32320499420166,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-15-10,10.151080131530762,0.06265491844056388,0.0,0.0,10.088425213090199
2024-08-16_08-15-13,10.52044677734375,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-15-15,10.695818901062012,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-15-17,10.83876895904541,0.019944903563341256,2.1465651387193287,0.0,8.67225891676274
2024-08-16_08-15-19,10.566095352172852,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-15-21,10.643940925598145,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-15-24,10.81660270690918,0.019904114451322324,2.142175220983147,0.0,8.65452337147471
2024-08-16_08-15-26,10.761795043945312,0.019803260419238338,2.131320831605769,0.0,8.610670951920303
2024-08-16_08-15-28,10.776481628417969,0.019830285860235265,2.1342294377726665,0.0,8.622421904785066
2024-08-16_08-15-30,10.772326469421388,0.01982263976631166,2.1334065288720714,0.0,8.619097300783004
2024-08-16_08-15-32,10.77435302734375,0.01982636892618948,2.1338078787489967,0.0,8.620718779668563
2024-08-16_08-15-35,10.001940727233888,0.06264013757323139,0.0,0.0,9.939300589660657
2024-08-16_08-15-37,10.704001426696776,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-15-39,10.689743041992188,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-15-41,10.654292106628418,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-15-43,10.642962455749512,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-15-46,10.630292892456056,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-15-48,10.591754913330078,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-15-50,10.581172943115234,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-15-52,10.5722074508667,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-15-54,10.584794998168944,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-15-57,10.567386627197266,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-15-59,10.525425910949709,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-16-01,10.530336380004885,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-16-03,10.52629852294922,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-16-05,10.51178741455078,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-16-08,10.44975757598877,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-16-10,10.451367378234863,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-16-12,10.445836067199709,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-16-14,10.406140327453612,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-16-16,10.381963729858398,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-16-19,10.39130401611328,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-16-21,10.34201717376709,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-16-23,10.337051391601562,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-16-25,10.328424453735352,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-16-27,10.336504936218262,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-16-30,10.281136512756348,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-16-32,10.266910552978516,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-16-34,10.254234313964844,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-16-36,10.253694534301758,0.0626723919999999,0.0,0.0,10.181940610800009
2024-08-16_08-16-38,10.202914237976074,6.423500095557053,0.0,0.0,3.7794141424190215
2024-08-16_08-16-41,10.1980562210083,6.4200594129783095,0.0,0.0,3.777996808029991
2024-08-16_08-16-43,10.085548400878906,0.06267122061634184,0.0,0.0,10.022877180262565
2024-08-16_08-16-45,10.079602241516112,0.06266699590952128,0.0,0.0,10.016935245606591
2024-08-16_08-16-47,10.02479076385498,0.0626723919999999,0.0,0.0,9.96134125703999
2024-08-16_08-16-49,9.96274185180664,0.06265665662394812,0.0,0.0,9.900085195182694
2024-08-16_08-16-52,7.5358967781066895,7.5358967781066895,0.0,0.0,0.0
2024-08-16_08-16-54,0.0700530186295509,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-16-56,0.0704376474022865,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-16-58,0.0724788010120391,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-17-00,0.0714027732610702,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-17-03,0.0694988816976547,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-17-05,0.0715152695775032,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-17-07,0.0709540918469429,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-17-09,0.0703541189432144,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-17-11,0.0688856840133667,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-17-14,0.0718327164649963,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-17-16,0.0714356899261474,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-17-18,0.0723183900117874,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-17-20,0.0714906007051467,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-17-22,0.068886399269104,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-17-25,0.07041896879673,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-17-27,0.0709402412176132,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-17-29,0.0723939388990402,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-17-31,0.072354145348072,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-17-33,0.0728404819965362,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-17-36,0.0704510286450386,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-17-38,0.0703637301921844,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-17-40,0.071871131658554,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-17-42,0.0720040649175643,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-17-44,0.0693962574005127,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-17-47,0.0698365271091461,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-17-49,0.0689797326922416,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-17-51,0.069877341389656,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-17-53,0.0694234147667884,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-17-55,0.0700002685189247,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-17-58,0.0719146132469177,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-18-00,0.0719907209277153,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-18-02,0.0727810710668563,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-18-04,0.0723837241530418,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-18-06,0.0719953179359436,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-18-09,0.0723723471164703,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-18-11,0.0727804899215698,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-18-13,0.0728024244308471,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-18-15,0.0714266076683998,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-18-17,0.0724705532193183,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-18-20,0.0718041956424713,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-18-22,0.072972871363163,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-18-24,0.072354607284069,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-18-26,0.0709309503436088,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-18-28,0.0714993998408317,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-18-31,0.0718160346150398,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-18-33,0.0709924548864364,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-18-35,0.071937970817089,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-18-37,0.0718638896942138,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-18-39,0.0717934221029281,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-18-42,0.071879968047142,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-18-44,0.0728080719709396,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-18-46,5.94794511795044,4.910663988598075,0.5734597556547449,0.0,0.4638213736976206
2024-08-16_08-18-48,7.72533655166626,7.7233161972499875,0.0,0.0,0.0
2024-08-16_08-18-50,7.694798469543457,7.692107815459998,0.0,0.0,0.0
2024-08-16_08-18-53,7.663532257080077,7.662925419869997,0.0,0.0,0.0
2024-08-16_08-18-55,7.666909217834473,7.666413721699999,0.0,0.0,0.0
2024-08-16_08-18-57,7.668562889099121,7.668562889099121,0.0,0.0,0.0
2024-08-16_08-18-59,7.632228374481201,7.632192649540006,0.0,0.0,0.0
2024-08-16_08-19-01,5.250710487365723,1.9104621398013388,2.032428847507515,0.0,1.307819500056868
2024-08-16_08-19-04,0.0727732330560684,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-19-06,0.0729749798774719,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-19-08,0.0725036412477493,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-19-10,0.0714960023760795,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-19-12,0.0723633542656898,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-19-15,0.0713097676634788,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-19-17,0.0715156868100166,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-19-19,0.0690260380506515,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-19-21,0.070346787571907,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-19-24,0.0705557465553283,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-19-26,0.0693775340914726,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-19-28,0.0724174007773399,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-19-30,0.0719169601798057,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-19-32,0.0729915648698806,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-19-35,0.0723830536007881,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-19-37,0.072758749127388,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-19-39,0.071495421230793,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-19-41,0.072454072535038,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-19-44,0.0718584954738617,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-19-46,0.0719379112124443,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-19-48,0.0718011409044265,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-19-50,0.072457805275917,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-19-53,0.0728402733802795,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-19-55,0.0719852522015571,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-19-57,0.0717850849032402,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-19-59,0.0729528591036796,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-20-01,0.0728191956877708,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-20-04,0.0715174525976181,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-20-06,0.0729071870446205,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-20-08,0.0724225267767906,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-20-10,0.0719197317957878,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-20-12,0.0718888789415359,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-20-33,0.0723470672965049,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-20-35,0.0718922093510627,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-20-37,0.0713979229331016,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-20-39,0.0714293494820594,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-20-42,0.0724177509546279,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-20-44,0.0714394673705101,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-20-46,0.0708980783820152,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-20-48,0.0718127414584159,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-20-51,0.0729369297623634,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-20-53,0.07232216745615,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-21-14,0.0717987567186355,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-21-16,0.0720064491033554,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-21-18,0.0723067745566368,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-21-20,0.0713906064629554,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-21-23,0.0724256113171577,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-21-25,0.0718840584158897,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-21-27,0.0714819878339767,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-21-29,0.0717908516526222,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-21-31,0.0723454877734184,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-21-34,0.0713218227028846,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-21-36,0.072281889617443,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-21-38,0.0714625865221023,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-21-40,0.0718392208218574,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-21-42,0.0719216540455818,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-21-45,0.0713183581829071,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-21-47,0.0718197450041771,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-21-49,0.072000041604042,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-21-51,0.0718984231352806,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-21-53,0.0714612081646919,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-21-56,0.0724375545978546,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-21-58,0.0718287900090217,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-22-00,0.072338119149208,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-22-02,0.0709289535880088,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-22-04,0.0727702677249908,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-22-07,0.0724227949976921,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-22-09,0.072456419467926,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-22-11,0.0724046304821968,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-22-13,0.0718833431601524,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-22-15,0.0719020515680313,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-22-18,0.0728441327810287,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-22-20,0.0723090320825576,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-22-22,0.0714748427271843,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-22-24,0.070984810590744,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-22-26,0.0717810690402984,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-22-29,0.0714712738990783,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-22-31,0.0718612223863601,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-22-33,0.0713873505592346,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-22-35,0.0719067379832267,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-22-37,0.0728749856352806,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-22-40,0.0714981332421302,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-22-42,0.0718107521533966,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-22-44,0.071475513279438,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-22-46,0.0719600915908813,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-22-48,0.0724777728319168,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-22-50,0.0717960074543953,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-22-53,0.0729632675647735,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-22-55,0.0690884813666343,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-22-57,0.0713028833270073,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-22-59,0.072275809943676,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-23-01,0.0703987702727317,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-23-04,0.0715222060680389,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-23-06,0.0718467980623245,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-23-08,0.0719901695847511,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-23-10,0.0705455541610717,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-23-12,0.071813590824604,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-23-15,0.0709714367985725,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-23-17,0.1264319270849228,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-23-19,0.0718500390648841,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-23-21,0.0717918574810028,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-23-23,0.0714410096406936,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-23-26,0.0720137730240821,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-23-28,0.070479579269886,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-23-30,0.0718404427170753,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-23-32,0.071791872382164,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-23-34,0.070805013179779,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-23-37,0.0714266970753669,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-23-39,0.0715136602520942,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-23-41,0.0709363371133804,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-23-43,0.0713608562946319,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-23-45,0.0693446174263954,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-23-48,0.0714304521679878,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-23-50,0.0708599686622619,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-23-52,0.0714126303791999,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-23-54,0.0715236291289329,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-23-56,0.0718396008014679,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-23-59,0.0704360157251358,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-24-01,0.069949522614479,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-24-03,0.0705183073878288,0.06355913089000004,0.0,0.0,0.0
