Consumo_T,cafetera,esmeril,licuadora,microondas
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
1.852959648,0.062672392,0,1.790287256,0
10.03353573,0.062672392,0,0,9.970863342
10.02996518,0.062672392,0,0,9.967292786
10.03275754,0.062672392,0,0,9.970085144
10.02462555,0.062672392,0,0,9.961953163
10.00631978,0.062672392,0,0,9.943647385
10.01350285,0.062672392,0,0,9.95083046
9.989481703,0.062672392,0,0,9.926809311
10.00109555,0.062672392,0,0,9.938423157
10.00884701,0.062672392,0,0,9.946174622
10.01504971,0.062672392,0,0,9.952377319
10.01361443,0.062672392,0,0,9.950942039
10.00847413,0.062672392,0,0,9.945801735
10.06845738,0.062672392,0,0,10.00578499
10.21466996,0.062672392,0,0,10.15199757
10.2383125,0.062672392,0,0,10.17564011
10.2383125,0.062672392,0,0,10.17564011
10.24776722,0.062672392,0,0,10.18509483
10.239352,0.062672392,0,0,10.17667961
10.22392632,0.062672392,0,0,10.16125393
10.22392632,0.062672392,0,0,10.16125393
10.20572354,0.062672392,0,0,10.14305115
10.18480183,0.062672392,0,0,10.12212944
10.16173817,0.062672392,0,0,10.09906578
10.13326622,0.062672392,0,0,10.07059383
10.13326622,0.062672392,0,0,10.07059383
10.15307499,0.062672392,0,0,10.0904026
10.1695831,0.062672392,0,0,10.10691071
10.16047741,0.062672392,0,0,10.09780502
10.15341069,0.062672392,0,0,10.0907383
10.15341069,0.062672392,0,0,10.0907383
10.13704373,0.062672392,0,0,10.07437134
10.12411,0.062672392,0,0,10.06143761
10.09202935,0.062672392,0,0,10.02935696
10.09202935,0.062672392,0,0,10.02935696
10.08173157,0.062672392,0,0,10.01905918
10.0878389,0.062672392,0,0,10.02516651
10.09692646,0.062672392,0,0,10.03425407
10.08405758,0.062672392,0,0,10.02138519
10.08405758,0.062672392,0,0,10.02138519
10.08658482,0.062672392,0,0,10.02391243
10.07959153,0.062672392,0,0,10.01691914
10.05580021,0.062672392,0,0,9.993127823
10.05580021,0.062672392,0,0,9.993127823
10.03999688,0.062672392,0,0,9.977324486
10.03159024,0.062672392,0,0,9.968917847
10.03225495,0.062672392,0,0,9.969582558
10.02217843,0.062672392,0,0,9.959506035
10.02217843,0.062672392,0,0,9.959506035
10.01974465,0.062672392,0,0,9.957072258
10.03150918,0.062672392,0,0,9.968836784
10.01011921,0.062672392,0,0,9.947446823
10.01011921,0.062672392,0,0,9.947446823
2.629976288,0.062672392,0,0,2.567303896
2.629976288,0.062672392,0,0,2.567303896
8.267802969,0.062672392,0,0,8.205130577
9.284881369,0.062672392,0,0,9.222208977
9.983195082,0.062672392,0,0,9.92052269
9.983195082,0.062672392,0,0,9.92052269
9.983066336,0.062672392,0,0,9.920393944
9.972802893,0.062672392,0,0,9.910130501
9.963085905,0.062672392,0,0,9.900413513
9.951298491,0.062672392,0,0,9.888626099
9.951298491,0.062672392,0,0,9.888626099
9.938898817,0.062672392,0,0,9.876226425
9.911492125,0.062672392,0,0,9.848819733
9.903121725,0.062672392,0,0,9.840449333
9.903121725,0.062672392,0,0,9.840449333
9.907195822,0.062672392,0,0,9.84452343
9.90897061,0.062672392,0,0,9.846298218
9.905246512,0.062672392,0,0,9.84257412
9.905246512,0.062672392,0,0,9.84257412
9.901194349,0.062672392,0,0,9.838521957
9.885264174,0.062672392,0,0,9.822591782
9.869430319,0.062672392,0,0,9.806757927
9.855014578,0.062672392,0,0,9.792342186
9.855014578,0.062672392,0,0,9.792342186
9.846066252,0.062672392,0,0,9.78339386
9.853074804,0.062672392,0,0,9.790402412
9.844857947,0.062672392,0,0,9.782185555
9.844857947,0.062672392,0,0,9.782185555
9.840663687,0.062672392,0,0,9.777991295
9.841918722,0.062672392,0,0,9.77924633
9.827102438,0.062672392,0,0,9.764430046
9.816533819,0.062672392,0,0,9.753861427
9.816533819,0.062672392,0,0,9.753861427
9.803546682,0.062672392,0,0,9.74087429
9.797495619,0.062672392,0,0,9.734823227
9.798548475,0.062672392,0,0,9.735876083
9.798548475,0.062672392,0,0,9.735876083
9.795150534,0.062672392,0,0,9.732478142
9.792071119,0.062672392,0,0,9.729398727
9.784403578,0.062672392,0,0,9.721731186
9.784403578,0.062672392,0,0,9.721731186
9.773458258,0.062672392,0,0,9.710785866
9.763862387,0.062672392,0,0,9.701189995
9.742975012,0.062672392,0,0,9.68030262
9.739528433,0.062672392,0,0,9.676856041
9.739528433,0.062672392,0,0,9.676856041
9.741203085,0.062672392,0,0,9.678530693
9.729841009,0.062672392,0,0,9.667168617
9.730414168,0.062672392,0,0,9.667741776
9.730414168,0.062672392,0,0,9.667741776
9.721615568,0.062672392,0,0,9.658943176
9.711650625,0.062672392,0,0,9.648978233
9.683701292,0.062672392,0,0,9.6210289
9.683701292,0.062672392,0,0,9.6210289
9.678957716,0.062672392,0,0,9.616285324
9.676744238,0.062672392,0,0,9.614071846
9.669478193,0.062672392,0,0,9.606805801
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
1.790287256,0,0,1.790287256,0
7.753286839,7.753286839,0,0,0
7.720315933,7.720315933,0,0,0
7.72351408,7.72351408,0,0,0
7.691499233,7.691499233,0,0,0
7.66880846,7.66880846,0,0,0
7.669552326,7.669552326,0,0,0
7.66328764,7.66328764,0,0,0
7.661974907,7.661974907,0,0,0
7.664696693,7.664696693,0,0,0
7.665446281,7.665446281,0,0,0
7.660460949,7.660460949,0,0,0
7.662645817,7.662645817,0,0,0
7.659947872,7.659947872,0,0,0
7.639184952,7.639184952,0,0,0
7.639661312,7.639661312,0,0,0
7.659203053,7.659203053,0,0,0
7.63940239,7.63940239,0,0,0
7.639437675,7.639437675,0,0,0
7.638264179,7.638264179,0,0,0
7.640530109,7.640530109,0,0,0
7.636428356,7.636428356,0,0,0
7.634448051,7.634448051,0,0,0
7.637554169,7.637554169,0,0,0
7.634511471,7.634511471,0,0,0
7.63883543,7.63883543,0,0,0
7.636042595,7.636042595,0,0,0
7.637436867,7.637436867,0,0,0
7.640163422,7.640163422,0,0,0
7.639782429,7.639782429,0,0,0
7.640560627,7.640560627,0,0,0
7.6581707,7.6581707,0,0,0
7.639261246,7.639261246,0,0,0
7.640505314,7.640505314,0,0,0
7.658139706,7.658139706,0,0,0
7.659432411,7.659432411,0,0,0
7.6614151,7.6614151,0,0,0
7.660439491,7.660439491,0,0,0
7.660965919,7.660965919,0,0,0
7.657046795,7.657046795,0,0,0
7.657166958,7.657166958,0,0,0
7.64039278,7.64039278,0,0,0
7.639217854,7.639217854,0,0,0
7.636888504,7.636888504,0,0,0
7.635228157,7.635228157,0,0,0
7.631156445,7.631156445,0,0,0
7.630833149,7.630833149,0,0,0
7.631333828,7.631333828,0,0,0
7.627509117,7.627509117,0,0,0
7.628839493,7.628839493,0,0,0
7.626259327,7.626259327,0,0,0
7.629044533,7.629044533,0,0,0
7.6336689,7.6336689,0,0,0
7.632548332,7.632548332,0,0,0
7.628551006,7.628551006,0,0,0
7.627297878,7.627297878,0,0,0
7.625395298,7.625395298,0,0,0
7.625660896,7.625660896,0,0,0
