Consumo_T,Corriente_R,Corriente_V
0.388469152,0.057530336,0.330938816
0.391504269,0.058175128,0.333329141
0.393830311,0.058175128,0.335655183
0.394489579,0.057268135,0.337221444
0.395394079,0.057695292,0.337698787
0.3958878,0.057952054,0.337935746
0.39526825,0.057332505,0.337935746
0.395960111,0.057332505,0.338627607
0.394688051,0.05677874,0.337909311
0.390999977,0.053133879,0.337866098
0.393131766,0.054401461,0.338730305
0.39587272,0.057142414,0.338730305
0.3967291,0.058346469,0.338382632
0.395658452,0.058346469,0.337311983
0.390321191,0.055500802,0.33482039
0.392774723,0.05838301,0.334391713
0.39481777,0.060426056,0.334391713
0.394909445,0.058537159,0.336372286
0.397232894,0.058537159,0.338695735
0.393862717,0.055778705,0.338084012
0.395554174,0.057961542,0.337592632
0.393857408,0.056490023,0.337367386
0.391152844,0.053785458,0.337367386
0.388644442,0.053785458,0.334858984
0.389891922,0.056503564,0.333388358
0.390497513,0.058950521,0.331546992
0.388994735,0.057693046,0.331301689
0.388827395,0.057525706,0.331301689
0.391312111,0.059711743,0.331600368
0.39191379,0.059711743,0.332202047
0.38639766,0.055792451,0.330605209
0.382522948,0.050797559,0.331725389
0.382182635,0.050457247,0.331725389
0.388279714,0.053790249,0.334489465
0.386695601,0.053790249,0.332905352
0.387772538,0.055612959,0.332159579
0.387197088,0.056283217,0.330913872
0.387906265,0.057643842,0.330262423
0.387027301,0.056764878,0.330262423
0.376118548,0.056764878,0.31935367
0.375518054,0.058159471,0.317358583
0.374702461,0.057081349,0.317621112
0.378006324,0.059700593,0.318305731
0.367568716,0.049262986,0.318305731
0.380168345,0.051344421,0.328823924
0.38313904,0.051344421,0.33179462
0.38272775,0.056211568,0.326516181
0.383672401,0.058772519,0.324899882
0.382791296,0.057891414,0.324899882
0.381607775,0.058854613,0.322753161
0.380098943,0.058854613,0.321244329
0.378297087,0.05575138,0.322545707
0.379562479,0.056251448,0.323311031
0.376194432,0.050998852,0.325195581
0.373945788,0.048750207,0.325195581
0.378484905,0.052318603,0.326166302
0.37990877,0.052318603,0.327590168
0.381282505,0.055428948,0.325853556
0.390841976,0.054062471,0.336779505
0.394707505,0.057928,0.336779505
0.392961197,0.053677402,0.339283794
0.391700082,0.053677402,0.338022679
0.389920387,0.054311816,0.335608572
0.391152646,0.051420178,0.339732468
0.393356554,0.05328276,0.340073794
0.394808639,0.054734845,0.340073794
0.393956888,0.054734845,0.339222044
0.395292349,0.057719894,0.337572455
0.392165445,0.05595883,0.336206615
0.395142883,0.057858974,0.337283909
0.395091161,0.057807252,0.337283909
0.393382002,0.058039922,0.335342079
0.396737535,0.058039922,0.338697612
0.396583408,0.058668822,0.337914586
0.395838704,0.056983288,0.338855416
0.39285972,0.054004304,0.338855416
0.386446707,0.048746638,0.337700069
0.386414699,0.048746638,0.337668061
0.386610929,0.049931172,0.336679757
0.389428481,0.05256097,0.336867511
0.383857582,0.047525648,0.336331934
0.384831838,0.048499905,0.336331934
0.380582772,0.048499905,0.332082868
0.387710042,0.056164242,0.3315458
0.393778652,0.061758429,0.332020223
0.38722625,0.054117974,0.333108276
0.382407151,0.049298875,0.333108276
0.379501723,0.04835733,0.331144392
0.382450514,0.04835733,0.334093183
0.380188711,0.053224184,0.326964527
0.386716809,0.061341073,0.325375736
0.377194941,0.051819205,0.325375736
0.379020747,0.055223819,0.323796928
0.381038364,0.055223819,0.325814545
0.380421564,0.055009916,0.325411648
0.375839628,0.049823977,0.326015651
4.731822103,4.402919769,0.328902334
4.221334547,3.892432213,0.328902334
4.222749233,3.892432213,0.33031702
1.170660883,0.835460663,0.33520022
1.143660873,0.806763649,0.336897224
1.142177165,0.804228127,0.337949038
1.139054418,0.80110538,0.337949038
1.139330506,0.801757753,0.337572753
1.139300048,0.801757753,0.337542295
1.136160702,0.799889565,0.336271137
1.132985711,0.799203098,0.333782613
1.131612122,0.797829509,0.333782613
1.133408725,0.799328625,0.3340801
1.134346515,0.799328625,0.33501789
1.132316858,0.800564229,0.331752628
1.137320697,0.800753534,0.336567163
1.136929095,0.800643086,0.336286008
1.137312055,0.801026046,0.336286008
1.133829206,0.801026046,0.33280316
1.134616137,0.802362502,0.332253635
1.136268854,0.802473307,0.333795547
1.133616984,0.801986217,0.331630766
1.134633183,0.803002417,0.331630766
1.133313954,0.802644551,0.330669403
1.134016961,0.802644551,0.33137241
1.131424606,0.8033005,0.328124106
1.132773906,0.804638445,0.328135461
1.131031722,0.802896261,0.328135461
1.132964194,0.804129183,0.328835011
1.133264363,0.804129183,0.32913518
1.135208666,0.80391103,0.331297636
1.137486041,0.804346204,0.333139837
1.137565255,0.803389072,0.334176183
1.139637172,0.805460989,0.334176183
1.142644554,0.805460989,0.337183565
1.140372783,0.805429518,0.334943265
1.140797079,0.805152714,0.335644364
1.140082985,0.805300057,0.334782928
1.140801042,0.806018114,0.334782928
1.14263916,0.806827128,0.335812032
1.14232415,0.806827128,0.335497022
1.141169369,0.805848837,0.335320532
1.141065121,0.805385351,0.33567977
1.142296433,0.806616664,0.33567977
1.140111029,0.80624187,0.333869159
1.141563535,0.80624187,0.335321665
1.143941164,0.806760728,0.337180436
1.140812725,0.80628413,0.334528595
1.141390622,0.806613803,0.334776819
1.140665531,0.805888712,0.334776819
1.139305294,0.806234896,0.333070397
1.13969925,0.806234896,0.333464354
1.140512526,0.806953192,0.333559334
1.139577299,0.806079745,0.333497554
1.14005366,0.806556106,0.333497554
1.136362582,0.803868651,0.332493931
1.137082368,0.803868651,0.333213717
1.136861056,0.80346024,0.333400816
1.14063257,0.803422868,0.337209702
1.137943566,0.802580416,0.33536315
1.139484227,0.804121077,0.33536315
1.140057296,0.804121077,0.335936219
1.139411002,0.802157879,0.337253124
1.13653335,0.800915539,0.33561781
1.136247993,0.800683677,0.335564315
1.136967063,0.801402748,0.335564315
1.135156274,0.800580621,0.334575653
1.13667956,0.800580621,0.336098939
1.135934412,0.799873769,0.336060643
1.134587049,0.799584389,0.335002661
1.133114845,0.798179328,0.334935516
1.132751733,0.797816217,0.334935516
1.132635832,0.797816217,0.334819615
1.133767307,0.796803951,0.336963356
1.132507801,0.796887457,0.335620344
1.128792554,0.795784056,0.333008498
1.12854287,0.795534372,0.333008498
1.130141318,0.794183791,0.335957527
1.129195511,0.794183791,0.335011721
1.12949723,0.795113027,0.334384203
1.130471796,0.794563115,0.335908681
1.130605191,0.79469651,0.335908681
1.129828304,0.792880237,0.336948067
1.13083002,0.792880237,0.337949783
1.128214478,0.793505967,0.334708512
1.129064053,0.794075191,0.334988862
1.130782872,0.793878615,0.336904258
1.1279203,0.791016042,0.336904258
1.124547362,0.791016042,0.33353132
1.119926721,0.790230095,0.329696625
1.118869752,0.791833818,0.327035934
1.116488546,0.790583491,0.325905055
1.115619034,0.789713979,0.325905055
1.113667369,0.78819418,0.325473189
1.114370108,0.78819418,0.326175928
1.115837395,0.789580584,0.326256812
1.112237751,0.786699295,0.325538456
1.113998711,0.788460255,0.325538456
1.113021523,0.787542462,0.32547906
1.119223595,0.787542462,0.331681132
1.12396884,0.78814131,0.335827529
1.121587038,0.78668201,0.334905028
1.122657537,0.786847532,0.335810006
1.12232089,0.786510885,0.335810006
1.123032779,0.786032021,0.337000757
1.122850537,0.786032021,0.336818516
1.123726159,0.786272347,0.337453812
1.123746067,0.786167324,0.337578744
1.122924119,0.785345376,0.337578744
1.122420222,0.784956753,0.337463468
1.123075306,0.784956753,0.338118553
1.121767879,0.784457207,0.337310672
1.122299403,0.784486949,0.337812454
1.121616751,0.783804297,0.337812454
1.12109971,0.784110427,0.336989284
1.120923877,0.784110427,0.33681345
1.120525688,0.783396661,0.337129027
1.120393842,0.784120321,0.336273521
1.121949881,0.784453392,0.337496489
1.120485753,0.782989264,0.337496489
1.11763972,0.782151461,0.33548826
1.117503881,0.782151461,0.335352421
1.117759526,0.781239808,0.336519718
1.119644552,0.782586575,0.337057978
1.118624955,0.781566978,0.337057978
1.116422713,0.781032622,0.335390091
1.118724436,0.781032622,0.337691814
1.119837254,0.780961514,0.338875741
1.117876887,0.779559255,0.338317633
1.119202971,0.780885339,0.338317633
1.119295686,0.780509293,0.338786393
1.121092141,0.782657743,0.338434398
1.121624082,0.782657743,0.33896634
1.11814785,0.781010568,0.337137282
1.116775632,0.77818042,0.338595212
1.117729723,0.779134512,0.338595212
1.116663009,0.778232634,0.338430375
1.116702497,0.778232634,0.338469863
1.11161831,0.779792905,0.331825405
1.104767323,0.77998966,0.324777663
1.105483651,0.780705988,0.324777663
1.104235172,0.779841542,0.32439363
1.106401354,0.779841542,0.326559812
1.107258052,0.780593097,0.326664954
1.107427597,0.779845417,0.327582181
1.106473207,0.778891027,0.327582181
1.106826305,0.778749883,0.328076422
1.107399464,0.778553545,0.328845918
1.107881963,0.778553545,0.329328418
1.109535247,0.778127849,0.331407398
1.095237732,0.777622879,0.317614853
1.097828269,0.780213416,0.317614853
1.09652254,0.778121948,0.318400592
1.09778595,0.778121948,0.319664001
1.098671287,0.778898597,0.319772691
1.098177135,0.777688205,0.32048893
1.098686218,0.778197289,0.32048893
1.100229472,0.778974891,0.321254581
1.098875552,0.778974891,0.319900662
1.098043442,0.778156638,0.319886804
1.097662359,0.777662694,0.319999665
1.098464757,0.778465092,0.319999665
1.097611904,0.777505994,0.32010591
1.100646764,0.778316975,0.322329789
1.102209717,0.778316975,0.323892742
1.099619687,0.776808441,0.322811246
1.098838925,0.776925504,0.321913421
1.09859401,0.776680589,0.321913421
1.0964095,0.776111007,0.320298493
1.096260101,0.776111007,0.320149094
1.106862396,0.775712073,0.331150323
1.111738682,0.776211202,0.33552748
1.112148166,0.776620686,0.33552748
1.108752757,0.775818348,0.332934409
1.107571989,0.775818348,0.331753641
1.108412832,0.776536882,0.33187595
1.109421819,0.776973128,0.332448691
1.108096987,0.77743715,0.330659837
1.10690853,0.776248693,0.330659837
1.108311176,0.777435362,0.330875814
1.107776612,0.777435362,0.33034125
1.108315319,0.776792824,0.331522495
1.108272016,0.776456594,0.331815422
1.107369959,0.775554538,0.331815422
1.105187267,0.774867475,0.330319792
1.104356885,0.774867475,0.32948941
1.103908628,0.774629354,0.329279274
1.102840334,0.774676621,0.328163713
1.103552908,0.775389194,0.328163713
1.102586836,0.77392447,0.328662366
1.102631629,0.77392447,0.328707159
1.104176551,0.775786817,0.328389734
1.102059126,0.774564743,0.327494383
1.103020072,0.775501072,0.327519
1.102401733,0.774882734,0.327519
1.102460325,0.774337053,0.328123271
1.101534098,0.774337053,0.327197045
1.102381855,0.774098098,0.328283757
1.104074121,0.774720967,0.329353154
1.10252738,0.773174226,0.329353154
1.102329761,0.77306807,0.32926169
1.100966573,0.77306807,0.327898502
1.101987302,0.77324903,0.328738272
1.103529245,0.774476945,0.329052299
1.102790922,0.773738623,0.329052299
1.101310849,0.771844327,0.329466522
1.101864368,0.771844327,0.33002004
1.104719818,0.77358675,0.331133068
1.105335146,0.77488637,0.330448776
1.105058312,0.775166988,0.329891324
1.103291035,0.773399711,0.329891324
1.104899853,0.774326146,0.330573708
1.106896669,0.774326146,0.332570523
1.106743783,0.772372186,0.334371597
1.106458724,0.77280283,0.333655894
1.106489301,0.772833407,0.333655894
1.103678793,0.772368848,0.331309944
1.105957389,0.772368848,0.333588541
1.100564748,0.770274282,0.330290467
1.101389676,0.769940972,0.331448704
1.102144092,0.770695388,0.331448704
1.101055533,0.771048784,0.330006748
1.099050403,0.771048784,0.328001618
1.098960638,0.771459937,0.327500701
1.103330106,0.772693455,0.33063665
1.108236164,0.773234546,0.335001618
1.108626097,0.77362448,0.335001618
1.110503942,0.7742818,0.336222142
1.113008916,0.7742818,0.338727117
1.111171514,0.773450434,0.33772108
1.111397177,0.773916364,0.337480813
1.111441642,0.773960829,0.337480813
1.111109048,0.772960603,0.338148445
1.109178334,0.772960603,0.336217731
1.10558024,0.773247123,0.332333118
1.102743089,0.772929609,0.32981348
1.102909029,0.773095548,0.32981348
1.103921771,0.77275157,0.331170201
1.102879435,0.77275157,0.330127865
1.102151155,0.772222161,0.329928994
1.103853822,0.772087872,0.33176595
1.105607301,0.772246003,0.333361298
1.104824096,0.771462798,0.333361298
1.107273638,0.769743264,0.337530375
1.10708496,0.769743264,0.337341696
1.101308763,0.77071178,0.330596983
1.102108389,0.770457506,0.331650883
1.101845711,0.770194829,0.331650883
1.109244674,0.770859599,0.338385075
1.109098494,0.770859599,0.338238895
1.108980268,0.769945443,0.339034826
1.108828902,0.76988852,0.338940382
1.110149652,0.770807266,0.339342386
1.109875947,0.770533562,0.339342386
1.108478248,0.771125317,0.337352931
1.102448821,0.771125317,0.331323504
1.101163596,0.768895388,0.332268208
1.108137548,0.771008492,0.337129056
1.107224703,0.770095646,0.337129056
1.109904319,0.771524906,0.338379413
1.111146808,0.771524906,0.339621902
1.110781491,0.771949828,0.338831663
