Time Bucket (America/Costa_Rica),UTeM CIER Sala Mestros-Mains_A (kWatts),UTeM CIER Sala Mestros-Mains_B (kWatts),UTeM CIER Sala Mestros-Mains_C (kWatts),UTeM CIER Sala Mestros-Air Conditioner-AC Sala Maestros 1 (kWatts),UTeM CIER Sala Mestros-Air Conditioner-AC Direccion 1 (kWatts),UTeM CIER Sala Mestros-Air Conditioner-AC Rack (kWatts),UTeM CIER Sala Mestros-Air Conditioner-AC Aula Medios (kWatts),UTeM CIER Sala Mestros-Sub Panel-Tab Secundario L1 (kWatts),UTeM CIER Sala Mestros-Sub Panel-Tab Secundario L2 (kWatts),UTeM CIER Sala Mestros-Sub Panel-Tab Secundario L3 (kWatts),UTeM CIER Sala Mestros-Air Conditioner-AC Sala Maestros 2 (kWatts),UTeM CIER Sala Mestros-Air Conditioner-AC Direccion 2 (kWatts),UTeM CIER Sala Mestros-Air Conditioner-AC Sala Juntas (kWatts),UTeM CIER Sala Mestros-Air Conditioner-AC Cubiculos (kWatts),UTeM CIER Sala Mestros-Other-Circuit_12 (kWatts),UTeM CIER Sala Mestros-Other-Circuit_13 (kWatts),UTeM CIER Sala Mestros-Other-Circuit_14 (kWatts),UTeM CIER Sala Mestros-Other-Circuit_15 (kWatts),UTeM CIER Sala Mestros-Other-Circuit_16 (kWatts)
09/11/2024 12:45:29,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:45:30,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:45:31,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:45:32,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:45:33,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:45:34,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:45:35,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:45:36,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:45:37,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:45:38,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:45:39,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:45:40,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:45:41,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:45:42,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:45:43,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:45:44,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:45:45,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:45:46,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:45:47,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:45:48,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:45:49,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:45:50,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:45:51,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:45:52,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:45:53,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:45:54,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:45:55,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:45:56,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:45:57,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:45:58,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:45:59,4.4525,3.7113,1.2011,4.1465,0.0185,0.3733,0.0116,0.7274,0.6418,0.2098,2.6392,0.5763,0.1029,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:00,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:01,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:02,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:03,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:04,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:05,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:06,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:07,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:08,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:09,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:10,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:11,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:12,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:13,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:14,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:15,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:16,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:17,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:18,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:19,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:20,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:21,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:22,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:23,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:24,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:25,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:26,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:27,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:28,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:29,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:30,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:31,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:32,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:33,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:34,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:35,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:36,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:37,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:38,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:39,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:40,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:41,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:42,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:43,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:44,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:45,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:46,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:47,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:48,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:49,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:50,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:51,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:52,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:53,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:54,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:55,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:56,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:57,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:58,2.9637,2.2792,1.2027,1.1747,0.0198,0.3725,0.0112,0.7298,0.6415,0.2093,2.6282,0.5774,0.1035,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:46:59,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:00,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:01,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:02,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:03,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:04,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:05,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:06,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:07,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:08,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:09,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:10,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:11,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:12,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:13,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:14,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:15,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:16,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:17,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:18,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:19,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:20,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:21,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:22,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:23,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:24,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:25,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:26,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:27,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:28,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:29,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:30,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:31,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:32,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:33,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:34,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:35,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:36,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
09/11/2024 12:47:37,2.5651,1.8974,1.2057,0.3722,0.0205,0.3737,0.0100,0.7315,0.6429,0.2095,2.6326,0.5786,0.1032,0.0000,No CT,No CT,No CT,No CT,No CT
