fecha,Potencia_activa_Total
2024-09-25_10-00-57.7,0.0374275185167789
2024-09-25_10-00-58.5,0.0373215898871421
2024-09-25_10-00-59.3,0.037384383380413
2024-09-25_10-01-00.2,0.0374052375555038
2024-09-25_10-01-01,0.0374052375555038
2024-09-25_10-01-01.8,0.0377806387841701
2024-09-25_10-01-02.6,0.037927933037281
2024-09-25_10-01-03.4,0.0380663909018039
2024-09-25_10-01-04.2,0.0379614979028701
2024-09-25_10-01-05,0.0379614979028701
2024-09-25_10-01-05.9,0.0375586748123168
2024-09-25_10-01-06.7,0.0375228822231292
2024-09-25_10-01-07.5,0.0373676605522632
2024-09-25_10-01-08.3,0.0372700840234756
2024-09-25_10-01-09.1,0.0376395396888256
2024-09-25_10-01-09.9,0.0376395396888256
2024-09-25_10-01-10.7,0.0379729866981506
2024-09-25_10-01-11.5,0.0381191335618495
2024-09-25_10-01-12.4,0.0382537767291069
2024-09-25_10-01-13.2,0.0379010550677776
2024-09-25_10-01-14,0.0379010550677776
2024-09-25_10-01-14.8,0.0376328080892562
2024-09-25_10-01-15.6,0.037711102515459
2024-09-25_10-01-16.4,0.0380601473152637
2024-09-25_10-01-17.2,0.0381730683147907
2024-09-25_10-01-18.1,0.0381712652742862
2024-09-25_10-01-18.9,0.0381712652742862
2024-09-25_10-01-19.7,0.038149245083332
2024-09-25_10-01-20.5,0.0379682295024395
2024-09-25_10-01-21.3,0.0374892242252826
2024-09-25_10-01-22.1,0.0372605770826339
2024-09-25_10-01-22.9,0.0372605770826339
2024-09-25_10-01-23.8,0.0373999699950218
2024-09-25_10-01-24.6,0.0374377481639385
2024-09-25_10-01-25.4,0.037437979131937
2024-09-25_10-01-26.2,0.0375140123069286
2024-09-25_10-01-27,0.0375140123069286
2024-09-25_10-01-27.8,0.0375287160277366
2024-09-25_10-01-28.6,0.0376525409519672
2024-09-25_10-01-29.4,0.0376791469752788
2024-09-25_10-01-30.3,0.0375499129295349
2024-09-25_10-01-31.1,0.0376521944999694
2024-09-25_10-01-31.9,0.0376521944999694
2024-09-25_10-01-32.7,0.0376805737614631
2024-09-25_10-01-33.5,0.0374731719493866
2024-09-25_10-01-34.3,0.0373129807412624
2024-09-25_10-01-35.2,0.0377864502370357
2024-09-25_10-01-36,0.0377864502370357
2024-09-25_10-01-36.8,0.0380268320441246
2024-09-25_10-01-37.6,0.0382020063698291
2024-09-25_10-01-38.4,0.0382864214479923
2024-09-25_10-01-39.2,0.0385527126491069
2024-09-25_10-01-40.1,0.0383109487593174
2024-09-25_10-01-40.9,0.0383109487593174
2024-09-25_10-01-41.7,0.0384297035634517
2024-09-25_10-01-42.5,0.0382943153381347
2024-09-25_10-01-43.3,0.0382211841642856
2024-09-25_10-01-44.1,0.0377117581665515
2024-09-25_10-01-45,0.0377117581665515
2024-09-25_10-01-45.8,0.0375768803060054
2024-09-25_10-01-46.6,0.0378068760037422
2024-09-25_10-01-47.4,0.0378475859761238
2024-09-25_10-01-48.2,0.0373866595327854
2024-09-25_10-01-49,0.0375782251358032
2024-09-25_10-01-49.8,0.0375782251358032
2024-09-25_10-01-50.7,0.0379648096859455
2024-09-25_10-01-51.5,0.0382208079099655
2024-09-25_10-01-52.3,0.0382295809686183
2024-09-25_10-01-53.1,0.0375213809311389
2024-09-25_10-01-53.9,0.0375213809311389
2024-09-25_10-01-54.7,0.0376878716051578
2024-09-25_10-01-55.6,0.0381313562393188
2024-09-25_10-01-56.4,0.0381722562015056
2024-09-25_10-01-57.2,0.038073755800724
2024-09-25_10-01-58,0.038073755800724
2024-09-25_10-01-58.8,0.0374384075403213
2024-09-25_10-01-59.6,0.0378058068454265
2024-09-25_10-02-00.5,0.0372929088771343
2024-09-25_10-02-01.3,0.037626463919878
2024-09-25_10-02-02.1,0.0375547707080841
2024-09-25_10-02-02.9,0.0375547707080841
2024-09-25_10-02-03.7,0.0374179258942604
2024-09-25_10-02-04.5,0.0378777161240577
2024-09-25_10-02-05.3,0.0380955040454864
2024-09-25_10-02-06.2,0.038037721067667
2024-09-25_10-02-07,0.038037721067667
2024-09-25_10-02-07.8,0.0379629246890544
2024-09-25_10-02-08.6,0.036857571452856
2024-09-25_10-02-09.4,0.0035347722005099
2024-09-25_10-02-10.2,0.0034490362741053
2024-09-25_10-02-11.1,0.0033473989460617
2024-09-25_10-02-11.9,0.0033473989460617
2024-09-25_10-02-12.7,0.0034624319523572
2024-09-25_10-02-13.5,0.0033868153113871
2024-09-25_10-02-14.4,0.0033699693158268
2024-09-25_10-02-15.2,0.0034164660610258
2024-09-25_10-02-16,0.0034164660610258
2024-09-25_10-02-16.8,0.0032021505758166
2024-09-25_10-02-17.6,0.3030909299850464
2024-09-25_10-02-18.4,0.3686169385910034
2024-09-25_10-02-19.2,0.3658567070960998
2024-09-25_10-02-20.1,0.3649172484874725
2024-09-25_10-02-20.9,0.3649172484874725
2024-09-25_10-02-21.7,0.3645816147327423
2024-09-25_10-02-22.5,0.3635703027248382
2024-09-25_10-02-23.3,0.3627026081085205
2024-09-25_10-02-24.1,0.3619365394115448
2024-09-25_10-02-24.9,0.3619365394115448
2024-09-25_10-02-25.8,0.360961377620697
2024-09-25_10-02-26.6,0.3595558404922485
2024-09-25_10-02-27.4,0.3593897521495819
2024-09-25_10-02-28.2,0.3586093187332153
2024-09-25_10-02-29,0.3586093187332153
2024-09-25_10-02-29.8,0.3582541048526764
2024-09-25_10-02-30.6,0.3577189743518829
2024-09-25_10-02-31.4,0.3567300736904144
2024-09-25_10-02-32.3,0.3566104471683502
2024-09-25_10-02-33.1,0.3559930920600891
2024-09-25_10-02-33.9,0.3559930920600891
2024-09-25_10-02-34.7,0.3548678159713745
2024-09-25_10-02-35.5,0.3549023568630218
2024-09-25_10-02-36.3,0.354841023683548
2024-09-25_10-02-37.1,0.354713886976242
2024-09-25_10-02-38,0.354713886976242
2024-09-25_10-02-38.8,0.3544405698776245
2024-09-25_10-02-39.6,0.3541186153888702
2024-09-25_10-02-40.4,0.3529707789421081
2024-09-25_10-02-41.2,0.3520080745220184
2024-09-25_10-02-42,0.3520080745220184
2024-09-25_10-02-42.8,0.3510207235813141
2024-09-25_10-02-43.6,0.3511749505996704
2024-09-25_10-02-44.5,0.3505785465240478
2024-09-25_10-02-45.3,0.3502442538738251
2024-09-25_10-02-46.1,0.3502268493175506
2024-09-25_10-02-46.9,0.3502268493175506
2024-09-25_10-02-47.7,0.1444601714611053
2024-09-25_10-02-48.5,0.0018229858251288
2024-09-25_10-02-49.3,0.003611444029957
2024-09-25_10-02-50.1,0.0035059468355029
2024-09-25_10-02-51,0.0035059468355029
2024-09-25_10-02-51.8,0.0035407403483986
2024-09-25_10-02-52.6,0.0036248313263058
2024-09-25_10-02-53.4,0.0034802495501935
2024-09-25_10-02-54.2,0.0034974627196788
2024-09-25_10-02-55,0.0034974627196788
2024-09-25_10-02-55.8,0.0033314898610115
2024-09-25_10-02-56.7,0.0028412146493792
2024-09-25_10-02-57.5,0.0027421475388109
2024-09-25_10-02-58.3,0.0027641241904348
2024-09-25_10-02-59.1,0.0029519742820411
2024-09-25_10-02-59.9,0.0029519742820411
2024-09-25_10-03-00.7,0.0029562267009168
2024-09-25_10-03-01.5,0.0028688083402812
2024-09-25_10-03-02.3,0.0032679908908903
2024-09-25_10-03-03.1,0.0031829238869249
2024-09-25_10-03-04,0.0031829238869249
2024-09-25_10-03-04.8,0.0030281920917332
2024-09-25_10-03-05.6,0.0026917767245322
2024-09-25_10-03-06.4,0.0026554786600172
2024-09-25_10-03-07.2,0.0034298123791813
2024-09-25_10-03-08,0.0034298123791813
2024-09-25_10-03-08.8,0.0035733587574213
2024-09-25_10-03-09.6,0.00341128394939
2024-09-25_10-03-10.5,0.0030498774722218
2024-09-25_10-03-11.3,0.0031163317617028
2024-09-25_10-03-12.1,0.0032891286537051
2024-09-25_10-03-12.9,0.0032891286537051
2024-09-25_10-03-13.7,0.0036906311288475
2024-09-25_10-03-14.5,0.0035616650711745
2024-09-25_10-03-15.3,0.0033772194292396
2024-09-25_10-03-16.1,0.0032759772147983
2024-09-25_10-03-17,0.0032759772147983
2024-09-25_10-03-17.8,0.003420331981033
2024-09-25_10-03-18.6,0.0036077836994081
2024-09-25_10-03-19.4,0.0034922221675515
2024-09-25_10-03-20.2,0.0034464022610336
2024-09-25_10-03-21,0.0034464022610336
2024-09-25_10-03-21.9,0.0034747754689306
2024-09-25_10-03-22.7,0.0034631735179573
2024-09-25_10-03-23.5,0.0033438922837376
2024-09-25_10-03-24.3,0.0032304821070283
2024-09-25_10-03-25.1,0.0036004842258989
2024-09-25_10-03-25.9,0.0036004842258989
2024-09-25_10-03-26.7,0.0036222743801772
2024-09-25_10-03-27.6,0.0033041161950677
2024-09-25_10-03-28.4,0.0032154647633433
2024-09-25_10-03-29.2,0.0032311547547578
2024-09-25_10-03-30,0.0032311547547578
2024-09-25_10-03-30.8,0.0033511992078274
2024-09-25_10-03-31.6,0.0031375451944768
2024-09-25_10-03-32.5,0.0028546154499053
2024-09-25_10-03-33.3,0.0028831760864704
2024-09-25_10-03-34.1,0.0028872652910649
2024-09-25_10-03-34.9,0.0028872652910649
2024-09-25_10-03-35.7,0.0028250790201127
2024-09-25_10-03-36.5,0.0027597802691161
2024-09-25_10-03-37.3,0.0026771023403853
2024-09-25_10-03-38.2,0.0030612908303737
2024-09-25_10-03-39,0.0030612908303737
2024-09-25_10-03-39.8,0.0032918096985667
2024-09-25_10-03-40.6,0.0034236954525113
2024-09-25_10-03-41.4,0.0030677849426865
2024-09-25_10-03-42.2,0.0035360737238079
2024-09-25_10-03-43,0.0035360737238079
2024-09-25_10-03-43.9,0.003577449824661
2024-09-25_10-03-44.7,0.0033857536036521
2024-09-25_10-03-45.5,0.0034440301824361
2024-09-25_10-03-46.3,0.0035108907613903
2024-09-25_10-03-47.1,0.0034854309633374
2024-09-25_10-03-47.9,0.0034854309633374
2024-09-25_10-03-48.7,0.0031105254311114
2024-09-25_10-03-49.6,0.0029782175552099
2024-09-25_10-03-50.4,0.0031898689921945
2024-09-25_10-03-51.2,0.0031630874145776
2024-09-25_10-03-52,0.0031630874145776
2024-09-25_10-03-52.8,0.0033012651838362
2024-09-25_10-03-53.6,0.0027970715891569
2024-09-25_10-03-54.4,0.0032431606668978
2024-09-25_10-03-55.3,0.0036964742466807
2024-09-25_10-03-56.1,0.0034923574421554
2024-09-25_10-03-56.9,0.0034923574421554
2024-09-25_10-03-57.7,0.0033541910815984
2024-09-25_10-03-58.5,0.0036606541834771
2024-09-25_10-03-59.3,0.0035569656174629
2024-09-25_10-04-00.2,0.0036154568661004
2024-09-25_10-04-01,0.0036154568661004
2024-09-25_10-04-01.8,0.0035027074627578
2024-09-25_10-04-02.6,0.0034748609177768
2024-09-25_10-04-03.4,0.0035665701143443
2024-09-25_10-04-04.2,0.0034104040823876
2024-09-25_10-04-05,0.0034104040823876
2024-09-25_10-04-05.9,0.0035049861762672
2024-09-25_10-04-06.7,0.0034862260799854
2024-09-25_10-04-07.5,0.0035263339523226
2024-09-25_10-04-08.3,0.0035676788538694
2024-09-25_10-04-09.1,0.0036098558921366
2024-09-25_10-04-09.9,0.0036098558921366
2024-09-25_10-04-10.7,0.0034877276048064
2024-09-25_10-04-11.5,0.0033933841623365
2024-09-25_10-04-12.4,0.0030294947791844
2024-09-25_10-04-13.2,0.0027530526276677
2024-09-25_10-04-14,0.0027530526276677
2024-09-25_10-04-14.8,0.003143694717437
2024-09-25_10-04-15.6,0.0034032817929983
2024-09-25_10-04-16.4,0.0034652375616133
2024-09-25_10-04-17.2,0.0035823988728225
2024-09-25_10-04-18.1,0.0035823988728225
2024-09-25_10-04-18.9,0.0034772979561239
2024-09-25_10-04-19.7,0.0035560361575335
2024-09-25_10-04-20.5,0.0033929045312106
2024-09-25_10-04-21.3,0.0026759603060781
2024-09-25_10-04-22.1,0.0027870517224073
2024-09-25_10-04-22.9,0.0027870517224073
2024-09-25_10-04-23.7,0.0029978074599057
2024-09-25_10-04-24.5,0.0029907596763223
2024-09-25_10-04-25.3,0.0033912945073097
2024-09-25_10-04-26.2,0.0030275173485279
2024-09-25_10-04-27,0.0030275173485279
2024-09-25_10-04-27.8,0.0027226752135902
2024-09-25_10-04-28.6,0.0031749852932989
2024-09-25_10-04-29.4,0.0032048223074525
2024-09-25_10-04-30.2,0.0033282821532338
2024-09-25_10-04-31,0.0033282821532338
2024-09-25_10-04-31.8,0.0032139841932803
2024-09-25_10-04-32.7,0.003334772773087
2024-09-25_10-04-33.5,0.0034734287764877
2024-09-25_10-04-34.3,0.0030600775498896
2024-09-25_10-04-35.1,0.0034881487954407
2024-09-25_10-04-35.9,0.0034881487954407
2024-09-25_10-04-36.7,0.0032926127314567
2024-09-25_10-04-37.5,0.0033755847252905
2024-09-25_10-04-38.3,0.0033655038569122
2024-09-25_10-04-39.2,0.0034123789519071
2024-09-25_10-04-40,0.0034123789519071
2024-09-25_10-04-40.8,0.0035767355002462
2024-09-25_10-04-41.6,0.0035903064999729
2024-09-25_10-04-42.4,0.0034937779419124
2024-09-25_10-04-43.2,0.0034997770562767
2024-09-25_10-04-44,0.0034997770562767
2024-09-25_10-04-44.9,0.0035182277206331
2024-09-25_10-04-45.7,0.0034381493460386
2024-09-25_10-04-46.5,0.003406512318179
2024-09-25_10-04-47.3,0.003145253052935
2024-09-25_10-04-48.1,0.0028175401967018
2024-09-25_10-04-48.9,0.0028175401967018
2024-09-25_10-04-49.8,0.002897067926824
2024-09-25_10-04-50.6,0.0030366783030331
2024-09-25_10-04-51.4,0.0029406996909528
2024-09-25_10-04-52.2,0.0029011564329266
2024-09-25_10-04-53,0.0029011564329266
2024-09-25_10-04-53.8,0.0027951570227742
2024-09-25_10-04-54.6,0.0028920210897922
2024-09-25_10-04-55.5,0.002726150676608
2024-09-25_10-04-56.3,0.0029025124385952
2024-09-25_10-04-57.1,0.0024980818852782
2024-09-25_10-04-57.9,0.0024980818852782
2024-09-25_10-04-58.7,0.0025757332332432
2024-09-25_10-04-59.5,0.0027559981681406
2024-09-25_10-05-00.4,0.0025649857707321
2024-09-25_10-05-01.2,0.0032415585592389
2024-09-25_10-05-02,0.0032415585592389
2024-09-25_10-05-02.8,0.0037053714040666
2024-09-25_10-05-03.6,0.003337193513289
2024-09-25_10-05-04.4,0.0035521197132766
2024-09-25_10-05-05.2,0.0036902637220919
2024-09-25_10-05-06.1,0.0032243449240922
2024-09-25_10-05-06.9,0.0032243449240922
2024-09-25_10-05-07.7,0.0036053084768354
2024-09-25_10-05-08.5,0.0034333756193518
2024-09-25_10-05-09.3,0.0034503452479839
2024-09-25_10-05-10.2,0.0036365501582622
2024-09-25_10-05-11,0.0036365501582622
2024-09-25_10-05-11.8,0.0037692042533308
2024-09-25_10-05-12.6,0.0037083739880472
2024-09-25_10-05-13.4,0.0037499654572457
2024-09-25_10-05-14.2,0.0036385213024914
2024-09-25_10-05-15.1,0.0036385213024914
2024-09-25_10-05-15.9,0.0035672984085977
2024-09-25_10-05-16.7,0.0035465222317725
2024-09-25_10-05-17.5,0.003344785887748
2024-09-25_10-05-18.3,0.0033803468104451
2024-09-25_10-05-19.1,0.0034159061033278
2024-09-25_10-05-19.9,0.0034159061033278
2024-09-25_10-05-20.8,0.0036152771208435
2024-09-25_10-05-21.6,0.0036381117533892
2024-09-25_10-05-22.4,0.0034147470723837
2024-09-25_10-05-23.2,0.0034376974217593
2024-09-25_10-05-24,0.0034376974217593
2024-09-25_10-05-24.8,0.0033613159321248
2024-09-25_10-05-25.6,0.0035656169056892
2024-09-25_10-05-26.4,0.0035587658639997
2024-09-25_10-05-27.3,0.0034672983456403
2024-09-25_10-05-28.1,0.0035036995541304
2024-09-25_10-05-28.9,0.0035036995541304
2024-09-25_10-05-29.7,0.0035052706953138
2024-09-25_10-05-30.5,0.003153049852699
2024-09-25_10-05-31.3,0.0033433351200073
2024-09-25_10-05-32.2,0.0034181540831923
2024-09-25_10-05-33,0.0034181540831923
2024-09-25_10-05-33.8,0.0034671239554882
2024-09-25_10-05-34.6,0.0035719799343496
2024-09-25_10-05-35.4,0.0032169013284146
2024-09-25_10-05-36.2,0.0034859923180192
2024-09-25_10-05-37,0.0034859923180192
2024-09-25_10-05-37.9,0.0035057254135608
2024-09-25_10-05-38.7,0.0035226412583142
2024-09-25_10-05-39.5,0.0034349914640188
2024-09-25_10-05-40.3,0.0034432024694979
2024-09-25_10-05-41.1,0.0034070266410708
2024-09-25_10-05-41.9,0.0034070266410708
2024-09-25_10-05-42.7,0.0034005306661128
2024-09-25_10-05-43.5,0.0034599343780428
2024-09-25_10-05-44.4,0.0034174432512372
2024-09-25_10-05-45.2,0.0034100695047527
2024-09-25_10-05-46,0.0034100695047527
2024-09-25_10-05-46.8,0.0032437953632324
2024-09-25_10-05-47.6,0.0031482642516493
2024-09-25_10-05-48.4,0.0033235810697078
2024-09-25_10-05-49.2,0.0033657557796686
2024-09-25_10-05-50,0.0033657557796686
2024-09-25_10-05-50.9,0.0032842988148331
2024-09-25_10-05-51.7,0.0033099236898124
2024-09-25_10-05-52.5,0.003543812315911
2024-09-25_10-05-53.3,0.0033172394614666
2024-09-25_10-05-54.1,0.003122174879536
2024-09-25_10-05-54.9,0.003122174879536
2024-09-25_10-05-55.7,0.0033700282219797
2024-09-25_10-05-56.5,0.0034616363700479
2024-09-25_10-05-57.3,0.0033592607360333
2024-09-25_10-05-58.2,0.003466417081654
2024-09-25_10-05-59,0.003466417081654
2024-09-25_10-05-59.8,0.0037067194934934
2024-09-25_10-06-00.6,0.0035213818773627
2024-09-25_10-06-01.4,0.0034834286198019
2024-09-25_10-06-02.2,0.0036467027384787
2024-09-25_10-06-03,0.0036467027384787
2024-09-25_10-06-03.9,0.0034479610621929
2024-09-25_10-06-04.7,0.0031314147636294
2024-09-25_10-06-05.5,0.0030299872159957
2024-09-25_10-06-06.3,0.0032893365714699
2024-09-25_10-06-07.1,0.0035306862555444
2024-09-25_10-06-07.9,0.0035306862555444
2024-09-25_10-06-08.7,0.0034347942564636
2024-09-25_10-06-09.6,0.0035362693015486
2024-09-25_10-06-10.4,0.0034606787376105
2024-09-25_10-06-11.2,0.0035919197835028
2024-09-25_10-06-12,0.0035919197835028
2024-09-25_10-06-12.8,0.0034974459558725
2024-09-25_10-06-13.6,0.0035561549011617
2024-09-25_10-06-14.5,0.0029319252353161
2024-09-25_10-06-15.3,0.0031245276331901
2024-09-25_10-06-16.1,0.0034295436926186
2024-09-25_10-06-16.9,0.0034295436926186
2024-09-25_10-06-17.7,0.003649728372693
2024-09-25_10-06-18.5,0.00358163472265
2024-09-25_10-06-19.3,0.003594730515033
2024-09-25_10-06-20.2,0.0033712699078023
2024-09-25_10-06-21,0.0033712699078023
2024-09-25_10-06-21.8,0.003510893555358
2024-09-25_10-06-22.6,0.0030920410063117
2024-09-25_10-06-23.4,0.002714698202908
2024-09-25_10-06-24.2,0.0031928534153848
2024-09-25_10-06-25.1,0.0031928534153848
2024-09-25_10-06-25.9,0.0035106870345771
2024-09-25_10-06-26.7,0.0034050345420837
2024-09-25_10-06-27.5,0.0036794780753552
2024-09-25_10-06-28.3,0.0032654693350195
2024-09-25_10-06-29.1,0.0032920155208557
2024-09-25_10-06-29.9,0.0032920155208557
2024-09-25_10-06-30.8,0.0031183690298348
2024-09-25_10-06-31.6,0.0033444305881857
2024-09-25_10-06-32.4,0.0033367180731147
2024-09-25_10-06-33.2,0.0034593131858855
2024-09-25_10-06-34,0.0034593131858855
2024-09-25_10-06-34.8,0.003297513583675
2024-09-25_10-06-35.6,0.0034951837733387
2024-09-25_10-06-36.4,0.0034206984564661
2024-09-25_10-06-37.3,0.0035043498501181
2024-09-25_10-06-38.1,0.0035681477747857
2024-09-25_10-06-38.9,0.0035681477747857
2024-09-25_10-06-39.7,0.0035604899749159
2024-09-25_10-06-40.5,0.0033468164037913
2024-09-25_10-06-41.3,0.0027956708800047
2024-09-25_10-06-42.1,0.00292294844985
2024-09-25_10-06-42.9,0.00292294844985
2024-09-25_10-06-43.8,0.0032264138571918
2024-09-25_10-06-44.6,0.0026069039013236
2024-09-25_10-06-45.4,0.002838512416929
2024-09-25_10-06-46.2,0.00352075509727
2024-09-25_10-06-47,0.00352075509727
2024-09-25_10-06-47.8,0.0037795649841427
2024-09-25_10-06-48.6,0.0033578018192201
2024-09-25_10-06-49.4,0.002791566774249
2024-09-25_10-06-50.3,0.0029113953933119
2024-09-25_10-06-51.1,0.003381676506251
2024-09-25_10-06-51.9,0.003381676506251
2024-09-25_10-06-52.7,0.0037048035301268
2024-09-25_10-06-53.5,0.0031438088044524
2024-09-25_10-06-54.3,0.0034142239019274
2024-09-25_10-06-55.1,0.0034418434370309
2024-09-25_10-06-55.9,0.0034418434370309
2024-09-25_10-06-56.7,0.0028967610560357
2024-09-25_10-06-57.6,0.3592338860034942
2024-09-25_10-06-58.4,0.3833666443824768
2024-09-25_10-06-59.2,0.0708982422947883
2024-09-25_10-07-00,0.0708982422947883
2024-09-25_10-07-00.8,0.0668472647666931
2024-09-25_10-07-01.6,0.0673127099871635
2024-09-25_10-07-02.4,0.0668323561549186
2024-09-25_10-07-03.2,0.0666829347610473
2024-09-25_10-07-04.1,0.0665735006332397
2024-09-25_10-07-04.9,0.0665735006332397
2024-09-25_10-07-05.7,0.0664062201976776
2024-09-25_10-07-06.5,0.0661409571766853
2024-09-25_10-07-07.3,0.0663321688771247
2024-09-25_10-07-08.1,0.0664680004119873
2024-09-25_10-07-08.9,0.0664680004119873
2024-09-25_10-07-09.7,0.0666755512356758
2024-09-25_10-07-10.6,0.0666309744119644
2024-09-25_10-07-11.4,0.0666859373450279
2024-09-25_10-07-12.2,0.0667931661009788
2024-09-25_10-07-13,0.0667931661009788
2024-09-25_10-07-13.8,0.0668998807668685
2024-09-25_10-07-14.6,0.066873088479042
2024-09-25_10-07-15.4,0.0669139102101326
2024-09-25_10-07-16.2,0.0669683441519737
2024-09-25_10-07-17,0.0671461820602417
2024-09-25_10-07-17.9,0.0671461820602417
2024-09-25_10-07-18.7,0.0672293752431869
2024-09-25_10-07-19.5,0.0672136098146438
2024-09-25_10-07-20.3,0.0671603754162788
2024-09-25_10-07-21.1,0.0672146528959274
2024-09-25_10-07-21.9,0.0672146528959274
2024-09-25_10-07-22.7,0.0672684907913208
2024-09-25_10-07-23.5,0.0671675875782966
2024-09-25_10-07-24.4,0.0676081404089927
2024-09-25_10-07-25.2,0.0677396953105926
2024-09-25_10-07-26,0.0677396953105926
2024-09-25_10-07-26.8,0.0676061287522316
2024-09-25_10-07-27.6,0.067555733025074
2024-09-25_10-07-28.4,0.0678422152996063
2024-09-25_10-07-29.2,0.0678953528404235
2024-09-25_10-07-30,0.0678417533636093
2024-09-25_10-07-30.9,0.0678417533636093
2024-09-25_10-07-31.7,0.0678652077913284
2024-09-25_10-07-32.5,0.0679240822792053
2024-09-25_10-07-33.3,0.0678921267390251
2024-09-25_10-07-34.1,0.067956767976284
2024-09-25_10-07-34.9,0.067956767976284
2024-09-25_10-07-35.8,0.0680100545287132
2024-09-25_10-07-36.6,0.0679745897650718
2024-09-25_10-07-37.4,0.0679635480046272
2024-09-25_10-07-38.2,0.0679024085402488
2024-09-25_10-07-39,0.0679648742079734
2024-09-25_10-07-39.8,0.0679648742079734
2024-09-25_10-07-40.7,0.0678495615720748
2024-09-25_10-07-41.5,0.0677858293056488
2024-09-25_10-07-42.3,0.0672082751989364
2024-09-25_10-07-43.1,0.0670646205544471
2024-09-25_10-07-43.9,0.0670646205544471
2024-09-25_10-07-44.7,0.0670525506138801
2024-09-25_10-07-45.5,0.0669810995459556
2024-09-25_10-07-46.3,0.0671690851449966
2024-09-25_10-07-47.2,0.0667936503887176
2024-09-25_10-07-48,0.0667936503887176
2024-09-25_10-07-48.8,0.0666071251034736
2024-09-25_10-07-49.6,0.0665623694658279
2024-09-25_10-07-50.4,0.0664739161729812
2024-09-25_10-07-51.2,0.0664031282067298
2024-09-25_10-07-52.1,0.0662578120827674
2024-09-25_10-07-52.9,0.0662578120827674
2024-09-25_10-07-53.7,0.0660387501120567
2024-09-25_10-07-54.5,0.065868467092514
2024-09-25_10-07-55.3,0.0658636018633842
2024-09-25_10-07-56.1,0.0656597837805748
2024-09-25_10-07-56.9,0.0656597837805748
2024-09-25_10-07-57.8,0.0657165423035621
2024-09-25_10-07-58.6,0.06551044434309
2024-09-25_10-07-59.4,0.0653865709900856
