Time Bucket (America/Costa_Rica),UTEM CIER DAVID-Mains_A (kWhs),UTEM CIER DAVID-Mains_B (kWhs),UTEM CIER DAVID-Mains_C (kWhs),UTEM CIER DAVID-Air Conditioner-AC fotovoltaica 1 (kWhs),UTEM CIER DAVID-Air Conditioner-AC fotovoltaica 2 (kWhs),UTEM CIER DAVID-Air Conditioner-AC Aula Magna  (kWhs),UTEM CIER DAVID-Air Conditioner-AC Aula Magna (kWhs),UTEM CIER DAVID-Sub Panel-Tab Secundario L1 (kWhs),UTEM CIER DAVID-Sub Panel-Tab Secundario L2 (kWhs),UTEM CIER DAVID-Sub Panel-Tab Secundario L3 (kWhs),UTEM CIER DAVID-Sub Panel-Tablero Secundario2 L1 (kWhs),UTEM CIER DAVID-Sub Panel-Tablero Secundario2 L2 (kWhs),UTEM CIER DAVID-Sub Panel-Tablero Secundario2 L3 (kWhs),UTEM CIER DAVID-Solar/Generation-Inversor (kWhs),UTEM CIER DAVID-Room/Multi-use Circuit-Contactos David (kWhs),UTEM CIER DAVID-Lights-Alumbrado (kWhs),UTEM CIER DAVID-Lights-Alumbrado Fotovoltaico (kWhs),UTEM CIER DAVID-Other-Circuit_15 (kWhs),UTEM CIER DAVID-Other-Circuit_16 (kWhs)
09/26/2024 00:00:00,0.2273,0.0057,0.0259,0.0171,0.008,0.0126,0.0145,0.0577,0.0263,0.0085,0.1901,0.0,0.0041,-0.0,0.0184,0.1733,0.0,0,0
09/26/2024 01:00:00,0.2278,0.0056,0.0259,0.0172,0.0082,0.0126,0.0147,0.0581,0.0265,0.0085,0.1904,0.0,0.004,-0.0,0.0186,0.1749,0.0,0,0
09/26/2024 02:00:00,0.2279,0.0057,0.0259,0.0173,0.0083,0.0127,0.0147,0.0584,0.0267,0.0086,0.1903,0.0,0.004,-0.0,0.0188,0.1737,0.0,0,0
09/26/2024 03:00:00,0.2284,0.0058,0.0259,0.0174,0.0083,0.0128,0.0148,0.0585,0.0268,0.0086,0.1907,0.0,0.004,-0.0,0.0189,0.1757,0.0,0,0
09/26/2024 04:00:00,0.2287,0.0059,0.0259,0.0174,0.0084,0.0128,0.0149,0.059,0.0269,0.0086,0.1906,0.0,0.004,-0.0,0.019,0.1743,0.0,0,0
09/26/2024 05:00:00,0.2172,0.0059,0.026,0.0174,0.0085,0.0128,0.015,0.0486,0.027,0.0087,0.1908,0.0,0.0043,-0.0,0.0191,0.1758,0.0,0,0
09/26/2024 06:00:00,0.1547,0.0059,0.026,0.0173,0.0086,0.0129,0.0151,0.0325,0.027,0.0087,0.1482,0.0,0.0044,-0.0,0.0189,0.1317,0.0,0,0
09/26/2024 07:00:00,1.0403,1.2408,1.7707,0.0167,0.0077,2.0675,2.4719,0.0323,0.0269,0.0085,0.0189,0.0,0.0048,-0.0,0.0184,0.0000,0.0,0,0
09/26/2024 08:00:00,1.2906,1.5416,2.2158,0.0149,0.0063,2.5729,3.0705,0.029,0.0242,0.0076,0.0166,0.0,0.0218,-0.0,0.0161,0.0003,0.0,0,0
09/26/2024 09:00:00,1.3743,1.6467,2.4429,0.0153,0.0068,2.7446,3.2793,0.03,0.0251,0.0079,0.017,0.0,0.0769,-0.0,0.0163,0.0000,0.0,0,0
09/26/2024 10:00:00,2.558,2.3188,2.9888,0.8268,0.8695,2.9094,3.4434,0.0311,0.0277,0.0083,0.3116,0.1901,0.0759,-0.0,0.0389,0.0002,0.2702,0,0
09/26/2024 11:00:00,4.6879,3.299,3.6818,2.4353,2.5546,2.7886,3.2803,0.0295,0.0262,0.0083,0.885,0.4577,0.0338,-0.0,0.1286,0.0072,0.7505,0,0
09/26/2024 12:00:00,4.359,2.9872,3.0618,2.4785,2.602,2.0806,2.4548,0.0302,0.0235,0.0084,0.8692,0.5459,0.0122,-0.0,0.1129,0.0072,0.7505,0,0
09/26/2024 13:00:00,3.4486,1.7679,1.3453,2.6042,2.7497,0.0119,0.0148,0.0314,0.0261,0.0088,0.8297,0.4981,0.0033,-0.0,0.1162,0.0072,0.7076,0,0
09/26/2024 14:00:00,2.4409,1.8105,2.2957,1.5763,1.6578,1.7204,2.0372,0.0315,0.026,0.0082,0.0223,0.0244,0.003,-0.0,0.022,0.0072,0.0,0,0
09/26/2024 15:00:00,0.7225,0.8649,1.259,0.0165,0.0078,1.433,1.7186,0.0311,0.0244,0.0083,0.0207,0.0,0.0023,-0.0,0.0204,0.0072,0.0,0,0
09/26/2024 16:00:00,3.7494,1.4354,1.8553,2.0579,2.1556,1.6004,0.015,0.0316,0.0244,0.0089,0.8973,0.43,0.0056,-0.0,0.2562,0.0072,0.6362,0,0
09/26/2024 17:00:00,3.3791,1.7438,1.2827,2.5104,2.6319,0.0121,0.0149,0.032,0.0251,0.0089,0.8597,0.518,0.0025,-0.0,0.0706,0.0072,0.7854,0,0
09/26/2024 18:00:00,3.2872,1.6963,1.2516,2.4378,2.5641,0.0122,0.0147,0.0487,0.0262,0.0087,0.8201,0.508,0.0025,-0.0,0.0345,0.0072,0.7728,0,0
09/26/2024 19:00:00,3.2112,1.5748,1.1127,2.1774,2.2885,0.0119,0.0146,0.0573,0.0264,0.009,0.9948,0.5142,0.0024,-0.0,0.0339,0.0072,0.7783,0,0
09/26/2024 20:00:00,0.234,0.0202,0.0254,0.0172,0.008,0.0126,0.0145,0.055,0.0263,0.0085,0.1996,0.0145,0.0027,-0.0,0.0,0.0072,0.021,0,0
09/26/2024 21:00:00,0.2127,0.0059,0.0255,0.017,0.0077,0.0125,0.0145,0.0549,0.0259,0.0084,0.1785,0.0,0.0025,-0.0,0.0,0.0072,0.0,0,0
09/26/2024 22:00:00,0.2124,0.0084,0.0245,0.0168,0.0075,0.0124,0.0143,0.0546,0.0245,0.0092,0.1785,0.0,0.0024,-0.0,0.0,0.1776,0.0,0,0
09/26/2024 23:00:00,0.2125,0.0092,0.0254,0.0169,0.0076,0.0125,0.0145,0.0552,0.0245,0.0087,0.1783,0.0,0.0026,-0.0,0.0,0.1773,0.0,0,0
09/27/2024 00:00:00,0.2134,0.0081,0.0257,0.017,0.0078,0.0125,0.0146,0.0558,0.0251,0.0085,0.1788,0.0,0.0027,-0.0,0.0,0.1778,0.0,0,0
09/27/2024 01:00:00,0.2133,0.0061,0.0257,0.0171,0.008,0.0126,0.0147,0.0557,0.0263,0.0085,0.179,0.0,0.0028,-0.0,0.0,0.1783,0.0,0,0
09/27/2024 02:00:00,0.2141,0.0061,0.0258,0.0172,0.008,0.0126,0.0147,0.056,0.0265,0.0085,0.1796,0.0,0.0027,-0.0,0.0,0.1790,0.0,0,0
09/27/2024 03:00:00,0.2152,0.0061,0.0258,0.0172,0.0082,0.0127,0.0148,0.0567,0.0266,0.0086,0.18,0.0,0.0032,-0.0,0.0,0.1794,0.0,0,0
09/27/2024 04:00:00,0.2159,0.0061,0.0258,0.0173,0.0083,0.0127,0.0148,0.0569,0.0268,0.0086,0.1807,0.0,0.003,-0.0,0.0,0.1801,0.0,0,0
09/27/2024 05:00:00,0.2156,0.0061,0.0258,0.0172,0.0084,0.0127,0.0148,0.0567,0.0268,0.0086,0.1806,0.0,0.003,-0.0,0.0,0.1800,0.0,0,0
09/27/2024 06:00:00,0.1767,0.0062,0.0258,0.0172,0.0084,0.0128,0.0149,0.0568,0.0268,0.0086,0.1409,0.0,0.0031,-0.0,0.0,0.1404,0.0,0,0
09/27/2024 07:00:00,0.0088,0.0063,0.0258,0.017,0.0088,0.0131,0.0152,0.0306,0.027,0.0085,0.0,0.0,0.0033,-0.0,0.0,0.0000,0.0,0,0
09/27/2024 08:00:00,0.0083,0.0062,0.0257,0.017,0.009,0.0131,0.0152,0.0302,0.0272,0.0085,0.0,0.0,0.0034,-0.0,0.0,0.0000,0.0,0,0
09/27/2024 09:00:00,0.0083,0.0061,0.0257,0.0169,0.0087,0.0129,0.0151,0.0299,0.0269,0.0085,0.0,0.0,0.0034,-0.0,0.0,0.0000,0.0,0,0
09/27/2024 10:00:00,0.0083,0.0061,0.0256,0.0168,0.0085,0.0128,0.0151,0.0297,0.0267,0.0084,0.0,0.0,0.0033,-0.0,0.0,0.0000,0.0,0,0
09/27/2024 11:00:00,0.0082,0.0061,0.0256,0.0167,0.0085,0.0128,0.015,0.0297,0.0266,0.0084,0.0,0.0,0.0032,-0.0,0.0,0.0000,0.0,0,0
09/27/2024 12:00:00,0.0083,0.0061,0.0255,0.0168,0.0084,0.0128,0.015,0.0297,0.0266,0.0084,0.0,0.0,0.0029,-0.0,0.0,0.0000,0.0,0,0
09/27/2024 13:00:00,0.0082,0.0061,0.0255,0.0168,0.0086,0.0127,0.015,0.0297,0.0267,0.0084,0.0,0.0,0.0035,-0.0,0.0,0.0000,0.0,0,0
09/27/2024 14:00:00,0.0083,0.0062,0.0254,0.0168,0.0086,0.0129,0.0151,0.0297,0.0266,0.0084,0.0,0.0,0.0035,-0.0,0.0,0.0000,0.0,0,0
09/27/2024 15:00:00,0.0082,0.0062,0.0254,0.0168,0.0088,0.0129,0.015,0.0297,0.0266,0.0084,0.0,0.0,0.0029,-0.0,0.0,0.0000,0.0,0,0
09/27/2024 16:00:00,0.0077,0.0059,0.0245,0.0159,0.0079,0.0122,0.0142,0.0281,0.0252,0.008,0.0,0.0,0.0025,-0.0,0.0,0.0000,0.0,0,0
09/27/2024 17:00:00,0.0277,0.0061,0.0254,0.0166,0.0083,0.0127,0.0147,0.0467,0.0263,0.0083,0.0,0.0,0.0026,-0.0,0.0,0.0000,0.0,0,0
09/27/2024 18:00:00,0.0837,0.006,0.0254,0.0168,0.0081,0.0127,0.0147,0.0557,0.0264,0.0084,0.0467,0.0,0.0031,-0.0,0.0,0.0466,0.0,0,0
09/27/2024 19:00:00,0.2187,0.0059,0.0254,0.017,0.0078,0.0124,0.0146,0.0555,0.0264,0.0085,0.1838,0.0,0.0031,-0.0,0.0,0.1833,0.0,0,0
09/27/2024 20:00:00,0.2199,0.006,0.0253,0.0172,0.0078,0.0126,0.0147,0.0561,0.0265,0.0085,0.1845,0.0,0.003,-0.0,0.0,0.1840,0.0,0,0
09/27/2024 21:00:00,0.2205,0.0059,0.0254,0.0172,0.0079,0.0126,0.0147,0.0565,0.0266,0.0085,0.185,0.0,0.0029,-0.0,0.0,0.1846,0.0,0,0
09/27/2024 22:00:00,0.2192,0.006,0.0254,0.0172,0.0081,0.0126,0.0147,0.0561,0.0266,0.0085,0.1842,0.0,0.0032,-0.0,0.0,0.1839,0.0,0,0
09/27/2024 23:00:00,0.2188,0.0061,0.0255,0.0173,0.0082,0.0127,0.0148,0.0565,0.0268,0.0085,0.1837,0.0,0.0037,-0.0,0.0,0.1834,0.0,0,0
09/28/2024 00:00:00,0.22,0.006,0.0255,0.0173,0.0083,0.0126,0.0148,0.0573,0.0268,0.0086,0.1842,0.0,0.0035,-0.0,0.0,0.1839,0.0,0,0
09/28/2024 01:00:00,0.2194,0.0061,0.0255,0.0173,0.0082,0.0127,0.0148,0.0567,0.027,0.0086,0.1843,0.0,0.003,-0.0,0.0,0.1840,0.0,0,0
09/28/2024 02:00:00,0.2205,0.006,0.0255,0.0171,0.0081,0.0127,0.0147,0.057,0.0268,0.0086,0.1851,0.0,0.0028,-0.0,0.0,0.1848,0.0,0,0
09/28/2024 03:00:00,0.2211,0.0059,0.0255,0.0171,0.008,0.0127,0.0147,0.0575,0.0268,0.0086,0.1852,0.0,0.0027,-0.0,0.0,0.1850,0.0,0,0
09/28/2024 04:00:00,0.2201,0.006,0.0256,0.0171,0.0084,0.0127,0.0148,0.0566,0.0269,0.0086,0.1851,0.0,0.0028,-0.0,0.0,0.1849,0.0,0,0
09/28/2024 05:00:00,0.2198,0.0059,0.0256,0.017,0.0081,0.0126,0.0147,0.0564,0.0269,0.0086,0.185,0.0,0.0029,-0.0,0.0,0.1848,0.0,0,0
09/28/2024 06:00:00,0.1923,0.006,0.0256,0.0171,0.0081,0.0127,0.0148,0.0446,0.0268,0.0086,0.1704,0.0,0.0027,-0.0,0.0,0.1702,0.0,0,0
09/28/2024 07:00:00,0.0081,0.0062,0.0257,0.0169,0.0089,0.013,0.0151,0.0299,0.0269,0.0085,0.0,0.0,0.0028,-0.0,0.0,0.0000,0.0,0,0
09/28/2024 08:00:00,0.0081,0.0061,0.0257,0.0168,0.0088,0.0129,0.0151,0.0298,0.0269,0.0085,0.0,0.0,0.0027,-0.0,0.0,0.0000,0.0,0,0
09/28/2024 09:00:00,0.0082,0.0061,0.0256,0.0169,0.0089,0.0129,0.0151,0.0298,0.0269,0.0084,0.0,0.0,0.0028,-0.0,0.0,0.0000,0.0,0,0
09/28/2024 10:00:00,0.0082,0.0061,0.0255,0.0168,0.0087,0.0129,0.0151,0.0296,0.0269,0.0085,0.0,0.0,0.0028,-0.0,0.0,0.0000,0.0,0,0
09/28/2024 11:00:00,0.0082,0.0061,0.0255,0.0167,0.0084,0.0129,0.0151,0.0296,0.0269,0.0084,0.0,0.0,0.0029,-0.0,0.0,0.0000,0.0,0,0
09/28/2024 12:00:00,0.0082,0.006,0.0255,0.0167,0.0082,0.0128,0.015,0.0295,0.0266,0.0084,0.0,0.0,0.0033,-0.0,0.0,0.0000,0.0,0,0
09/28/2024 13:00:00,0.0082,0.006,0.0255,0.0167,0.0083,0.0129,0.0149,0.0295,0.0267,0.0085,0.0,0.0,0.0028,-0.0,0.0,0.0000,0.0,0,0
09/28/2024 14:00:00,0.0081,0.0061,0.0255,0.0168,0.0084,0.0128,0.015,0.0296,0.0267,0.0084,0.0,0.0,0.0031,-0.0,0.0,0.0000,0.0,0,0
09/28/2024 15:00:00,0.0082,0.0061,0.0255,0.0169,0.0087,0.0129,0.0151,0.0298,0.0269,0.0085,0.0,0.0,0.0032,-0.0,0.0,0.0000,0.0,0,0
09/28/2024 16:00:00,0.0081,0.0061,0.0255,0.0169,0.0088,0.0129,0.0151,0.0298,0.0269,0.0085,0.0,0.0,0.0037,-0.0,0.0,0.0000,0.0,0,0
09/28/2024 17:00:00,0.0081,0.0062,0.0255,0.0168,0.0086,0.0129,0.0151,0.0297,0.0268,0.0085,0.0,0.0,0.0031,-0.0,0.0,0.0000,0.0,0,0
09/28/2024 18:00:00,0.0537,0.0061,0.0255,0.0169,0.0085,0.0129,0.0148,0.0508,0.0267,0.0084,0.022,0.0,0.003,-0.0,0.0,0.0220,0.0,0,0
09/28/2024 19:00:00,0.2202,0.0059,0.0254,0.0172,0.0079,0.0126,0.0147,0.0561,0.0267,0.0085,0.1849,0.0,0.003,-0.0,0.0,0.1848,0.0,0,0
09/28/2024 20:00:00,0.2203,0.006,0.0253,0.0173,0.008,0.0127,0.0147,0.0561,0.0267,0.0085,0.1851,0.0,0.003,-0.0,0.0,0.1849,0.0,0,0
09/28/2024 21:00:00,0.2212,0.006,0.0254,0.0173,0.0083,0.0127,0.0147,0.0567,0.0269,0.0085,0.1856,0.0,0.0031,-0.0,0.0,0.1855,0.0,0,0
09/28/2024 22:00:00,0.2217,0.006,0.0255,0.0173,0.0084,0.0127,0.0148,0.0571,0.027,0.0086,0.186,0.0,0.0034,-0.0,0.0,0.1859,0.0,0,0
09/28/2024 23:00:00,0.2211,0.0058,0.0256,0.017,0.0078,0.0125,0.0145,0.0562,0.0265,0.0085,0.186,0.0,0.0026,-0.0,0.0,0.1859,0.0,0,0
09/29/2024 00:00:00,0.2205,0.0059,0.0255,0.017,0.0078,0.0126,0.0146,0.0561,0.0266,0.0085,0.1854,0.0,0.0026,-0.0,0.0,0.1853,0.0,0,0
09/29/2024 01:00:00,0.2215,0.0061,0.0251,0.0174,0.0085,0.0128,0.0149,0.0571,0.0272,0.0087,0.186,0.0,0.0025,-0.0,0.0,0.1859,0.0,0,0
09/29/2024 02:00:00,0.2215,0.0061,0.0251,0.0174,0.0083,0.0128,0.0148,0.0571,0.0272,0.0087,0.1859,0.0,0.0027,-0.0,0.0,0.1858,0.0,0,0
09/29/2024 03:00:00,0.2214,0.0061,0.0251,0.0175,0.0085,0.0128,0.0149,0.0571,0.0273,0.0087,0.1859,0.0,0.0025,-0.0,0.0,0.1858,0.0,0,0
09/29/2024 04:00:00,0.223,0.0061,0.0251,0.0175,0.0086,0.0129,0.0149,0.0548,0.0274,0.0087,0.1854,0.0,0.0028,-0.0,0.0,0.1853,0.0,0,0
09/29/2024 05:00:00,0.2223,0.0062,0.0253,0.0176,0.0088,0.0129,0.015,0.0565,0.0274,0.0086,0.186,0.0,0.0034,-0.0,0.0,0.1858,0.0,0,0
09/29/2024 06:00:00,0.1712,0.0062,0.0256,0.0174,0.0087,0.0129,0.015,0.0572,0.0274,0.0086,0.1347,0.0,0.0033,-0.0,0.0,0.1346,0.0,0,0
09/29/2024 07:00:00,0.0181,0.0062,0.0257,0.0171,0.009,0.013,0.0151,0.0389,0.0273,0.0086,0.0,0.0,0.0033,-0.0,0.0,0.0000,0.0,0,0
09/29/2024 08:00:00,0.0082,0.0061,0.0257,0.0169,0.0087,0.013,0.0151,0.0297,0.0271,0.0086,0.0,0.0,0.0029,-0.0,0.0,0.0000,0.0,0,0
09/29/2024 09:00:00,0.0081,0.006,0.0256,0.0168,0.0088,0.013,0.015,0.0296,0.027,0.0085,0.0,0.0,0.0028,-0.0,0.0,0.0000,0.0,0,0
09/29/2024 10:00:00,0.008,0.0059,0.0255,0.0168,0.0088,0.0129,0.015,0.0295,0.027,0.0085,0.0,0.0,0.0031,-0.0,0.0,0.0000,0.0,0,0
09/29/2024 11:00:00,0.008,0.0059,0.0253,0.0167,0.0087,0.0129,0.015,0.0293,0.0269,0.0085,0.0,0.0,0.0029,-0.0,0.0,0.0000,0.0,0,0
09/29/2024 12:00:00,0.008,0.0059,0.0254,0.0166,0.0085,0.0129,0.0149,0.0292,0.0268,0.0085,0.0,0.0,0.0028,-0.0,0.0,0.0000,0.0,0,0
09/29/2024 13:00:00,0.0081,0.0061,0.0253,0.0167,0.0087,0.0129,0.015,0.0293,0.0269,0.0085,0.0,0.0,0.0029,-0.0,0.0,0.0000,0.0,0,0
09/29/2024 14:00:00,0.0081,0.0061,0.0253,0.0168,0.0089,0.0129,0.015,0.0295,0.027,0.0085,0.0,0.0,0.003,-0.0,0.0,0.0000,0.0,0,0
09/29/2024 15:00:00,0.0082,0.0062,0.0255,0.0169,0.0088,0.013,0.0151,0.0297,0.027,0.0085,0.0,0.0,0.003,-0.0,0.0,0.0000,0.0,0,0
09/29/2024 16:00:00,0.0081,0.0061,0.0255,0.0168,0.0088,0.013,0.015,0.0296,0.0267,0.0085,0.0,0.0,0.0029,-0.0,0.0,0.0000,0.0,0,0
09/29/2024 17:00:00,0.0093,0.0062,0.0256,0.0168,0.0086,0.0129,0.015,0.0306,0.0267,0.0085,0.0,0.0,0.003,-0.0,0.0,0.0000,0.0,0,0
09/29/2024 18:00:00,0.0367,0.0061,0.0256,0.0168,0.0086,0.0129,0.0147,0.0549,0.0266,0.0084,0.0,0.0,0.0032,-0.0,0.0,0.0000,0.0,0,0
09/29/2024 19:00:00,0.2185,0.006,0.0254,0.0173,0.0084,0.0127,0.0148,0.0558,0.0268,0.0085,0.1839,0.0,0.0033,-0.0,0.0,0.1837,0.0,0,0
09/29/2024 20:00:00,0.2191,0.006,0.0254,0.0173,0.0084,0.0128,0.0148,0.0566,0.0268,0.0086,0.1837,0.0,0.0034,-0.0,0.0,0.1835,0.0,0,0
09/29/2024 21:00:00,0.2187,0.006,0.0255,0.0173,0.0084,0.0128,0.0148,0.0569,0.0269,0.0086,0.1835,0.0,0.0031,-0.0,0.0,0.1833,0.0,0,0
09/29/2024 22:00:00,0.2197,0.0061,0.0255,0.0173,0.0085,0.0128,0.0148,0.0579,0.0269,0.0086,0.1837,0.0,0.0031,-0.0,0.0,0.1835,0.0,0,0
09/29/2024 23:00:00,0.2193,0.0062,0.0255,0.0174,0.0087,0.0129,0.0149,0.0577,0.0271,0.0086,0.1836,0.0,0.0033,-0.0,0.0,0.1835,0.0,0,0
09/30/2024 00:00:00,0.2189,0.0062,0.0255,0.0174,0.0086,0.0129,0.0149,0.0572,0.027,0.0087,0.1838,0.0,0.0034,-0.0,0.0,0.1836,0.0,0,0
09/30/2024 01:00:00,0.2199,0.0062,0.0255,0.0174,0.0087,0.0129,0.0149,0.0579,0.0272,0.0087,0.1841,0.0,0.0034,-0.0,0.0,0.1840,0.0,0,0
09/30/2024 02:00:00,0.2202,0.0062,0.0255,0.0174,0.0088,0.013,0.0149,0.0582,0.0273,0.0087,0.1843,0.0,0.0036,-0.0,0.0,0.1841,0.0,0,0
09/30/2024 03:00:00,0.2211,0.0062,0.0255,0.0176,0.0091,0.013,0.015,0.059,0.0276,0.0087,0.1845,0.0,0.004,-0.0,0.0,0.1843,0.0,0,0
09/30/2024 04:00:00,0.2213,0.0062,0.0255,0.0177,0.009,0.0131,0.0151,0.059,0.0278,0.0087,0.1847,0.0,0.0041,-0.0,0.0,0.1845,0.0,0,0
09/30/2024 05:00:00,0.2127,0.0062,0.0255,0.0176,0.0091,0.0131,0.0152,0.051,0.0277,0.0087,0.1849,0.0,0.0039,-0.0,0.0,0.1847,0.0,0,0
09/30/2024 06:00:00,0.1341,0.0062,0.0256,0.0174,0.009,0.013,0.0153,0.0304,0.0274,0.0087,0.1281,0.0,0.0039,-0.0,0.0,0.1279,0.0,0,0
09/30/2024 07:00:00,0.7612,0.9189,1.2942,0.0167,0.0081,1.5309,1.8311,0.0298,0.027,0.0085,0.0,0.0,0.0036,-0.0,0.0,0.0000,0.0,0,0
09/30/2024 08:00:00,1.1905,1.4384,2.0345,0.0145,0.0064,2.3947,2.8649,0.0262,0.0237,0.0074,0.0,0.0,0.0064,-0.0,0.0,0.0000,0.0,0,0
09/30/2024 09:00:00,1.3325,1.6186,2.315,0.0156,0.0073,2.6875,3.2236,0.0282,0.0256,0.008,0.0,0.0,0.0219,-0.0,0.0,0.0000,0.0,0,0
09/30/2024 10:00:00,1.376,1.6733,2.4008,0.0156,0.0073,2.8035,3.3323,0.0282,0.0257,0.008,0.0,0.0,0.0198,-0.0,0.0,0.0000,0.0,0,0
09/30/2024 11:00:00,1.238,1.5071,2.1667,0.0158,0.0072,2.5586,3.0019,0.0283,0.0259,0.008,0.0,0.0,0.0104,-0.0,0.0,0.0000,0.0,0,0
09/30/2024 12:00:00,0.0081,0.006,0.0252,0.0166,0.0086,0.0128,0.0148,0.0291,0.0266,0.0084,0.0,0.0,0.0037,-0.0,0.0,0.0000,0.0,0,0
09/30/2024 13:00:00,2.0325,1.0317,0.8109,1.5322,1.6403,0.0123,0.0151,0.0311,0.0302,0.0088,0.4859,0.2822,0.0034,-0.0,0.0481,0.0000,0.4343,0,0
09/30/2024 14:00:00,4.4235,2.8469,2.8676,2.6443,2.8201,1.7634,2.0618,0.0325,0.0362,0.009,0.9024,0.5141,0.0031,-0.0,0.0925,0.0000,0.8037,0,0
09/30/2024 15:00:00,4.1494,2.6003,2.5306,2.5419,2.6929,1.4205,1.7073,0.0324,0.0267,0.009,0.8943,0.5083,0.0028,-0.0,0.0979,0.0246,0.7904,0,0
09/30/2024 16:00:00,3.3274,1.37,1.256,2.4275,2.5766,0.0111,0.0147,0.0316,0.0261,0.0088,0.8765,0.1852,0.0042,-0.0,0.1029,0.0246,0.7678,0,0
09/30/2024 17:00:00,3.9913,2.64,2.4822,2.3436,2.4866,1.3582,1.6333,0.0322,0.0315,0.0086,0.9624,0.6754,0.1081,-0.0,0.1974,0.0246,0.7575,0,0
09/30/2024 18:00:00,4.517,3.8926,3.9122,2.2951,2.4414,2.6044,3.1643,0.0372,0.0257,0.0082,0.9056,1.1893,0.4889,-0.0,0.1416,0.0246,0.7477,0,0
09/30/2024 19:00:00,2.657,1.2907,0.9504,1.7431,1.8592,0.0118,0.0143,0.0553,0.026,0.0087,0.8709,0.4422,0.0403,-0.0,0.0571,0.0246,0.6337,0,0
09/30/2024 20:00:00,0.2169,0.006,0.0255,0.0173,0.008,0.0127,0.0147,0.0564,0.0267,0.0085,0.1808,0.0,0.0042,-0.0,0.0,0.1801,0.0,0,0
09/30/2024 21:00:00,0.2172,0.006,0.0253,0.0172,0.0082,0.0127,0.0147,0.0569,0.0266,0.0085,0.1812,0.0,0.0032,-0.0,0.0,0.1809,0.0,0,0
09/30/2024 22:00:00,0.2149,0.006,0.0254,0.017,0.0077,0.0125,0.0145,0.0548,0.0261,0.0084,0.1809,0.0,0.0028,-0.0,0.0,0.1807,0.0,0,0
09/30/2024 23:00:00,0.2167,0.006,0.0254,0.0169,0.0079,0.0126,0.0145,0.0565,0.0263,0.0084,0.1813,0.0,0.0029,-0.0,0.0,0.1811,0.0,0,0
10/01/2024 00:00:00,0.2169,0.0059,0.0254,0.0169,0.008,0.0125,0.0145,0.0565,0.0262,0.0085,0.1815,0.0,0.0025,-0.0,0.0,0.1813,0.0,0,0
10/01/2024 01:00:00,0.2161,0.0059,0.0255,0.0169,0.0079,0.0125,0.0145,0.0558,0.0263,0.0084,0.1814,0.0,0.0027,-0.0,0.0,0.1813,0.0,0,0
10/01/2024 02:00:00,0.2165,0.0059,0.0256,0.017,0.0079,0.0125,0.0146,0.0565,0.0264,0.0085,0.1814,0.0,0.0027,-0.0,0.0,0.1812,0.0,0,0
10/01/2024 03:00:00,0.2175,0.006,0.0256,0.0171,0.008,0.0126,0.0146,0.0571,0.0266,0.0085,0.1818,0.0,0.003,-0.0,0.0,0.1817,0.0,0,0
10/01/2024 04:00:00,0.2172,0.006,0.0256,0.0171,0.0081,0.0127,0.0147,0.0566,0.0267,0.0085,0.182,0.0,0.0032,-0.0,0.0,0.1820,0.0,0,0
10/01/2024 05:00:00,0.2181,0.006,0.0256,0.0171,0.008,0.0127,0.0146,0.0574,0.0268,0.0085,0.1822,0.0,0.0031,-0.0,0.0,0.1822,0.0,0,0
10/01/2024 06:00:00,0.1547,0.006,0.0257,0.017,0.0083,0.0127,0.0148,0.0416,0.0267,0.0085,0.1357,0.0,0.0032,-0.0,0.0,0.1357,0.0,0,0
10/01/2024 07:00:00,0.0081,0.0061,0.0257,0.0167,0.0088,0.0129,0.015,0.0297,0.0268,0.0085,0.0,0.0,0.0032,-0.0,0.0,0.0000,0.0,0,0
10/01/2024 08:00:00,0.008,0.0061,0.0256,0.0167,0.0085,0.0129,0.0149,0.0295,0.0267,0.0084,0.0,0.0,0.0029,-0.0,0.0,0.0000,0.0,0,0
10/01/2024 09:00:00,0.008,0.006,0.0254,0.0166,0.0083,0.0128,0.0149,0.0293,0.0266,0.0084,0.0,0.0,0.0028,-0.0,0.0,0.0000,0.0,0,0
10/01/2024 10:00:00,0.0079,0.0059,0.0253,0.0165,0.0082,0.0127,0.0148,0.0291,0.0265,0.0084,0.0,0.0,0.0027,-0.0,0.0,0.0000,0.0,0,0
10/01/2024 11:00:00,0.0079,0.006,0.0254,0.0165,0.0083,0.0128,0.0148,0.0291,0.0265,0.0084,0.0,0.0,0.0028,-0.0,0.0,0.0000,0.0,0,0
10/01/2024 12:00:00,0.008,0.006,0.0253,0.0166,0.0083,0.0128,0.0149,0.0293,0.0266,0.0084,0.0,0.0,0.0029,-0.0,0.0,0.0000,0.0,0,0
10/01/2024 13:00:00,0.0079,0.006,0.0252,0.0165,0.0084,0.0128,0.0148,0.0292,0.0265,0.0084,0.0,0.0,0.0029,-0.0,0.0,0.0000,0.0,0,0
10/01/2024 14:00:00,0.008,0.006,0.0252,0.0165,0.0082,0.0127,0.0148,0.0291,0.0263,0.0083,0.0,0.0,0.0026,-0.0,0.0,0.0000,0.0,0,0
10/01/2024 15:00:00,0.008,0.006,0.0253,0.0165,0.0081,0.0127,0.0148,0.0291,0.0262,0.0083,0.0,0.0,0.0027,-0.0,0.0,0.0000,0.0,0,0
