Consumo_T, Mains_A, Mains_B, Mains_C, AC Sala Maestros 1, AC Direccion 1, AC Rack, AC Aula Medios, Tab Secundario L1, Tab Secundario L2, Tab Secundario L3, AC Sala Maestros 2, AC Direccion 2, AC Sala Juntas, AC Cubiculos,Aula_Medios_Pred,Cubiculos_Pred,Direccion1_Pred,Direccion2_Pred,Rack_Pred,Sala_Juntas_Pred,Maestros1_Pred,Maestros2_Pred,Tab_L1_Pred,Tab_L2_Pred,Tab_L3_Pred
2.6866,0.4633,0.3625,0.438,0.0056,0.0221,0.2971,0.014,0.2768,0.4544,0.2105,0.0105,0.0256,0.1062,0.0,0.014041999999999997,0.0,0.022280500000000005,0.0827755,0.28775700000000026,0.10039199999999995,0.005977000000000003,0.010704999999999982,0.2424790000000002,0.43720849999999983,0.21690999999999983
2.6815,0.4563,0.3648,0.4392,0.007,0.0221,0.2994,0.0138,0.2767,0.4477,0.211,0.0115,0.0257,0.1063,0.0,0.013377000000000014,0.0,0.022256,0.025895000000000033,0.29771799999999965,0.10681599999999991,0.006101000000000002,0.011263999999999991,0.25261600000000045,0.3457750000000003,0.3377149999999993
2.6767,0.4529,0.3667,0.4391,0.007,0.0219,0.302,0.0135,0.2758,0.444,0.2117,0.0097,0.0257,0.1067,0.0,0.013635254761904768,0.0011904333333333334,0.022516397619047633,0.06937255476190471,0.34462359285714284,0.10805698095238095,0.006111519047619055,0.010136607142857152,0.2561981023809523,0.3795070285714287,0.21567213809523791
3.3547,0.4494,0.7101,0.4379,0.0074,0.022,0.3008,0.0144,0.2746,0.4413,0.5541,0.0102,0.0257,0.1068,0.0,0.014297999999999991,0.0,0.022259999999999995,0.09809600000000004,0.27985099999999996,0.10783199999999991,0.007103999999999996,0.010439999999999991,0.2586119999999997,0.42352999999999935,0.5367559999999993
3.6186,0.4485,0.8465,0.4346,0.0074,0.0217,0.2966,0.0144,0.273,0.44,0.6926,0.011,0.0257,0.1066,0.0,0.013968999999999992,0.0,0.02197700000000002,0.22056500000000015,0.3091970000000005,0.1061890000000001,0.006398999999999999,0.010732999999999994,0.251206,0.40903300000000015,0.5409659999999995
2.8872,0.4468,0.4847,0.4326,0.006,0.022,0.2946,0.014,0.2724,0.4382,0.3343,0.0093,0.0257,0.1066,0.0,0.014056999999999997,0.0,0.022044999999999995,0.0677229999999999,0.29581999999999964,0.10921400000000006,0.0063770000000000025,0.009883999999999985,0.2389770000000001,0.4655869999999998,0.29439199999999976
2.6439,0.4461,0.3632,0.4322,0.0069,0.0219,0.2954,0.014,0.2716,0.4373,0.2125,0.0106,0.0258,0.1064,0.0,0.014169333333333332,0.0,0.022053333333333352,0.03690033333333329,0.29124800000000034,0.10706766666666667,0.007067333333333341,0.010644333333333346,0.25195966666666636,0.4399046666666671,0.22182033333333329
2.6401,0.4445,0.3637,0.4321,0.0057,0.0221,0.2968,0.0141,0.2706,0.4358,0.212,0.0103,0.0257,0.1067,0.0,0.013801978571428572,0.0,0.02211062142857144,0.0854583285714285,0.2885922642857144,0.10691869999999998,0.005428114285714286,0.010544892857142846,0.24913635714285765,0.4045574428571432,0.2127660142857141
2.6402,0.4431,0.3643,0.4321,0.0058,0.0221,0.2975,0.0143,0.2707,0.4342,0.2122,0.0113,0.0256,0.107,0.0,0.013134727777777777,0.0,0.022137561111111113,0.21304154444444456,0.2709686166666666,0.10746685555555548,0.004623044444444443,0.010980194444444442,0.20689805555555565,0.3380742555555556,0.21088647777777766
2.6343,0.4417,0.3643,0.4303,0.0072,0.0219,0.2975,0.0137,0.2692,0.4329,0.2123,0.0112,0.0257,0.1064,0.0,0.013515000000000015,0.0,0.021962000000000016,0.02568900000000004,0.28654199999999996,0.10645100000000009,0.006706999999999996,0.011051000000000007,0.270591,0.39870299999999964,0.25680299999999984
2.6307,0.4409,0.3651,0.4301,0.0057,0.0218,0.2981,0.0139,0.2682,0.4322,0.2121,0.0104,0.0256,0.1066,0.0,0.013766000000000009,0.0,0.02190200000000001,0.025711999999999992,0.2998330000000006,0.10675900000000006,0.005818999999999999,0.01056599999999999,0.262982,0.39300800000000075,0.2542459999999998
2.6309,0.4401,0.3652,0.4291,0.0073,0.0218,0.2983,0.0143,0.2675,0.4309,0.2124,0.0116,0.0257,0.1067,0.0,0.014022,0.0,0.021882000000000006,0.02562900000000003,0.2998010000000005,0.10644400000000002,0.007066999999999993,0.010830000000000005,0.2676669999999995,0.42172100000000073,0.2206709999999999
2.6301,0.4385,0.3666,0.4297,0.0065,0.0218,0.3002,0.0137,0.2668,0.43,0.2128,0.0111,0.0257,0.1067,0.0,0.013679999999999993,0.0,0.022489,0.026035999999999976,0.33035500000000056,0.10867799999999994,0.005745999999999996,0.010545999999999984,0.2610930000000001,0.3700160000000005,0.2511320000000001
2.6244,0.4373,0.3665,0.429,0.0074,0.0218,0.2998,0.0137,0.2665,0.4286,0.2125,0.0091,0.0255,0.1067,0.0,0.013263871428571439,0.0,0.020395926190476196,0.024021238095238092,0.2800594714285714,0.09930319047619048,0.007393999999999992,0.009372064285714281,0.19243009761904775,0.529347423809524,0.21118830238095235
2.6224,0.4367,0.3656,0.4282,0.0069,0.0222,0.2994,0.0141,0.2658,0.4277,0.2122,0.0113,0.0255,0.1068,0.0,0.013971530952380951,0.0,0.022019348015873023,0.02537010317460321,0.3095768309523807,0.10578951587301579,0.006845000000000006,0.010747734523809518,0.25629636230158703,0.44581357698412755,0.19763783769841248
2.6132,0.4355,0.364,0.4266,0.0077,0.0221,0.297,0.014,0.2655,0.4266,0.2121,0.0101,0.0255,0.1065,0.0,0.014148999999999997,0.0,0.022659999999999996,0.025887000000000007,0.30864299999999956,0.10864099999999995,0.006995000000000002,0.010266999999999988,0.25597899999999973,0.44958600000000004,0.1905929999999998
2.6104,0.4345,0.3643,0.4262,0.0064,0.0218,0.2968,0.0139,0.2649,0.4257,0.2124,0.0115,0.0256,0.1064,0.0,0.012691000000000006,0.0,0.0223,0.38643200000000033,0.2504720000000003,0.10776000000000009,0.0040140000000000045,0.010826999999999993,0.21469000000000005,0.16510999999999998,0.20794199999999982
2.6034,0.4332,0.3639,0.4256,0.0045,0.0222,0.2958,0.0143,0.2646,0.4249,0.2127,0.0097,0.0256,0.1064,0.0,0.013898499999999994,0.0,0.022178000000000014,0.02569249999999999,0.3034955000000001,0.10686450000000008,0.005121999999999998,0.010036500000000002,0.24058450000000017,0.37439700000000026,0.27684150000000035
2.5967,0.4325,0.362,0.4239,0.0065,0.022,0.2936,0.014,0.2642,0.4237,0.2127,0.0096,0.0257,0.1063,0.0,0.013847000000000005,0.0,0.02232999999999999,0.025980000000000017,0.2910860000000003,0.10706999999999992,0.006241000000000002,0.010158000000000014,0.2662479999999998,0.3937329999999995,0.2460240000000001
2.0856,0.1825,0.362,0.4242,0.0034,0.0219,0.2955,0.0114,0.2648,0.1647,0.2124,0.0107,0.0256,0.1065,0.0,0.011737000000000003,0.0,0.022436000000000015,0.026014999999999993,0.2590480000000001,0.10746699999999995,0.00356,0.010900000000000003,0.23927799999999994,0.1393250000000001,0.3004829999999998
1.8781,0.0804,0.3621,0.4246,0.0025,0.0221,0.297,0.0112,0.2648,0.059,0.2115,0.0114,0.0256,0.1059,0.0,0.010766876190476194,0.0,0.022323677777777776,0.02578586031746032,0.29360661111111097,0.10704670476190474,0.0028017666666666653,0.011341636507936508,0.2675482222222221,0.058975452380952406,0.21160108888888893
1.8807,0.0808,0.364,0.4252,0.0031,0.0221,0.2984,0.0096,0.2644,0.0588,0.2122,0.0103,0.0257,0.1061,0.0,0.010239766666666672,0.0,0.022100799999999997,0.025628600000000015,0.29777873333333377,0.10589213333333328,0.0025382333333333327,0.011020066666666663,0.26524359999999997,0.05864356666666671,0.21204006666666658
1.8837,0.0806,0.3648,0.426,0.0023,0.022,0.3001,0.0109,0.2642,0.059,0.2119,0.0103,0.0254,0.1062,0.0,0.011185566666666672,0.0,0.022366866666666665,0.025652999999999985,0.2939946000000002,0.1068533333333333,0.002531799999999999,0.010252966666666658,0.2698849666666666,0.05809170000000006,0.2134184333333332
1.884,0.0804,0.3654,0.4259,0.0024,0.0222,0.3008,0.0104,0.2641,0.0591,0.2117,0.0097,0.0254,0.1065,0.0,0.010791399999999991,0.0,0.022303700000000017,0.025684999999999993,0.29791159999999983,0.10684350000000002,0.002448300000000005,0.009877300000000009,0.26598529999999987,0.058982199999999964,0.2123976000000002
1.8895,0.0805,0.3677,0.4268,0.0012,0.0219,0.3033,0.0103,0.2637,0.0588,0.2124,0.0107,0.0256,0.1066,0.0,0.010529166666666654,0.0,0.022107500000000006,0.025712999999999996,0.30079599999999995,0.10696900000000013,0.001698500000000003,0.010706500000000006,0.26555549999999994,0.05908166666666667,0.21229533333333322
1.889,0.0805,0.3666,0.4269,0.0021,0.0224,0.3032,0.0104,0.2634,0.0591,0.2119,0.0102,0.0256,0.1067,0.0,0.010611749999999998,0.0,0.02229335000000001,0.025631999999999985,0.3013265000000002,0.10628739999999992,0.002313650000000001,0.010638950000000005,0.2654584500000001,0.058989800000000016,0.2118409
1.8806,0.0805,0.3642,0.4246,0.0025,0.0224,0.2996,0.0109,0.2629,0.0588,0.2115,0.0108,0.0256,0.1063,0.0,0.01028734999999999,0.0,0.022420549999999987,0.02568610000000003,0.2988731500000004,0.10606829999999987,0.0026696500000000013,0.010511649999999992,0.26403410000000016,0.058906149999999984,0.21160365000000003
1.8814,0.0806,0.3645,0.4246,0.0029,0.0225,0.2995,0.0107,0.2629,0.0589,0.2117,0.0111,0.0254,0.1061,0.0,0.010582700000000007,0.0,0.022287499999999995,0.0256461,0.29797279999999987,0.10612659999999995,0.0022435999999999997,0.010363300000000006,0.2654337999999998,0.05894210000000008,0.21165640000000008
1.8791,0.0807,0.3638,0.424,0.0034,0.022,0.2991,0.0109,0.2625,0.0589,0.2116,0.0104,0.0256,0.1062,0.0,0.011248999999999995,0.0,0.02219899999999999,0.02583599999999998,0.3002704999999996,0.10665999999999995,0.0032314999999999987,0.010668999999999984,0.24424199999999982,0.07264000000000015,0.21455000000000016
1.8768,0.0805,0.3626,0.423,0.0038,0.0223,0.2977,0.0108,0.2624,0.059,0.212,0.0108,0.0257,0.1062,0.0,0.011484283333333335,0.0,0.022214861904761917,0.025832404761904782,0.2966800714285717,0.10684408809523817,0.002844745238095237,0.0109250880952381,0.2613610857142858,0.06045031904761905,0.212254569047619
1.8728,0.0806,0.3626,0.4227,0.0031,0.0224,0.2969,0.0098,0.2626,0.0589,0.2121,0.0094,0.0255,0.1062,0.0,0.01049203874458875,0.0,0.022624500865800857,0.026007029004329,0.29056166688311685,0.10805589545454547,0.003111325108225109,0.01076278203463203,0.26708231385281395,0.05889882857142858,0.21216830757575764
1.8709,0.0805,0.362,0.4222,0.0014,0.022,0.2963,0.0118,0.2621,0.0589,0.2119,0.0102,0.0256,0.106,0.0,0.011562400000000013,0.0,0.022287849999999984,0.025795899999999983,0.29284179999999965,0.10685129999999994,0.0018917500000000037,0.010607499999999997,0.26527935000000014,0.05862620000000009,0.21183085000000004
1.872,0.0806,0.3617,0.4218,0.0022,0.0223,0.2962,0.0109,0.2623,0.0588,0.2119,0.0113,0.0257,0.1063,0.0,0.011228483333333325,0.0,0.022563133333333325,0.025952700000000002,0.2918482499999999,0.10794681666666665,0.002598800000000002,0.011194116666666667,0.26107269999999977,0.06319760000000002,0.21186841666666667
1.8074,0.0805,0.362,0.3909,0.0025,0.022,0.2963,0.0098,0.2304,0.0587,0.212,0.0106,0.0255,0.1062,0.0,0.011042150000000011,0.0,0.021904733333333332,0.025604000000000036,0.328632483333333,0.10586020000000013,0.002218916666666668,0.010355916666666671,0.18690646666666663,0.06652994999999995,0.21174038333333312
1.7223,0.0806,0.362,0.3475,0.0022,0.0222,0.2968,0.0112,0.1862,0.0589,0.2116,0.0112,0.0256,0.1063,0.0,0.01121791666666667,0.0,0.022447416666666675,0.025800333333333317,0.2963955000000001,0.10722266666666666,0.0023554166666666684,0.011297249999999995,0.18531458333333337,0.05929766666666673,0.2118906666666667
1.7255,0.0804,0.3631,0.3479,0.0032,0.0222,0.2975,0.0113,0.1864,0.0588,0.2125,0.0104,0.0255,0.1063,0.0,0.011255999999999995,0.0,0.02214100000000001,0.025628000000000026,0.30515399999999987,0.10739799999999987,0.003080999999999999,0.010397999999999989,0.17720300000000022,0.060162000000000014,0.21084599999999998
1.7264,0.0805,0.3638,0.3481,0.0026,0.0223,0.2985,0.0108,0.1864,0.0586,0.2122,0.0111,0.0255,0.106,0.0,0.01136808571428572,0.0,0.022147485714285722,0.025692628571428573,0.29839357142857137,0.10601097142857142,0.0023494571428571407,0.01058965714285714,0.18656774285714284,0.05883411428571436,0.21195548571428574
1.7352,0.0804,0.3663,0.3502,0.0026,0.0221,0.3022,0.0117,0.1863,0.0588,0.2124,0.0106,0.0256,0.106,0.0,0.01136766666666667,0.0,0.022456799999999996,0.02596479999999999,0.29383653333333337,0.10696353333333337,0.0025410666666666674,0.010986266666666666,0.19606973333333333,0.057294533333333286,0.21279686666666664
1.7396,0.0805,0.3678,0.351,0.0023,0.0225,0.3043,0.0108,0.1864,0.0589,0.2123,0.0108,0.0257,0.1063,0.0,0.011656999999999995,0.0,0.022400000000000028,0.028250000000000025,0.29634700000000047,0.10696499999999987,0.012514000000000018,0.015948999999999987,0.1814510000000003,0.06266399999999994,0.20681199999999994
1.7405,0.0806,0.3679,0.3511,0.0031,0.0221,0.3042,0.0114,0.1864,0.0587,0.2125,0.0108,0.0257,0.106,0.0,0.009953773809523817,0.0,0.019126683333333328,0.035397045238095254,0.3300881023809523,0.09151982380952382,0.05403199999999996,0.040091000000000036,0.11415085952380964,0.06661327142857137,0.18019035714285717
1.7411,0.0806,0.3684,0.3515,0.0022,0.0224,0.305,0.0111,0.1865,0.0586,0.212,0.0109,0.0256,0.1063,0.0,0.011418128571428574,0.0,0.022195014285714278,0.026330057142857136,0.3011138142857145,0.10556308571428563,0.0053930428571428565,0.012934100000000002,0.18658494285714283,0.05938711428571434,0.21030705714285705
1.7409,0.0803,0.3677,0.3515,0.0026,0.0221,0.3046,0.0117,0.1865,0.0588,0.212,0.0114,0.0257,0.106,0.0,0.011527350000000014,0.0,0.02201648333333333,0.026291933333333354,0.3027758833333337,0.10527189999999989,0.005533450000000004,0.01303638333333334,0.18509790000000007,0.05931086666666667,0.21021693333333324
1.7462,0.0805,0.3697,0.3527,0.0027,0.0222,0.3071,0.0109,0.1866,0.0587,0.2126,0.0109,0.0256,0.106,0.0,0.01209299999999999,0.0,0.02319200000000004,0.0268053333333333,0.2868656666666669,0.11046799999999982,0.002704333333333337,0.011511666666666677,0.19954266666666678,0.0624706666666667,0.21316199999999988
1.7466,0.0806,0.3705,0.3532,0.0018,0.0222,0.3079,0.0105,0.1866,0.0589,0.2123,0.0104,0.0257,0.106,0.0,0.01115299999999999,0.0,0.022620000000000026,0.02617366666666667,0.2897273333333333,0.10796399999999991,0.0020556666666666657,0.010820333333333326,0.2001563333333332,0.061707333333333406,0.21370799999999984
1.9546,0.0804,0.4741,0.353,0.0025,0.0223,0.3074,0.0119,0.1862,0.0586,0.3156,0.011,0.0255,0.1061,0.0,0.011997000000000015,0.0,0.022538999999999993,0.025840000000000033,0.3050080000000003,0.10718599999999984,0.002517000000000001,0.010988,0.2125999999999998,0.07242100000000008,0.278711
2.6994,0.0796,0.8491,0.3517,0.0028,0.022,0.305,0.0123,0.1859,0.0584,0.6908,0.0099,0.0256,0.1063,0.0,0.01217999999999999,0.021429,0.022414999999999994,0.02581899999999999,0.3657229999999999,0.10614499999999989,0.0030120000000000025,0.010378000000000007,0.19001200000000004,0.12723800000000007,0.5420340000000006
2.4999,0.0799,0.749,0.3504,0.004,0.022,0.3022,0.0115,0.1863,0.0584,0.593,0.0111,0.0256,0.1065,0.0,0.012280733333333332,0.0,0.022177666666666665,0.02582650000000001,0.30272419999999955,0.10699656666666664,0.00490636666666667,0.011056266666666672,0.1883376333333331,0.16171626666666672,0.4881462666666674
1.7357,0.0806,0.3659,0.3503,0.0033,0.0221,0.302,0.0114,0.1868,0.0586,0.2125,0.0106,0.0257,0.1059,0.0,0.011473,0.0,0.022157000000000003,0.025708000000000023,0.3052239999999998,0.10627900000000007,0.0034480000000000053,0.010727000000000013,0.1828260000000001,0.05867800000000008,0.21217899999999987
1.7335,0.0805,0.3661,0.3502,0.0014,0.0222,0.3019,0.0107,0.1867,0.0588,0.2121,0.0112,0.0255,0.1062,0.0,0.010821000000000008,0.0,0.02231616666666667,0.02567550000000002,0.3007875,0.10653583333333336,0.0020851666666666696,0.011290166666666665,0.1865661666666665,0.05899133333333333,0.21224566666666647
1.7371,0.0809,0.3662,0.3504,0.0028,0.0222,0.302,0.0117,0.1864,0.059,0.2127,0.0106,0.0257,0.1065,0.0,0.011663866666666687,0.0,0.022384866666666666,0.025942000000000017,0.3050139999999997,0.10786266666666666,0.003470333333333337,0.010809866666666678,0.18315560000000009,0.05917526666666675,0.21222806666666683
1.7303,0.0805,0.3646,0.3492,0.0023,0.0223,0.2993,0.0114,0.1869,0.0588,0.2123,0.0104,0.0259,0.1064,0.0,0.011426723809523804,0.0,0.022432528571428557,0.025868054761904777,0.3129374309523806,0.10686074047619055,0.002382357142857141,0.010380957142857132,0.18634148571428572,0.058411371428571404,0.20158040952380954
1.7279,0.0807,0.3638,0.3486,0.0035,0.0223,0.2986,0.0109,0.1869,0.0588,0.2121,0.0101,0.0255,0.1061,0.0,0.010908500000000003,0.0,0.022276142857142855,0.025581452380952413,0.30009554761904783,0.10612880952380938,0.003353333333333335,0.01041740476190476,0.18712128571428568,0.05879857142857142,0.21055299999999974
1.7265,0.0806,0.3634,0.3488,0.0029,0.022,0.2991,0.0098,0.1867,0.0588,0.2121,0.0107,0.0255,0.1061,0.0,0.01189768571428571,0.0,0.022316885714285712,0.02581602857142859,0.29667957142857154,0.10685977142857149,0.0031126571428571415,0.010731257142857147,0.18652494285714286,0.059126914285714365,0.21217588571428572
1.7275,0.0804,0.3642,0.349,0.0027,0.0219,0.2995,0.0105,0.1866,0.0587,0.212,0.0107,0.0255,0.1058,0.0,0.010528649999999988,0.0,0.022112400000000004,0.025674050000000014,0.3026623499999999,0.10626820000000008,0.0028251999999999986,0.010974099999999995,0.1848666500000001,0.05865834999999999,0.20954705
1.7307,0.0805,0.3642,0.3493,0.0031,0.0224,0.2994,0.0113,0.1868,0.0585,0.2123,0.0113,0.0256,0.106,0.0,0.011638099999999998,0.0,0.022902850000000002,0.025978399999999992,0.33739994999999984,0.10742589999999996,0.0029720999999999997,0.010786349999999995,0.19587960000000007,0.05772385000000006,0.1729994500000002
1.7285,0.0805,0.3641,0.3492,0.0026,0.022,0.2998,0.0104,0.1866,0.0589,0.2121,0.0108,0.0255,0.106,0.0,0.010524566666666657,0.0,0.02209599999999999,0.02552498333333337,0.2996860833333337,0.10597396666666664,0.002525999999999997,0.010726400000000002,0.18660403333333328,0.05882148333333345,0.21218196666666653
1.7246,0.0807,0.3631,0.3482,0.0025,0.0223,0.298,0.0106,0.1868,0.0588,0.2122,0.0101,0.0254,0.1059,0.0,0.010613166666666667,0.0,0.022496799999999987,0.025704899999999985,0.3140091833333327,0.1060915166666668,0.002400566666666668,0.011174633333333333,0.18990729999999986,0.05836868333333341,0.19608500000000004
1.7241,0.0803,0.3626,0.348,0.0025,0.0222,0.2973,0.0111,0.1867,0.0586,0.2124,0.0108,0.0258,0.1058,0.0,0.011332000000000009,0.0,0.022203000000000018,0.025802499999999996,0.2967405,0.10612500000000002,0.0025455000000000005,0.010777499999999994,0.18665149999999994,0.05882600000000011,0.21231699999999987
1.7243,0.0803,0.3626,0.3478,0.0031,0.0222,0.2973,0.011,0.1864,0.0585,0.2124,0.0113,0.0256,0.1058,0.0,0.011338966666666672,0.0,0.022489099999999998,0.02584981666666667,0.2992135166666665,0.10699773333333334,0.002777649999999999,0.010915950000000002,0.18730345,0.05896903333333339,0.2089299999999999
1.7291,0.0805,0.3647,0.3489,0.0021,0.0223,0.2991,0.0107,0.1867,0.0587,0.2126,0.0112,0.0256,0.106,0.0,0.011177558333333337,0.0,0.02254727500000001,0.02565708333333332,0.3056588666666666,0.10694461666666671,0.002401291666666665,0.010927625000000003,0.18805547500000006,0.05877753333333333,0.20575080833333353
1.7288,0.0806,0.3646,0.3493,0.0023,0.0223,0.2999,0.0109,0.1867,0.0585,0.2123,0.0103,0.0255,0.1056,0.0,0.010738992857142854,0.0,0.02232139285714285,0.02556314761904762,0.30026542857142846,0.10585312857142867,0.0023153214285714257,0.010658230952380951,0.1867469785714285,0.05858767142857149,0.21170325952380953
1.7278,0.0803,0.3638,0.3484,0.004,0.0219,0.2989,0.0104,0.1867,0.0587,0.2122,0.0114,0.0256,0.1055,0.0,0.010874766666666664,0.0,0.022171009523809525,0.02570975238095239,0.3017732476190476,0.10598850952380952,0.0032834666666666677,0.011121738095238087,0.1872844857142856,0.05878200476190477,0.20884799999999967
1.7235,0.0803,0.3626,0.3473,0.0037,0.0222,0.2963,0.0112,0.1866,0.0586,0.2125,0.011,0.0256,0.1056,0.0,0.011199999999999998,0.0,0.022299000000000006,0.025722999999999982,0.29548499999999955,0.10646600000000003,0.003518,0.010988999999999997,0.186683,0.05895100000000013,0.2123599999999999
1.7258,0.0806,0.3634,0.3483,0.0022,0.0224,0.2982,0.0111,0.1862,0.0588,0.2127,0.0105,0.0255,0.1059,0.0,0.011499855555555551,0.0,0.02269409999999999,0.026052366666666677,0.31299005000000013,0.10821200555555562,0.0023888277777777784,0.011150122222222227,0.19069042222222238,0.05882697222222227,0.19576401666666673
1.7373,0.0807,0.3675,0.3508,0.0025,0.0219,0.3034,0.0101,0.1866,0.0589,0.2125,0.0109,0.0256,0.1059,0.0,0.010650000000000007,0.0,0.02194700000000002,0.025667999999999993,0.3124929999999998,0.10663300000000009,0.0028720000000000017,0.010918000000000008,0.17515000000000003,0.059902000000000094,0.21185199999999998
1.7344,0.0803,0.3661,0.3497,0.0022,0.0222,0.3016,0.0113,0.1867,0.0588,0.2125,0.0113,0.0257,0.106,0.0,0.011248000000000001,0.0,0.022298000000000012,0.025758000000000038,0.30074400000000023,0.1064379999999999,0.0026879999999999994,0.011027999999999998,0.18730199999999977,0.05887399999999999,0.21245599999999978
1.7333,0.0806,0.366,0.3495,0.0023,0.0225,0.3007,0.0107,0.1864,0.0586,0.2132,0.0112,0.0257,0.1059,0.0,0.010954600000000004,0.0,0.022532933333333317,0.0258408,0.299939,0.10645026666666668,0.0026715333333333343,0.011269933333333332,0.1864279333333334,0.058977466666666756,0.21281753333333342
1.7288,0.0808,0.3647,0.3489,0.0023,0.0223,0.2994,0.0105,0.1865,0.0586,0.2125,0.0109,0.0256,0.1058,0.0,0.010738992857142854,0.0,0.02232139285714285,0.02556314761904762,0.30026542857142846,0.10585312857142867,0.0023153214285714257,0.010658230952380951,0.1867469785714285,0.05858767142857149,0.21170325952380953
1.7272,0.0803,0.3645,0.3487,0.0015,0.0221,0.2987,0.0114,0.1866,0.0589,0.2125,0.0104,0.0257,0.1059,0.0,0.010810028571428574,0.0,0.022445238095238098,0.025735609523809523,0.2981451333333332,0.1063810476190476,0.003190609523809521,0.010857571428571433,0.18610279047619052,0.05918159047619052,0.2122412000000001
1.7248,0.0806,0.3629,0.3477,0.0029,0.0221,0.2973,0.0107,0.1866,0.0586,0.2123,0.0111,0.0258,0.1062,0.0,0.010648666666666673,0.0,0.022263999999999996,0.025747999999999983,0.3079653333333331,0.10610066666666663,0.002750666666666669,0.011125333333333338,0.1887939999999999,0.05833133333333343,0.20205600000000007
1.7229,0.0804,0.3626,0.3477,0.003,0.0222,0.2969,0.0107,0.1867,0.0586,0.2123,0.0105,0.0256,0.1057,0.0,0.011011499999999994,0.0,0.022340499999999996,0.025639000000000002,0.2970730000000002,0.10572800000000011,0.0020945000000000026,0.0106635,0.18637749999999997,0.05872799999999999,0.21217
1.7229,0.0805,0.363,0.3478,0.0014,0.0223,0.297,0.0114,0.1864,0.0587,0.2124,0.0108,0.0256,0.1056,0.0,0.011011499999999994,0.0,0.022340499999999996,0.025639000000000002,0.2970730000000002,0.10572800000000011,0.0020945000000000026,0.0106635,0.18637749999999997,0.05872799999999999,0.21217
1.7259,0.0805,0.3636,0.3481,0.0032,0.022,0.2979,0.0108,0.1864,0.0589,0.2122,0.0112,0.0257,0.1054,0.0,0.011563355555555554,0.0,0.022935599999999997,0.026012866666666672,0.34148279999999986,0.10764275555555558,0.0026285777777777784,0.011257622222222223,0.1978384222222224,0.05777522222222224,0.16601426666666666
1.7214,0.0806,0.3622,0.3475,0.0019,0.0225,0.2966,0.0104,0.1866,0.0585,0.2121,0.0113,0.0256,0.1056,0.0,0.010651347619047614,0.0,0.022288986904761905,0.025625272619047627,0.3145311464285714,0.10638599880952387,0.0025637753968253975,0.010819789285714284,0.16336973809523803,0.06354146071428575,0.20994514642857148
1.7196,0.0803,0.3611,0.347,0.0028,0.0223,0.2963,0.0117,0.1865,0.0587,0.2117,0.0098,0.0256,0.1058,0.0,0.011775000000000013,0.0,0.022579000000000002,0.025911999999999987,0.26859999999999984,0.10677300000000017,0.0025179999999999977,0.01012800000000001,0.2133699999999999,0.059587000000000015,0.2128690000000002
1.7216,0.0802,0.3624,0.3472,0.002,0.0222,0.2966,0.0115,0.1866,0.0584,0.2123,0.0114,0.0255,0.1053,0.0,0.011549683333333338,0.0,0.022661116666666693,0.025837650000000028,0.29593401666666713,0.10676284999999988,0.0021633833333333345,0.011151150000000004,0.20230146666666662,0.05900968333333322,0.19971280000000002
1.7264,0.0804,0.3643,0.3488,0.0016,0.0219,0.2998,0.0107,0.1865,0.0586,0.2117,0.011,0.0257,0.1054,0.0,0.01136808571428572,0.0,0.022147485714285722,0.025692628571428573,0.29839357142857137,0.10601097142857142,0.0023494571428571407,0.01058965714285714,0.18656774285714284,0.05883411428571436,0.21195548571428574
1.7305,0.0806,0.3652,0.3491,0.0032,0.022,0.3007,0.0106,0.1866,0.0586,0.2122,0.0103,0.0257,0.1057,0.0,0.010912795238095248,0.0,0.022221947619047607,0.025728335714285743,0.3134462976190474,0.1063854166666667,0.0029605547619047617,0.01031874761904761,0.18518162619047612,0.058305433333333406,0.20246143571428546
1.7314,0.0804,0.3659,0.3498,0.0026,0.022,0.3014,0.0109,0.1861,0.0586,0.2121,0.0106,0.0256,0.1054,0.0,0.011389750000000002,0.0,0.0222855,0.025796999999999994,0.29895774999999997,0.1068107499999999,0.0030762499999999987,0.010961250000000007,0.18653574999999986,0.05923175,0.21213375000000004
1.736,0.0804,0.3661,0.3499,0.0038,0.0221,0.3019,0.012,0.1866,0.0587,0.212,0.0115,0.0256,0.1054,0.0,0.011737000000000008,0.0,0.022184000000000002,0.025669999999999988,0.30859699999999984,0.10641300000000001,0.0037460000000000067,0.011077999999999992,0.17879000000000014,0.058706999999999974,0.21172799999999992
1.7269,0.0802,0.3644,0.3485,0.0021,0.0223,0.2994,0.0114,0.1864,0.0586,0.2118,0.0107,0.0255,0.1056,0.0,0.011199542857142858,0.0,0.022552388095238084,0.025763583333333347,0.29847102976190476,0.10679832976190479,0.002431890476190477,0.011021519047619046,0.18639573571428586,0.0590361892857143,0.21166421071428565
2.0402,0.2357,0.3631,0.3474,0.0039,0.0216,0.2973,0.0125,0.1859,0.2185,0.2118,0.0116,0.0254,0.1055,0.0,0.012489999999999979,0.0,0.02172000000000001,0.025596,0.3372179999999998,0.10570199999999992,0.0032999999999999974,0.01117600000000001,0.16395200000000007,0.2006459999999999,0.21090600000000012
